epoch,offload_active_fraction,route_logprob_active_fraction,theta_positive_fraction,route_credit_gate_fraction,route_credit_effective_fraction,route_credit_effective_count,route_credit_fallback_trigger_count,route_credit_weight_mean,route_credit_weight_std,route_credit_weight_min,route_credit_weight_max,theta_selected_score_mean,theta_expected_score_mean,theta_residual_credit_mean,theta_residual_credit_std,theta_candidate_score_mean,theta_candidate_score_std,route_residual_credit_mean,route_residual_credit_std,route_candidate_score_mean,route_candidate_score_std,route_expected_score_mean,route_selected_score_mean,theta_ratio_mean,route_ratio_mean,theta_approx_kl,route_approx_kl,theta_clip_fraction,route_clip_fraction,advantage_action_alignment,offload_decision_agreement_ratio,actual_offload_rate_when_theta_true_gap_positive,actual_offload_rate_when_theta_true_gap_negative,route_decision_agreement_ratio,actual_bs1_rate_when_route_true_gap_positive,actual_bs1_rate_when_route_true_gap_negative,conditional_policy_consistency_score
0,0.5170833468437195,0.5170833468437195,0.49291667342185974,0.49291667342185974,0.5170833468437195,1241.0,0,1.0,0.0,1.0,1.0,-0.03249979019165039,-0.005697252694517374,-0.026802537962794304,0.9864151477813721,-8.344650304081824e-09,0.9949759840965271,-0.001718043116852641,0.9787857532501221,1.4512121992993343e-07,0.9945091605186462,-0.0014935157960280776,-0.003211560193449259,0.9874926209449768,0.9992923736572266,0.032100021839141846,0.0021811174228787422,0.4816666841506958,0.004029009025543928,0.15322352945804596,0.4833333492279053,1.0,0.516631543636322,0.49717968702316284,0.49585404992103577,0.4991999864578247,0.5028247386217117
1,0.5070833563804626,0.5070833563804626,0.5087500214576721,0.5087500214576721,0.5070833563804626,1217.0,0,1.0,0.0,1.0,1.0,-0.010833163745701313,-0.007510740775614977,-0.00332242576405406,0.9534268975257874,9.834766778737958e-09,0.9949760437011719,-0.01651068963110447,0.9636984467506409,7.349688644353591e-07,0.9931957721710205,-0.01062217727303505,-0.02713286690413952,1.0097646713256836,0.989592432975769,0.017131676897406578,0.019277440384030342,0.49416667222976685,0.12571898102760315,0.0009774804348126054,0.49291667342185974,0.0,0.5054713487625122,0.485620379447937,0.49393415451049805,0.5208333134651184,0.5209141969680786
2,0.49125000834465027,0.49125000834465027,0.5058333277702332,0.5058333277702332,0.49125000834465027,1179.0,0,1.0,0.0,1.0,1.0,0.01833229698240757,0.013257221318781376,0.005075075197964907,0.8921469449996948,5.314747753004667e-09,0.9949756264686584,-0.011243084445595741,0.9421406388282776,-3.708986184847163e-07,0.9937191009521484,-0.009981106966733932,-0.021224195137619972,1.0211058855056763,0.9901273250579834,0.0056065283715724945,0.02173471823334694,0.4437500238418579,0.17048345506191254,0.04041840881109238,0.5083333253860474,0.0,0.49052631855010986,0.4885496199131012,0.4566210210323334,0.4685039222240448,0.5497480928897858
3,0.4441666901111603,0.4441666901111603,0.49958333373069763,0.49958333373069763,0.4441666901111603,1066.0,0,1.0,0.0,1.0,1.0,0.0983300656080246,0.052415747195482254,0.04591432213783264,0.7908354997634888,-1.3361375117426633e-08,0.994972288608551,-0.03396853059530258,0.9057387709617615,-1.2711277577182045e-06,0.9982130527496338,-0.004543696064502001,-0.0385122187435627,1.017513394355774,1.0011543035507202,0.0003903064352925867,0.012043588794767857,0.28041666746139526,0.20356473326683044,0.23698139190673828,0.5529167056083679,0.0,0.448712557554245,0.4793621003627777,0.45724257826805115,0.4918367266654968,0.5938776731491089
4,0.41583335399627686,0.41583335399627686,0.49916666746139526,0.49916666746139526,0.41583335399627686,998.0,0,1.0,0.0,1.0,1.0,0.1641603261232376,0.07380904257297516,0.09035127609968185,0.7755863070487976,1.0120372095911989e-08,0.9949700832366943,-0.003590337233617902,0.8570618033409119,8.300454510390409e-07,0.9913035035133362,-0.015445491299033165,-0.019035832956433296,1.0124226808547974,1.017978310585022,0.00561551284044981,-0.004896300844848156,0.28458333015441895,0.17334669828414917,0.36712485551834106,0.5800000429153442,0.1428571492433548,0.41447925567626953,0.4939879775047302,0.49168649315834045,0.5107142925262451,0.6135272979736328
5,0.40958333015441895,0.40958333015441895,0.49541667103767395,0.49541667103767395,0.40958333015441895,983.0,0,1.0,0.0,1.0,1.0,0.17082479596138,0.08739354461431503,0.08343125134706497,0.7502076625823975,-1.342346322985577e-08,0.9949668645858765,-0.022939054295420647,0.807503879070282,-5.991085458845191e-07,0.9962080121040344,-0.01981419511139393,-0.042753249406814575,1.0244545936584473,1.0270073413848877,-0.0013755098916590214,-0.013129688799381256,0.3387500047683716,0.18819938600063324,-0.13774681091308594,0.5875000357627869,0.35999998450279236,0.41131433844566345,0.48016276955604553,0.45857417583465576,0.4989059269428253,0.6457946002483368
