epoch,episode_reward,episode_cost,episode_queue_penalty,episode_delay,episode_local_delay_cost,episode_uplink_delay_cost,episode_backhaul_delay_cost,episode_bs_compute_delay_cost,episode_energy,episode_uplink_energy,episode_local_compute_energy,episode_bs_compute_energy,avg_total_backlog,avg_normalized_avg_queue_len,avg_theta,num_steps,actor_loss,critic_loss,entropy
0.0,-493.59156667834753,479.98896572126273,13.602600957084771,475.0634325943749,303.25688141011375,13.770840762201635,0.553041902849313,157.48266851921028,98.51066253775589,1.7096592285394852,36.72032465498839,60.08067865422808,0.06801300478542385,0.06801300478542385,0.5171881575767007,100.0,-0.09335119926836341,4652.234957885742,15.050759601593018
1.0,-481.2289805863892,467.46410345768436,13.764877128704903,462.63610132777427,288.9213131586049,14.10940891533888,0.5285612360870255,159.07681801774348,96.56004259819946,1.7174011446700412,35.820534757787485,59.02210669574189,0.06882438564352451,0.06882438564352451,0.5197382690444775,100.0,-0.013537999428808688,4624.911120605469,14.997892165184021
2.0,-431.667217951588,419.1078196087115,12.559398342876271,414.51855991192815,259.8767040019187,12.335466344155412,0.41911639396978617,141.8872731718842,91.7851939356691,1.5457096640835748,33.51308131022547,56.72640296136004,0.06279699171438136,0.06279699171438136,0.5216142662453122,100.0,-0.13252429077401756,3447.559002685547,14.99634666442871
3.0,-445.936739021684,432.7010218900274,13.23571713165674,428.00784657799136,260.6598595729584,13.327456921175482,0.46756147778307067,153.5529686060746,93.86350624071754,1.654185829055513,34.24423631474909,57.96508409691295,0.0661785856582837,0.0661785856582837,0.5228753054255566,100.0,-0.09129934906959533,3666.2849975585937,15.00128002166748
4.0,-422.92579488976594,410.1251017316435,12.800693158122304,405.46815090257064,252.12994981248653,13.174582195296423,0.4511101470941187,139.71250874769348,93.1390165814625,1.6084331869018547,34.04904199115993,57.481541403400755,0.06400346579061152,0.06400346579061152,0.5281247155782752,100.0,-0.10685296328738332,3195.6943908691405,15.028576588630676
5.0,-464.721086863934,451.43996212156713,13.281124742367028,446.47511688210693,281.0723241125042,12.964964876319549,0.44419094155365946,151.99363695172937,99.29690478920443,1.6569590623525743,36.49529457376219,61.14465115308968,0.06640562371183514,0.06640562371183514,0.5254153479360409,100.0,-0.05278311283327639,3926.569647216797,15.067806673049926
6.0,-388.3297050243379,376.0246663122135,12.305038712124212,371.6801560011911,227.71021630460905,11.883111366534212,0.44343351040250617,131.64339481964518,86.89020622045265,1.5749543328578386,31.606620747602392,53.70863113999242,0.061525193560621055,0.061525193560621055,0.5268572913112385,100.0,-0.05820263270288706,2500.3461975097657,15.068075561523438
7.0,-419.27031522787536,406.7827720971823,12.48754313069296,402.30140148656966,243.65306008164413,12.620665820423119,0.4609575341766938,145.56671805032565,89.6274122122568,1.5853306534954026,32.09300172154528,55.94907983721609,0.062437715653464794,0.062437715653464794,0.5322230422943399,100.0,-0.10810896046459675,2872.3093505859374,15.096301364898682
8.0,-431.4856991523583,418.3065977268251,13.179101425533068,413.6868555822053,254.61296752692758,13.453647386443581,0.5011246990640431,145.11911596977026,92.39484289239759,1.6747963514460087,33.38937239379465,57.330674147156984,0.06589550712766534,0.06589550712766534,0.5294383781909141,100.0,-0.13005110090598465,3078.1811187744142,15.131763982772828
9.0,-398.3701087861236,385.982653510039,12.38745527608466,381.5296956332485,233.92630707308675,11.846285989782778,0.43996408329516956,135.3171384870838,89.05915753580787,1.5747126292445257,32.40469060541951,55.079754301143915,0.0619372763804233,0.0619372763804233,0.5194270155475335,100.0,-0.11839525979012251,2394.7764221191405,15.118467116355896
