epoch,episode_reward,episode_cost,episode_queue_penalty,episode_delay,episode_local_delay_cost,episode_uplink_delay_cost,episode_backhaul_delay_cost,episode_bs_compute_delay_cost,episode_energy,episode_uplink_energy,episode_local_compute_energy,episode_bs_compute_energy,avg_total_backlog,avg_theta,num_steps,actor_loss,critic_loss,entropy
0.0,-805.7097864655957,376.85390404309567,428.8558824224997,376.7704482864939,241.39983577908274,10.835132063985315,0.4861807187561067,124.04929972466977,83.45575660195749,1.3753271403597895,32.04250216486107,50.03792729673667,4288558824.224995,0.503257506989119,100.0,-0.06828812214856346,13892.476440429688,33.07320467631022
1.0,-936.4691325404528,458.00626144809723,478.46287109235544,457.9139977615099,314.36644110892763,11.292340282363188,0.4321576465047744,131.82305872371472,92.26368658725694,1.4188778770031611,36.59856096856156,54.24624774169224,4784628710.923554,0.491106168951184,100.0,-0.026890196837484837,19205.99190266927,33.073883851369224
2.0,-846.3566732238802,403.8636469891841,442.4930262346959,403.77777432631785,259.17185080648846,11.582920565197272,0.44418486853407896,132.57881808609807,85.87266286631942,1.3693376710125227,33.067491738083746,51.43583345722315,4424930262.346958,0.5060476385888808,100.0,-0.06131311094698807,14735.630615234375,33.07417297363281
3.0,-962.970278459172,473.15959747491166,489.81068098426016,473.0649042906598,310.286772455112,13.316984974740734,0.5585467472003331,148.90260011360664,94.69318425201001,1.5309379002452383,37.14555801712899,56.016688334635816,4898106809.842602,0.49727461404872875,100.0,-0.014168819567809502,19939.732340494793,33.07800181706747
4.0,-882.3488890760738,423.914514981049,458.4343740950246,423.8262798602506,287.2568807148202,10.306240113795408,0.42501158966195035,125.83814744197292,88.23512079849044,1.3290230302750277,35.39628155371562,51.50981621449979,4584343740.950247,0.4951555552903751,100.0,-0.1159345122675101,15870.27197265625,33.086524645487465
5.0,-886.8591511442696,423.85679235513135,463.0023587891379,423.76675209700363,278.2477592933838,11.642931918633458,0.47590802736484134,133.40015285762163,90.04025812760422,1.3948951487578847,34.73819903097196,53.90716394787436,4630023587.89138,0.5007213305254505,100.0,-0.057660745146373905,17221.807088216145,33.09554783503214
6.0,-909.0674950059978,436.36206634414066,472.7054286618573,436.2711893243632,284.80118386619654,11.987352718840265,0.4854813816854073,138.9971713576411,90.87701977731784,1.4666852817665474,35.11652002518238,54.293814470368886,4727054286.618573,0.5010417087443597,100.0,-0.05752734839916229,17700.650390625,33.098568757375084
7.0,-902.7133985691453,430.3678381269716,472.34556044217305,430.2767617503694,285.9189062776824,11.587742276931406,0.4695614685120075,132.30055172724352,91.07637660212606,1.4260585890463124,35.42533431604792,54.22498369703183,4723455604.421734,0.4992047104524097,100.0,-0.07655830401927233,17345.581583658855,33.10490369796753
8.0,-919.7795177636556,436.051009151082,483.72850861257353,435.95749930257296,284.0290060508054,11.883465767301013,0.4309887902587493,139.61403869420755,93.50984850921213,1.4597587535611527,35.96718031085168,56.08290944479937,4837285086.125733,0.5030377719965868,100.0,-0.054190559623142086,17750.54707845052,33.1050386428833
9.0,-973.5315812232,479.7044611979011,493.82712002529877,479.6088406802435,306.61279651595515,14.397402009694234,0.5774773835641712,158.02116477102993,95.62051765758976,1.6095454013091042,36.42070976623182,57.59026249004886,4938271200.252991,0.5056589628770053,100.0,-0.050784330892687045,19535.48994954427,33.1022359530131
10.0,-917.1326870390087,451.570228418819,465.56245862018966,451.48086643126777,300.63888577845336,12.69082862293238,0.5279796546050733,137.6231723752769,89.3619875511193,1.4772591041725291,35.6503547881418,52.234373658805005,4655624586.201895,0.4942634965380158,100.0,0.02029067634915312,18277.70849609375,33.10742982228597
