telemetry_step,train_epoch,update_epoch,minibatch_id,layer_name,layer_active_count,layer_clipped_active_count,layer_clipped_active_fraction,layer_active_preconditioner_mean,layer_active_preconditioner_p95,layer_active_preconditioner_p99,layer_active_preconditioner_max,layer_active_preconditioner_mean_after_clip,layer_active_preconditioner_p95_after_clip,layer_active_preconditioner_p99_after_clip,layer_active_preconditioner_max_after_clip,layer_actual_param_delta_norm,layer_raw_grad_norm,layer_preconditioned_grad_norm
0,0,0,0,critic_backbone.0.weight,43776,34709,0.7928773757309941,573411.0,2235569.25,12908685.0,85565536.0,1688.820556640625,1800.0,1800.0,1800.0,0.06481215357780457,0.10099786520004272,129.62429809570312
0,0,0,0,critic_backbone.4.bias,128,20,0.15625,6266.3056640625,11312.115673828097,30410.081464843817,465070.96875,1708.12109375,3999.999755859375,3999.999755859375,3999.999755859375,0.005332984961569309,0.013485387898981571,10.665969848632812
0,0,0,0,critic_backbone.6.weight,16384,8908,0.543701171875,35184.6484375,75792.02460937499,332237.7840625,73211040.0,3129.345703125,3999.999755859375,3999.999755859375,3999.999755859375,0.049073897302150726,0.05828505754470825,98.14781951904297
0,0,0,0,critic_backbone.7.weight,128,115,0.8984375,221582.0,250233.3773437497,3327849.307500013,16370807.0,3946.40625,3999.999755859375,3999.999755859375,3999.999755859375,0.002890203846618533,0.0015513859689235687,5.780407905578613
0,0,0,0,critic_backbone.7.bias,128,0,0.0,2073.26953125,6815.32045898436,19551.646230468752,21489.31640625,2073.26953125,6815.32045898436,19551.646230468752,21489.31640625,0.005656736437231302,0.014666320756077766,11.313472747802734
1,0,0,1,critic_backbone.0.weight,43776,34942,0.7981999269005848,474949.0,2204944.75,10691280.0,70351800.0,1707.2120361328125,1800.0,1800.0,1800.0,0.04741876944899559,0.09346628934144974,134.1531982421875
1,0,0,1,critic_backbone.4.bias,128,15,0.1171875,2010.1951904296875,6348.197973632809,8141.092148437504,10984.2587890625,1735.57763671875,3999.999755859375,3999.999755859375,3999.999755859375,0.005277481861412525,0.012967315502464771,10.644247055053711
1,0,0,1,critic_backbone.6.weight,16384,7457,0.45513916015625,9344.6005859375,34026.427929687496,93905.85140625003,1284151.75,2988.7841796875,3999.999755859375,3999.999755859375,3999.999755859375,0.04266886040568352,0.05964706838130951,105.3372573852539
1,0,0,1,critic_backbone.7.weight,128,120,0.9375,49187.25,139161.85937499965,863194.6231250017,1349305.5,3955.234375,3999.999755859375,3999.999755859375,3999.999755859375,0.0025337610859423876,0.0016462667845189571,5.8800048828125
1,0,0,1,critic_backbone.7.bias,128,0,0.0,2228.505859375,6792.038916015623,22456.028398437527,26140.498046875,2228.505859375,6792.038916015623,22456.028398437527,26140.498046875,0.005538308992981911,0.013423885218799114,10.638513565063477
2,0,0,2,critic_backbone.0.weight,43776,35681,0.8150813230994152,450846.1875,2222248.5,10267765.5,65365192.0,1722.7017822265625,1800.0,1800.0,1800.0,0.03673255071043968,0.08555228263139725,130.74732971191406
2,0,0,2,critic_backbone.4.bias,128,16,0.125,2052.4150390625,6529.818701171871,8146.830747070313,13050.7255859375,1764.4122314453125,3999.999755859375,3999.999755859375,3999.999755859375,0.005176085978746414,0.011933536268770695,10.111834526062012
2,0,0,2,critic_backbone.6.weight,16384,6538,0.3990478515625,7151.3447265625,26751.552734374996,60209.702812500014,294124.9375,2889.007568359375,3999.999755859375,3999.999755859375,3999.999755859375,0.03868305683135986,0.06038079038262367,111.1156234741211
2,0,0,2,critic_backbone.7.weight,128,117,0.9140625,33340.62109375,113688.71406249992,375748.57656250015,829913.4375,3940.8818359375,3999.999755859375,3999.999755859375,3999.999755859375,0.0023811315186321735,0.0018146306974813342,6.648482322692871
2,0,0,2,critic_backbone.7.bias,128,0,0.0,2143.2431640625,7801.893286132808,17277.188691406252,18479.615234375,2143.2431640625,7801.893286132808,17277.188691406252,18479.615234375,0.0054902625270187855,0.013127676211297512,10.771505355834961
3,0,0,3,critic_backbone.0.weight,43776,34628,0.7910270467836257,441179.21875,2396385.0,10456472.0,49810400.0,1705.1429443359375,1800.0,1800.0,1800.0,0.033570546656847,0.12098568677902222,158.57264709472656
3,0,0,3,critic_backbone.4.bias,128,17,0.1328125,2209.923828125,6021.674584960936,8956.424438476568,11775.55859375,1897.8193359375,3999.999755859375,3999.999755859375,3999.999755859375,0.004757978487759829,0.005557441618293524,5.966289520263672
3,0,0,3,critic_backbone.6.weight,16384,5838,0.3563232421875,6045.23388671875,23563.18994140621,45190.676640625,242135.703125,2756.685791015625,3999.999755859375,3999.999755859375,3999.999755859375,0.03545102849602699,0.07403863221406937,123.77759552001953
3,0,0,3,critic_backbone.7.weight,128,116,0.90625,26417.388671875,126728.8320312498,296617.50062500004,401330.875,3948.9677734375,3999.999755859375,3999.999755859375,3999.999755859375,0.0022289331536740065,0.0018527669599279761,7.134189605712891
3,0,0,3,critic_backbone.7.bias,128,0,0.0,2361.43359375,8909.964257812493,17788.158046875003,19657.474609375,2361.43359375,8909.964257812493,17788.158046875003,19657.474609375,0.005094255320727825,0.005852217320352793,5.49545955657959
4,0,1,4,critic_backbone.0.weight,43776,35282,0.8059667397660819,416925.09375,2400902.0,9327996.0,44768192.0,1715.6937255859375,1800.0,1800.0,1800.0,0.0336662121117115,0.08336880803108215,127.90702819824219
4,0,1,4,critic_backbone.4.bias,128,12,0.09375,2117.6904296875,5779.227172851557,9083.952988281253,11805.9599609375,1864.2078857421875,3999.999755859375,3999.999755859375,3999.999755859375,0.004809506703168154,0.011299083940684795,11.45521354675293
4,0,1,4,critic_backbone.6.weight,16384,5818,0.3551025390625,5670.4736328125,21765.240820312494,38756.98406250001,134839.421875,2770.77294921875,3999.999755859375,3999.999755859375,3999.999755859375,0.03383328765630722,0.054378971457481384,100.5100326538086
4,0,1,4,critic_backbone.7.weight,128,117,0.9140625,24117.36328125,105286.22499999964,272384.91875000065,324842.625,3924.3564453125,3999.999755859375,3999.999755859375,3999.999755859375,0.002179778879508376,0.0021032521035522223,7.230780601501465
