block_index,block_start,block_stop_exclusive,block_size,block_semantic,policy_surrogate_mode,theta_advantage_mean,theta_advantage_std,theta_advantage_norm_mean,theta_advantage_norm_std,theta_advantage_max,theta_advantage_min,route_advantage_mean,route_advantage_std,route_advantage_norm_mean,route_advantage_norm_std,route_advantage_max,route_advantage_min,route_gate_mean,route_gate_std,route_gate_min,route_gate_max,route_gate_active_fraction,route_credit_gate_fraction,route_credit_effective_fraction,route_mask_mean,route_mask_active_fraction,theta_selected_action_prob_gain_mean,theta_selected_action_prob_gain_std,theta_ratio_mean,theta_ratio_std,theta_ratio_max,route_selected_action_prob_gain_mean,route_selected_action_prob_gain_std,route_ratio_mean,route_ratio_std,route_ratio_max,theta_clip_fraction,route_clip_fraction,offload_vs_local_value_gap_mean,offload_vs_local_value_gap_std,bs1_vs_bs2_value_gap_mean,bs1_vs_bs2_value_gap_std,epoch
0,0,3,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.012368880212306976,0.31046679615974426,-0.01708812266588211,0.9387255907058716,0.7272448539733887,-0.9214723110198975,0.0004316616104915738,0.334238737821579,-0.02557988464832306,0.9296907782554626,0.8076004385948181,-0.8479487895965576,0.50714111328125,0.08270815014839172,0.32096633315086365,0.7111009359359741,0.47999998927116394,0.46000000834465027,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.011972010135650635,0.20627088844776154,1.0119720697402954,0.20627088844776154,1.253622055053711,-0.002826360519975424,0.016364911571145058,0.9981178641319275,0.01822306402027607,1.0418825149536133,0.6299999952316284,0.0,0.14457516372203827,0.23613271117210388,0.029865307733416557,0.24837154150009155,0
1,3,6,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.017898930236697197,0.3998967111110687,-0.033808741718530655,1.209125280380249,0.9744372367858887,-0.9960697889328003,-0.013733633793890476,0.36487478017807007,-0.11277316510677338,1.0382229089736938,0.8883219957351685,-1.0411458015441895,0.48689010739326477,0.09368755668401718,0.23553776741027832,0.7337978482246399,0.44999998807907104,0.49000000953674316,0.44999998807907104,0.44999998807907104,0.44999998807907104,-0.015524656511843204,0.17827488481998444,0.9844752550125122,0.17827488481998444,1.2761276960372925,-0.0006969779497012496,0.03374611586332321,0.9949906468391418,0.03503889590501785,1.0730453729629517,0.23000000417232513,0.0,0.6467649936676025,0.3145672678947449,0.6332628130912781,0.3158572018146515,0
2,6,9,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,9.558200872561429e-06,0.30432090163230896,0.020339272916316986,0.9201428294181824,0.7618698477745056,-0.9150428175926208,0.006671116221696138,0.31053316593170166,-0.004146035760641098,0.7637805938720703,0.8317441344261169,-0.6534188985824585,0.527574360370636,0.09506706148386002,0.3076382875442505,0.7414571046829224,0.6600000262260437,0.5199999809265137,0.6600000262260437,0.6600000262260437,0.6600000262260437,-0.0732903778553009,0.24005214869976044,0.926709771156311,0.24005214869976044,1.314460277557373,-0.000795712461695075,0.04516229033470154,0.9971835017204285,0.043757256120443344,1.0778610706329346,0.9900000095367432,0.0,-0.12488090246915817,0.22243475914001465,-0.35321784019470215,0.27232325077056885,0
3,9,12,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.004612390883266926,0.3075752258300781,0.006364359986037016,0.9299826622009277,0.877105712890625,-0.8863452672958374,0.015040717087686062,0.47056859731674194,0.06647372990846634,1.5365467071533203,1.3182471990585327,-1.6479339599609375,0.503050684928894,0.09565233439207077,0.2649610638618469,0.7725933790206909,0.46000000834465027,0.5099999904632568,0.46000000834465027,0.46000000834465027,0.46000000834465027,0.01460376475006342,0.2054128348827362,1.0146037340164185,0.2054128348827362,1.2274647951126099,-0.0018175399163737893,0.014551544561982155,0.9960731863975525,0.013831552118062973,1.0228632688522339,0.6299999952316284,0.0,0.022252673283219337,0.2546624541282654,-0.7942793369293213,0.35753774642944336,0
4,12,15,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,0.0025148189160972834,0.30360981822013855,0.027914157137274742,0.9179928302764893,0.805633544921875,-0.6286147236824036,-0.005609367974102497,0.38363882899284363,-0.10389947146177292,0.8173604607582092,1.0916481018066406,-1.0846800804138184,0.4938516318798065,0.0970691442489624,0.32433393597602844,0.8580513596534729,0.44999998807907104,0.44999998807907104,0.44999998807907104,0.44999998807907104,0.44999998807907104,-0.01996038481593132,0.19189731776714325,0.9800395369529724,0.19189731776714325,1.252030849456787,-0.0034031206741929054,0.046301938593387604,0.9992507696151733,0.04780544340610504,1.0749657154083252,0.3100000023841858,0.0,-0.5208150744438171,0.21996770799160004,0.16652923822402954,0.3046272099018097,0
5,15,18,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.0031819152645766735,0.30295971035957336,0.010689549148082733,0.9160271883010864,0.7220684885978699,-0.8634296655654907,-0.008240303955972195,0.4510858654975891,-0.02630331553518772,1.2601284980773926,1.0242900848388672,-1.1634936332702637,0.521416187286377,0.09094907343387604,0.23876342177391052,0.6995060443878174,0.6200000047683716,0.5099999904632568,0.6200000047683716,0.6200000047683716,0.6200000047683716,-0.05829666182398796,0.28202328085899353,0.9417032599449158,0.28202328085899353,1.3440256118774414,-0.0038028245326131582,0.07634755223989487,0.9904105067253113,0.07617904245853424,1.1085213422775269,1.0,0.0,0.2520480453968048,0.257916659116745,0.38863223791122437,0.34049558639526367,0
6,18,21,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.0018840718548744917,0.32665902376174927,0.01461368054151535,0.9876842498779297,0.7132096290588379,-0.8899124264717102,0.018142424523830414,0.4022971987724304,0.08304484188556671,1.1284034252166748,1.1412042379379272,-1.181045651435852,0.470097154378891,0.09587050974369049,0.17163026332855225,0.7388039231300354,0.38999998569488525,0.5,0.38999998569488525,0.38999998569488525,0.38999998569488525,0.03386808931827545,0.1940201073884964,1.0338680744171143,0.1940201073884964,1.2155685424804688,0.0041501205414533615,0.03334055468440056,1.0029091835021973,0.03365952894091606,1.0514124631881714,0.3499999940395355,0.0,-0.0607113316655159,0.2673243582248688,-0.7667113542556763,0.4137265682220459,0
7,21,24,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.015745382755994797,0.4301616847515106,-0.027297301217913628,1.3006343841552734,1.1918797492980957,-0.9632208347320557,-0.010644801892340183,0.3928230106830597,0.03195593133568764,0.9968997836112976,0.9318066835403442,-0.8069325089454651,0.5205931663513184,0.08098522573709488,0.32909172773361206,0.7117915153503418,0.6100000143051147,0.5099999904632568,0.6100000143051147,0.6100000143051147,0.6100000143051147,0.03781706467270851,0.16750994324684143,1.037817120552063,0.16750994324684143,1.2247718572616577,-0.010873299092054367,0.030482454225420952,0.9905261397361755,0.031802911311388016,1.075209140777588,0.029999999329447746,0.0,0.41429954767227173,0.39327555894851685,0.34860220551490784,0.34295374155044556,0
8,24,27,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,0.028384242206811905,0.40562382340431213,0.10613279044628143,1.226441740989685,1.015520453453064,-0.7552998661994934,-0.014076011255383492,0.3855007588863373,-0.11606111377477646,1.0489028692245483,0.9647533297538757,-1.1471120119094849,0.5057042241096497,0.0877673402428627,0.3491961359977722,0.7236841917037964,0.5299999713897705,0.5,0.5299999713897705,0.5299999713897705,0.5299999713897705,-0.008777141571044922,0.21571382880210876,0.9912228584289551,0.21571382880210876,1.2522119283676147,-0.0034333241637796164,0.019204091280698776,0.9937401413917542,0.019787227734923363,1.0336024761199951,0.8999999761581421,0.0,-1.3587580919265747,0.3246128261089325,0.5958240032196045,0.3968335688114166,0
9,27,30,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,0.00015269518189597875,0.3066795766353607,0.0207720547914505,0.9272745251655579,0.8560934066772461,-0.761383056640625,-0.00016278981638606638,0.36186647415161133,-0.060024384409189224,0.8445738554000854,0.9603824019432068,-1.198768138885498,0.49816107749938965,0.0909203365445137,0.2851448059082031,0.6658725738525391,0.5099999904632568,0.4699999988079071,0.5099999904632568,0.5099999904632568,0.5099999904632568,-0.004757029935717583,0.2019776701927185,0.9952428936958313,0.2019776701927185,1.2228659391403198,-0.0022908055689185858,0.01489471085369587,0.9999305605888367,0.014082046225667,1.0316215753555298,0.5899999737739563,0.0,-0.40228575468063354,0.26827672123908997,0.2642100155353546,0.31521961092948914,0
10,30,33,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.01969558745622635,0.3414841294288635,-0.03924110531806946,1.0325093269348145,0.6901707649230957,-0.647237241268158,0.020184816792607307,0.479870080947876,0.14911945164203644,1.3200899362564087,1.511607050895691,-1.103899359703064,0.4924696385860443,0.09277691692113876,0.2994128465652466,0.7559598088264465,0.4399999976158142,0.4699999988079071,0.4399999976158142,0.4399999976158142,0.4399999976158142,-0.021858468651771545,0.20506329834461212,0.9781415462493896,0.20506329834461212,1.2373887300491333,0.0006639832281507552,0.022279351949691772,1.0033085346221924,0.02258569374680519,1.047696590423584,0.6399999856948853,0.0,0.5010954141616821,0.2578372657299042,-0.8378942608833313,0.4046590328216553,0
11,33,36,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.0014603764284402132,0.3060601055622101,0.015894772484898567,0.925401508808136,0.728320300579071,-0.9449495673179626,0.010152087546885014,0.36136767268180847,0.1285119205713272,1.0676864385604858,1.4014708995819092,-1.181487798690796,0.45982009172439575,0.09251969307661057,0.22741656005382538,0.7149785161018372,0.33000001311302185,0.46000000834465027,0.33000001311302185,0.33000001311302185,0.33000001311302185,0.06545095145702362,0.22884266078472137,1.0654510259628296,0.22884266078472137,1.2568364143371582,0.007802498526871204,0.06208203732967377,1.0116233825683594,0.06141318753361702,1.0939911603927612,0.9900000095367432,0.0,-0.13086019456386566,0.2567782700061798,-0.4894794523715973,0.2865820527076721,0
12,36,39,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.013177523389458656,0.3441307842731476,-0.019533120095729828,1.0405118465423584,0.9120540618896484,-0.8750157356262207,-0.0055869994685053825,0.3793046474456787,0.03376653045415878,1.0121718645095825,1.134582281112671,-0.7731728553771973,0.4975276291370392,0.09552547335624695,0.24092407524585724,0.7040987014770508,0.5600000023841858,0.4300000071525574,0.5600000023841858,0.5600000023841858,0.5600000023841858,-0.03089628927409649,0.2085837572813034,0.9691036939620972,0.2085837572813034,1.2278293371200562,-0.006053403485566378,0.032507602125406265,0.9960775971412659,0.0341607891023159,1.073491096496582,0.7799999713897705,0.0,0.23023110628128052,0.29808080196380615,0.21837598085403442,0.25390055775642395,0
13,39,42,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.004692776128649712,0.3039426803588867,0.0061213113367557526,0.9189992547035217,0.847856879234314,-0.8419274687767029,0.015478663146495819,0.3830382823944092,0.07319068908691406,1.034593105316162,1.2039384841918945,-0.9221030473709106,0.48284268379211426,0.08696265518665314,0.29106536507606506,0.6638619899749756,0.4099999964237213,0.49000000953674316,0.4099999964237213,0.4099999964237213,0.4099999964237213,0.0015305960550904274,0.03986629471182823,1.0015307664871216,0.03986629471182823,1.076074242591858,0.019454095512628555,0.19596490263938904,1.027523159980774,0.1879517287015915,1.2574740648269653,0.0,0.4146341383457184,-0.16942112147808075,0.2753485441207886,-0.7467940449714661,0.30018168687820435,0
14,42,45,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.0032720775343477726,0.2831730544567108,0.010416924953460693,0.8562003374099731,0.6742280125617981,-0.9568358063697815,0.012484836392104626,0.3643030524253845,-0.07568816095590591,0.900477409362793,0.7585320472717285,-0.9125509262084961,0.45294880867004395,0.08260119706392288,0.2586395740509033,0.6426882147789001,0.25,0.47999998927116394,0.25,0.25,0.25,0.0969402864575386,0.205840066075325,1.096940279006958,0.205840066075325,1.2348605394363403,0.006661651656031609,0.09810987859964371,0.9908396005630493,0.09779444336891174,1.1144803762435913,0.9300000071525574,0.0,-0.010749242268502712,0.23978406190872192,-0.5848720073699951,0.2664794623851776,0
15,45,48,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,0.0013231491902843118,0.31447410583496094,0.024311022832989693,0.950842022895813,1.1269314289093018,-0.7901462912559509,0.013662371784448624,0.3045617640018463,-0.007437156047672033,0.7300886511802673,0.6872373819351196,-0.759084939956665,0.5330631732940674,0.07244749367237091,0.3537997007369995,0.7246848940849304,0.6700000166893005,0.47999998927116394,0.6700000166893005,0.6700000166893005,0.6700000166893005,-0.058667801320552826,0.17378418147563934,0.941332221031189,0.17378418147563934,1.2243125438690186,-0.0027685672976076603,0.014354962855577469,0.9972062706947327,0.014637618325650692,1.038552165031433,0.15000000596046448,0.0,0.15360264480113983,0.24670937657356262,-0.5417220592498779,0.21241523325443268,0
16,48,51,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.01339313667267561,0.28267309069633484,-0.020185034722089767,0.8546886444091797,0.7581759095191956,-0.7767316699028015,0.004727041814476252,0.41418910026550293,0.014375940896570683,1.083369255065918,0.9965252876281738,-0.9103759527206421,0.5111456513404846,0.08727499097585678,0.280664324760437,0.7074286341667175,0.550000011920929,0.4699999988079071,0.550000011920929,0.550000011920929,0.550000011920929,0.017385968938469887,0.1533399224281311,1.0173859596252441,0.1533399224281311,1.218092918395996,-0.005075257271528244,0.06430722773075104,0.9958749413490295,0.06335035711526871,1.1221683025360107,0.019999999552965164,0.0181818176060915,0.23758743703365326,0.24165314435958862,-0.1589634269475937,0.29456499218940735,0
17,51,54,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.004619363695383072,0.3351552188396454,0.00634329067543149,1.0133732557296753,0.7440816164016724,-0.865969717502594,-0.004235383123159409,0.33698126673698425,-0.0010921979555860162,0.9391465783119202,0.7669081687927246,-0.7570018172264099,0.49847906827926636,0.08249405026435852,0.2702839970588684,0.7003769278526306,0.49000000953674316,0.5199999809265137,0.49000000953674316,0.49000000953674316,0.49000000953674316,0.0015936266863718629,0.22952502965927124,1.0015935897827148,0.22952502965927124,1.253262996673584,-0.002713747089728713,0.014683147892355919,0.9940211772918701,0.0147043252363801,1.0274029970169067,1.0,0.0,0.3785213828086853,0.2523063123226166,0.16431863605976105,0.3014950752258301,0
18,54,57,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.027236726135015488,0.38422107696533203,-0.06204243749380112,1.1617286205291748,0.982422947883606,-1.0188181400299072,0.0054032932966947556,0.2879495322704315,0.044856857508420944,0.7628165483474731,0.6563072204589844,-0.6696631908416748,0.5243746042251587,0.08086881041526794,0.2643117308616638,0.6984575390815735,0.6600000262260437,0.4300000071525574,0.6600000262260437,0.6600000262260437,0.6600000262260437,-0.05771423503756523,0.18778693675994873,0.9422857761383057,0.18778693675994873,1.235954761505127,-0.0032119620591402054,0.02378264255821705,0.9937795996665955,0.02460882067680359,1.0541542768478394,0.44999998807907104,0.0,0.9439847469329834,0.3410145938396454,-0.13899527490139008,0.25248968601226807,0
19,57,60,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.022220397368073463,0.29803192615509033,-0.04687510430812836,0.9011275768280029,1.015345573425293,-0.6922160387039185,0.009991208091378212,0.3961613178253174,-0.011275360360741615,0.9898117780685425,1.0862447023391724,-1.039130449295044,0.49467313289642334,0.0809033215045929,0.28252139687538147,0.6717185378074646,0.4699999988079071,0.5199999809265137,0.4699999988079071,0.4699999988079071,0.4699999988079071,-0.007088801823556423,0.20387814939022064,0.9929112195968628,0.20387814939022064,1.2534812688827515,-0.001737304963171482,0.02067752368748188,0.9982420802116394,0.021869760006666183,1.0417616367340088,0.5299999713897705,0.0,0.2573169767856598,0.23143216967582703,-0.7407554388046265,0.2666514217853546,0
