block_index,block_start,block_stop_exclusive,block_size,block_semantic,block_weight_mean,block_weight_std,block_weight_max,block_weight_min,block_adv_scale_mean,block_adv_scale_std,block_adv_scale_max,block_adv_scale_min,block_active_rate,block_clip_fraction,block_positive_adv_clip_fraction,block_negative_adv_clip_fraction,block_ratio_mean,block_ratio_std,block_ratio_max,block_surrogate_mean,block_surrogate_std,per_block_selected_action_prob_gain_mean,per_block_selected_action_prob_gain_std,epoch
11,33,36,3,dispatch_decision_block,0.04768507555127144,0.015583491884171963,0.0874306783080101,0.011641595512628555,1.0,0.0,1.0,1.0,0.0,0.7200000286102295,0.7777777910232544,0.707317054271698,1.1510859727859497,0.5882531404495239,4.211766719818115,0.12959134578704834,0.9470472931861877,0.15108603239059448,0.5882531404495239,3
12,36,39,3,dispatch_decision_block,0.04696482792496681,0.018252601847052574,0.10353431105613708,0.019846050068736076,1.0,0.0,1.0,1.0,0.0,0.7799999713897705,0.9444444179534912,0.7439024448394775,1.0845885276794434,0.49086394906044006,2.3452236652374268,0.1350819170475006,0.950553834438324,0.08458855003118515,0.49086394906044006,3
13,39,42,3,dispatch_decision_block,0.03453086316585541,0.018846452236175537,0.07987510412931442,0.0003749791067093611,1.0,0.0,1.0,1.0,0.0,0.75,0.7777777910232544,0.7439024448394775,1.1593321561813354,0.6067075729370117,4.312243938446045,0.13069283962249756,0.9479690194129944,0.15933214128017426,0.6067075729370117,3
14,42,45,3,dispatch_decision_block,0.04078663885593414,0.019271068274974823,0.08951742202043533,0.004137683659791946,1.0,0.0,1.0,1.0,0.0,0.7200000286102295,0.8333333134651184,0.6951219439506531,1.160762906074524,0.5049809813499451,2.654581069946289,0.1332676112651825,0.9493906497955322,0.1607629358768463,0.5049809813499451,3
15,45,48,3,dispatch_decision_block,0.04751136898994446,0.014130666851997375,0.08892908692359924,0.018326861783862114,1.0,0.0,1.0,1.0,0.0,0.7400000095367432,0.7222222089767456,0.7439024448394775,1.0836890935897827,0.44962018728256226,2.579160690307617,0.12653440237045288,0.936088502407074,0.08368908613920212,0.44962018728256226,3
16,48,51,3,dispatch_decision_block,0.045647770166397095,0.018565485253930092,0.10353431105613708,0.01724480465054512,1.0,0.0,1.0,1.0,0.0,0.7599999904632568,0.7777777910232544,0.7560975551605225,1.198685884475708,0.6185300946235657,3.228585958480835,0.13048237562179565,0.9485580325126648,0.19868598878383636,0.6185300946235657,3
17,51,54,3,dispatch_decision_block,0.033819276839494705,0.01890072040259838,0.0894671157002449,0.003927177283912897,1.0,0.0,1.0,1.0,0.0,0.7400000095367432,0.9444444179534912,0.6951219439506531,1.1034823656082153,0.5826115608215332,4.424034595489502,0.13106781244277954,0.9493526220321655,0.10348233580589294,0.5826115608215332,3
18,54,57,3,dispatch_decision_block,0.030679574236273766,0.0192416962236166,0.09929927438497543,0.001155086443759501,1.0,0.0,1.0,1.0,0.0,0.8199999928474426,0.8333333134651184,0.8170731663703918,1.1025574207305908,0.629676342010498,4.030025482177734,0.13104164600372314,0.9510493874549866,0.10255735367536545,0.629676342010498,3
19,57,60,3,dispatch_decision_block,0.04592373967170715,0.01659052073955536,0.09726663678884506,0.01624147780239582,1.0,0.0,1.0,1.0,0.0,0.8199999928474426,0.8333333134651184,0.8170731663703918,1.1650097370147705,0.5976474285125732,4.4365315437316895,0.13047824800014496,0.9452853798866272,0.1650097668170929,0.5976474285125732,3
20,60,63,3,dispatch_decision_block,0.047136515378952026,0.017257651314139366,0.09533387422561646,0.016784699633717537,1.0,0.0,1.0,1.0,0.0,0.8500000238418579,0.8888888955116272,0.8414633870124817,1.1556484699249268,0.5741108655929565,4.150057792663574,0.12935061752796173,0.9455126523971558,0.15564849972724915,0.5741108655929565,3
21,63,66,3,dispatch_decision_block,0.034732650965452194,0.021571822464466095,0.08352656662464142,1.0353421231457105e-07,1.0,0.0,1.0,1.0,0.0,0.7099999785423279,0.8333333134651184,0.6829268336296082,1.1411341428756714,0.6142664551734924,3.884173631668091,0.12695543467998505,0.9431606531143188,0.14113424718379974,0.6142664551734924,3
22,66,69,3,dispatch_decision_block,0.03380400687456131,0.020531220361590385,0.07677636295557022,1.0353421231457105e-07,1.0,0.0,1.0,1.0,0.0,0.7300000190734863,0.8333333134651184,0.707317054271698,1.0617729425430298,0.4682922065258026,2.294142246246338,0.12790122628211975,0.9491530656814575,0.061773043125867844,0.4682922065258026,3
23,69,72,3,dispatch_decision_block,0.048381295055150986,0.012317861430346966,0.07854617387056351,0.020724188536405563,1.0,0.0,1.0,1.0,0.0,0.7099999785423279,0.8888888955116272,0.6707317233085632,1.1049869060516357,0.6189651489257812,3.7762980461120605,0.12588505446910858,0.94473797082901,0.10498687624931335,0.6189651489257812,3
0,0,3,3,dispatch_decision_block,0.0426800437271595,0.01796778477728367,0.09966416656970978,0.016303561627864838,1.0,0.0,1.0,1.0,0.0,0.7300000190734863,0.8235294222831726,0.7108433842658997,0.9148633480072021,0.38196685910224915,2.379657506942749,0.1302599161863327,1.056418776512146,-0.08513661473989487,0.38196685910224915,4
1,3,6,3,dispatch_decision_block,0.028836440294981003,0.018206007778644562,0.0876668393611908,0.000802975962869823,1.0,0.0,1.0,1.0,0.0,0.7900000214576721,1.0,0.7469879388809204,0.9108559489250183,0.4287291169166565,2.043213367462158,0.13187570869922638,1.0612504482269287,-0.08914409577846527,0.4287291169166565,4
2,6,9,3,dispatch_decision_block,0.03179798275232315,0.01969330571591854,0.09300992637872696,0.002278835978358984,1.0,0.0,1.0,1.0,0.0,0.8100000023841858,0.9411764740943909,0.7831325531005859,0.9128384590148926,0.4044860005378723,2.023428201675415,0.13392820954322815,1.0596706867218018,-0.08716153353452682,0.4044860005378723,4
3,9,12,3,dispatch_decision_block,0.04838206246495247,0.01717820204794407,0.11072978377342224,0.01641157828271389,1.0,0.0,1.0,1.0,0.0,0.8199999928474426,1.0,0.7831325531005859,0.9104712605476379,0.524202287197113,3.1364636421203613,0.13582183420658112,1.061420202255249,-0.08952873945236206,0.524202287197113,4
4,12,15,3,dispatch_decision_block,0.04946034401655197,0.018672093749046326,0.09630937874317169,0.018286636099219322,1.0,0.0,1.0,1.0,0.0,0.7900000214576721,0.9411764740943909,0.759036123752594,1.003507137298584,0.5756744742393494,3.9213368892669678,0.13529041409492493,1.0599534511566162,0.003507182700559497,0.5756744742393494,4
5,15,18,3,dispatch_decision_block,0.04037877544760704,0.023175641894340515,0.11365120112895966,0.0044286008924245834,1.0,0.0,1.0,1.0,0.0,0.7200000286102295,0.8235294222831726,0.6987951993942261,0.9335523843765259,0.45842885971069336,2.6317551136016846,0.13089893758296967,1.0588433742523193,-0.06644760817289352,0.45842885971069336,4
6,18,21,3,dispatch_decision_block,0.03321700915694237,0.023288849741220474,0.10335011035203934,6.578697053782889e-08,1.0,0.0,1.0,1.0,0.0,0.8100000023841858,0.8235294222831726,0.8072289228439331,0.9150391221046448,0.46760427951812744,2.4374465942382812,0.13499963283538818,1.0590389966964722,-0.08496083319187164,0.46760427951812744,4
7,21,24,3,dispatch_decision_block,0.04418905824422836,0.014422541484236717,0.08284322172403336,0.01768243871629238,1.0,0.0,1.0,1.0,0.0,0.7300000190734863,0.8823529481887817,0.6987951993942261,0.9907916188240051,0.5041581988334656,2.7406742572784424,0.12670528888702393,1.0593547821044922,-0.009208436124026775,0.5041581988334656,4
8,24,27,3,dispatch_decision_block,0.04595853015780449,0.01687983237206936,0.10309278219938278,0.015619553625583649,1.0,0.0,1.0,1.0,0.0,0.7699999809265137,0.8823529481887817,0.7469879388809204,0.9837550520896912,0.5887864828109741,3.72263240814209,0.128081277012825,1.0610284805297852,-0.016244905069470406,0.5887864828109741,4
9,27,30,3,dispatch_decision_block,0.03441194072365761,0.022825580090284348,0.11036405712366104,0.0006585084483958781,1.0,0.0,1.0,1.0,0.0,0.7799999713897705,1.0,0.7349397540092468,1.0216126441955566,1.0081522464752197,10.149415969848633,0.13385386765003204,1.0611225366592407,0.021612592041492462,1.0081522464752197,4
10,30,33,3,dispatch_decision_block,0.03390015289187431,0.02326798066496849,0.11084824055433273,0.0008338342886418104,1.0,0.0,1.0,1.0,0.0,0.7699999809265137,0.9411764740943909,0.7349397540092468,0.9572803974151611,0.5111516714096069,2.835752010345459,0.13068680465221405,1.059524655342102,-0.0427195206284523,0.5111516714096069,4
11,33,36,3,dispatch_decision_block,0.04689149558544159,0.013968619517982006,0.08344132453203201,0.02243209443986416,1.0,0.0,1.0,1.0,0.0,0.7799999713897705,0.8235294222831726,0.7710843086242676,0.952343225479126,0.5456003546714783,3.5677077770233154,0.133531391620636,1.0569325685501099,-0.0476568229496479,0.5456003546714783,4
12,36,39,3,dispatch_decision_block,0.046145547181367874,0.018616724759340286,0.09887396544218063,0.01630806364119053,1.0,0.0,1.0,1.0,0.0,0.8199999928474426,0.8823529481887817,0.8072289228439331,0.9556944966316223,0.9044390916824341,6.420607089996338,0.12664209306240082,1.0589115619659424,-0.0443054623901844,0.9044390916824341,4
13,39,42,3,dispatch_decision_block,0.03148053586483002,0.019505830481648445,0.10570519417524338,0.00043036110582761467,1.0,0.0,1.0,1.0,0.0,0.7699999809265137,0.8235294222831726,0.759036123752594,0.9830085635185242,0.5367184281349182,3.7221171855926514,0.12561483681201935,1.0411386489868164,-0.016991477459669113,0.5367184281349182,4
14,42,45,3,dispatch_decision_block,0.03518747165799141,0.021424658596515656,0.11427715420722961,0.004660507198423147,1.0,0.0,1.0,1.0,0.0,0.8199999928474426,0.9411764740943909,0.7951807379722595,0.9888558983802795,0.6965082287788391,4.807897567749023,0.13416889309883118,1.0609121322631836,-0.011144123040139675,0.6965082287788391,4
15,45,48,3,dispatch_decision_block,0.049332957714796066,0.015403671190142632,0.08814630657434464,0.018684813752770424,1.0,0.0,1.0,1.0,0.0,0.8500000238418579,1.0,0.8192771077156067,0.8631905913352966,0.4275060296058655,2.194282054901123,0.13217753171920776,1.060998558998108,-0.13680937886238098,0.4275060296058655,4
16,48,51,3,dispatch_decision_block,0.05224662274122238,0.02105189487338066,0.1055229976773262,0.014075315557420254,1.0,0.0,1.0,1.0,0.0,0.8299999833106995,0.8235294222831726,0.8313252925872803,0.9829801917076111,0.5795793533325195,3.3091232776641846,0.13202202320098877,1.0576069355010986,-0.017019784078001976,0.5795793533325195,4
17,51,54,3,dispatch_decision_block,0.04367709159851074,0.024318570271134377,0.11237478256225586,0.003772406606003642,1.0,0.0,1.0,1.0,0.0,0.8500000238418579,0.8823529481887817,0.8433734774589539,1.0267964601516724,0.6637469530105591,3.8552255630493164,0.13412678241729736,1.0576627254486084,0.026796378195285797,0.6637469530105591,4
18,54,57,3,dispatch_decision_block,0.03647652268409729,0.02462380938231945,0.09740959107875824,0.0017447961727157235,1.0,0.0,1.0,1.0,0.0,0.7099999785423279,0.8235294222831726,0.6867470145225525,0.9204788208007812,0.5027190446853638,3.9221012592315674,0.12905892729759216,1.0552687644958496,-0.07952115684747696,0.5027190446853638,4
19,57,60,3,dispatch_decision_block,0.042319249361753464,0.012965747155249119,0.0767311379313469,0.013640268705785275,1.0,0.0,1.0,1.0,0.0,0.7699999809265137,0.9411764740943909,0.7349397540092468,1.0318503379821777,0.9243036508560181,8.846388816833496,0.1313822865486145,1.054073691368103,0.03185022994875908,0.9243036508560181,4
20,60,63,3,dispatch_decision_block,0.04994025081396103,0.019129086285829544,0.10404711216688156,0.012542628683149815,1.0,0.0,1.0,1.0,0.0,0.7900000214576721,0.9411764740943909,0.759036123752594,1.050765872001648,1.0134801864624023,9.491740226745605,0.12989108264446259,1.0564815998077393,0.05076584964990616,1.0134801864624023,4
21,63,66,3,dispatch_decision_block,0.04102569445967674,0.02510141022503376,0.11093948781490326,4.566061662103493e-08,1.0,0.0,1.0,1.0,0.0,0.8299999833106995,0.8823529481887817,0.8192771077156067,0.8997195363044739,0.4198486804962158,1.880205750465393,0.1322614997625351,1.0495493412017822,-0.10028045624494553,0.4198486804962158,4
22,66,69,3,dispatch_decision_block,0.03989812731742859,0.024031013250350952,0.11594986170530319,4.566061662103493e-08,1.0,0.0,1.0,1.0,0.0,0.7300000190734863,1.0,0.6746987700462341,0.955294668674469,0.6958760619163513,5.664898872375488,0.13287010788917542,1.0603891611099243,-0.044705335050821304,0.6958760619163513,4
23,69,72,3,dispatch_decision_block,0.052166059613227844,0.01435127668082714,0.09246598929166794,0.01916973665356636,1.0,0.0,1.0,1.0,0.0,0.7200000286102295,0.9411764740943909,0.6746987700462341,0.9932612776756287,0.7439937591552734,4.617678642272949,0.12957139313220978,1.0568437576293945,-0.006738760508596897,0.7439937591552734,4
