block_index,block_start,block_stop_exclusive,block_size,block_semantic,block_weight_mean,block_weight_std,block_weight_max,block_weight_min,block_adv_scale_mean,block_adv_scale_std,block_adv_scale_max,block_adv_scale_min,block_active_rate,block_clip_fraction,block_positive_adv_clip_fraction,block_negative_adv_clip_fraction,block_ratio_mean,block_ratio_std,block_ratio_max,block_surrogate_mean,block_surrogate_std,per_block_selected_action_prob_gain_mean,per_block_selected_action_prob_gain_std,epoch
14,42,45,3,dispatch_decision_block,0.03666270896792412,0.019041523337364197,0.08927632868289948,0.0032202608417719603,1.0,0.0,1.0,1.0,0.0,0.36000001430511475,0.0,0.36000001430511475,0.9702014923095703,0.2743629813194275,1.8549330234527588,0.09554168581962585,1.0634288787841797,-0.029798565432429314,0.2743629813194275,0
15,45,48,3,dispatch_decision_block,0.05267278105020523,0.015441610477864742,0.0962449386715889,0.014354276470839977,1.0,0.0,1.0,1.0,0.0,0.3700000047683716,0.0,0.3700000047683716,1.022714614868164,0.2778702974319458,2.351923942565918,0.08882567286491394,1.0535027980804443,0.02271457202732563,0.2778702974319458,0
16,48,51,3,dispatch_decision_block,0.04657761752605438,0.02024327591061592,0.09911736845970154,0.01921645924448967,1.0,0.0,1.0,1.0,0.0,0.2800000011920929,0.0,0.2800000011920929,0.963421106338501,0.19504660367965698,1.5001462697982788,0.08893773704767227,1.0707510709762573,-0.03657893091440201,0.19504660367965698,0
17,51,54,3,dispatch_decision_block,0.036085352301597595,0.02154069021344185,0.09891805052757263,0.004139136988669634,1.0,0.0,1.0,1.0,0.0,0.4000000059604645,0.0,0.4000000059604645,1.0030792951583862,0.22736087441444397,1.9052611589431763,0.08886147290468216,1.0690973997116089,0.0030792427714914083,0.22736087441444397,0
18,54,57,3,dispatch_decision_block,0.033022359013557434,0.021852442994713783,0.09768053889274597,5.963025984101478e-08,1.0,0.0,1.0,1.0,0.0,0.30000001192092896,0.0,0.30000001192092896,0.9714640974998474,0.20083577930927277,1.6911965608596802,0.09602285176515579,1.0602285861968994,-0.028535891324281693,0.20083577930927277,0
19,57,60,3,dispatch_decision_block,0.04641023650765419,0.014720771461725235,0.08980223536491394,0.02007429301738739,1.0,0.0,1.0,1.0,0.0,0.3499999940395355,0.0,0.3499999940395355,0.9947327375411987,0.19343650341033936,1.475450873374939,0.07585930824279785,1.0624866485595703,-0.005267290864139795,0.19343650341033936,0
20,60,63,3,dispatch_decision_block,0.05138400197029114,0.02137240581214428,0.09838924556970596,0.01555293332785368,1.0,0.0,1.0,1.0,0.0,0.5,0.0,0.5,0.9668995141983032,0.26985374093055725,1.6865962743759155,0.10114951431751251,1.0791070461273193,-0.03310053423047066,0.26985374093055725,0
21,63,66,3,dispatch_decision_block,0.03880525380373001,0.02347651496529579,0.10909555852413177,0.002436406444758177,1.0,0.0,1.0,1.0,0.0,0.5400000214576721,0.0,0.5400000214576721,1.0166218280792236,0.3453821539878845,2.439141273498535,0.11139396578073502,1.0835227966308594,0.016621947288513184,0.3453821539878845,0
22,66,69,3,dispatch_decision_block,0.039134420454502106,0.02321935072541237,0.09651809185743332,0.001673698192462325,1.0,0.0,1.0,1.0,0.0,0.44999998807907104,0.0,0.44999998807907104,0.9804017543792725,0.24659018218517303,1.7016217708587646,0.1076878011226654,1.056764841079712,-0.019598228856921196,0.24659018218517303,0
23,69,72,3,dispatch_decision_block,0.052377257496118546,0.01482481975108385,0.09452415257692337,0.02134741097688675,1.0,0.0,1.0,1.0,0.0,0.3700000047683716,0.0,0.3700000047683716,0.9991283416748047,0.36828750371932983,3.9024863243103027,0.09137535840272903,1.059319019317627,-0.0008716761949472129,0.36828750371932983,0
0,0,3,3,dispatch_decision_block,0.04565693810582161,0.019381826743483543,0.09553322196006775,0.01609313301742077,1.0,0.0,1.0,1.0,0.0,0.8100000023841858,1.0,0.8041236996650696,0.9404098987579346,0.6723054647445679,3.180609703063965,0.14202362298965454,1.0877676010131836,-0.05959005281329155,0.6723054647445679,1
1,3,6,3,dispatch_decision_block,0.030822109431028366,0.01966726966202259,0.09017924964427948,7.095714948945897e-08,1.0,0.0,1.0,1.0,0.0,0.8100000023841858,1.0,0.8041236996650696,1.030024528503418,0.8107772469520569,6.314723968505859,0.13950872421264648,1.0914185047149658,0.030024509876966476,0.8107772469520569,1
2,6,9,3,dispatch_decision_block,0.03438214957714081,0.02051832154393196,0.09507762640714645,7.095714948945897e-08,1.0,0.0,1.0,1.0,0.0,0.7799999713897705,1.0,0.7731958627700806,0.9632192254066467,0.628212571144104,3.6984429359436035,0.13298764824867249,1.0846835374832153,-0.03678083419799805,0.628212571144104,1
3,9,12,3,dispatch_decision_block,0.04705425351858139,0.015848679468035698,0.10100045055150986,0.019177177920937538,1.0,0.0,1.0,1.0,0.0,0.8500000238418579,1.0,0.8453608155250549,1.0311715602874756,1.1356070041656494,10.399309158325195,0.14262619614601135,1.087666392326355,0.03117162175476551,1.1356070041656494,1
4,12,15,3,dispatch_decision_block,0.05048632249236107,0.018453802913427353,0.11416982114315033,0.01990361697971821,1.0,0.0,1.0,1.0,0.0,0.7799999713897705,0.6666666865348816,0.7835051417350769,0.9105170369148254,0.5443899035453796,2.940188407897949,0.13250479102134705,1.082961082458496,-0.08948293328285217,0.5443899035453796,1
5,15,18,3,dispatch_decision_block,0.03942105919122696,0.02255379594862461,0.10604923218488693,7.095714948945897e-08,1.0,0.0,1.0,1.0,0.0,0.8299999833106995,1.0,0.8247422575950623,0.9011790752410889,0.5417383313179016,4.2440948486328125,0.14312657713890076,1.0884456634521484,-0.09882096946239471,0.5417383313179016,1
6,18,21,3,dispatch_decision_block,0.03621023893356323,0.02387378364801407,0.09801343083381653,7.095714948945897e-08,1.0,0.0,1.0,1.0,0.0,0.8500000238418579,0.6666666865348816,0.8556700944900513,0.9214970469474792,0.528773844242096,2.8819990158081055,0.14007164537906647,1.0870513916015625,-0.07850290089845657,0.528773844242096,1
7,21,24,3,dispatch_decision_block,0.04767373949289322,0.014867843128740788,0.09008932113647461,0.017097244039177895,1.0,0.0,1.0,1.0,0.0,0.8399999737739563,0.3333333432674408,0.8556700944900513,0.9282040596008301,0.5330110192298889,3.077357053756714,0.14077457785606384,1.0819487571716309,-0.07179595530033112,0.5330110192298889,1
8,24,27,3,dispatch_decision_block,0.055183205753564835,0.021862449124455452,0.12371134757995605,0.01773935928940773,1.0,0.0,1.0,1.0,0.0,0.8100000023841858,1.0,0.8041236996650696,1.0747466087341309,1.3543099164962769,13.011112213134766,0.13600607216358185,1.086734652519226,0.07474658638238907,1.3543099164962769,1
9,27,30,3,dispatch_decision_block,0.03798391669988632,0.025118842720985413,0.12430056929588318,0.00019536109175533056,1.0,0.0,1.0,1.0,0.0,0.8299999833106995,1.0,0.8247422575950623,0.975104808807373,0.7993524074554443,4.817856311798096,0.13729095458984375,1.0816746950149536,-0.024895139038562775,0.7993524670600891,1
10,30,33,3,dispatch_decision_block,0.03745062276721001,0.024749206379055977,0.11840171366930008,0.00033777879434637725,1.0,0.0,1.0,1.0,0.0,0.7799999713897705,1.0,0.7731958627700806,0.9168392419815063,0.47594913840293884,2.238969564437866,0.13606518507003784,1.0795308351516724,-0.08316081762313843,0.47594913840293884,1
11,33,36,3,dispatch_decision_block,0.05014815181493759,0.01641872338950634,0.09111317247152328,0.021076291799545288,1.0,0.0,1.0,1.0,0.0,0.8899999856948853,1.0,0.8865979313850403,1.0072394609451294,0.8364309668540955,6.721814155578613,0.13511280715465546,1.0808426141738892,0.0072394730523228645,0.8364309668540955,1
12,36,39,3,dispatch_decision_block,0.043148837983608246,0.01586953178048134,0.0920625776052475,0.016624053940176964,1.0,0.0,1.0,1.0,0.0,0.8500000238418579,0.6666666865348816,0.8556700944900513,0.8201547861099243,0.4796903133392334,2.2385687828063965,0.1417340785264969,1.0850567817687988,-0.1798451840877533,0.4796903133392334,1
13,39,42,3,dispatch_decision_block,0.029940936714410782,0.015858648344874382,0.09040425717830658,0.0008678235462866724,1.0,0.0,1.0,1.0,0.0,0.8500000238418579,1.0,0.8453608155250549,0.9095184803009033,0.6045191287994385,4.237829685211182,0.14303645491600037,1.0883572101593018,-0.09048152714967728,0.6045191287994385,1
14,42,45,3,dispatch_decision_block,0.034378185868263245,0.01767405867576599,0.09962286055088043,0.004452796187251806,1.0,0.0,1.0,1.0,0.0,0.8199999928474426,1.0,0.8144329786300659,0.8967081308364868,0.5009005665779114,2.804762840270996,0.13698285818099976,1.0837422609329224,-0.10329189151525497,0.5009005665779114,1
15,45,48,3,dispatch_decision_block,0.04450521618127823,0.014942199923098087,0.08534705638885498,0.017103945836424828,1.0,0.0,1.0,1.0,0.0,0.8199999928474426,1.0,0.8144329786300659,0.9165042042732239,0.5824880003929138,4.099073886871338,0.14082032442092896,1.0900768041610718,-0.08349578827619553,0.5824880003929138,1
16,48,51,3,dispatch_decision_block,0.05007718503475189,0.02101486176252365,0.1288602501153946,0.01799999363720417,1.0,0.0,1.0,1.0,0.0,0.75,1.0,0.7422680258750916,0.8719534277915955,0.5040105581283569,2.8494625091552734,0.13628673553466797,1.0874682664871216,-0.12804658710956573,0.5040105581283569,1
17,51,54,3,dispatch_decision_block,0.03942573443055153,0.026764191687107086,0.13003505766391754,0.0018964181654155254,1.0,0.0,1.0,1.0,0.0,0.8700000047683716,0.6666666865348816,0.876288652420044,0.9052394032478333,0.5886029601097107,3.712251663208008,0.13805986940860748,1.077317237854004,-0.09476065635681152,0.5886029601097107,1
18,54,57,3,dispatch_decision_block,0.0363403782248497,0.0267613735049963,0.13003505766391754,0.001865181839093566,1.0,0.0,1.0,1.0,0.0,0.7799999713897705,1.0,0.7731958627700806,0.8801339864730835,0.49692827463150024,2.6601614952087402,0.14037621021270752,1.0881526470184326,-0.11986598372459412,0.49692827463150024,1
19,57,60,3,dispatch_decision_block,0.045687779784202576,0.014299587346613407,0.08504927903413773,0.00988744292408228,1.0,0.0,1.0,1.0,0.0,0.7300000190734863,1.0,0.7216494679450989,0.8754891753196716,0.41776275634765625,2.239647388458252,0.14046472311019897,1.0888820886611938,-0.12451082468032837,0.41776275634765625,1
20,60,63,3,dispatch_decision_block,0.049862589687108994,0.0224946029484272,0.10428500920534134,0.017756810411810875,1.0,0.0,1.0,1.0,0.0,0.8299999833106995,1.0,0.8247422575950623,0.8638841509819031,0.5638664364814758,3.297934055328369,0.14088435471057892,1.0877628326416016,-0.13611583411693573,0.5638664364814758,1
21,63,66,3,dispatch_decision_block,0.033139802515506744,0.02326081693172455,0.10311845690011978,4.216186425765045e-05,1.0,0.0,1.0,1.0,0.0,0.8100000023841858,1.0,0.8041236996650696,0.9166363477706909,0.4558483064174652,2.6426913738250732,0.14008492231369019,1.0859922170639038,-0.08336362987756729,0.4558483064174652,1
22,66,69,3,dispatch_decision_block,0.033645834773778915,0.02319740690290928,0.09646854549646378,0.00033027262543328106,1.0,0.0,1.0,1.0,0.0,0.8100000023841858,1.0,0.8041236996650696,0.8937041759490967,0.5170446634292603,3.3434581756591797,0.13768844306468964,1.090240716934204,-0.10629579424858093,0.5170446634292603,1
23,69,72,3,dispatch_decision_block,0.047374799847602844,0.016288695856928825,0.09341858327388763,0.013978817500174046,1.0,0.0,1.0,1.0,0.0,0.800000011920929,1.0,0.7938144207000732,0.97641921043396,0.6998457312583923,4.246098518371582,0.1392660290002823,1.0868141651153564,-0.02358069457113743,0.6998457312583923,1
0,0,3,3,dispatch_decision_block,0.04375101998448372,0.01734771393239498,0.0873405858874321,0.016191499307751656,1.0,0.0,1.0,1.0,0.0,0.7699999809265137,1.0,0.7444444298744202,0.959934413433075,0.5814224481582642,4.984940528869629,0.13489751517772675,1.0393823385238647,-0.040065594017505646,0.5814224481582642,2
1,3,6,3,dispatch_decision_block,0.034567661583423615,0.018875397741794586,0.08905115723609924,6.564467724956558e-08,1.0,0.0,1.0,1.0,0.0,0.75,0.8999999761581421,0.7333333492279053,1.0351133346557617,0.9208508729934692,8.05825138092041,0.13475124537944794,1.0412569046020508,0.03511333838105202,0.9208508729934692,2
2,6,9,3,dispatch_decision_block,0.037941209971904755,0.020191092044115067,0.0915500670671463,6.564467724956558e-08,1.0,0.0,1.0,1.0,0.0,0.7699999809265137,0.8999999761581421,0.7555555701255798,1.004194974899292,0.7698483467102051,6.076225280761719,0.13652364909648895,1.0400220155715942,0.004194891545921564,0.7698483467102051,2
3,9,12,3,dispatch_decision_block,0.049694471061229706,0.012860884889960289,0.08028216660022736,0.010876376181840897,1.0,0.0,1.0,1.0,0.0,0.8500000238418579,1.0,0.8333333134651184,0.9833015203475952,0.6058346033096313,3.532663345336914,0.13528019189834595,1.0386027097702026,-0.016698436811566353,0.6058346033096313,2
4,12,15,3,dispatch_decision_block,0.05097648501396179,0.016420159488916397,0.08422406017780304,0.02173844538629055,1.0,0.0,1.0,1.0,0.0,0.7799999713897705,0.800000011920929,0.7777777910232544,0.9648159742355347,0.5587905645370483,3.862166166305542,0.1304492950439453,1.033167839050293,-0.03518402948975563,0.5587905645370483,2
5,15,18,3,dispatch_decision_block,0.03769810125231743,0.01950443536043167,0.10314156115055084,0.004474889021366835,1.0,0.0,1.0,1.0,0.0,0.7300000190734863,0.8999999761581421,0.7111111283302307,0.9693796038627625,0.47538483142852783,3.007444381713867,0.1299412101507187,1.0349059104919434,-0.030620504170656204,0.47538483142852783,2
6,18,21,3,dispatch_decision_block,0.033355746418237686,0.01996726356446743,0.10314156115055084,0.0030429628677666187,1.0,0.0,1.0,1.0,0.0,0.7599999904632568,1.0,0.7333333492279053,0.9283689260482788,0.47264203429222107,2.34486722946167,0.13314160704612732,1.037890911102295,-0.0716310665011406,0.47264203429222107,2
7,21,24,3,dispatch_decision_block,0.04988248646259308,0.015208786353468895,0.0948650985956192,0.02077595330774784,1.0,0.0,1.0,1.0,0.0,0.7400000095367432,0.800000011920929,0.7333333492279053,0.9860231280326843,0.6553706526756287,4.475170612335205,0.12908978760242462,1.0246508121490479,-0.013976912945508957,0.6553706526756287,2
8,24,27,3,dispatch_decision_block,0.053091879934072495,0.018798723816871643,0.103623166680336,0.022570515051484108,1.0,0.0,1.0,1.0,0.0,0.8299999833106995,0.8999999761581421,0.8222222328186035,0.8931190371513367,0.47405412793159485,2.6402015686035156,0.13877816498279572,1.0382697582244873,-0.10688096284866333,0.47405412793159485,2
9,27,30,3,dispatch_decision_block,0.0376271978020668,0.02291685715317726,0.12389692664146423,0.0010293161030858755,1.0,0.0,1.0,1.0,0.0,0.8199999928474426,0.8999999761581421,0.8111110925674438,0.9366456866264343,0.5629532933235168,4.215938091278076,0.1309247463941574,1.0352890491485596,-0.06335435062646866,0.5629532933235168,2
10,30,33,3,dispatch_decision_block,0.03787575289607048,0.023023761808872223,0.11445748805999756,0.000809249933809042,1.0,0.0,1.0,1.0,0.0,0.800000011920929,1.0,0.7777777910232544,0.9396474361419678,0.5377732515335083,3.3430304527282715,0.1344640702009201,1.039063811302185,-0.06035247817635536,0.5377732515335083,2
11,33,36,3,dispatch_decision_block,0.048471830785274506,0.015436661429703236,0.08709336072206497,0.01942274160683155,1.0,0.0,1.0,1.0,0.0,0.8600000143051147,0.8999999761581421,0.855555534362793,0.9360374212265015,0.558302104473114,3.9907290935516357,0.13730007410049438,1.039607048034668,-0.06396254897117615,0.558302104473114,2
12,36,39,3,dispatch_decision_block,0.04717915132641792,0.017910048365592957,0.09935736656188965,0.01689080335199833,1.0,0.0,1.0,1.0,0.0,0.7900000214576721,0.8999999761581421,0.7777777910232544,1.007327914237976,0.6427943706512451,5.209799766540527,0.13209883868694305,1.036452054977417,0.007327907253056765,0.6427943706512451,2
13,39,42,3,dispatch_decision_block,0.031392503529787064,0.020136605948209763,0.10401648283004761,7.836508302716538e-05,1.0,0.0,1.0,1.0,0.0,0.7599999904632568,0.800000011920929,0.7555555701255798,0.8587839007377625,0.4895057678222656,2.6012659072875977,0.1319132298231125,1.0317518711090088,-0.14121614396572113,0.4895057678222656,2
14,42,45,3,dispatch_decision_block,0.03758120909333229,0.020932717248797417,0.11615066975355148,0.0033016072120517492,1.0,0.0,1.0,1.0,0.0,0.8100000023841858,1.0,0.7888888716697693,0.9669795036315918,0.853918194770813,7.336233139038086,0.1344456523656845,1.0402709245681763,-0.03302048519253731,0.853918194770813,2
15,45,48,3,dispatch_decision_block,0.04664414003491402,0.016787433996796608,0.09682030975818634,0.020294273272156715,1.0,0.0,1.0,1.0,0.0,0.800000011920929,0.8999999761581421,0.7888888716697693,0.8910527229309082,0.5023074746131897,3.1271779537200928,0.135269433259964,1.0338321924209595,-0.10894725471735,0.5023074746131897,2
16,48,51,3,dispatch_decision_block,0.045368801802396774,0.017788195982575417,0.09386693686246872,0.016831690445542336,1.0,0.0,1.0,1.0,0.0,0.8299999833106995,0.800000011920929,0.8333333134651184,0.9786431789398193,0.5164435505867004,2.9423093795776367,0.13314363360404968,1.0366995334625244,-0.02135678566992283,0.5164435505867004,2
17,51,54,3,dispatch_decision_block,0.033013805747032166,0.02142609842121601,0.08561962097883224,6.564467724956558e-08,1.0,0.0,1.0,1.0,0.0,0.8299999833106995,0.8999999761581421,0.8222222328186035,0.9646002054214478,0.5093849897384644,3.2192838191986084,0.13549792766571045,1.0372231006622314,-0.03539980575442314,0.5093849897384644,2
18,54,57,3,dispatch_decision_block,0.032745253294706345,0.021334806457161903,0.08085184544324875,6.564467724956558e-08,1.0,0.0,1.0,1.0,0.0,0.7900000214576721,1.0,0.7666666507720947,0.929002583026886,0.48214027285575867,3.571613311767578,0.13283149898052216,1.0395334959030151,-0.07099738717079163,0.48214027285575867,2
19,57,60,3,dispatch_decision_block,0.05039185658097267,0.01524033397436142,0.08604296296834946,0.009991265833377838,1.0,0.0,1.0,1.0,0.0,0.699999988079071,0.8999999761581421,0.6777777671813965,0.9560675024986267,0.49288180470466614,3.2296600341796875,0.12834078073501587,1.0339688062667847,-0.0439324826002121,0.49288180470466614,2
20,60,63,3,dispatch_decision_block,0.047502875328063965,0.01828627847135067,0.10209830105304718,0.019709771499037743,1.0,0.0,1.0,1.0,0.0,0.800000011920929,1.0,0.7777777910232544,0.948911726474762,0.5742140412330627,3.8748505115509033,0.13337907195091248,1.0393874645233154,-0.05108826979994774,0.5742140412330627,2
21,63,66,3,dispatch_decision_block,0.03299746662378311,0.021568384021520615,0.10396192222833633,0.0007457464816980064,1.0,0.0,1.0,1.0,0.0,0.7099999785423279,0.800000011920929,0.699999988079071,0.8949229717254639,0.39898785948753357,2.344757080078125,0.13005347549915314,1.0353991985321045,-0.10507700592279434,0.39898785948753357,2
22,66,69,3,dispatch_decision_block,0.03237956017255783,0.021738996729254723,0.09507323801517487,0.0002998701820615679,1.0,0.0,1.0,1.0,0.0,0.7799999713897705,0.8999999761581421,0.7666666507720947,0.9244447350502014,0.4338786005973816,2.376167058944702,0.1345389038324356,1.0385953187942505,-0.07555531710386276,0.4338786005973816,2
23,69,72,3,dispatch_decision_block,0.04786952584981918,0.015784110873937607,0.09552863985300064,0.021580910310149193,1.0,0.0,1.0,1.0,0.0,0.8199999928474426,1.0,0.800000011920929,1.0119743347167969,0.8798441290855408,8.00241470336914,0.13862203061580658,1.0416128635406494,0.011974267661571503,0.8798441290855408,2
0,0,3,3,dispatch_decision_block,0.04760982096195221,0.01640349067747593,0.09709339588880539,0.016306517645716667,1.0,0.0,1.0,1.0,0.0,0.75,0.8888888955116272,0.7195122241973877,1.220082402229309,0.6352053880691528,4.135014057159424,0.13115274906158447,0.950459361076355,0.22008249163627625,0.6352053880691528,3
1,3,6,3,dispatch_decision_block,0.03190489113330841,0.01847129315137863,0.08462778478860855,0.00020858044445049018,1.0,0.0,1.0,1.0,0.0,0.7200000286102295,0.8888888955116272,0.6829268336296082,1.1251726150512695,0.5264154076576233,2.8509771823883057,0.12305092066526413,0.9454806447029114,0.12517258524894714,0.5264154076576233,3
2,6,9,3,dispatch_decision_block,0.03736189752817154,0.018961934372782707,0.08365702629089355,0.003061507595703006,1.0,0.0,1.0,1.0,0.0,0.699999988079071,0.8888888955116272,0.6585366129875183,1.143695592880249,0.5290761590003967,3.7140707969665527,0.13070735335350037,0.9479833841323853,0.1436956226825714,0.5290761590003967,3
3,9,12,3,dispatch_decision_block,0.04305008798837662,0.010686424560844898,0.06991104036569595,0.017620781436562538,1.0,0.0,1.0,1.0,0.0,0.7900000214576721,0.9444444179534912,0.7560975551605225,1.1357629299163818,0.5751822590827942,3.8254153728485107,0.13360856473445892,0.9519413709640503,0.13576291501522064,0.5751822590827942,3
4,12,15,3,dispatch_decision_block,0.0439913272857666,0.017260480672121048,0.10007445514202118,0.02033374458551407,1.0,0.0,1.0,1.0,0.0,0.7699999809265137,0.6666666865348816,0.792682945728302,1.1857603788375854,1.082150936126709,10.464250564575195,0.11851904541254044,0.9301767349243164,0.18576034903526306,1.082150936126709,3
5,15,18,3,dispatch_decision_block,0.033936671912670135,0.022591032087802887,0.09398598968982697,1.0353421231457105e-07,1.0,0.0,1.0,1.0,0.0,0.7699999809265137,0.8333333134651184,0.7560975551605225,1.17411208152771,0.6527099609375,4.605932712554932,0.12994438409805298,0.9458305239677429,0.17411206662654877,0.6527099609375,3
6,18,21,3,dispatch_decision_block,0.03251289948821068,0.021704286336898804,0.0931902602314949,1.0353421231457105e-07,1.0,0.0,1.0,1.0,0.0,0.75,0.8888888955116272,0.7195122241973877,1.1542702913284302,0.5795754194259644,3.8930840492248535,0.13250230252742767,0.9513060450553894,0.15427029132843018,0.5795754194259644,3
7,21,24,3,dispatch_decision_block,0.04835202172398567,0.015824832022190094,0.1010771095752716,0.01590951904654503,1.0,0.0,1.0,1.0,0.0,0.7200000286102295,0.7222222089767456,0.7195122241973877,1.102979302406311,0.5201827883720398,3.6205966472625732,0.1285947859287262,0.9453043341636658,0.1029793843626976,0.5201827883720398,3
8,24,27,3,dispatch_decision_block,0.0589076392352581,0.01969645544886589,0.1065836027264595,0.020833779126405716,1.0,0.0,1.0,1.0,0.0,0.7200000286102295,0.8888888955116272,0.6829268336296082,1.1497852802276611,0.5624118447303772,4.151341438293457,0.1310901790857315,0.94823157787323,0.14978529512882233,0.5624118447303772,3
9,27,30,3,dispatch_decision_block,0.042628709226846695,0.023875722661614418,0.11179132014513016,6.687911024982895e-08,1.0,0.0,1.0,1.0,0.0,0.8299999833106995,0.8888888955116272,0.8170731663703918,1.1084080934524536,0.6128492951393127,4.065842628479004,0.12878698110580444,0.9477353692054749,0.10840814560651779,0.6128492951393127,3
10,30,33,3,dispatch_decision_block,0.04214043170213699,0.024034563452005386,0.11133680492639542,0.00020117276289965957,1.0,0.0,1.0,1.0,0.0,0.7400000095367432,0.8888888955116272,0.707317054271698,1.1600227355957031,0.5337058305740356,3.258523941040039,0.1327151656150818,0.9492496848106384,0.16002264618873596,0.5337058305740356,3
