epoch,advantage_action_alignment,joint_approx_kl,joint_clip_fraction,joint_selected_score_mean,joint_expected_score_mean,joint_residual_credit_mean,joint_residual_credit_std,joint_action_decision_agreement_ratio_under_td_aligned
0,0.15322352945804596,0.033227842301130295,0.5195833444595337,0.10684183984994888,0.12327185273170471,-0.01643001101911068,1.0249288082122803,0.38708335161209106
1,0.0009774804348126054,0.026906948536634445,0.6362500190734863,0.20732854306697845,0.14437231421470642,0.06295619904994965,0.9930281639099121,0.37583333253860474
2,0.04041840881109238,0.016283709555864334,0.581250011920929,0.3442150056362152,0.2141672819852829,0.13004770874977112,0.9154443144798279,0.3695833384990692
3,0.23698139190673828,0.0057396674528717995,0.4362500011920929,0.4109635353088379,0.25575724244117737,0.15520627796649933,0.8084303140640259,0.38083332777023315
4,0.36712485551834106,0.003579468000680208,0.413750022649765,0.42322954535484314,0.26240047812461853,0.16082905232906342,0.7781965732574463,0.45875000953674316
5,-0.13774681091308594,-0.006753211375325918,0.45750001072883606,0.5259379148483276,0.3219517469406128,0.20398616790771484,0.7507979273796082,0.4545833468437195
