epoch,offload_active_fraction,route_logprob_active_fraction,route_residual_credit_mean,route_residual_credit_std,route_expected_score_mean,route_selected_score_mean,route_ratio_mean,route_approx_kl,route_clip_fraction,advantage_action_alignment
0,0.5170833468437195,0.5170833468437195,-0.001718043116852641,0.9787857532501221,-0.0014935157960280776,-0.003211560193449259,0.9992923736572266,0.0021811174228787422,0.004029009025543928,0.15322352945804596
1,0.5070833563804626,0.5070833563804626,-0.01651068963110447,0.9636984467506409,-0.01062217727303505,-0.02713286690413952,0.989592432975769,0.019277440384030342,0.12571898102760315,0.0009774804348126054
2,0.49125000834465027,0.49125000834465027,-0.011243084445595741,0.9421406388282776,-0.009981106966733932,-0.021224195137619972,0.9901273250579834,0.02173471823334694,0.17048345506191254,0.04041840881109238
3,0.4441666901111603,0.4441666901111603,-0.03396853059530258,0.9057387709617615,-0.004543696064502001,-0.0385122187435627,1.0011543035507202,0.012043588794767857,0.20356473326683044,0.23698139190673828
4,0.41583335399627686,0.41583335399627686,-0.003590337233617902,0.8570618033409119,-0.015445491299033165,-0.019035832956433296,1.017978310585022,-0.004896300844848156,0.17334669828414917,0.36712485551834106
5,0.40958333015441895,0.40958333015441895,-0.022939054295420647,0.807503879070282,-0.01981419511139393,-0.042753249406814575,1.0270073413848877,-0.013129688799381256,0.18819938600063324,-0.13774681091308594
