telemetry_step,train_epoch,update_epoch,minibatch_id,final_critic_backbone_delta_norm,backbone_active_count,backbone_clipped_active_count,backbone_clipped_active_fraction,backbone_active_preconditioner_mean,backbone_active_preconditioner_p95,backbone_active_preconditioner_p99,backbone_active_preconditioner_max,backbone_active_preconditioner_mean_after_clip,backbone_active_preconditioner_p95_after_clip,backbone_active_preconditioner_p99_after_clip,backbone_active_preconditioner_max_after_clip,backbone_soft_geometry_scale_factor_mean,backbone_soft_geometry_scale_factor_p50,backbone_soft_geometry_scale_factor_p95,backbone_soft_geometry_scale_factor_min,backbone_soft_geometry_trigger_active_fraction,backbone_soft_geometry_overflow_stat_mean,backbone_soft_geometry_overflow_stat_p95
0,0,0,0,0.09302920521243284,78848,0,0.0,459209.34375,1549075.0,10252432.0,91610944.0,459209.34375,1549075.0,10252432.0,91610944.0,0.567775855605828,0.5677758753299713,0.6534079998731613,0.4726290590225845,0.7469021677970886,5.414319359428697,7.236377143859863
1,0,0,1,0.07064325201301112,78848,0,0.0,295397.625,1152498.375,7299247.5,59351164.0,295397.625,1152498.375,7299247.5,59351164.0,0.6050246822348104,0.605024665594101,0.7187823802232742,0.47862721725757035,0.705350250005722,4.855027297684306,7.021354722976684
2,0,0,2,0.06162049240669128,78848,0,0.0,276425.9375,1189689.375,7469452.0,40866732.0,276425.9375,1189689.375,7469452.0,40866732.0,0.6179140266099781,0.6179140210151672,0.7433116912841796,0.47858328307070697,0.6929139494895935,4.700258150681615,7.007028818130493
3,0,0,3,0.05546744000685726,78848,0,0.0,279066.40625,1266586.375,7463771.5,35348520.0,279066.40625,1266586.375,7463771.5,35348520.0,0.6278833284708594,0.6278833150863647,0.7643990635871887,0.47619915571631355,0.6353050172328949,4.609080931386818,7.060678648948669
4,0,1,4,0.055152809377430806,78848,0,0.0,264854.03125,1251749.0937499725,6967986.829999851,30913644.0,264854.03125,1251749.0937499725,6967986.829999851,30913644.0,0.6319253788944794,0.6319253891706467,0.7713268861174584,0.47703482452119544,0.6438470780849457,4.557427662890111,7.033440661430358
5,0,1,5,0.05475608938260371,78848,0,0.0,252941.171875,1232818.75,6599506.5,27725658.0,252941.171875,1232818.75,6599506.5,27725658.0,0.6361274189316861,0.6361274123191833,0.7785265326499938,0.4779061741214524,0.6424595415592194,4.5045132331070565,7.005216979980468
6,0,1,6,0.05241363531722115,78848,0,0.0,244488.265625,1204606.125,6388520.0,28260648.0,244488.265625,1204606.125,6388520.0,28260648.0,0.6400492741592572,0.6400492787361145,0.7850903749465942,0.47889249884077895,0.6416130363941193,4.4542323228046365,6.974331092834472
7,0,1,7,0.05030223283840982,78848,0,0.0,242517.140625,1205178.375,6424659.5,23215482.0,242517.140625,1205178.375,6424659.5,23215482.0,0.6467389956588532,0.6467389911413193,0.7989296898245811,0.4776382110195935,0.587084025144577,4.397885688390513,7.0015974760055535
8,0,2,8,0.05064212307442767,78848,0,0.0,235965.5625,1214960.75,6271684.0,20967820.0,235965.5625,1214960.75,6271684.0,20967820.0,0.6487020973114702,0.6487020999193192,0.802027077972889,0.4783410048377304,0.595106691122055,4.371552760984193,6.980508017539978
9,0,2,9,0.05003534898191602,78848,0,0.0,228955.265625,1164432.875,5972316.0,20934834.0,228955.265625,1164432.875,5972316.0,20934834.0,0.6510679151658272,0.6510679125785828,0.8059898912906647,0.4789323690276761,0.6006977558135986,4.34247997727443,6.962113046646118
