epoch,theta_selected_score_mean,theta_expected_score_mean,theta_residual_credit_mean,theta_residual_credit_std,theta_ratio_mean,theta_approx_kl,theta_clip_fraction,advantage_action_alignment,offload_decision_agreement_ratio,actual_offload_rate_when_theta_true_gap_positive,actual_offload_rate_when_theta_true_gap_negative
0,0.0924987941980362,0.01294570229947567,0.07955309003591537,0.9793650507926941,1.014282464981079,0.005482260137796402,0.476250022649765,-0.1526367962360382,0.5454166531562805,1.0,0.4536646902561188
1,0.05166669189929962,0.016044607385993004,0.035622090101242065,0.9533112645149231,1.0206022262573242,0.006333160679787397,0.5049999952316284,0.05510442703962326,0.5254166722297668,0.5,0.473883718252182
2,0.09333158284425735,0.030988315120339394,0.06234326958656311,0.8933210372924805,1.0279831886291504,-0.005929687991738319,0.3854166865348816,-0.006301150657236576,0.5475000143051147,0.0,0.4528619349002838
3,0.18582724034786224,0.06974095851182938,0.11608627438545227,0.7947106957435608,1.039626955986023,-0.020465100184082985,0.32875001430511475,0.08254201710224152,0.5958333611488342,0.10000000149011612,0.40405747294425964
4,0.2024950534105301,0.10044756531715393,0.10204750299453735,0.751033365726471,1.0032354593276978,0.016230503097176552,0.30416667461395264,0.34219443798065186,0.6000000238418579,0.1764705926179886,0.39465874433517456
5,0.20915718376636505,0.10970450192689896,0.0994526818394661,0.7326669692993164,1.0323899984359741,-0.014136343263089657,0.2708333432674408,-0.058951184153556824,0.6070833206176758,0.23076923191547394,0.3881044089794159
