metric_name,group_name,mean,std,min,max,mean_delta_vs_pure_blended_baseline,mean_delta_vs_legacy_hardcap_reference,win_seed_count
critic_backbone_4_bias_layer_soft_geometry_scale_factor,004_pure_blended_legacy_hardcap_reference_adam,1.0,0.0,1.0,1.0,0.0,0.0,2
critic_backbone_4_bias_layer_soft_geometry_scale_factor,004_pure_blended_soft_geometry_head_adam,0.986941715059063,0.0013503379828223583,0.9855913770762407,0.9882920530418854,-0.01305828494093697,-0.01305828494093697,0
critic_backbone_4_bias_layer_soft_geometry_trigger_active_fraction,004_pure_blended_baseline_adam,0.0,0.0,0.0,0.0,0.0,0.0,2
critic_backbone_4_bias_layer_soft_geometry_trigger_active_fraction,004_pure_blended_legacy_hardcap_reference_adam,0.0,0.0,0.0,0.0,0.0,0.0,2
critic_backbone_4_bias_layer_soft_geometry_trigger_active_fraction,004_pure_blended_soft_geometry_head_adam,0.01484375,0.0021205357142857137,0.012723214285714286,0.016964285714285713,0.01484375,0.01484375,0
critic_backbone_4_bias_layer_clipped_active_fraction,004_pure_blended_baseline_adam,0.0,0.0,0.0,0.0,0.0,-0.022321428571428572,2
critic_backbone_4_bias_layer_clipped_active_fraction,004_pure_blended_legacy_hardcap_reference_adam,0.022321428571428572,0.011272321428571428,0.011049107142857144,0.03359375,0.022321428571428572,0.0,0
critic_backbone_4_bias_layer_clipped_active_fraction,004_pure_blended_soft_geometry_head_adam,0.0,0.0,0.0,0.0,0.0,-0.022321428571428572,2
critic_backbone_7_bias_layer_active_preconditioner_p95,004_pure_blended_baseline_adam,2375.73583984375,27.20986328124991,2348.5259765625,2402.945703125,0.0,27.007928466796784,0
critic_backbone_7_bias_layer_active_preconditioner_p95,004_pure_blended_legacy_hardcap_reference_adam,2348.727911376953,50.703607177734284,2298.024304199219,2399.4315185546875,-27.007928466796784,0.0,0
critic_backbone_7_bias_layer_active_preconditioner_p95,004_pure_blended_soft_geometry_head_adam,2440.6658325195312,43.627697753906205,2397.038134765625,2484.293530273437,64.92999267578102,91.9379211425778,2
critic_backbone_7_bias_layer_active_preconditioner_p99,004_pure_blended_baseline_adam,2644.020511474609,16.84615356445329,2627.174357910156,2660.8666650390624,0.0,160.6511462402343,1
critic_backbone_7_bias_layer_active_preconditioner_p99,004_pure_blended_legacy_hardcap_reference_adam,2483.3693652343745,106.79399902343744,2376.5753662109373,2590.163364257812,-160.6511462402343,0.0,0
critic_backbone_7_bias_layer_active_preconditioner_p99,004_pure_blended_soft_geometry_head_adam,2733.9751916503906,97.09879272460921,2636.8763989257814,2831.073984375,89.9546801757815,250.60582641601582,1
critic_backbone_7_bias_layer_actual_param_delta_norm,004_pure_blended_baseline_adam,0.0009552077309178588,0.00012831923605907447,0.0008268884948587843,0.0010835269669769332,0.0,-5.236333277675189e-05,2
critic_backbone_7_bias_layer_actual_param_delta_norm,004_pure_blended_legacy_hardcap_reference_adam,0.0010075710636946106,0.00012629289225774953,0.0008812781714368611,0.0011338639559523602,5.236333277675189e-05,0.0,0
critic_backbone_7_bias_layer_actual_param_delta_norm,004_pure_blended_soft_geometry_head_adam,0.0010242734992061743,0.0001832500792391199,0.0008410234199670543,0.0012075235784452941,6.906576828831544e-05,1.6702435511563557e-05,0
