telemetry_step,train_epoch,update_epoch,minibatch_id,final_critic_backbone_delta_norm,backbone_active_count,backbone_clipped_active_count,backbone_clipped_active_fraction,backbone_active_preconditioner_mean,backbone_active_preconditioner_p95,backbone_active_preconditioner_p99,backbone_active_preconditioner_max,backbone_active_preconditioner_mean_after_clip,backbone_active_preconditioner_p95_after_clip,backbone_active_preconditioner_p99_after_clip,backbone_active_preconditioner_max_after_clip,backbone_soft_geometry_scale_factor_mean,backbone_soft_geometry_scale_factor_p50,backbone_soft_geometry_scale_factor_p95,backbone_soft_geometry_scale_factor_min,backbone_soft_geometry_trigger_active_fraction,backbone_soft_geometry_overflow_stat_mean,backbone_soft_geometry_overflow_stat_p95
0,0,0,0,0.13972314405336303,78848,0,0.0,581431.3125,1629879.299999971,12839297.0,99683072.0,581431.3125,1629879.299999971,12839297.0,99683072.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1,0,0,1,0.10435495450314802,78848,0,0.0,332249.34375,1357143.75,8276348.5,56828168.0,332249.34375,1357143.75,8276348.5,56828168.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2,0,0,2,0.08964250863307846,78848,0,0.0,284879.1875,1347968.25,7663073.0,26571928.0,284879.1875,1347968.25,7663073.0,26571928.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
3,0,0,3,0.08124240576036862,78848,0,0.0,292505.21875,1455512.875,7568437.5,29210594.0,292505.21875,1455512.875,7568437.5,29210594.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
4,0,1,4,0.07881228317107099,78848,0,0.0,283100.75,1414142.75,7314383.0,29410726.0,283100.75,1414142.75,7314383.0,29410726.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
5,0,1,5,0.07768794491084653,78848,0,0.0,274309.78125,1399612.375,7183574.5,29604570.0,274309.78125,1399612.375,7183574.5,29604570.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
6,0,1,6,0.0755008239782479,78848,0,0.0,263474.0,1333043.0,6842471.134999992,26470196.0,263474.0,1333043.0,6842471.134999992,26470196.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
7,0,1,7,0.0716609324186708,78848,0,0.0,265276.8125,1361037.375,6991312.0,22037592.0,265276.8125,1361037.375,6991312.0,22037592.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
8,0,2,8,0.07203345391250994,78848,0,0.0,258887.09375,1346998.625,6937702.5,20663864.0,258887.09375,1346998.625,6937702.5,20663864.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
9,0,2,9,0.07182188750484347,78848,0,0.0,254745.265625,1319880.125,6887501.5,21540656.0,254745.265625,1319880.125,6887501.5,21540656.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
10,0,2,10,0.07022916004507386,78848,0,0.0,251233.40625,1313677.5687499966,6603329.0,21658136.0,251233.40625,1313677.5687499966,6603329.0,21658136.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
11,0,2,11,0.06888688255404114,78848,0,0.0,247326.390625,1321958.375,6570167.0,19353092.0,247326.390625,1321958.375,6570167.0,19353092.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
12,0,3,12,0.06953852544983713,78848,0,0.0,246030.421875,1323088.375,6529259.0,19337416.0,246030.421875,1323088.375,6529259.0,19337416.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
13,0,3,13,0.06909759214373515,78848,0,0.0,242820.578125,1301493.0,6294004.5,19869242.0,242820.578125,1301493.0,6294004.5,19869242.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
