epoch,final_critic_backbone_delta_norm,backbone_active_count,backbone_clipped_active_count,backbone_clipped_active_fraction,backbone_active_preconditioner_mean,backbone_active_preconditioner_p95,backbone_active_preconditioner_p99,backbone_active_preconditioner_max,backbone_active_preconditioner_mean_after_clip,backbone_active_preconditioner_p95_after_clip,backbone_active_preconditioner_p99_after_clip,backbone_active_preconditioner_max_after_clip,backbone_soft_geometry_scale_factor_mean,backbone_soft_geometry_scale_factor_p50,backbone_soft_geometry_scale_factor_p95,backbone_soft_geometry_scale_factor_min,backbone_soft_geometry_trigger_active_fraction,backbone_soft_geometry_overflow_stat_mean,backbone_soft_geometry_overflow_stat_p95
0,0.07107588562791993,3153920,0,0.0,253920.609375,1296950.462499988,6631728.225000077,99683072.0,253920.609375,1296950.462499988,6631728.225000077,99683072.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1,0.05022031221877203,3153920,0,0.0,236402.78125,1275664.375,6434387.67500002,21682182.0,236402.78125,1275664.375,6434387.67500002,21682182.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2,0.05614696541392539,3153893,0,0.0,222239.25,1217045.125,5829953.5,20204714.0,222239.25,1217045.125,5829953.5,20204714.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
3,0.05085125414985705,3153920,0,0.0,199713.078125,1108972.2249999833,5346997.0,15665193.0,199713.078125,1108972.2249999833,5346997.0,15665193.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
4,0.04598931806083619,3153920,0,0.0,184032.0,1046586.0625,4935777.5,12684602.0,184032.0,1046586.0625,4935777.5,12684602.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
5,0.04120494644281534,3153920,0,0.0,182926.3125,1044176.9375,4865644.410000043,11789502.0,182926.3125,1044176.9375,4865644.410000043,11789502.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
