block_index,block_start,block_stop_exclusive,block_size,block_semantic,block_weight_mean,block_weight_std,block_weight_max,block_weight_min,block_active_rate,epoch
0,0,3,3,dispatch_decision_block,0.04821500554680824,0.01826416701078415,0.09448187798261642,0.017237909138202667,0.5999999642372131,0
1,3,6,3,dispatch_decision_block,0.030232824385166168,0.018685590475797653,0.07505565136671066,9.448179127957701e-08,0.25,0
2,6,9,3,dispatch_decision_block,0.032264117151498795,0.020395828410983086,0.08121638000011444,9.448179127957701e-08,0.3100000023841858,0
3,9,12,3,dispatch_decision_block,0.04904523119330406,0.01797274872660637,0.11426882445812225,0.01867278479039669,0.6399999856948853,0
4,12,15,3,dispatch_decision_block,0.04628168046474457,0.01810445263981819,0.09873426705598831,0.015598361380398273,0.5199999809265137,0
5,15,18,3,dispatch_decision_block,0.037489257752895355,0.021343540400266647,0.09570510685443878,0.004429204389452934,0.3499999940395355,0
6,18,21,3,dispatch_decision_block,0.03357578068971634,0.021149469539523125,0.09042922407388687,0.0006906057242304087,0.2800000011920929,0
7,21,24,3,dispatch_decision_block,0.04600491374731064,0.017235036939382553,0.09793056547641754,0.016668928787112236,0.5,0
8,24,27,3,dispatch_decision_block,0.05006725341081619,0.022557085379958153,0.11375654488801956,0.014162520878016949,0.5699999928474426,0
9,27,30,3,dispatch_decision_block,0.0369352251291275,0.024327673017978668,0.12716922163963318,0.0009960923343896866,0.35999998450279236,0
10,30,33,3,dispatch_decision_block,0.0368555448949337,0.024242740124464035,0.12903794646263123,0.0009955607820302248,0.3799999952316284,0
11,33,36,3,dispatch_decision_block,0.049916818737983704,0.020248670130968094,0.1068212166428566,0.016791054978966713,0.5799999833106995,0
12,36,39,3,dispatch_decision_block,0.047904517501592636,0.018368951976299286,0.10303269326686859,0.014207745902240276,0.5999999642372131,0
13,39,42,3,dispatch_decision_block,0.03192410245537758,0.020797045901417732,0.10628573596477509,0.0005895884823985398,0.2199999988079071,0
