epoch,advantage_action_alignment,joint_approx_kl,joint_clip_fraction,joint_selected_score_mean,joint_expected_score_mean,joint_residual_credit_mean,joint_residual_credit_std,joint_action_decision_agreement_ratio_under_td_aligned
0,-0.08061841875314713,0.02836751751601696,0.4908333420753479,0.12872375547885895,0.1254524290561676,0.003271327121183276,1.0237337350845337,0.39750000834465027
1,-0.0014821921940892935,0.01926380582153797,0.6612499952316284,0.224748432636261,0.15236608684062958,0.07238234579563141,1.0023874044418335,0.40416666865348816
2,0.08453711867332458,0.007471230812370777,0.54708331823349,0.31857460737228394,0.2046971619129181,0.11387741565704346,0.9299938082695007,0.4399999976158142
3,0.10491511970758438,0.006554695777595043,0.42916667461395264,0.41524800658226013,0.25851359963417053,0.1567343920469284,0.808987557888031,0.4150000214576721
4,0.29932597279548645,0.005314066540449858,0.44958335161209106,0.4424230456352234,0.2832978367805481,0.15912523865699768,0.7933958768844604,0.4387499988079071
5,-0.10447847098112106,-0.006510654464364052,0.4325000047683716,0.514310896396637,0.32335329055786133,0.19095760583877563,0.7405551075935364,0.4399999976158142
