epoch,advantage_mean,advantage_std,positive_advantage_ratio,negative_advantage_ratio,delta_log_prob_selected_action_mean,delta_log_prob_selected_action_std,selected_action_prob_gain_mean,advantage_action_alignment,high_advantage_action_prob_gain,mid_advantage_action_prob_gain,low_advantage_action_prob_gain,negative_advantage_action_prob_gain,advantage_bucket_high_positive_threshold,advantage_bucket_near_zero_threshold
0,-22.253490447998047,6.308380126953125,0.0,1.0,-0.043816689401865005,0.16352927684783936,-0.013413727283477783,0.926977276802063,0.0,0.0,0.0,-0.013413727283477783,0.0,0.6308380126953126
1,-19.21347999572754,7.490082263946533,0.029999999329447746,0.9700000286102295,-0.2540833353996277,0.4664916396141052,-0.06972923874855042,0.9026065468788147,0.7283716201782227,1.0937739610671997,0.6794617772102356,-0.09767556935548782,2.9498724937438965,0.7490082263946534
2,-16.47719383239746,12.483142852783203,0.10000000149011612,0.8999999761581421,-0.19769230484962463,0.42326703667640686,-0.04711280018091202,0.9112007021903992,0.7678399682044983,0.8219168782234192,0.356292724609375,-0.142234668135643,13.117549896240234,1.2483142852783204
3,-14.779607772827148,23.626399993896484,0.18000000715255737,0.8199999928474426,-0.001144937239587307,0.42718660831451416,0.13886620104312897,0.9026383757591248,0.6605865955352783,0.5903013348579407,0.45116567611694336,-0.001456727972254157,17.95237922668457,2.3626399993896485
4,-10.499580383300781,15.716967582702637,0.17000000178813934,0.8299999833106995,-0.19230955839157104,0.4194526970386505,-0.03921636939048767,0.8883612155914307,0.8830381631851196,0.6639830470085144,0.5648500919342041,-0.2018449306488037,29.412752151489258,1.5716967582702637
