block_index,block_start,block_stop_exclusive,block_size,block_semantic,block_logprob_delta_mean,block_logprob_delta_std,block_ratio_proxy_mean,block_ratio_proxy_std,epoch
22,66,69,3,dispatch_decision_block,-0.05268345773220062,0.26124557852745056,0.9804017543792725,0.24659018218517303,0
23,69,72,3,dispatch_decision_block,-0.04174327850341797,0.26314616203308105,0.9991283416748047,0.36828750371932983,0
0,0,3,3,dispatch_decision_block,-0.2943926751613617,0.7038154602050781,0.9404098987579346,0.6723054647445679,1
1,3,6,3,dispatch_decision_block,-0.1740477979183197,0.6303074359893799,1.030024528503418,0.8107772469520569,1
2,6,9,3,dispatch_decision_block,-0.1892717480659485,0.5292189717292786,0.9632192254066467,0.628212571144104,1
3,9,12,3,dispatch_decision_block,-0.223713219165802,0.6549800634384155,1.0311715602874756,1.1356070041656494,1
4,12,15,3,dispatch_decision_block,-0.26892516016960144,0.6177417635917664,0.9105170369148254,0.5443899035453796,1
5,15,18,3,dispatch_decision_block,-0.23633189499378204,0.5000576376914978,0.9011790752410889,0.5417383313179016,1
6,18,21,3,dispatch_decision_block,-0.23035961389541626,0.5446221232414246,0.9214970469474792,0.528773844242096,1
7,21,24,3,dispatch_decision_block,-0.23100635409355164,0.5770459175109863,0.9282040596008301,0.5330110192298889,1
8,24,27,3,dispatch_decision_block,-0.1684822291135788,0.5932047367095947,1.0747466087341309,1.3543099164962769,1
9,27,30,3,dispatch_decision_block,-0.23958557844161987,0.6143566966056824,0.975104808807373,0.7993524074554443,1
10,30,33,3,dispatch_decision_block,-0.2280024290084839,0.5525037050247192,0.9168392419815063,0.47594913840293884,1
11,33,36,3,dispatch_decision_block,-0.21158342063426971,0.6344531178474426,1.0072394609451294,0.8364309668540955,1
12,36,39,3,dispatch_decision_block,-0.4152178466320038,0.788499653339386,0.8201547861099243,0.4796903133392334,1
13,39,42,3,dispatch_decision_block,-0.27627551555633545,0.6051989197731018,0.9095184803009033,0.6045191287994385,1
14,42,45,3,dispatch_decision_block,-0.27847039699554443,0.6396495699882507,0.8967081308364868,0.5009005665779114,1
15,45,48,3,dispatch_decision_block,-0.23326022922992706,0.5261482000350952,0.9165042042732239,0.5824880003929138,1
16,48,51,3,dispatch_decision_block,-0.3119829297065735,0.6490123271942139,0.8719534277915955,0.5040105581283569,1
17,51,54,3,dispatch_decision_block,-0.3261799216270447,0.7522551417350769,0.9052394032478333,0.5886029601097107,1
18,54,57,3,dispatch_decision_block,-0.28231677412986755,0.5726048350334167,0.8801339864730835,0.49692827463150024,1
19,57,60,3,dispatch_decision_block,-0.2420387715101242,0.4683780074119568,0.8754891753196716,0.41776275634765625,1
20,60,63,3,dispatch_decision_block,-0.36297470331192017,0.7000558376312256,0.8638841509819031,0.5638664364814758,1
21,63,66,3,dispatch_decision_block,-0.20044319331645966,0.47803062200546265,0.9166363477706909,0.4558483064174652,1
22,66,69,3,dispatch_decision_block,-0.2592468857765198,0.5457455515861511,0.8937041759490967,0.5170446634292603,1
23,69,72,3,dispatch_decision_block,-0.21389073133468628,0.594109296798706,0.97641921043396,0.6998457312583923,1
0,0,3,3,dispatch_decision_block,-0.1713007092475891,0.4971931278705597,0.959934413433075,0.5814224481582642,2
1,3,6,3,dispatch_decision_block,-0.1874566525220871,0.6471654772758484,1.0351133346557617,0.9208508729934692,2
2,6,9,3,dispatch_decision_block,-0.1884809285402298,0.6149420142173767,1.004194974899292,0.7698483467102051,2
3,9,12,3,dispatch_decision_block,-0.16560280323028564,0.5275427103042603,0.9833015203475952,0.6058346033096313,2
4,12,15,3,dispatch_decision_block,-0.17947061359882355,0.5552628040313721,0.9648159742355347,0.5587905645370483,2
5,15,18,3,dispatch_decision_block,-0.13581569492816925,0.4493878483772278,0.9693796038627625,0.47538483142852783,2
6,18,21,3,dispatch_decision_block,-0.2093638926744461,0.551689624786377,0.9283689260482788,0.47264203429222107,2
7,21,24,3,dispatch_decision_block,-0.1617843210697174,0.5142489075660706,0.9860231280326843,0.6553706526756287,2
8,24,27,3,dispatch_decision_block,-0.2503962516784668,0.5427845120429993,0.8931190371513367,0.47405412793159485,2
9,27,30,3,dispatch_decision_block,-0.21391120553016663,0.5420035123825073,0.9366456866264343,0.5629532933235168,2
10,30,33,3,dispatch_decision_block,-0.19932186603546143,0.5154485106468201,0.9396474361419678,0.5377732515335083,2
11,33,36,3,dispatch_decision_block,-0.22472411394119263,0.5875074863433838,0.9360374212265015,0.558302104473114,2
12,36,39,3,dispatch_decision_block,-0.13474884629249573,0.5155556201934814,1.007327914237976,0.6427943706512451,2
13,39,42,3,dispatch_decision_block,-0.35564887523651123,0.7677322030067444,0.8587839007377625,0.4895057678222656,2
14,42,45,3,dispatch_decision_block,-0.2357858419418335,0.6166203022003174,0.9669795036315918,0.853918194770813,2
15,45,48,3,dispatch_decision_block,-0.26943260431289673,0.5759692788124084,0.8910527229309082,0.5023074746131897,2
16,48,51,3,dispatch_decision_block,-0.14451219141483307,0.4913847744464874,0.9786431789398193,0.5164435505867004,2
17,51,54,3,dispatch_decision_block,-0.16138069331645966,0.512108564376831,0.9646002054214478,0.5093849897384644,2
18,54,57,3,dispatch_decision_block,-0.1976224184036255,0.5180521011352539,0.929002583026886,0.48214027285575867,2
19,57,60,3,dispatch_decision_block,-0.16391393542289734,0.49020540714263916,0.9560675024986267,0.49288180470466614,2
20,60,63,3,dispatch_decision_block,-0.20666076242923737,0.5635191202163696,0.948911726474762,0.5742140412330627,2
21,63,66,3,dispatch_decision_block,-0.21413089334964752,0.46893051266670227,0.8949229717254639,0.39898785948753357,2
22,66,69,3,dispatch_decision_block,-0.196979820728302,0.5146464109420776,0.9244447350502014,0.4338786005973816,2
23,69,72,3,dispatch_decision_block,-0.17616941034793854,0.5694188475608826,1.0119743347167969,0.8798441290855408,2
0,0,3,3,dispatch_decision_block,0.07799211144447327,0.49770215153694153,1.220082402229309,0.6352053880691528,3
1,3,6,3,dispatch_decision_block,-0.00019021272601094097,0.5133001804351807,1.1251726150512695,0.5264154076576233,3
2,6,9,3,dispatch_decision_block,0.021191667765378952,0.5040386319160461,1.143695592880249,0.5290761590003967,3
3,9,12,3,dispatch_decision_block,0.002682809717953205,0.5144152045249939,1.1357629299163818,0.5751822590827942,3
4,12,15,3,dispatch_decision_block,-0.034631796181201935,0.624942421913147,1.1857603788375854,1.082150936126709,3
5,15,18,3,dispatch_decision_block,0.03444092348217964,0.5030229091644287,1.17411208152771,0.6527099609375,3
6,18,21,3,dispatch_decision_block,0.0004537033964879811,0.5839478969573975,1.1542702913284302,0.5795754194259644,3
7,21,24,3,dispatch_decision_block,-0.007523984182626009,0.46836429834365845,1.102979302406311,0.5201827883720398,3
8,24,27,3,dispatch_decision_block,0.03465000540018082,0.4641273319721222,1.1497852802276611,0.5624118447303772,3
9,27,30,3,dispatch_decision_block,-0.0632854774594307,0.6208034753799438,1.1084080934524536,0.6128492951393127,3
10,30,33,3,dispatch_decision_block,0.04015819728374481,0.48621731996536255,1.1600227355957031,0.5337058305740356,3
11,33,36,3,dispatch_decision_block,0.01539685856550932,0.5222320556640625,1.1510859727859497,0.5882531404495239,3
12,36,39,3,dispatch_decision_block,-0.0496244803071022,0.5608376860618591,1.0845885276794434,0.49086394906044006,3
13,39,42,3,dispatch_decision_block,0.01714354380965233,0.5400483012199402,1.1593321561813354,0.6067075729370117,3
14,42,45,3,dispatch_decision_block,0.04619776830077171,0.47696787118911743,1.160762906074524,0.5049809813499451,3
15,45,48,3,dispatch_decision_block,-0.02945517562329769,0.5165244936943054,1.0836890935897827,0.44962018728256226,3
16,48,51,3,dispatch_decision_block,0.0414346344769001,0.5536024570465088,1.198685884475708,0.6185300946235657,3
17,51,54,3,dispatch_decision_block,-0.02467220276594162,0.5063721537590027,1.1034823656082153,0.5826115608215332,3
18,54,57,3,dispatch_decision_block,-0.06108710169792175,0.6079819798469543,1.1025574207305908,0.629676342010498,3
19,57,60,3,dispatch_decision_block,0.016163764521479607,0.5770567655563354,1.1650097370147705,0.5976474285125732,3
20,60,63,3,dispatch_decision_block,0.030718864873051643,0.4877794682979584,1.1556484699249268,0.5741108655929565,3
21,63,66,3,dispatch_decision_block,-0.012273268774151802,0.5670400261878967,1.1411341428756714,0.6142664551734924,3
22,66,69,3,dispatch_decision_block,-0.06814764440059662,0.56849604845047,1.0617729425430298,0.4682922065258026,3
23,69,72,3,dispatch_decision_block,-0.055211953818798065,0.581140398979187,1.1049869060516357,0.6189651489257812,3
0,0,3,3,dispatch_decision_block,-0.17285722494125366,0.4124581217765808,0.9148633480072021,0.38196685910224915,4
1,3,6,3,dispatch_decision_block,-0.22017702460289001,0.537580668926239,0.9108559489250183,0.4287291169166565,4
2,6,9,3,dispatch_decision_block,-0.20025667548179626,0.48924046754837036,0.9128384590148926,0.4044860005378723,4
3,9,12,3,dispatch_decision_block,-0.25973811745643616,0.5987223982810974,0.9104712605476379,0.524202287197113,4
4,12,15,3,dispatch_decision_block,-0.13608218729496002,0.5246248245239258,1.003507137298584,0.5756744742393494,4
5,15,18,3,dispatch_decision_block,-0.1909603476524353,0.5230822563171387,0.9335523843765259,0.45842885971069336,4
6,18,21,3,dispatch_decision_block,-0.21017292141914368,0.49806541204452515,0.9150391221046448,0.46760427951812744,4
7,21,24,3,dispatch_decision_block,-0.14152736961841583,0.5351910591125488,0.9907916188240051,0.5041581988334656,4
8,24,27,3,dispatch_decision_block,-0.15453438460826874,0.5164828300476074,0.9837550520896912,0.5887864828109741,4
9,27,30,3,dispatch_decision_block,-0.1566053181886673,0.5475115180015564,1.0216126441955566,1.0081522464752197,4
10,30,33,3,dispatch_decision_block,-0.18157859146595,0.5381654500961304,0.9572803974151611,0.5111516714096069,4
11,33,36,3,dispatch_decision_block,-0.19362765550613403,0.5493184328079224,0.952343225479126,0.5456003546714783,4
12,36,39,3,dispatch_decision_block,-0.2832062840461731,0.6494487524032593,0.9556944966316223,0.9044390916824341,4
13,39,42,3,dispatch_decision_block,-0.16886396706104279,0.5910126566886902,0.9830085635185242,0.5367184281349182,4
14,42,45,3,dispatch_decision_block,-0.17205019295215607,0.5375864505767822,0.9888558983802795,0.6965082287788391,4
15,45,48,3,dispatch_decision_block,-0.2796509861946106,0.542365550994873,0.8631905913352966,0.4275060296058655,4
16,48,51,3,dispatch_decision_block,-0.16113004088401794,0.5223110914230347,0.9829801917076111,0.5795793533325195,4
17,51,54,3,dispatch_decision_block,-0.1500648707151413,0.5951079726219177,1.0267964601516724,0.6637469530105591,4
18,54,57,3,dispatch_decision_block,-0.2067604511976242,0.5003337860107422,0.9204788208007812,0.5027190446853638,4
19,57,60,3,dispatch_decision_block,-0.14173215627670288,0.5363459587097168,1.0318503379821777,0.9243036508560181,4
20,60,63,3,dispatch_decision_block,-0.17324678599834442,0.6324996948242188,1.050765872001648,1.0134801864624023,4
21,63,66,3,dispatch_decision_block,-0.21711978316307068,0.48321837186813354,0.8997195363044739,0.4198486804962158,4
22,66,69,3,dispatch_decision_block,-0.2319539487361908,0.6115942001342773,0.955294668674469,0.6958760619163513,4
23,69,72,3,dispatch_decision_block,-0.21153229475021362,0.62890625,0.9932612776756287,0.7439937591552734,4
