epoch,policy_surrogate_mode,actor_structure_mode,theta_backbone_grad_norm,route_backbone_grad_norm,theta_route_feature_correlation,theta_head_grad_norm,route_head_grad_norm,theta_route_head_correlation,route_mask_mean,route_mask_active_fraction,offload_rate_mean
0,hierarchical_actor_theta_route_candidate_score_credit,hierarchical_actor_separate_theta_route_backbones,0.07763655362656577,0.10187139509966545,-0.03797627612948418,0.07731587453763203,0.1287648569469555,0.19677969813346863,0.4970833361148834,0.4970833361148834,0.49801138043403625
1,hierarchical_actor_theta_route_candidate_score_credit,hierarchical_actor_separate_theta_route_backbones,0.13676475624372825,0.20676286142718658,0.0060086180455982685,0.06296760482966865,0.14713096374952775,-0.002715099137276411,0.5099999904632568,0.5099999904632568,0.5057435035705566
2,hierarchical_actor_theta_route_candidate_score_credit,hierarchical_actor_separate_theta_route_backbones,0.18617932542928697,0.2902074748762783,-0.011572892777621746,0.060115823864243745,0.14064295172253885,0.013282754458487034,0.3687500059604645,0.3687500059604645,0.4524136781692505
3,hierarchical_actor_theta_route_candidate_score_credit,hierarchical_actor_separate_theta_route_backbones,0.17079774698447872,0.3513381924340833,-0.01324402168393135,0.04118745467769977,0.14838108051002916,0.07745733112096786,0.4087499976158142,0.4087499976158142,0.4562847316265106
4,hierarchical_actor_theta_route_candidate_score_credit,hierarchical_actor_separate_theta_route_backbones,0.16707837131623565,0.2702160846888856,-0.0005638833390548825,0.03422820127656708,0.07660349465022952,0.08974290639162064,0.3583333194255829,0.3583333194255829,0.41068723797798157
