epoch,advantage_mean,advantage_std,positive_advantage_ratio,negative_advantage_ratio,delta_log_prob_selected_action_mean,delta_log_prob_selected_action_std,selected_action_prob_gain_mean,advantage_action_alignment,theta_advantage_alignment,route_advantage_alignment,theta_adv_to_route_delta_alignment,route_adv_to_theta_delta_alignment,theta_alignment_margin_over_cross,route_alignment_margin_over_cross,cross_branch_alignment_mean,theta_selected_action_prob_gain,route_selected_action_prob_gain,theta_negative_adv_prob_gain,route_negative_adv_prob_gain,theta_clip_fraction,route_clip_fraction,high_advantage_action_prob_gain,mid_advantage_action_prob_gain,low_advantage_action_prob_gain,negative_advantage_action_prob_gain,advantage_bucket_high_positive_threshold,advantage_bucket_near_zero_threshold
0,-23.26289939880371,5.01932954788208,0.0,1.0,-0.021049151197075844,0.038375094532966614,-0.02010662481188774,-0.006746063940227032,0.03666198253631592,-0.014488053508102894,-0.016154520213603973,0.020899489521980286,0.05281650274991989,-0.03538754303008318,0.002372484654188156,-0.0025640695821493864,-0.00021296335035003722,-0.010568516328930855,0.0002691142144612968,0.4260416626930237,0.0020610056817531586,0.0,0.0,0.0,-0.02010662481188774,0.0,0.501932954788208
1,-20.355819702148438,7.491847515106201,0.03500000014901161,0.9649999737739563,-0.007639046758413315,0.06995078921318054,-0.005199550185352564,-0.06733213365077972,0.032027244567871094,0.021757401525974274,-0.006238052621483803,-0.0024884133599698544,0.0382652971893549,0.024245814885944128,-0.004363232990726829,0.027964739128947258,0.002086339285597205,0.021237369626760483,-0.00239045568741858,0.5708333253860474,0.16066253185272217,0.06063634157180786,-0.03761615976691246,0.015406370162963867,-0.005148481577634811,9.359728813171387,0.7491847515106201
2,-14.341376304626465,12.21755599975586,0.08500000089406967,0.9149999618530273,0.027865702286362648,0.07718244194984436,0.03127948194742203,0.14882566034793854,0.03443990275263786,-0.014819552190601826,-0.0034993404988199472,-0.012196631170809269,0.03793924325145781,-0.0026229210197925568,-0.007847985834814608,0.04797935485839844,0.02429099939763546,0.03977165371179581,0.023445528000593185,0.4504166841506958,0.22274436056613922,-0.05006559193134308,0.029731344431638718,0.0680268257856369,0.032570730894804,24.71550750732422,1.221755599975586
3,-12.666756629943848,14.26324462890625,0.11499999463558197,0.8849999904632568,0.045084722340106964,0.07320026308298111,0.048880886286497116,0.22820644080638885,0.06379697471857071,-0.028565363958477974,-0.020603477954864502,-0.014554801397025585,0.08440045267343521,-0.014010562561452389,-0.017579139675945044,0.05264675244688988,0.060476720333099365,0.042652301490306854,0.06239195168018341,0.3631249964237213,0.34455668926239014,0.07390441745519638,0.06318813562393188,0.05338325351476669,0.04677318036556244,29.735877990722656,1.426324462890625
4,-9.71843147277832,13.61092758178711,0.12999999523162842,0.8700000047683716,0.05017133429646492,0.054458051919937134,0.05298268795013428,0.014336829073727131,0.06755068898200989,-0.039315465837717056,-0.016264647245407104,-0.012244067154824734,0.08381533622741699,-0.027071398682892323,-0.014254357200115919,0.045785944908857346,0.08335365355014801,0.036593787372112274,0.08818582445383072,0.22083333134651184,0.3207422196865082,0.03400544822216034,0.06566518545150757,0.027015209197998047,0.05273118242621422,36.53582763671875,1.3610927581787111
5,-6.037238121032715,17.16577911376953,0.17499999701976776,0.824999988079071,0.031217580661177635,0.0526227243244648,0.0331120565533638,0.11164217442274094,-0.004732241854071617,-0.08680138736963272,-0.011984960176050663,-0.023361116647720337,0.007252718321979046,-0.06344027072191238,-0.0176730384118855,0.027032973244786263,0.07537070661783218,0.03015316091477871,0.09009416401386261,0.1693750023841858,0.24610823392868042,0.041105568408966064,0.042005714029073715,0.054265107959508896,0.03076137602329254,43.86969757080078,1.7165779113769533
6,-4.547131061553955,17.507291793823242,0.2149999886751175,0.7849999666213989,0.02653401345014572,0.050600867718458176,0.0281821321696043,-0.11728151142597198,-0.008449445478618145,0.05628848820924759,-0.03620117902755737,-0.005550599191337824,0.027751733548939228,0.06183908740058541,-0.0208758891094476,0.025668246671557426,0.05957431718707085,0.0298295971006155,0.049045905470848083,0.1458333432674408,0.20215219259262085,0.010632693767547607,0.008288509212434292,0.047492969781160355,0.03154519572854042,43.32969665527344,1.7507291793823243
7,-3.4842100143432617,21.379840850830078,0.19499999284744263,0.8050000071525574,0.016548646613955498,0.03352370485663414,0.017255138605833054,-0.010821964591741562,-0.041236117482185364,-0.030009381473064423,-0.001347136334516108,-0.02032800018787384,-0.039888981147669256,-0.009681381285190582,-0.010837568261194974,0.018509719520807266,0.03628430888056755,0.023511787876486778,0.037685684859752655,0.11145833879709244,0.17442777752876282,0.004348135087639093,0.025496775284409523,0.02019483968615532,0.016367506235837936,47.56228256225586,2.137984085083008
8,0.6293202042579651,21.84849739074707,0.28999999165534973,0.7099999785423279,0.012826361693441868,0.04073522984981537,0.013739383779466152,-0.07013366371393204,-0.04693998396396637,-0.030334273353219032,0.01870187558233738,-0.03924833610653877,-0.06564185954630375,0.00891406275331974,-0.010273230262100697,0.017282675951719284,0.03249785304069519,0.021831093356013298,0.03216404840350151,0.11791666597127914,0.16379310190677643,0.021512573584914207,0.003441164270043373,0.0033930011559277773,0.018834490329027176,50.358001708984375,2.184849739074707
9,0.7907711863517761,23.26384925842285,0.41999998688697815,0.5799999833106995,0.01629336178302765,0.0369495190680027,0.01711544394493103,0.05646194517612457,-0.003522842191159725,0.037141334265470505,-0.004972903989255428,-0.031679458916187286,0.0014500617980957031,0.06882079318165779,-0.018326181452721357,0.020803220570087433,0.024408327415585518,0.021751081570982933,0.019014526158571243,0.11937500536441803,0.12411626428365707,0.018827814608812332,0.019245414063334465,0.016600584611296654,0.015994513407349586,35.617305755615234,2.326384925842285
