epoch,ratio_mean,ratio_std,ratio_min,ratio_max,clip_fraction,positive_adv_clip_fraction,negative_adv_clip_fraction,approx_kl,entropy_loss,policy_loss,ratio_by_adv_sign
0,0.9798933267593384,0.03771555796265602,0.8966031670570374,1.0879673957824707,0.0,0.0,0.0,0.021049153059720993,-0.030163580551743507,-0.0008425357518717647,"{""negative"": {""count"": 200, ""max"": 1.0879673957824707, ""mean"": 0.9798933267593384, ""min"": 0.8966031670570374, ""std"": 0.03771555796265602}, ""positive"": {""count"": 0, ""max"": 0.0, ""mean"": 0.0, ""min"": 0.0, ""std"": 0.0}}"
1,0.9948004484176636,0.06877761334180832,0.8218522667884827,1.1763036251068115,0.0,0.0,0.0,0.0076390476897358894,-0.030163580551743507,0.00699442345649004,"{""negative"": {""count"": 193, ""max"": 1.1763036251068115, ""mean"": 0.9949581027030945, ""min"": 0.8218522667884827, ""std"": 0.06898496299982071}, ""positive"": {""count"": 7, ""max"": 1.083289623260498, ""mean"": 0.9904561042785645, ""min"": 0.8808825612068176, ""std"": 0.06263569742441177}}"
2,1.031279444694519,0.07792661339044571,0.7934287786483765,1.2098965644836426,0.009999999776482582,0.0,0.01092896144837141,-0.027865706011652946,-0.030163580551743507,0.00676943501457572,"{""negative"": {""count"": 183, ""max"": 1.2098965644836426, ""mean"": 1.032996416091919, ""min"": 0.7934287786483765, ""std"": 0.07855667173862457}, ""positive"": {""count"": 17, ""max"": 1.1103602647781372, ""mean"": 1.0127971172332764, ""min"": 0.8948355317115784, ""std"": 0.06810211390256882}}"
3,1.0488808155059814,0.07510931044816971,0.8566510081291199,1.182142972946167,0.0,0.0,0.0,-0.04508472606539726,-0.030163580551743507,0.010012077167630196,"{""negative"": {""count"": 177, ""max"": 1.182142972946167, ""mean"": 1.0465017557144165, ""min"": 0.8566510081291199, ""std"": 0.07689576596021652}, ""positive"": {""count"": 23, ""max"": 1.1678869724273682, ""mean"": 1.067189335823059, ""min"": 0.9424515962600708, ""std"": 0.05632864683866501}}"
4,1.0529826879501343,0.05582593381404877,0.8331630229949951,1.1783173084259033,0.0,0.0,0.0,-0.05017133802175522,-0.030163580551743507,0.011148670688271523,"{""negative"": {""count"": 174, ""max"": 1.1630867719650269, ""mean"": 1.052093267440796, ""min"": 0.8331630229949951, ""std"": 0.0554598830640316}, ""positive"": {""count"": 26, ""max"": 1.1783173084259033, ""mean"": 1.0589348077774048, ""min"": 0.9068933129310608, ""std"": 0.05786558613181114}}"
5,1.0331120491027832,0.0529128834605217,0.7932115793228149,1.214065432548523,0.009999999776482582,0.0,0.012121211737394333,-0.031217582523822784,-0.030163580551743507,0.017916720360517502,"{""negative"": {""count"": 165, ""max"": 1.214065432548523, ""mean"": 1.0306205749511719, ""min"": 0.7932115793228149, ""std"": 0.05554736405611038}, ""positive"": {""count"": 35, ""max"": 1.1570838689804077, ""mean"": 1.0448575019836426, ""min"": 0.9895199537277222, ""std"": 0.035854097455739975}}"
6,1.028182029724121,0.05079378932714462,0.8041285872459412,1.1814697980880737,0.0,0.0,0.0,-0.02653401531279087,-0.030163580551743507,0.00625169463455677,"{""negative"": {""count"": 157, ""max"": 1.1814697980880737, ""mean"": 1.0314563512802124, ""min"": 0.8041285872459412, ""std"": 0.04832720756530762}, ""positive"": {""count"": 43, ""max"": 1.1493041515350342, ""mean"": 1.0162274837493896, ""min"": 0.832994818687439, ""std"": 0.057364072650671005}}"
7,1.0172550678253174,0.03387918323278427,0.8849403262138367,1.112481951713562,0.0,0.0,0.0,-0.016548646613955498,-0.030163580551743507,0.011955616995692253,"{""negative"": {""count"": 161, ""max"": 1.112481951713562, ""mean"": 1.0164878368377686, ""min"": 0.8849403262138367, ""std"": 0.03389827534556389}, ""positive"": {""count"": 39, ""max"": 1.09256911277771, ""mean"": 1.0204225778579712, ""min"": 0.9517802596092224, ""std"": 0.0336153469979763}}"
8,1.0137393474578857,0.040587782859802246,0.8341085910797119,1.1499714851379395,0.0,0.0,0.0,-0.012826360762119293,-0.030163580551743507,0.013464860618114471,"{""negative"": {""count"": 142, ""max"": 1.1499714851379395, ""mean"": 1.0172629356384277, ""min"": 0.8575785160064697, ""std"": 0.037653084844350815}, ""positive"": {""count"": 58, ""max"": 1.0992547273635864, ""mean"": 1.005112648010254, ""min"": 0.8341085910797119, ""std"": 0.04587710276246071}}"
9,1.0171153545379639,0.03716301545500755,0.8749479651451111,1.1106520891189575,0.0,0.0,0.0,-0.01629336178302765,-0.030163580551743507,0.002987948711961508,"{""negative"": {""count"": 116, ""max"": 1.0874416828155518, ""mean"": 1.01608145236969, ""min"": 0.8749479651451111, ""std"": 0.03584885969758034}, ""positive"": {""count"": 84, ""max"": 1.1106520891189575, ""mean"": 1.0185434818267822, ""min"": 0.8764721751213074, ""std"": 0.03885968402028084}}"
