epoch,theta_advantage_mean,theta_advantage_std,theta_advantage_max,theta_advantage_min,route_advantage_mean,route_advantage_std,route_advantage_max,route_advantage_min,theta_adv_norm_mean,theta_adv_norm_std,route_adv_norm_mean,route_adv_norm_std,route_adv_norm_active_count,route_adv_norm_used_fallback,theta_advantage_alignment,route_advantage_alignment,theta_adv_to_route_delta_alignment,route_adv_to_theta_delta_alignment,theta_alignment_margin_over_cross,route_alignment_margin_over_cross,cross_branch_alignment_mean,theta_selected_action_prob_gain,route_selected_action_prob_gain,theta_negative_adv_prob_gain,route_negative_adv_prob_gain,theta_clip_fraction,route_clip_fraction,theta_ratio_mean,theta_ratio_std,theta_ratio_max,route_ratio_mean,route_ratio_std,route_ratio_max,theta_approx_kl,route_approx_kl,theta_loss_mean,route_loss_mean,theta_route_loss_ratio,theta_head_grad_norm,route_head_grad_norm,theta_backbone_grad_norm,route_backbone_grad_norm,theta_kl_target,route_kl_target,theta_early_stop_count,route_early_stop_count,coupled_stop_trigger_count,coupled_stop_blocked_by_theta_floor_count,coupled_stop_blocked_by_severity_gate_count,coupled_stop_min_theta_updates_per_epoch,coupled_stop_severity_factor,coupled_stop_severity_freeze_kl_threshold,theta_update_count,route_update_count,theta_only_step_kl,route_only_step_kl,theta_only_step_prob_gain,route_only_step_prob_gain,theta_after_route_shift,route_after_theta_shift,theta_route_feature_correlation,theta_route_head_correlation,offload_rate_mean,bs1_vs_bs2_entropy,offload_vs_local_value_gap_mean,offload_vs_local_value_gap_std,bs1_vs_bs2_value_gap_mean,bs1_vs_bs2_value_gap_std
0,-0.002425605431199074,0.1710992008447647,0.9953135251998901,-1.3227145671844482,0.0005048368475399911,0.16089002788066864,1.5720938444137573,-1.3569135665893555,9.53674295089968e-09,0.9999997615814209,8.648324723026235e-09,0.9999998211860657,2426.0,0.0,0.03666198253631592,-0.014488053508102894,-0.016154520213603973,0.020899489521980286,0.05281650274991989,-0.03538754303008318,0.002372484654188156,-0.0025640695821493864,-0.00021296335035003722,-0.010568516328930855,0.0002691142144612968,0.4260416626930237,0.0020610056817531586,0.9974360466003418,0.1861957609653473,1.303256630897522,0.9997870922088623,0.04962383583188057,1.1987636089324951,0.020308148115873337,0.001466127228923142,-0.0024455133825540543,0.0007604418788105249,0.3109526038169861,0.07385832644867604,0.0821469442348829,0.06890912283881745,0.0567407038037201,0.03,0.015,0,0,0,0,0,0,1.0,0.015,70,70,0.00035030491207440457,0.00033282293937060916,-0.0003013125633905085,-0.00026064854497625286,0.0,0.00030115197420985037,-0.0814853385090828,-0.07015354186296463,0.49985021352767944,0.659686267375946,0.006255222484469414,0.5500351786613464,-0.03414730355143547,0.5587486028671265
1,0.0010714046657085419,0.17906907200813293,1.2900718450546265,-1.0282506942749023,0.0007013575523160398,0.15946818888187408,2.0956978797912598,-1.5088318586349487,2.38418573772492e-09,0.9999998211860657,-2.013970679115573e-08,0.9999999403953552,2415.0,0.0,0.032027244567871094,0.021757401525974274,-0.006238052621483803,-0.0024884133599698544,0.0382652971893549,0.024245814885944128,-0.004363232990726829,0.027964739128947258,0.002086339285597205,0.021237369626760483,-0.00239045568741858,0.5708333253860474,0.16066253185272217,1.0279648303985596,0.2430541217327118,1.6284613609313965,1.0020864009857178,0.14169515669345856,1.5416407585144043,0.003556216135621071,0.008114945143461227,0.013067618943750858,0.0009212280856445432,0.07049695402383804,0.06557494885440814,0.08489949927566658,0.0878157733145775,0.09198963971429519,0.03,0.015,0,0,0,0,0,0,1.0,0.015,70,70,-4.6342789002145375e-05,-1.2092012132468101e-05,8.896591371012618e-05,0.00010961174003958669,0.0,0.0002662596512111902,-0.00014052135520614684,-0.025256216526031494,0.5003257989883423,0.6553049087524414,-0.1896044909954071,0.8951234221458435,-0.03992214798927307,1.010255217552185
2,0.0037721125409007072,0.23106209933757782,1.168546199798584,-1.6762901544570923,0.0011100985575467348,0.2255706638097763,2.0091824531555176,-1.9348849058151245,4.76837147544984e-09,0.9999999403953552,-7.170483762308777e-09,0.9999999403953552,2128.0,0.0,0.03443990275263786,-0.014819552190601826,-0.0034993404988199472,-0.012196631170809269,0.03793924325145781,-0.0026229210197925568,-0.007847985834814608,0.04797935485839844,0.02429099939763546,0.03977165371179581,0.023445528000593185,0.4504166841506958,0.22274436056613922,1.0479793548583984,0.21439926326274872,1.902355432510376,1.0242910385131836,0.16225634515285492,1.5236519575119019,-0.023098189383745193,-0.010753792710602283,0.006574028637260199,0.006964841391891241,1.0594464540481567,0.060021853192016306,0.08815660221236492,0.09757096954823176,0.10510539710917496,0.03,0.015,0,0,0,0,0,0,1.0,0.015,70,70,-0.00028573734590671456,-0.0008531178893723076,0.0003358245708308719,0.0009648391196346243,0.0,0.00031396465710713527,-0.0074373884126544,-0.0246138758957386,0.48265549540519714,0.6478375196456909,-0.40051719546318054,1.4453423023223877,-0.08129604160785675,1.887547254562378
3,0.007661336567252874,0.2441519796848297,1.1142871379852295,-1.8973541259765625,0.0028514089062809944,0.23967112600803375,1.8770053386688232,-1.3605538606643677,-1.5497208849524213e-08,0.9999999403953552,-1.6055123897018575e-09,1.0,1782.0,0.0,0.06379697471857071,-0.028565363958477974,-0.020603477954864502,-0.014554801397025585,0.08440045267343521,-0.014010562561452389,-0.017579139675945044,0.05264675244688988,0.060476720333099365,0.042652301490306854,0.06239195168018341,0.3631249964237213,0.34455668926239014,1.0526467561721802,0.19701771438121796,1.7543600797653198,1.0604767799377441,0.20275776088237762,2.0945396423339844,-0.031093349680304527,-0.03768719732761383,0.0012835005763918161,0.01874065399169922,14.601090431213379,0.055421653485017916,0.08992265716682034,0.09223900643696178,0.12867024170627378,0.03,0.015,0,0,0,0,0,0,1.0,0.015,70,70,-0.0007045090427189799,-0.0024482314533088357,0.000759468870715604,0.0027287591136493056,0.0,0.00032049348135063024,-0.020224150270223618,-0.06554139405488968,0.44238054752349854,0.6285074949264526,-0.670083224773407,1.860271692276001,-0.21463292837142944,2.5930685997009277
4,0.015389814972877502,0.25055408477783203,1.8430039882659912,-1.9202157258987427,0.005486046429723501,0.25652146339416504,1.9468660354614258,-2.039738416671753,1.2715657859985185e-08,1.0000001192092896,6.3199094846311255e-09,0.9999999403953552,1509.0,0.0,0.06755068898200989,-0.039315465837717056,-0.016264647245407104,-0.012244067154824734,0.08381533622741699,-0.027071398682892323,-0.014254357200115919,0.045785944908857346,0.08335365355014801,0.036593787372112274,0.08818582445383072,0.22083333134651184,0.3207422196865082,1.045785903930664,0.16114448010921478,1.708691954612732,1.0833536386489868,0.19740863144397736,1.9543287754058838,-0.031135737895965576,-0.060550618916749954,0.0009721454116515815,0.02132519520819187,21.935993194580078,0.04778805636931419,0.09302017982304946,0.08242425669529581,0.13474042323105664,0.03,0.015,0,0,0,0,0,0,1.0,0.015,70,70,-0.0007080139423213236,-0.004253851360200705,0.0007610491200726496,0.004603664153579042,0.0,0.00028070368831062555,-0.012157184071838856,-0.0686115249991417,0.38948914408683777,0.5871625542640686,-1.1641865968704224,2.1293909549713135,-0.37463897466659546,3.409406900405884
5,0.022732626646757126,0.24815712869167328,1.3712724447250366,-1.8164550065994263,0.0062400586903095245,0.2783157527446747,1.9928169250488281,-1.7932841777801514,1.9868215961338365e-09,1.0,-2.827796441451369e-09,1.0,1349.0,0.0,-0.004732241854071617,-0.08680138736963272,-0.011984960176050663,-0.023361116647720337,0.007252718321979046,-0.06344027072191238,-0.0176730384118855,0.027032973244786263,0.07537070661783218,0.03015316091477871,0.09009416401386261,0.1693750023841858,0.24610823392868042,1.0270329713821411,0.14230100810527802,1.9129087924957275,1.0753706693649292,0.18570658564567566,1.911692500114441,-0.015860717743635178,-0.05464266613125801,0.007837353274226189,0.027996087446808815,3.5721306800842285,0.04385525593215584,0.08774535766543592,0.07790943580936241,0.15954346471341063,0.03,0.015,0,0,0,0,0,0,1.0,0.015,70,70,-0.00042581301270599526,-0.004158960233832789,0.00046868627045374263,0.0047037395450648285,0.0,0.00021449981317605955,-0.034779902547597885,-0.024819564074277878,0.34956908226013184,0.5349015593528748,-1.5881270170211792,2.7379133701324463,-0.38572996854782104,4.320308685302734
6,0.02644900418817997,0.25696253776550293,1.7119784355163574,-1.669389247894287,0.007163621950894594,0.2800375819206238,2.420754909515381,-1.5207719802856445,4.76837147544984e-09,1.0,-8.796380512876567e-09,1.0,1301.0,0.0,-0.008449445478618145,0.05628848820924759,-0.03620117902755737,-0.005550599191337824,0.027751733548939228,0.06183908740058541,-0.0208758891094476,0.025668246671557426,0.05957431718707085,0.0298295971006155,0.049045905470848083,0.1458333432674408,0.20215219259262085,1.0256682634353638,0.13613836467266083,1.7807210683822632,1.0595743656158447,0.17717593908309937,2.197835922241211,-0.015222419053316116,-0.041733790189027786,0.007709382567554712,0.004794006235897541,0.621839702129364,0.04208823702752963,0.07397854757701584,0.07587349737779236,0.14336416772281163,0.03,0.015,0,0,0,0,0,0,1.0,0.015,70,70,-0.00039618546840886537,-0.0037138992994316922,0.0004341739294042262,0.004465663498766454,0.0,0.00015693436741587774,-0.024154361337423325,0.019489867612719536,0.33587390184402466,0.48096349835395813,-1.7880769968032837,3.13399338722229,-0.4573921859264374,4.543237686157227
7,0.03692535310983658,0.24344982206821442,1.5492465496063232,-1.1787073612213135,0.0074836574494838715,0.28359827399253845,2.0204789638519287,-2.35184907913208,2.6226043559063328e-08,0.9999999403953552,1.2043242847425972e-08,0.9999999403953552,1267.0,0.0,-0.041236117482185364,-0.030009381473064423,-0.001347136334516108,-0.02032800018787384,-0.039888981147669256,-0.009681381285190582,-0.010837568261194974,0.018509719520807266,0.03628430888056755,0.023511787876486778,0.037685684859752655,0.11145833879709244,0.17442777752876282,1.0185097455978394,0.11309412121772766,1.661501407623291,1.0362842082977295,0.18050222098827362,2.3695929050445557,-0.011747583746910095,-0.0181887149810791,0.007104640826582909,0.016806593164801598,2.3655762672424316,0.0367411607941661,0.06860735245051676,0.06830802802032959,0.13106726780656378,0.03,0.015,0,0,0,0,0,0,1.0,0.015,70,70,-0.0003728090707487094,-0.002439854646218009,0.000395785837080049,0.0031174404010276442,0.0,9.522768803955322e-05,-0.04132121428847313,0.021742846816778183,0.32104364037513733,0.4317178428173065,-2.4672677516937256,3.4523837566375732,-0.44622886180877686,4.97921895980835
8,0.04587288573384285,0.25528499484062195,2.2150373458862305,-1.4962422847747803,0.007210134994238615,0.30614012479782104,2.7896952629089355,-1.6464252471923828,9.53674295089968e-09,1.0,-4.4843617708067995e-09,1.0,1276.0,0.0,-0.04693998396396637,-0.030334273353219032,0.01870187558233738,-0.03924833610653877,-0.06564185954630375,0.00891406275331974,-0.010273230262100697,0.017282675951719284,0.03249785304069519,0.021831093356013298,0.03216404840350151,0.11791666597127914,0.16379310190677643,1.0172827243804932,0.117457814514637,1.7377344369888306,1.0324978828430176,0.18769221007823944,2.2744572162628174,-0.010002603754401207,-0.01062228437513113,0.008656686171889305,0.018273035064339638,2.1108555793762207,0.03612038522796727,0.06305020488081582,0.07012107044602836,0.1417064520146434,0.03,0.015,0,0,0,0,0,0,1.0,0.015,70,70,-0.0003783283112690177,-0.0015838052750041243,0.00040759559823137743,0.0024357591070124076,0.0,9.746548566909041e-05,-0.05304178223013878,0.00721076549962163,0.3203006684780121,0.42569783329963684,-3.0273897647857666,3.856779098510742,-0.4631381928920746,5.705421447753906
9,0.04746996611356735,0.26196685433387756,1.7833775281906128,-2.1514525413513184,0.007097230292856693,0.3266697824001312,3.2451400756835938,-1.8983064889907837,-1.7881394143159923e-08,0.9999998211860657,6.742395086689612e-09,1.0,1273.0,0.0,-0.003522842191159725,0.037141334265470505,-0.004972903989255428,-0.031679458916187286,0.0014500617980957031,0.06882079318165779,-0.018326181452721357,0.020803220570087433,0.024408327415585518,0.021751081570982933,0.019014526158571243,0.11937500536441803,0.12411626428365707,1.0208032131195068,0.11369802802801132,1.7050995826721191,1.0244083404541016,0.15568070113658905,2.0288782119750977,-0.013924991711974144,-0.008930228650569916,0.0035158125683665276,0.0024600850883871317,0.6997182369232178,0.03286514306753293,0.04606873310730283,0.06634612593069868,0.09792513755357188,0.03,0.015,0,0,0,0,0,0,1.0,0.015,70,70,-0.00037618722448574515,-0.0016976456618197388,0.00040220429938407116,0.0020220910316441276,0.0,8.33995330270097e-05,-0.029202360659837723,0.004150483291596174,0.3145524561405182,0.39826080203056335,-3.1170055866241455,4.263540267944336,-0.4503902196884155,6.30421781539917
