mode,step_size_group,critic_step_size_scale,epoch,update_epoch,minibatch_id,trace_stage,trace_scope,probe_value_pred_mean,probe_value_pred_std,probe_value_target_mean,probe_value_target_std,probe_return_mean,probe_return_std,probe_advantage_mean,probe_advantage_std,probe_pearson_value_vs_value_target,probe_spearman_value_vs_value_target,probe_pearson_value_vs_return,probe_spearman_value_vs_return,probe_pearson_value_vs_advantage,probe_spearman_value_vs_advantage,probe_pearson_value_vs_one_step_reward,probe_spearman_value_vs_one_step_reward
hierarchical_actor_joint_reward_aligned_credit,current_step_size,1.0,0,-1,-1,before_popart_update,preloop,-20.648897171020508,7.781886100769043,-1.6554994583129883,0.6787598729133606,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.33636927604675293,-0.030395137146115303,0.3363693058490753,-0.030395137146115303,-0.8383952379226685,-0.7749674320220947,-0.45855841040611267,-0.18714720010757446
hierarchical_actor_joint_reward_aligned_credit,current_step_size,1.0,0,-1,-1,after_popart_update,preloop,-22.318471908569336,9.280598640441895,-1.1217402219772339,0.5691477656364441,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.33636927604675293,-0.030395137146115303,0.33636924624443054,-0.030395137146115303,-0.8383951783180237,-0.7749674320220947,-0.45855841040611267,-0.18714720010757446
hierarchical_actor_joint_reward_aligned_credit,current_step_size,1.0,0,-1,-1,after_target_build,preloop,-22.318471908569336,9.280598640441895,-1.1217402219772339,0.5691477656364441,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.33636927604675293,-0.030395137146115303,0.33636924624443054,-0.030395137146115303,-0.8383951783180237,-0.7749674320220947,-0.45855841040611267,-0.18714720010757446
hierarchical_actor_joint_reward_aligned_credit,current_step_size,1.0,0,0,0,before_actor,minibatch,-22.318471908569336,9.280598640441895,-1.1217402219772339,0.5691477656364441,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.33636927604675293,-0.030395137146115303,0.33636924624443054,-0.030395137146115303,-0.8383951783180237,-0.7749674320220947,-0.45855841040611267,-0.18714720010757446
hierarchical_actor_joint_reward_aligned_credit,current_step_size,1.0,0,0,0,after_actor_before_critic,minibatch,-22.318471908569336,9.280598640441895,-1.1217402219772339,0.5691477656364441,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.33636927604675293,-0.030395137146115303,0.33636924624443054,-0.030395137146115303,-0.8383951783180237,-0.7749674320220947,-0.45855841040611267,-0.18714720010757446
hierarchical_actor_joint_reward_aligned_credit,current_step_size,1.0,0,0,0,before_critic,minibatch,-22.318471908569336,9.280598640441895,-1.1217402219772339,0.5691477656364441,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.33636927604675293,-0.030395137146115303,0.33636924624443054,-0.030395137146115303,-0.8383951783180237,-0.7749674320220947,-0.45855841040611267,-0.18714720010757446
hierarchical_actor_joint_reward_aligned_credit,current_step_size,1.0,0,0,0,after_backward_before_step,minibatch,-22.318471908569336,9.280598640441895,-1.1217402219772339,0.5691477656364441,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.33636927604675293,-0.030395137146115303,0.33636924624443054,-0.030395137146115303,-0.8383951783180237,-0.7749674320220947,-0.45855841040611267,-0.18714720010757446
hierarchical_actor_joint_reward_aligned_credit,current_step_size,1.0,0,0,0,after_optimizer_step,minibatch,-22.89293670654297,8.950077056884766,-1.1217402219772339,0.5691477656364441,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.3435904085636139,-0.05775075778365135,0.3435904085636139,-0.05775075778365135,-0.8250800371170044,-0.792770266532898,-0.47671326994895935,-0.23567086458206177
hierarchical_actor_joint_reward_aligned_credit,current_step_size,1.0,0,0,0,after_critic,minibatch,-22.89293670654297,8.950077056884766,-1.1217402219772339,0.5691477656364441,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.3435904085636139,-0.05775075778365135,0.3435904085636139,-0.05775075778365135,-0.8250800371170044,-0.792770266532898,-0.47671326994895935,-0.23567086458206177
hierarchical_actor_joint_reward_aligned_credit,current_step_size,1.0,0,0,1,before_actor,minibatch,-22.89293670654297,8.950077056884766,-1.1217402219772339,0.5691477656364441,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.3435904085636139,-0.05775075778365135,0.3435904085636139,-0.05775075778365135,-0.8250800371170044,-0.792770266532898,-0.47671326994895935,-0.23567086458206177
hierarchical_actor_joint_reward_aligned_credit,current_step_size,1.0,0,0,1,after_actor_before_critic,minibatch,-22.89293670654297,8.950077056884766,-1.1217402219772339,0.5691477656364441,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.3435904085636139,-0.05775075778365135,0.3435904085636139,-0.05775075778365135,-0.8250800371170044,-0.792770266532898,-0.47671326994895935,-0.23567086458206177
hierarchical_actor_joint_reward_aligned_credit,current_step_size,1.0,0,0,1,before_critic,minibatch,-22.89293670654297,8.950077056884766,-1.1217402219772339,0.5691477656364441,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.3435904085636139,-0.05775075778365135,0.3435904085636139,-0.05775075778365135,-0.8250800371170044,-0.792770266532898,-0.47671326994895935,-0.23567086458206177
hierarchical_actor_joint_reward_aligned_credit,current_step_size,1.0,0,0,1,after_backward_before_step,minibatch,-22.89293670654297,8.950077056884766,-1.1217402219772339,0.5691477656364441,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.3435904085636139,-0.05775075778365135,0.3435904085636139,-0.05775075778365135,-0.8250800371170044,-0.792770266532898,-0.47671326994895935,-0.23567086458206177
hierarchical_actor_joint_reward_aligned_credit,current_step_size,1.0,0,0,1,after_optimizer_step,minibatch,-23.528715133666992,8.376472473144531,-1.1217402219772339,0.5691477656364441,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.3468474745750427,-0.04396439343690872,0.34684744477272034,-0.04396439343690872,-0.8065209984779358,-0.7810463905334473,-0.48878714442253113,-0.2784411609172821
hierarchical_actor_joint_reward_aligned_credit,current_step_size,1.0,0,0,1,after_critic,minibatch,-23.528715133666992,8.376472473144531,-1.1217402219772339,0.5691477656364441,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.3468474745750427,-0.04396439343690872,0.34684744477272034,-0.04396439343690872,-0.8065209984779358,-0.7810463905334473,-0.48878714442253113,-0.2784411609172821
hierarchical_actor_joint_reward_aligned_credit,current_step_size,1.0,0,0,2,before_actor,minibatch,-23.528715133666992,8.376472473144531,-1.1217402219772339,0.5691477656364441,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.3468474745750427,-0.04396439343690872,0.34684744477272034,-0.04396439343690872,-0.8065209984779358,-0.7810463905334473,-0.48878714442253113,-0.2784411609172821
hierarchical_actor_joint_reward_aligned_credit,current_step_size,1.0,0,0,2,after_actor_before_critic,minibatch,-23.528715133666992,8.376472473144531,-1.1217402219772339,0.5691477656364441,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.3468474745750427,-0.04396439343690872,0.34684744477272034,-0.04396439343690872,-0.8065209984779358,-0.7810463905334473,-0.48878714442253113,-0.2784411609172821
