mode,epoch,update_epoch,minibatch_id,trace_stage,trace_scope,critic_loss,actor_loss,critic_grad_norm,actor_grad_norm,critic_param_delta_norm,actor_param_delta_norm,critic_backbone_delta_norm,critic_head_delta_norm,actor_backbone_delta_norm,actor_head_delta_norm,critic_param_delta_norm_after_popart,critic_backbone_delta_norm_after_popart,critic_head_delta_norm_after_popart,critic_param_delta_norm_after_optimizer_step,popart_mean,popart_std,value_pred_mean,value_pred_std,value_target_mean,value_target_std,return_mean,return_std,advantage_mean,advantage_std,pearson_value_vs_value_target,spearman_value_vs_value_target,pearson_value_vs_return,spearman_value_vs_return,pearson_value_vs_advantage,spearman_value_vs_advantage,pearson_value_vs_one_step_reward,spearman_value_vs_one_step_reward,probe_value_pred_mean,probe_value_pred_std,probe_value_target_mean,probe_value_target_std,probe_return_mean,probe_return_std,probe_advantage_mean,probe_advantage_std,probe_pearson_value_vs_value_target,probe_spearman_value_vs_value_target,probe_pearson_value_vs_return,probe_spearman_value_vs_return,probe_pearson_value_vs_advantage,probe_spearman_value_vs_advantage,probe_pearson_value_vs_one_step_reward,probe_spearman_value_vs_one_step_reward,step_size_group,critic_step_size_scale
hierarchical_actor_joint_reward_aligned_credit,0,-1,-1,before_popart_update,preloop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2668844109008203,0.0,0.2668844109008203,0.0,-26.494740168253582,8.798289340670184,-16.65019989013672,12.498706817626953,-0.9531709551811218,1.288845419883728,-31.182727813720703,9.508411407470703,-16.90152359008789,18.28709602355957,0.12146705389022827,0.0807320699095726,0.12146707624197006,0.0807320699095726,-0.8356074690818787,-0.7297449707984924,-0.27451416850090027,-0.21560154855251312,-20.648897171020508,7.781886100769043,-1.6554994583129883,0.6787598729133606,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.33636927604675293,-0.030395137146115303,0.3363693058490753,-0.030395137146115303,-0.8383952379226685,-0.7749674320220947,-0.45855841040611267,-0.18714720010757446,current_step_size,1.0
hierarchical_actor_joint_reward_aligned_credit,0,-1,-1,after_popart_update,preloop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2668844109008203,0.0,0.2668844109008203,0.0,-26.494740168253582,8.798289340670184,-17.549667358398438,14.905831336975098,-0.9531709551811218,1.288845419883728,-31.182727813720703,9.508411407470703,-16.90152359008789,18.28709602355957,0.12146706879138947,0.0807320699095726,0.12146706879138947,0.0807320699095726,-0.8356072902679443,-0.7297449707984924,-0.27451422810554504,-0.21560154855251312,-22.318471908569336,9.280598640441895,-1.1217402219772339,0.5691477656364441,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.33636927604675293,-0.030395137146115303,0.33636924624443054,-0.030395137146115303,-0.8383951783180237,-0.7749674320220947,-0.45855841040611267,-0.18714720010757446,current_step_size,1.0
hierarchical_actor_joint_reward_aligned_credit,0,-1,-1,after_target_build,preloop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2668844109008203,0.0,0.2668844109008203,0.0,-26.494740168253582,8.798289340670184,-17.549667358398438,14.905831336975098,-0.532829761505127,1.0807113647460938,-31.182727813720703,9.508411407470703,-16.90152359008789,18.28709602355957,0.12146706134080887,0.0807320699095726,0.12146706879138947,0.0807320699095726,-0.8356072902679443,-0.7297449707984924,-0.27451422810554504,-0.21560154855251312,-22.318471908569336,9.280598640441895,-1.1217402219772339,0.5691477656364441,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.33636927604675293,-0.030395137146115303,0.33636924624443054,-0.030395137146115303,-0.8383951783180237,-0.7749674320220947,-0.45855841040611267,-0.18714720010757446,current_step_size,1.0
hierarchical_actor_joint_reward_aligned_credit,0,0,0,before_actor,minibatch,1.652635097503662,0.12182387709617615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2668844109008203,0.0,0.2668844109008203,0.0,-26.494740168253582,8.798289340670184,-15.130361557006836,16.873157501220703,-0.6004263758659363,1.08590567111969,-31.777462005615234,9.554112434387207,-20.062297821044922,19.101083755493164,0.17076194286346436,0.1319648176431656,0.17076192796230316,0.1319648176431656,-0.8555363416671753,-0.7628299593925476,-0.21239936351776123,-0.1363636553287506,-22.318471908569336,9.280598640441895,-1.1217402219772339,0.5691477656364441,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.33636927604675293,-0.030395137146115303,0.33636924624443054,-0.030395137146115303,-0.8383951783180237,-0.7749674320220947,-0.45855841040611267,-0.18714720010757446,current_step_size,1.0
hierarchical_actor_joint_reward_aligned_credit,0,0,0,after_actor_before_critic,minibatch,1.652635097503662,0.12182387709617615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2668844109008203,0.0,0.2668844109008203,0.0,-26.494740168253582,8.798289340670184,-15.130361557006836,16.873157501220703,-0.6004263758659363,1.08590567111969,-31.777462005615234,9.554112434387207,-20.062297821044922,19.101083755493164,0.17076194286346436,0.1319648176431656,0.17076192796230316,0.1319648176431656,-0.8555363416671753,-0.7628299593925476,-0.21239936351776123,-0.1363636553287506,-22.318471908569336,9.280598640441895,-1.1217402219772339,0.5691477656364441,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.33636927604675293,-0.030395137146115303,0.33636924624443054,-0.030395137146115303,-0.8383951783180237,-0.7749674320220947,-0.45855841040611267,-0.18714720010757446,current_step_size,1.0
hierarchical_actor_joint_reward_aligned_credit,0,0,0,before_critic,minibatch,1.652635097503662,0.12182387709617615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2668844109008203,0.0,0.2668844109008203,0.0,-26.494740168253582,8.798289340670184,-15.130361557006836,16.873157501220703,-0.6004263758659363,1.08590567111969,-31.777462005615234,9.554112434387207,-20.062297821044922,19.101083755493164,0.17076194286346436,0.1319648176431656,0.17076192796230316,0.1319648176431656,-0.8555363416671753,-0.7628299593925476,-0.21239936351776123,-0.1363636553287506,-22.318471908569336,9.280598640441895,-1.1217402219772339,0.5691477656364441,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.33636927604675293,-0.030395137146115303,0.33636924624443054,-0.030395137146115303,-0.8383951783180237,-0.7749674320220947,-0.45855841040611267,-0.18714720010757446,current_step_size,1.0
hierarchical_actor_joint_reward_aligned_credit,0,0,0,after_backward_before_step,minibatch,1.652635097503662,0.12182387709617615,4.336510494602807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2668844109008203,0.0,0.2668844109008203,0.0,-26.494740168253582,8.798289340670184,-15.130361557006836,16.873157501220703,-0.6004263758659363,1.08590567111969,-31.777462005615234,9.554112434387207,-20.062297821044922,19.101083755493164,0.17076194286346436,0.1319648176431656,0.17076192796230316,0.1319648176431656,-0.8555363416671753,-0.7628299593925476,-0.21239936351776123,-0.1363636553287506,-22.318471908569336,9.280598640441895,-1.1217402219772339,0.5691477656364441,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.33636927604675293,-0.030395137146115303,0.33636924624443054,-0.030395137146115303,-0.8383951783180237,-0.7749674320220947,-0.45855841040611267,-0.18714720010757446,current_step_size,1.0
hierarchical_actor_joint_reward_aligned_credit,0,0,0,after_optimizer_step,minibatch,1.652635097503662,0.12182387709617615,4.336510494602807,0.0,0.0530448050090163,0.0,0.05217361819568663,0.0048591535527262,0.0,0.0,0.2668844109008203,0.0,0.2668844109008203,0.0530448050090163,-26.494740168253582,8.798289340670184,-17.093624114990234,15.309405326843262,-0.6004263758659363,1.08590567111969,-31.777462005615234,9.554112434387207,-20.062297821044922,19.101083755493164,0.1667114645242691,0.1348973661661148,0.1667114496231079,0.1348973661661148,-0.8315979242324829,-0.7584311366081238,-0.2514462172985077,-0.1909824162721634,-22.89293670654297,8.950077056884766,-1.1217402219772339,0.5691477656364441,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.3435904085636139,-0.05775075778365135,0.3435904085636139,-0.05775075778365135,-0.8250800371170044,-0.792770266532898,-0.47671326994895935,-0.23567086458206177,current_step_size,1.0
hierarchical_actor_joint_reward_aligned_credit,0,0,0,after_critic,minibatch,1.652635097503662,0.12182387709617615,4.336510494602807,0.0,0.0530448050090163,0.0,0.05217361819568663,0.0048591535527262,0.0,0.0,0.2668844109008203,0.0,0.2668844109008203,0.0530448050090163,-26.494740168253582,8.798289340670184,-17.093624114990234,15.309405326843262,-0.6004263758659363,1.08590567111969,-31.777462005615234,9.554112434387207,-20.062297821044922,19.101083755493164,0.1667114645242691,0.1348973661661148,0.1667114496231079,0.1348973661661148,-0.8315979242324829,-0.7584311366081238,-0.2514462172985077,-0.1909824162721634,-22.89293670654297,8.950077056884766,-1.1217402219772339,0.5691477656364441,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.3435904085636139,-0.05775075778365135,0.3435904085636139,-0.05775075778365135,-0.8250800371170044,-0.792770266532898,-0.47671326994895935,-0.23567086458206177,current_step_size,1.0
hierarchical_actor_joint_reward_aligned_credit,0,0,1,before_actor,minibatch,1.4803038835525513,0.07655054330825806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2668844109008203,0.0,0.2668844109008203,0.0,-26.494740168253582,8.798289340670184,-17.173233032226562,15.84987735748291,-0.37511780858039856,1.2698376178741455,-29.795135498046875,11.172398567199707,-16.688173294067383,21.104228973388672,0.06454417109489441,-0.08577713370323181,0.064544178545475,-0.08577713370323181,-0.7978430986404419,-0.7353373169898987,-0.45895302295684814,-0.1770527958869934,-22.89293670654297,8.950077056884766,-1.1217402219772339,0.5691477656364441,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.3435904085636139,-0.05775075778365135,0.3435904085636139,-0.05775075778365135,-0.8250800371170044,-0.792770266532898,-0.47671326994895935,-0.23567086458206177,current_step_size,1.0
