sample_id,block_id,sensor_id,task_id,r_local,r_bs1,r_bs2,v_local,v_bs1,v_bs2,td_local,td_bs1,td_bs2,selected_joint_action,selected_joint_action_index,selected_reward_score,selected_value_score,selected_td_score,best_action_under_reward,best_action_under_reward_index,best_action_under_value,best_action_under_value_index,best_action_under_td,best_action_under_td_index,best_reward_score,best_value_score,best_td_score,advantage,return,reward_vs_td_best_match,reward_vs_value_best_match,value_vs_td_best_match,reward_td_flip_type,reward_margin,value_margin,td_margin,std_reward_term,std_gamma_v_term,std_td_term,mean_abs_r_term,mean_abs_gamma_v_term,mean_abs_td_term,gamma_v_over_r_abs_ratio_sample
0,0,0,0,-1.0427926778793335,-1.106499433517456,-1.0987118482589722,-24.834413528442383,-23.690513610839844,-22.979167938232422,-25.628862380981445,-24.560108184814453,-23.848087310791016,bs1,1,-1.106499433517456,-23.690513610839844,-24.560108184814453,local,0,bs2,2,bs2,2,-1.0427926778793335,-22.979167938232422,-23.848087310791016,-11.811932563781738,-38.679298400878906,0,0,1,reward:local->td:bs2,0.05591917037963867,0.7113456726074219,0.7120208740234375,0.028374776244163513,0.7565895318984985,0.7318446040153503,1.0826679468154907,23.596351623535156,24.67902183532715,21.794614791870117
0,1,0,1,-1.0909806489944458,-1.0672186613082886,-1.068774938583374,-24.316661834716797,-24.55495262145996,-23.89204216003418,-25.16447639465332,-25.37662124633789,-24.72189712524414,bs1,1,-1.0672186613082886,-24.55495262145996,-25.37662124633789,bs1,1,bs2,2,bs2,2,-1.0672186613082886,-23.89204216003418,-24.72189712524414,-11.811932563781738,-38.679298400878906,0,0,1,reward:bs1->td:bs2,0.0015562772750854492,0.4246196746826172,0.4425792694091797,0.010853303596377373,0.2714304029941559,0.2727525532245636,1.0756580829620361,24.012006759643555,25.08766746520996,22.32306480407715
0,2,0,2,-1.0924084186553955,-1.1028752326965332,-1.1082627773284912,-26.038646697998047,-21.941808700561523,-21.636157989501953,-26.870668411254883,-22.825265884399414,-22.528059005737305,bs1,1,-1.1028752326965332,-21.941808700561523,-22.825265884399414,local,0,bs2,2,bs2,2,-1.0924084186553955,-21.636157989501953,-22.528059005737305,-11.811932563781738,-38.679298400878906,0,0,1,reward:local->td:bs2,0.010466814041137695,0.3056507110595703,0.2972068786621094,0.006582303903996944,1.9871214628219604,1.9807931184768677,1.1011821031570435,22.973482131958008,24.074663162231445,20.862545013427734
0,3,1,0,-1.1332123279571533,-1.1612300872802734,-1.1428086757659912,-25.26760482788086,-16.944744110107422,-16.293434143066406,-26.148141860961914,-17.936527252197266,-17.27330780029297,local,0,-1.1332123279571533,-25.26760482788086,-26.148141860961914,local,0,bs2,2,bs2,2,-1.1332123279571533,-16.293434143066406,-17.27330780029297,-11.811932563781738,-38.679298400878906,0,0,1,reward:local->td:bs2,0.00959634780883789,0.6513099670410156,0.6632194519042969,0.011625800281763077,4.044754505157471,4.03640604019165,1.1457504034042358,19.306909561157227,20.452659606933594,16.850872039794922
0,4,1,1,-1.0505039691925049,-1.058344841003418,-1.057073950767517,-24.408390045166016,-24.408390045166016,-24.408390045166016,-25.21480941772461,-25.2226505279541,-25.22138023376465,local,0,-1.0505039691925049,-24.408390045166016,-25.21480941772461,local,0,local,0,local,0,-1.0505039691925049,-24.408390045166016,-25.21480941772461,-11.811932563781738,-38.679298400878906,1,1,1,match,0.006569981575012207,0.0,0.0065708160400390625,0.003436068305745721,0.0,0.003436281578615308,1.0553075075149536,24.164306640625,25.219614028930664,22.89786148071289
0,5,1,2,-1.0440735816955566,-1.0734944343566895,-1.0744247436523438,-23.587797164916992,-24.837623596191406,-24.863279342651367,-24.395992279052734,-25.662742614746094,-25.689071655273438,bs1,1,-1.0734944343566895,-24.837623596191406,-25.662742614746094,local,0,local,0,local,0,-1.0440735816955566,-23.587797164916992,-24.395992279052734,-11.811932563781738,-38.679298400878906,1,1,1,match,0.029420852661132812,1.249826431274414,1.2667503356933594,0.014093517325818539,0.5893599390983582,0.6034533977508545,1.0639976263046265,24.185272216796875,25.249267578125,22.730548858642578
0,6,2,0,-1.0476937294006348,-1.1092047691345215,-1.0946300029754639,-24.55398178100586,-23.94817543029785,-23.5308780670166,-25.356136322021484,-24.81789779663086,-24.390199661254883,bs2,2,-1.0946300029754639,-23.5308780670166,-24.390199661254883,local,0,bs2,2,bs2,2,-1.0476937294006348,-23.5308780670166,-24.390199661254883,-11.811932563781738,-38.679298400878906,0,0,1,reward:local->td:bs2,0.0469362735748291,0.41729736328125,0.42769813537597656,0.026244672015309334,0.4158366322517395,0.39520177245140076,1.0838428735733032,23.770902633666992,24.85474395751953,21.932037353515625
0,7,2,1,-1.0659881830215454,-1.0628827810287476,-1.0629706382751465,-24.320363998413086,-24.422719955444336,-23.920063018798828,-25.14314842224121,-25.241374969482422,-24.743833541870117,local,0,-1.0659881830215454,-24.320363998413086,-25.14314842224121,bs1,1,bs2,2,bs2,2,-1.0628827810287476,-23.920063018798828,-24.743833541870117,-11.811932563781738,-38.679298400878906,0,0,1,reward:bs1->td:bs2,8.785724639892578e-05,0.4003009796142578,0.39931488037109375,0.0014436380006372929,0.21472382545471191,0.21516099572181702,1.0639472007751465,23.978837966918945,25.04278564453125,22.537599563598633
0,8,2,2,-1.041940689086914,-1.0796147584915161,-1.0774741172790527,-22.57655906677246,-24.953245162963867,-25.01392936706543,-23.39273452758789,-25.783327102661133,-25.841264724731445,bs1,1,-1.0796147584915161,-24.953245162963867,-25.783327102661133,local,0,local,0,local,0,-1.041940689086914,-22.57655906677246,-23.39273452758789,-11.811932563781738,-38.679298400878906,1,1,1,match,0.03553342819213867,2.3766860961914062,2.390592575073242,0.01727728731930256,1.123604655265808,1.1408374309539795,1.0663431882858276,23.93943214416504,25.005775451660156,22.45000648498535
0,9,3,0,-1.0589098930358887,-1.1122643947601318,-1.1146166324615479,-25.025745391845703,-23.459728240966797,-22.448883056640625,-25.83439826965332,-24.33739471435547,-23.33901023864746,bs1,1,-1.1122643947601318,-23.459728240966797,-24.33739471435547,local,0,bs2,2,bs2,2,-1.0589098930358887,-22.448883056640625,-23.33901023864746,-11.811932563781738,-38.679298400878906,0,0,1,reward:local->td:bs2,0.053354501724243164,1.0108451843261719,0.9983844757080078,0.025723909959197044,1.0495058298110962,1.0254945755004883,1.0952636003494263,23.40833854675293,24.50360107421875,21.372314453125
0,10,3,1,-1.0572487115859985,-1.0622926950454712,-1.061308741569519,-24.473798751831055,-24.37775421142578,-24.022085189819336,-25.28631019592285,-25.196269989013672,-24.84317398071289,local,0,-1.0572487115859985,-24.473798751831055,-25.28631019592285,local,0,bs2,2,bs2,2,-1.0572487115859985,-24.022085189819336,-24.84317398071289,-11.811932563781738,-38.679298400878906,0,0,1,reward:local->td:bs2,0.004060029983520508,0.3556690216064453,0.35309600830078125,0.002183111384510994,0.19235645234584808,0.19123974442481995,1.0602833032608032,24.04829978942871,25.10858726501465,22.680992126464844
0,11,3,2,-1.044607400894165,-1.059114694595337,-1.059037446975708,-24.408390045166016,-24.408390045166016,-24.408390045166016,-25.208913803100586,-25.223421096801758,-25.223342895507812,bs1,1,-1.059114694595337,-24.408390045166016,-25.223421096801758,local,0,local,0,local,0,-1.044607400894165,-24.408390045166016,-25.208913803100586,-11.811932563781738,-38.679298400878906,1,1,1,match,0.014430046081542969,0.0,0.014429092407226562,0.006820669397711754,0.0,0.0068204463459551334,1.0542532205581665,24.164306640625,25.21855926513672,22.920759201049805
0,12,4,0,-1.1307024955749512,-1.175009846687317,-1.1192704439163208,-21.54869270324707,-24.196496963500977,-23.5345401763916,-22.463909149169922,-25.129541397094727,-24.41846466064453,bs2,2,-1.1192704439163208,-23.5345401763916,-24.41846466064453,bs2,2,local,0,local,0,-1.1192704439163208,-21.54869270324707,-22.463909149169922,-11.811932563781738,-38.679298400878906,0,0,1,reward:bs2->td:local,0.011432051658630371,1.9858474731445312,1.9545555114746094,0.024038659408688545,1.1138486862182617,1.1270173788070679,1.1416608095169067,22.8623104095459,24.00397300720215,20.025466918945312
0,13,4,1,-1.0478193759918213,-1.062301516532898,-1.0598174333572388,-24.408390045166016,-24.408390045166016,-24.408390045166016,-25.212125778198242,-25.226608276367188,-25.224123001098633,local,0,-1.0478193759918213,-24.408390045166016,-25.212125778198242,local,0,local,0,local,0,-1.0478193759918213,-24.408390045166016,-25.212125778198242,-11.811932563781738,-38.679298400878906,1,1,1,match,0.01199805736541748,0.0,0.011997222900390625,0.006323294248431921,0.0,0.006323261186480522,1.0566459894180298,24.164306640625,25.2209529876709,22.86885643005371
0,14,4,2,-1.125241756439209,-1.1509063243865967,-1.1142265796661377,-22.33621597290039,-23.52817153930664,-24.218891143798828,-23.238096237182617,-24.443796157836914,-25.09092903137207,bs2,2,-1.1142265796661377,-24.218891143798828,-25.09092903137207,bs2,2,local,0,local,0,-1.1142265796661377,-22.33621597290039,-23.238096237182617,-11.811932563781738,-38.679298400878906,0,0,1,reward:bs2->td:local,0.011015176773071289,1.19195556640625,1.2056999206542969,0.01536738220602274,0.7698493599891663,0.767787754535675,1.1301249265670776,23.12748146057129,24.257606506347656,20.46451759338379
0,15,5,0,-1.0446940660476685,-1.0997381210327148,-1.1018903255462646,-25.216285705566406,-22.798595428466797,-21.979745864868164,-26.008817672729492,-23.670347213745117,-22.861839294433594,bs1,1,-1.0997381210327148,-22.798595428466797,-23.670347213745117,local,0,bs2,2,bs2,2,-1.0446940660476685,-21.979745864868164,-22.861839294433594,-11.811932563781738,-38.679298400878906,0,0,1,reward:local->td:bs2,0.05504405498504639,0.8188495635986328,0.8085079193115234,0.0264698825776577,1.3602616786956787,1.334399700164795,1.082107424736023,23.09822654724121,24.180334091186523,21.3455753326416
0,16,5,1,-1.0702511072158813,-1.0694469213485718,-1.0615378618240356,-24.453676223754883,-24.52479362487793,-24.145404815673828,-25.279390335083008,-25.3489933013916,-24.96548843383789,bs2,2,-1.0615378618240356,-24.145404815673828,-24.96548843383789,bs2,2,bs2,2,bs2,2,-1.0615378618240356,-24.145404815673828,-24.96548843383789,-11.811932563781738,-38.679298400878906,1,1,1,match,0.007909059524536133,0.3082714080810547,0.3139019012451172,0.0039316462352871895,0.16301608085632324,0.1668182611465454,1.0670785903930664,24.13088035583496,25.19795799255371,22.61394691467285
0,17,5,2,-1.1642451286315918,-1.1350816488265991,-1.1319828033447266,-20.781587600708008,-23.782062530517578,-24.296175003051758,-21.73801612854004,-24.679323196411133,-25.185195922851562,bs1,1,-1.1350816488265991,-23.782062530517578,-24.679323196411133,bs2,2,local,0,local,0,-1.1319828033447266,-20.781587600708008,-21.73801612854004,-11.811932563781738,-38.679298400878906,0,0,1,reward:bs2->td:local,0.0030988454818725586,3.0004749298095703,2.9413070678710938,0.014533367939293385,1.5343928337097168,1.519877314567566,1.1437698602676392,22.72374153137207,23.86751365661621,19.867389678955078
0,18,6,0,-1.0436968803405762,-1.0693076848983765,-1.06587553024292,-24.408390045166016,-24.408390045166016,-24.408390045166016,-25.208003997802734,-25.233613967895508,-25.230180740356445,local,0,-1.0436968803405762,-24.408390045166016,-25.208003997802734,local,0,local,0,local,0,-1.0436968803405762,-24.408390045166016,-25.208003997802734,-11.811932563781738,-38.679298400878906,1,1,1,match,0.02217864990234375,0.0,0.022176742553710938,0.011350896209478378,0.0,0.011350308544933796,1.0596266984939575,24.164306640625,25.22393226623535,22.80452537536621
0,19,6,1,-1.0600059032440186,-1.0654443502426147,-1.0627825260162354,-24.40526580810547,-24.573362350463867,-23.94390869140625,-25.22121810913086,-25.39307403564453,-24.76725196838379,local,0,-1.0600059032440186,-24.40526580810547,-25.22121810913086,local,0,bs2,2,bs2,2,-1.0600059032440186,-23.94390869140625,-24.76725196838379,-11.811932563781738,-38.679298400878906,0,0,1,reward:local->td:bs2,0.002776622772216797,0.46135711669921875,0.4539661407470703,0.0022204015403985977,0.26344648003578186,0.26400190591812134,1.0627442598342896,24.064437866210938,25.127182006835938,22.643657684326172
0,20,6,2,-1.0479081869125366,-1.0798989534378052,-1.076131820678711,-24.37918472290039,-24.327571868896484,-24.369022369384766,-25.18330192565918,-25.164196014404297,-25.20146369934082,local,0,-1.0479081869125366,-24.37918472290039,-25.18330192565918,local,0,bs1,1,bs1,1,-1.0479081869125366,-24.327571868896484,-25.164196014404297,-11.811932563781738,-38.679298400878906,0,0,1,reward:local->td:bs1,0.028223633766174316,0.04145050048828125,0.019105911254882812,0.014275752939283848,0.022100459784269333,0.015216096304357052,1.0679796934127808,24.115005493164062,25.182985305786133,22.580001831054688
0,21,7,0,-0.9941837191581726,-1.0902241468429565,-1.077353596687317,-24.408390045166016,-24.408390045166016,-24.408390045166016,-25.158489227294922,-25.25452995300293,-25.24165916442871,bs2,2,-1.077353596687317,-24.408390045166016,-25.24165916442871,local,0,local,0,local,0,-0.9941837191581726,-24.408390045166016,-25.158489227294922,-11.811932563781738,-38.679298400878906,1,1,1,match,0.08316987752914429,0.0,0.08316993713378906,0.04256582260131836,0.0,0.04256591573357582,1.0539203882217407,24.164306640625,25.218225479125977,22.927997589111328
0,22,7,1,-1.1065858602523804,-1.0592312812805176,-1.0637266635894775,-23.77898406982422,-24.120935440063477,-22.046310424804688,-24.64777946472168,-24.93895721435547,-22.88957405090332,local,0,-1.1065858602523804,-23.77898406982422,-24.64777946472168,bs1,1,bs2,2,bs2,2,-1.0592312812805176,-22.046310424804688,-22.88957405090332,-11.811932563781738,-38.679298400878906,0,0,1,reward:bs1->td:bs2,0.004495382308959961,1.7326736450195312,1.7582054138183594,0.021342642605304718,0.899100661277771,0.9052956700325012,1.0765146017074585,23.08225440979004,24.158769607543945,21.441635131835938
0,23,7,2,-1.0497612953186035,-1.082727313041687,-1.0773640871047974,-23.300947189331055,-24.57655906677246,-24.6037540435791,-24.117698669433594,-25.41352081298828,-25.435081481933594,bs2,2,-1.0773640871047974,-24.6037540435791,-25.435081481933594,local,0,local,0,local,0,-1.0497612953186035,-23.300947189331055,-24.117698669433594,-11.811932563781738,-38.679298400878906,1,1,1,match,0.027602791786193848,1.2756118774414062,1.2958221435546875,0.01444313209503889,0.6017622947692871,0.6160011887550354,1.0699509382247925,23.91881561279297,24.988767623901367,22.355037689208984
