sample_id,block_id,std_reward_term,std_gamma_v_term,std_td_term,mean_abs_r_term,mean_abs_gamma_v_term,mean_abs_td_term,gamma_v_over_r_abs_ratio_sample,reward_margin,value_margin,td_margin
0,0,0.028374776244163513,0.7565895318984985,0.7318446040153503,1.0826679468154907,23.596351623535156,24.67902183532715,21.794614791870117,0.05591917037963867,0.7113456726074219,0.7120208740234375
0,1,0.010853303596377373,0.2714304029941559,0.2727525532245636,1.0756580829620361,24.012006759643555,25.08766746520996,22.32306480407715,0.0015562772750854492,0.4246196746826172,0.4425792694091797
0,2,0.006582303903996944,1.9871214628219604,1.9807931184768677,1.1011821031570435,22.973482131958008,24.074663162231445,20.862545013427734,0.010466814041137695,0.3056507110595703,0.2972068786621094
0,3,0.011625800281763077,4.044754505157471,4.03640604019165,1.1457504034042358,19.306909561157227,20.452659606933594,16.850872039794922,0.00959634780883789,0.6513099670410156,0.6632194519042969
0,4,0.003436068305745721,0.0,0.003436281578615308,1.0553075075149536,24.164306640625,25.219614028930664,22.89786148071289,0.006569981575012207,0.0,0.0065708160400390625
0,5,0.014093517325818539,0.5893599390983582,0.6034533977508545,1.0639976263046265,24.185272216796875,25.249267578125,22.730548858642578,0.029420852661132812,1.249826431274414,1.2667503356933594
0,6,0.026244672015309334,0.4158366322517395,0.39520177245140076,1.0838428735733032,23.770902633666992,24.85474395751953,21.932037353515625,0.0469362735748291,0.41729736328125,0.42769813537597656
0,7,0.0014436380006372929,0.21472382545471191,0.21516099572181702,1.0639472007751465,23.978837966918945,25.04278564453125,22.537599563598633,8.785724639892578e-05,0.4003009796142578,0.39931488037109375
0,8,0.01727728731930256,1.123604655265808,1.1408374309539795,1.0663431882858276,23.93943214416504,25.005775451660156,22.45000648498535,0.03553342819213867,2.3766860961914062,2.390592575073242
0,9,0.025723909959197044,1.0495058298110962,1.0254945755004883,1.0952636003494263,23.40833854675293,24.50360107421875,21.372314453125,0.053354501724243164,1.0108451843261719,0.9983844757080078
0,10,0.002183111384510994,0.19235645234584808,0.19123974442481995,1.0602833032608032,24.04829978942871,25.10858726501465,22.680992126464844,0.004060029983520508,0.3556690216064453,0.35309600830078125
0,11,0.006820669397711754,0.0,0.0068204463459551334,1.0542532205581665,24.164306640625,25.21855926513672,22.920759201049805,0.014430046081542969,0.0,0.014429092407226562
0,12,0.024038659408688545,1.1138486862182617,1.1270173788070679,1.1416608095169067,22.8623104095459,24.00397300720215,20.025466918945312,0.011432051658630371,1.9858474731445312,1.9545555114746094
0,13,0.006323294248431921,0.0,0.006323261186480522,1.0566459894180298,24.164306640625,25.2209529876709,22.86885643005371,0.01199805736541748,0.0,0.011997222900390625
0,14,0.01536738220602274,0.7698493599891663,0.767787754535675,1.1301249265670776,23.12748146057129,24.257606506347656,20.46451759338379,0.011015176773071289,1.19195556640625,1.2056999206542969
0,15,0.0264698825776577,1.3602616786956787,1.334399700164795,1.082107424736023,23.09822654724121,24.180334091186523,21.3455753326416,0.05504405498504639,0.8188495635986328,0.8085079193115234
0,16,0.0039316462352871895,0.16301608085632324,0.1668182611465454,1.0670785903930664,24.13088035583496,25.19795799255371,22.61394691467285,0.007909059524536133,0.3082714080810547,0.3139019012451172
0,17,0.014533367939293385,1.5343928337097168,1.519877314567566,1.1437698602676392,22.72374153137207,23.86751365661621,19.867389678955078,0.0030988454818725586,3.0004749298095703,2.9413070678710938
0,18,0.011350896209478378,0.0,0.011350308544933796,1.0596266984939575,24.164306640625,25.22393226623535,22.80452537536621,0.02217864990234375,0.0,0.022176742553710938
0,19,0.0022204015403985977,0.26344648003578186,0.26400190591812134,1.0627442598342896,24.064437866210938,25.127182006835938,22.643657684326172,0.002776622772216797,0.46135711669921875,0.4539661407470703
0,20,0.014275752939283848,0.022100459784269333,0.015216096304357052,1.0679796934127808,24.115005493164062,25.182985305786133,22.580001831054688,0.028223633766174316,0.04145050048828125,0.019105911254882812
0,21,0.04256582260131836,0.0,0.04256591573357582,1.0539203882217407,24.164306640625,25.218225479125977,22.927997589111328,0.08316987752914429,0.0,0.08316993713378906
0,22,0.021342642605304718,0.899100661277771,0.9052956700325012,1.0765146017074585,23.08225440979004,24.158769607543945,21.441635131835938,0.004495382308959961,1.7326736450195312,1.7582054138183594
0,23,0.01444313209503889,0.6017622947692871,0.6160011887550354,1.0699509382247925,23.91881561279297,24.988767623901367,22.355037689208984,0.027602791786193848,1.2756118774414062,1.2958221435546875
1,0,0.012455361895263195,5.211147308349609,5.199190139770508,1.7424689531326294,16.540491104125977,14.798022270202637,9.492554664611816,0.02243781089782715,0.8076972961425781,0.806304931640625
1,1,0.0714888647198677,2.6773934364318848,2.607410430908203,1.8077311515808105,15.571632385253906,13.763900756835938,8.61390495300293,0.021752119064331055,4.366771697998047,4.183503150939941
1,2,0.01817641779780388,6.861782550811768,6.8436055183410645,1.7199379205703735,14.787429809570312,13.067492485046387,8.597648620605469,0.03836476802825928,0.2072906494140625,0.204833984375
1,3,0.00528833270072937,2.6545732021331787,2.6598596572875977,1.7272225618362427,17.631174087524414,15.903952598571777,10.207812309265137,0.001564621925354004,0.9583320617675781,0.9503135681152344
1,4,0.010111077688634396,0.0,0.010111253708600998,1.7109731435775757,17.461843490600586,15.750869750976562,10.205790519714355,0.019670844078063965,0.0,0.01967144012451172
1,5,0.03649019077420235,1.2971348762512207,1.3321824073791504,1.7258609533309937,17.134374618530273,15.408513069152832,9.928009986877441,0.06263422966003418,2.7547569274902344,2.813749313354492
1,6,0.017504604533314705,2.005296468734741,1.9885627031326294,1.7219825983047485,16.7406063079834,15.018623352050781,9.721699714660645,0.03206658363342285,0.46665191650390625,0.47060203552246094
1,7,0.023819800466299057,0.4923403561115265,0.5092771053314209,1.7338943481445312,17.30156898498535,15.567675590515137,9.978439331054688,0.00782787799835205,0.9774284362792969,0.9754819869995117
