epoch,policy_surrogate_mode,actor_structure_mode,theta_only_step_kl,route_only_step_kl,theta_only_step_prob_gain,route_only_step_prob_gain,theta_after_route_shift,route_after_theta_shift,theta_head_grad_norm,route_head_grad_norm,theta_backbone_grad_norm,route_backbone_grad_norm,theta_kl_target,route_kl_target,theta_early_stop_count,route_early_stop_count,theta_update_count,route_update_count,route_mask_mean,route_mask_active_fraction
0,hierarchical_actor_factorized_trust_region_pg_coupled_stop,hierarchical_actor_separate_theta_route_backbones,7.511495959988679e-05,0.001189655224152375,0.0011326231233397266,0.00017709027451928705,0.0,0.0012487692438298836,0.16354088850158113,0.416512866398765,0.2764153880359733,0.2792286203455566,0.03,0.015,0,10,16,16,0.4970833361148834,0.4970833361148834
1,hierarchical_actor_factorized_trust_region_pg_coupled_stop,hierarchical_actor_separate_theta_route_backbones,0.0016703674869189087,0.0017783618413060058,-0.0008870416281034091,-0.000979037319087762,0.0,0.000810891062045764,0.27928628892375595,0.46118436020231823,0.521807695910457,0.44098789323762444,0.03,0.015,5,7,19,22,0.5054166913032532,0.5054166913032532
2,hierarchical_actor_factorized_trust_region_pg_coupled_stop,hierarchical_actor_separate_theta_route_backbones,0.0017049688224991162,0.0017159737253678031,-0.0010671475965864374,-0.0009404239801369841,0.0,0.0007739972982866069,0.2876694112518283,0.5655859158910441,0.5267415852479104,0.5159133436211559,0.03,0.015,4,8,18,20,0.49791666865348816,0.49791666865348816
3,hierarchical_actor_factorized_trust_region_pg_coupled_stop,hierarchical_actor_separate_theta_route_backbones,0.0012737557500306714,0.001670887300861068,-0.000832561304330164,-0.0009365810952945857,0.0,0.0006912471481451863,0.2673883064193507,0.5682417909834033,0.46641003403621967,0.48783788421623536,0.03,0.015,2,10,19,19,0.4895833432674408,0.4895833432674408
4,hierarchical_actor_factorized_trust_region_pg_coupled_stop,hierarchical_actor_separate_theta_route_backbones,0.0027308051586650045,0.003509333781299314,-0.002227938141134343,-0.0027050908871128093,0.0,0.0007416116173512169,0.26194146434224275,0.5867843813022986,0.4624080129291297,0.509826573989535,0.03,0.015,0,10,14,14,0.4779166579246521,0.4779166579246521
