group_name,update_direction,target_update_norm,step_type,set_type,critic_loss,value_pred_mean,value_pred_std,value_target_mean,value_target_std,return_mean,return_std,advantage_mean,advantage_std,pearson_value_vs_value_target,spearman_value_vs_value_target,pearson_value_vs_return,spearman_value_vs_return,pearson_value_vs_advantage,spearman_value_vs_advantage,pearson_value_vs_one_step_reward,spearman_value_vs_one_step_reward,grad_norm,critic_param_delta_norm,critic_backbone_delta_norm,critic_head_delta_norm,update_over_grad_ratio,scale_factor,cosine_update_vs_current_grad,cosine_update_vs_global_grad
no_op,no_op,0.0,before_update,current_batch,0.3996136486530304,-26.539926528930664,7.47188138961792,-0.4497126638889313,1.0327413082122803,-30.325071334838867,8.894390106201172,-15.459139823913574,16.447053909301758,0.6262403130531311,0.4186217486858368,0.6262403726577759,0.4186217486858368,0.12078416347503662,0.23643697798252106,-0.40816208720207214,-0.394794762134552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_op,no_op,0.0,after_update,current_batch,0.3996136486530304,-26.539926528930664,7.47188138961792,-0.4497126638889313,1.0327413082122803,-30.325071334838867,8.894390106201172,-15.459139823913574,16.447053909301758,0.6262403130531311,0.4186217486858368,0.6262403726577759,0.4186217486858368,0.12078416347503662,0.23643697798252106,-0.40816208720207214,-0.394794762134552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
current_grad_norm_1e-05,current_grad,1e-05,before_update,current_batch,0.3996136486530304,-26.539926528930664,7.47188138961792,-0.4497126638889313,1.0327413082122803,-30.325071334838867,8.894390106201172,-15.459139823913574,16.447053909301758,0.6262403130531311,0.4186217486858368,0.6262403726577759,0.4186217486858368,0.12078416347503662,0.23643697798252106,-0.40816208720207214,-0.394794762134552,2.131699207039702,0.0,0.0,0.0,0.0,0.0,0.0,0.0
current_grad_norm_1e-05,current_grad,1e-05,after_update,current_batch,0.3995709717273712,-26.540550231933594,7.4714789390563965,-0.4497126638889313,1.0327413082122803,-30.325071334838867,8.894390106201172,-15.459139823913574,16.447053909301758,0.6262528300285339,0.4186217486858368,0.6262529492378235,0.4186217486858368,0.12078949809074402,0.23643697798252106,-0.40816736221313477,-0.394794762134552,2.1316978931427,1.0005725861323004e-05,7.254746148176018e-06,6.890806073129124e-06,4.693782310105797e-06,4.691096253445788e-06,1.0,0.8179006510940898
current_grad_norm_2e-05,current_grad,2e-05,before_update,current_batch,0.3996136486530304,-26.539926528930664,7.47188138961792,-0.4497126638889313,1.0327413082122803,-30.325071334838867,8.894390106201172,-15.459139823913574,16.447053909301758,0.6262403130531311,0.4186217486858368,0.6262403726577759,0.4186217486858368,0.12078416347503662,0.23643697798252106,-0.40816208720207214,-0.394794762134552,2.131699207039702,0.0,0.0,0.0,0.0,0.0,0.0,0.0
current_grad_norm_2e-05,current_grad,2e-05,after_update,current_batch,0.399528443813324,-26.541170120239258,7.471080303192139,-0.4497126638889313,1.0327413082122803,-30.325071334838867,8.894390106201172,-15.459139823913574,16.447053909301758,0.6262651681900024,0.4186217486858368,0.6262651681900024,0.4186217486858368,0.12079469859600067,0.23643697798252106,-0.4081726372241974,-0.394794762134552,2.1316978931427,2.000434983366378e-05,1.4497665651470603e-05,1.3783747782289605e-05,9.384233055731903e-06,9.382192506891576e-06,1.0,0.8179006510940898
current_grad_norm_5e-05,current_grad,5e-05,before_update,current_batch,0.3996136486530304,-26.539926528930664,7.47188138961792,-0.4497126638889313,1.0327413082122803,-30.325071334838867,8.894390106201172,-15.459139823913574,16.447053909301758,0.6262403130531311,0.4186217486858368,0.6262403726577759,0.4186217486858368,0.12078416347503662,0.23643697798252106,-0.40816208720207214,-0.394794762134552,2.131699207039702,0.0,0.0,0.0,0.0,0.0,0.0,0.0
current_grad_norm_5e-05,current_grad,5e-05,after_update,current_batch,0.399400532245636,-26.543033599853516,7.469876289367676,-0.4497126638889313,1.0327413082122803,-30.325071334838867,8.894390106201172,-15.459139823913574,16.447053909301758,0.6263025999069214,0.4186217486858368,0.6263026595115662,0.4186217486858368,0.12081055343151093,0.23643697798252106,-0.40818849205970764,-0.394794762134552,2.1316978931427,5.0010856697186014e-05,3.6245430602640285e-05,3.4458011376393474e-05,2.346057424837835e-05,2.345548126722894e-05,1.0,0.8179006510940898
current_grad_norm_1e-04,current_grad,0.0001,before_update,current_batch,0.3996136486530304,-26.539926528930664,7.47188138961792,-0.4497126638889313,1.0327413082122803,-30.325071334838867,8.894390106201172,-15.459139823913574,16.447053909301758,0.6262403130531311,0.4186217486858368,0.6262403726577759,0.4186217486858368,0.12078416347503662,0.23643697798252106,-0.40816208720207214,-0.394794762134552,2.131699207039702,0.0,0.0,0.0,0.0,0.0,0.0,0.0
current_grad_norm_1e-04,current_grad,0.0001,after_update,current_batch,0.39918750524520874,-26.546138763427734,7.467871189117432,-0.4497126638889313,1.0327413082122803,-30.325071334838867,8.894390106201172,-15.459139823913574,16.447053909301758,0.6263650059700012,0.4186217486858368,0.6263651251792908,0.4186217486858368,0.12083709985017776,0.23643697798252106,-0.4082149565219879,-0.394794762134552,2.1316978931427,0.00010000226832875133,7.249536889656952e-05,6.888305422559225e-05,4.6912026629308575e-05,4.691096253445788e-05,1.0,0.8179006510940898
