probe_index,sensor_id,task_name,old_top1_choice,new_top1_choice,top1_changed,old_sampled_choice,new_sampled_choice,sampled_changed,old_top1_prob,new_top1_prob,top1_prob_delta,decision_kl,decision_l1,old_local_prob,new_local_prob,old_BS1_prob,new_BS1_prob,old_BS2_prob,new_BS2_prob
15,S5,BWHvy,local,local,0,local,local,0,0.5178564190864563,0.5050413608551025,-0.01281505823135376,0.0006375487428158522,0.02990734577178955,0.5178564190864563,0.5050413608551025,0.22937855124473572,0.2443322241306305,0.252765029668808,0.25062641501426697
15,S6,LatCrit,local,local,0,BS2,BS2,0,0.4711158275604248,0.4810170531272888,0.009901225566864014,0.001755543053150177,0.04703432321548462,0.4711158275604248,0.4810170531272888,0.31009605526924133,0.32371199131011963,0.21878813207149506,0.19527097046375275
15,S6,ComHvy,local,local,0,local,local,0,0.46797460317611694,0.4595678448677063,-0.008406758308410645,0.00032964744605123997,0.023117929697036743,0.46797460317611694,0.4595678448677063,0.27847757935523987,0.29003652930259705,0.2535478174686432,0.25039559602737427
15,S6,BWHvy,local,local,0,local,local,0,0.506806492805481,0.5149232149124146,0.008116722106933594,0.0003370223566889763,0.022579267621040344,0.506806492805481,0.5149232149124146,0.23204687237739563,0.235219806432724,0.261146605014801,0.24985699355602264
15,S7,LatCrit,local,local,0,local,local,0,0.49077582359313965,0.4947770833969116,0.004001259803771973,0.000163219403475523,0.01565079391002655,0.49077582359313965,0.4947770833969116,0.26642388105392456,0.2585985064506531,0.2428002506494522,0.2466244101524353
15,S7,ComHvy,local,local,0,BS2,BS2,0,0.44305455684661865,0.43570423126220703,-0.007350325584411621,0.0009315460920333862,0.03782054781913757,0.44305455684661865,0.43570423126220703,0.2852514982223511,0.2736915349960327,0.27169397473335266,0.29060423374176025
15,S7,BWHvy,local,local,0,local,local,0,0.46883004903793335,0.47353988885879517,0.004709839820861816,0.00022001354955136776,0.01727283000946045,0.46883004903793335,0.47353988885879517,0.22299720346927643,0.21436075866222382,0.3081727921962738,0.3120993375778198
15,S8,LatCrit,local,local,0,BS2,BS2,0,0.4369570016860962,0.4143408536911011,-0.022616147994995117,0.0015570800751447678,0.04915428161621094,0.4369570016860962,0.4143408536911011,0.259179025888443,0.25721806287765503,0.3038639426231384,0.3284411132335663
15,S8,ComHvy,local,local,0,local,local,0,0.4808056354522705,0.4710327982902527,-0.009772837162017822,0.00024307053536176682,0.019545674324035645,0.4808056354522705,0.4710327982902527,0.2675745189189911,0.2688849866390228,0.2516198456287384,0.2600822150707245
15,S8,BWHvy,local,local,0,local,local,0,0.5361359119415283,0.5341511964797974,-0.001984715461730957,0.00012148125097155571,0.012029379606246948,0.5361359119415283,0.5341511964797974,0.20690195262432098,0.21291659772396088,0.2569621801376343,0.2529321610927582
16,S1,LatCrit,local,local,0,local,local,0,0.5431104898452759,0.5352649092674255,-0.007845580577850342,0.00032963138073682785,0.02170640230178833,0.5431104898452759,0.5352649092674255,0.23101474344730377,0.22800712287425995,0.22587473690509796,0.23672793805599213
16,S1,ComHvy,local,local,0,local,local,0,0.5457743406295776,0.5554660558700562,0.009691715240478516,0.00019060634076595306,0.019383475184440613,0.5457743406295776,0.5554660558700562,0.2457679659128189,0.24015413224697113,0.20845773816108704,0.20437981188297272
16,S1,BWHvy,local,local,0,local,local,0,0.5100752115249634,0.5224635601043701,0.012388348579406738,0.0003080572932958603,0.024776652455329895,0.5100752115249634,0.5224635601043701,0.21543966233730316,0.20957541465759277,0.27448511123657227,0.2679610550403595
16,S2,LatCrit,local,local,0,local,local,0,0.5078481435775757,0.5023536682128906,-0.005494475364685059,0.0038744956254959106,0.06624668836593628,0.5078481435775757,0.5023536682128906,0.20115914940834045,0.17353031039237976,0.2909926474094391,0.3241160213947296
16,S2,ComHvy,local,local,0,local,local,0,0.46643078327178955,0.44675493240356445,-0.019675850868225098,0.0009205045644193888,0.039351701736450195,0.46643078327178955,0.44675493240356445,0.27008360624313354,0.28636324405670166,0.2634856104850769,0.2668818235397339
16,S2,BWHvy,local,local,0,local,local,0,0.48629307746887207,0.46801841259002686,-0.018274664878845215,0.001804698258638382,0.054718390107154846,0.48629307746887207,0.46801841259002686,0.2381889671087265,0.2291044294834137,0.2755179703235626,0.30287715792655945
16,S3,LatCrit,local,local,0,local,local,0,0.5639976263046265,0.5573503375053406,-0.006647288799285889,0.00010279275011271238,0.013294577598571777,0.5639976263046265,0.5573503375053406,0.25743457674980164,0.2630458176136017,0.1785678118467331,0.17960385978221893
16,S3,ComHvy,local,local,0,local,local,0,0.6165891289710999,0.6131843328475952,-0.0034047961235046387,6.200536154210567e-05,0.00914977490901947,0.6165891289710999,0.6131843328475952,0.2125014066696167,0.21707628667354584,0.17090944945812225,0.16973935067653656
16,S3,BWHvy,local,local,0,local,local,0,0.497320294380188,0.5200956463813782,0.022775352001190186,0.0015100985765457153,0.04555067420005798,0.497320294380188,0.5200956463813782,0.23540446162223816,0.23512977361679077,0.26727521419525146,0.24477458000183105
16,S4,LatCrit,local,local,0,local,local,0,0.5211225152015686,0.5174888968467712,-0.0036336183547973633,2.6400433853268623e-05,0.007267281413078308,0.5211225152015686,0.5174888968467712,0.2528841495513916,0.2547583281993866,0.2259933054447174,0.22775278985500336
16,S4,ComHvy,local,local,0,local,local,0,0.5433666706085205,0.5275334119796753,-0.015833258628845215,0.0008939006365835667,0.03530222177505493,0.5433666706085205,0.5275334119796753,0.22746261954307556,0.24511371552944183,0.22917069494724274,0.2273528277873993
16,S4,BWHvy,local,local,0,local,local,0,0.6210824251174927,0.6028221845626831,-0.01826024055480957,0.0007617073133587837,0.036520421504974365,0.6210824251174927,0.6028221845626831,0.2002769559621811,0.21349717676639557,0.17864066362380981,0.18368062376976013
16,S5,LatCrit,local,local,0,local,local,0,0.43406611680984497,0.4461212158203125,0.01205509901046753,0.0017990516498684883,0.0500774085521698,0.43406611680984497,0.4461212158203125,0.24404098093509674,0.21900229156017303,0.3218928873538971,0.33487650752067566
16,S5,ComHvy,local,local,0,local,local,0,0.5136334896087646,0.5198901891708374,0.006256699562072754,0.0003327624872326851,0.021992459893226624,0.5136334896087646,0.5198901891708374,0.2351648509502411,0.23990440368652344,0.2512016296386719,0.24020542204380035
