epoch,policy_surrogate_mode,actor_structure_mode,theta_only_step_kl,route_only_step_kl,theta_only_step_prob_gain,route_only_step_prob_gain,theta_after_route_shift,route_after_theta_shift,theta_head_grad_norm,route_head_grad_norm,theta_backbone_grad_norm,route_backbone_grad_norm,theta_kl_target,route_kl_target,theta_early_stop_count,route_early_stop_count,coupled_stop_trigger_count,coupled_stop_blocked_by_theta_floor_count,coupled_stop_min_theta_updates_per_epoch,route_update_cap_trigger_count,route_update_cap_per_epoch,route_alignment_gate_threshold,route_alignment_gate_accept_count,route_alignment_gate_reject_count,route_alignment_gate_reject_rate,route_alignment_gate_score_mean,theta_update_count,route_update_count,route_mask_mean,route_mask_active_fraction,route_mask_threshold,route_confident_mask_margin
0,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,hierarchical_actor_separate_theta_route_backbones,-0.00018506104081299983,0.01369219133630395,0.0009018950571165382,-0.0054130281787365675,0.0,0.0009936299797522628,0.21487771384006754,10.491641195272141,0.36574770250635663,6.732757726277528,0.03,0.015,1,1,1,0,0,0,0,0.02,2,35,0.9459459459459459,0.007947884205842038,36,2,0.4970833361148834,0.4970833361148834,0.5,0.0
1,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,hierarchical_actor_separate_theta_route_backbones,0.0018041422717151759,0.003070899023441598,-0.000905664254560179,-0.0014274529937665648,0.0,0.0008318515863957937,0.26257681006947625,1.284950949276819,0.4728448706745361,1.204064860236287,0.03,0.015,9,2,0,0,0,0,0,0.02,16,24,0.6,0.020084734796546398,23,16,0.4987500011920929,0.4987500011920929,0.5,0.0
2,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,hierarchical_actor_separate_theta_route_backbones,0.0017919249127290266,0.001610515991160355,-0.0009760916873347014,-0.0002788996662275167,0.0,0.0008682770455968292,0.2911658944868125,1.256912882414686,0.527434060969001,1.1770080735473873,0.03,0.015,7,4,1,0,0,0,0,0.02,16,18,0.5294117647058824,0.021193210610791165,17,16,0.4962500035762787,0.4962500035762787,0.5,0.0
3,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,hierarchical_actor_separate_theta_route_backbones,0.0008238113520201295,0.003115372613298378,-0.00018867030157707632,-0.0015668528041501036,0.0,0.0007374497386626899,0.2805557907218923,1.4238376185852324,0.4942104596436833,1.274678156566969,0.03,0.015,5,4,2,0,0,0,0,0.02,17,20,0.5405405405405406,0.021629464497940766,25,17,0.4925000071525574,0.4925000071525574,0.5,0.0
4,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,hierarchical_actor_separate_theta_route_backbones,0.0019371453712334517,0.002783923606889752,-0.001404804406016586,-0.0013117462893625577,0.0,0.0007200066426197405,0.2438201468455661,1.7829779865204383,0.4221902763489103,1.6409788201413928,0.03,0.015,7,2,0,0,0,0,0,0.02,13,27,0.675,0.02013187129050493,22,13,0.48124998807907104,0.48124998807907104,0.5,0.0
