epoch,policy_surrogate_mode,actor_structure_mode,route_mask_mean,route_mask_active_fraction,route_mask_count_mean,route_mask_count_std,offload_rate_mean,theta_head_grad_norm,route_head_grad_norm,theta_backbone_grad_norm,route_backbone_grad_norm
0,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,hierarchical_actor_separate_theta_route_backbones,0.4970833361148834,0.4970833361148834,11.930000305175781,2.450530529022217,0.49801138043403625,0.21487771384006754,10.491641195272141,0.36574770250635663,6.732757726277528
1,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,hierarchical_actor_separate_theta_route_backbones,0.4987500011920929,0.4987500011920929,11.970000267028809,2.620896816253662,0.4998818039894104,0.26257681006947625,1.284950949276819,0.4728448706745361,1.204064860236287
2,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,hierarchical_actor_separate_theta_route_backbones,0.4962500035762787,0.4962500035762787,11.90999984741211,2.182177782058716,0.4984325170516968,0.2911658944868125,1.256912882414686,0.527434060969001,1.1770080735473873
3,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,hierarchical_actor_separate_theta_route_backbones,0.4925000071525574,0.4925000071525574,11.819999694824219,2.5899033546447754,0.4973149001598358,0.2805557907218923,1.4238376185852324,0.4942104596436833,1.274678156566969
4,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,hierarchical_actor_separate_theta_route_backbones,0.48124998807907104,0.48124998807907104,11.550000190734863,2.3722352981567383,0.49582865834236145,0.2438201468455661,1.7829779865204383,0.4221902763489103,1.6409788201413928
