epoch,policy_surrogate_mode,actor_structure_mode,theta_ratio_mean,theta_ratio_std,theta_ratio_max,route_ratio_mean,route_ratio_std,route_ratio_max,theta_approx_kl,route_approx_kl,theta_clip_fraction,route_clip_fraction,theta_only_step_kl,route_only_step_kl,theta_kl_target,route_kl_target,theta_early_stop_count,route_early_stop_count,coupled_stop_trigger_count,coupled_stop_blocked_by_theta_floor_count,coupled_stop_min_theta_updates_per_epoch,route_update_cap_trigger_count,route_update_cap_per_epoch,route_alignment_gate_threshold,route_alignment_gate_accept_count,route_alignment_gate_reject_count,route_alignment_gate_reject_rate,route_alignment_gate_score_mean,theta_update_count,route_update_count,route_mask_mean,route_mask_active_fraction,route_mask_threshold,route_confident_mask_margin
0,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,hierarchical_actor_separate_theta_route_backbones,1.0011712312698364,0.1469404548406601,2.1565332412719727,0.9956074953079224,0.21169763803482056,2.22491192817688,0.009171959944069386,0.02584095485508442,0.12958332896232605,0.28415757417678833,-0.00018506104081299983,0.01369219133630395,0.03,0.015,1,1,1,0,0,0,0,0.02,2,35,0.9459459459459459,0.007947884205842038,36,2,0.4970833361148834,0.4970833361148834,0.5,0.0
1,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,hierarchical_actor_separate_theta_route_backbones,1.0056736469268799,0.32070407271385193,5.511399269104004,1.008100986480713,0.251890629529953,2.772341251373291,0.03680024296045303,0.021444709971547127,0.33375000953674316,0.380952388048172,0.0018041422717151759,0.003070899023441598,0.03,0.015,9,2,0,0,0,0,0,0.02,16,24,0.6,0.020084734796546398,23,16,0.4987500011920929,0.4987500011920929,0.5,0.0
2,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,hierarchical_actor_separate_theta_route_backbones,1.002015471458435,0.262561172246933,4.099409580230713,1.0071245431900024,0.2840855121612549,3.5549168586730957,0.028917698189616203,0.02995884418487549,0.27541667222976685,0.3870697021484375,0.0017919249127290266,0.001610515991160355,0.03,0.015,7,4,1,0,0,0,0,0.02,16,18,0.5294117647058824,0.021193210610791165,17,16,0.4962500035762787,0.4962500035762787,0.5,0.0
3,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,hierarchical_actor_separate_theta_route_backbones,1.0054287910461426,0.2936878502368927,4.273036956787109,1.0070741176605225,0.28087541460990906,4.152096748352051,0.030856898054480553,0.02864876389503479,0.30541667342185974,0.3781725764274597,0.0008238113520201295,0.003115372613298378,0.03,0.015,5,4,2,0,0,0,0,0.02,17,20,0.5405405405405406,0.021629464497940766,25,17,0.4925000071525574,0.4925000071525574,0.5,0.0
4,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,hierarchical_actor_separate_theta_route_backbones,0.997458815574646,0.25683721899986267,4.1175217628479,0.9980798363685608,0.22732363641262054,2.891731023788452,0.03510848432779312,0.02808741107583046,0.320416659116745,0.32640692591667175,0.0019371453712334517,0.002783923606889752,0.03,0.015,7,2,0,0,0,0,0,0.02,13,27,0.675,0.02013187129050493,22,13,0.48124998807907104,0.48124998807907104,0.5,0.0
