mode,epoch,update_epoch,minibatch_id,trace_stage,probe_value_pred_mean,probe_value_pred_std,probe_value_target_mean,probe_value_target_std,probe_return_mean,probe_return_std,probe_advantage_mean,probe_advantage_std,probe_pearson_value_vs_value_target,probe_spearman_value_vs_value_target,probe_pearson_value_vs_return,probe_spearman_value_vs_return,probe_pearson_value_vs_advantage,probe_spearman_value_vs_advantage,probe_pearson_value_vs_one_step_reward,probe_spearman_value_vs_one_step_reward
hierarchical_actor_joint_reward_aligned_credit,0,0,0,before_actor,-22.5444393157959,8.870739936828613,-1.1732394695281982,0.5852989554405212,-36.667781829833984,5.082432270050049,-15.921833992004395,10.514189720153809,0.3278252184391022,-0.0318063385784626,0.3278252184391022,-0.0318063385784626,-0.8455946445465088,-0.7409899830818176,-0.4007068872451782,-0.14090315997600555
hierarchical_actor_joint_reward_aligned_credit,0,0,0,after_actor_before_critic,-22.5444393157959,8.870739936828613,-1.1732394695281982,0.5852989554405212,-36.667781829833984,5.082432270050049,-15.921833992004395,10.514189720153809,0.3278252184391022,-0.0318063385784626,0.3278252184391022,-0.0318063385784626,-0.8455946445465088,-0.7409899830818176,-0.4007068872451782,-0.14090315997600555
hierarchical_actor_joint_reward_aligned_credit,0,0,0,after_critic,-23.28789710998535,8.15794849395752,-1.1732394695281982,0.5852989554405212,-36.667781829833984,5.082432270050049,-15.921833992004395,10.514189720153809,0.3416900336742401,-0.028441164642572403,0.3416900634765625,-0.028441164642572403,-0.8271517753601074,-0.7391446232795715,-0.4226992726325989,-0.16098566353321075
hierarchical_actor_joint_reward_aligned_credit,0,0,1,before_actor,-23.28789710998535,8.15794849395752,-1.1732394695281982,0.5852989554405212,-36.667781829833984,5.082432270050049,-15.921833992004395,10.514189720153809,0.3416900336742401,-0.028441164642572403,0.3416900634765625,-0.028441164642572403,-0.8271517753601074,-0.7391446232795715,-0.4226992726325989,-0.16098566353321075
hierarchical_actor_joint_reward_aligned_credit,0,0,1,after_actor_before_critic,-23.28789710998535,8.15794849395752,-1.1732394695281982,0.5852989554405212,-36.667781829833984,5.082432270050049,-15.921833992004395,10.514189720153809,0.3416900336742401,-0.028441164642572403,0.3416900634765625,-0.028441164642572403,-0.8271517753601074,-0.7391446232795715,-0.4226992726325989,-0.16098566353321075
hierarchical_actor_joint_reward_aligned_credit,0,0,1,after_critic,-23.92157745361328,7.449366092681885,-1.1732394695281982,0.5852989554405212,-36.667781829833984,5.082432270050049,-15.921833992004395,10.514189720153809,0.3568207919597626,-0.019431177526712418,0.3568207323551178,-0.019431177526712418,-0.7977180480957031,-0.728723406791687,-0.4420405328273773,-0.20234476029872894
hierarchical_actor_joint_reward_aligned_credit,0,0,2,before_actor,-23.92157745361328,7.449366092681885,-1.1732394695281982,0.5852989554405212,-36.667781829833984,5.082432270050049,-15.921833992004395,10.514189720153809,0.3568207919597626,-0.019431177526712418,0.3568207323551178,-0.019431177526712418,-0.7977180480957031,-0.728723406791687,-0.4420405328273773,-0.20234476029872894
hierarchical_actor_joint_reward_aligned_credit,0,0,2,after_actor_before_critic,-23.92157745361328,7.449366092681885,-1.1732394695281982,0.5852989554405212,-36.667781829833984,5.082432270050049,-15.921833992004395,10.514189720153809,0.3568207919597626,-0.019431177526712418,0.3568207323551178,-0.019431177526712418,-0.7977180480957031,-0.728723406791687,-0.4420405328273773,-0.20234476029872894
hierarchical_actor_joint_reward_aligned_credit,0,0,2,after_critic,-24.491195678710938,6.708686351776123,-1.1732394695281982,0.5852989554405212,-36.667781829833984,5.082432270050049,-15.921833992004395,10.514189720153809,0.37470096349716187,-0.006947459653019905,0.37470105290412903,-0.006947459653019905,-0.7529332637786865,-0.7200390696525574,-0.45679622888565063,-0.24696047604084015
hierarchical_actor_joint_reward_aligned_credit,0,0,3,before_actor,-24.491195678710938,6.708686351776123,-1.1732394695281982,0.5852989554405212,-36.667781829833984,5.082432270050049,-15.921833992004395,10.514189720153809,0.37470096349716187,-0.006947459653019905,0.37470105290412903,-0.006947459653019905,-0.7529332637786865,-0.7200390696525574,-0.45679622888565063,-0.24696047604084015
hierarchical_actor_joint_reward_aligned_credit,0,0,3,after_actor_before_critic,-24.491195678710938,6.708686351776123,-1.1732394695281982,0.5852989554405212,-36.667781829833984,5.082432270050049,-15.921833992004395,10.514189720153809,0.37470096349716187,-0.006947459653019905,0.37470105290412903,-0.006947459653019905,-0.7529332637786865,-0.7200390696525574,-0.45679622888565063,-0.24696047604084015
hierarchical_actor_joint_reward_aligned_credit,0,0,3,after_critic,-24.96148109436035,6.063985347747803,-1.1732394695281982,0.5852989554405212,-36.667781829833984,5.082432270050049,-15.921833992004395,10.514189720153809,0.37078559398651123,0.0013026486849412322,0.3707856833934784,0.0013026486849412322,-0.7149502635002136,-0.7006078362464905,-0.444977343082428,-0.2896222174167633
hierarchical_actor_joint_reward_aligned_credit,0,1,4,before_actor,-24.96148109436035,6.063985347747803,-1.1732394695281982,0.5852989554405212,-36.667781829833984,5.082432270050049,-15.921833992004395,10.514189720153809,0.37078559398651123,0.0013026486849412322,0.3707856833934784,0.0013026486849412322,-0.7149502635002136,-0.7006078362464905,-0.444977343082428,-0.2896222174167633
hierarchical_actor_joint_reward_aligned_credit,0,1,4,after_actor_before_critic,-24.96148109436035,6.063985347747803,-1.1732394695281982,0.5852989554405212,-36.667781829833984,5.082432270050049,-15.921833992004395,10.514189720153809,0.37078559398651123,0.0013026486849412322,0.3707856833934784,0.0013026486849412322,-0.7149502635002136,-0.7006078362464905,-0.444977343082428,-0.2896222174167633
hierarchical_actor_joint_reward_aligned_credit,0,1,4,after_critic,-25.361434936523438,5.7546610832214355,-1.1732394695281982,0.5852989554405212,-36.667781829833984,5.082432270050049,-15.921833992004395,10.514189720153809,0.3706088662147522,0.02333912067115307,0.3706088662147522,0.02333912067115307,-0.6361096501350403,-0.6721667051315308,-0.4264770746231079,-0.3543204367160797
hierarchical_actor_joint_reward_aligned_credit,0,1,5,before_actor,-25.361434936523438,5.7546610832214355,-1.1732394695281982,0.5852989554405212,-36.667781829833984,5.082432270050049,-15.921833992004395,10.514189720153809,0.3706088662147522,0.02333912067115307,0.3706088662147522,0.02333912067115307,-0.6361096501350403,-0.6721667051315308,-0.4264770746231079,-0.3543204367160797
hierarchical_actor_joint_reward_aligned_credit,0,1,5,after_actor_before_critic,-25.361434936523438,5.7546610832214355,-1.1732394695281982,0.5852989554405212,-36.667781829833984,5.082432270050049,-15.921833992004395,10.514189720153809,0.3706088662147522,0.02333912067115307,0.3706088662147522,0.02333912067115307,-0.6361096501350403,-0.6721667051315308,-0.4264770746231079,-0.3543204367160797
hierarchical_actor_joint_reward_aligned_credit,0,1,5,after_critic,-25.69232749938965,5.564019203186035,-1.1732394695281982,0.5852989554405212,-36.667781829833984,5.082432270050049,-15.921833992004395,10.514189720153809,0.3738824129104614,0.01953973062336445,0.3738824129104614,0.01953973062336445,-0.5433968305587769,-0.6489361524581909,-0.4130943715572357,-0.39698219299316406
hierarchical_actor_joint_reward_aligned_credit,0,1,6,before_actor,-25.69232749938965,5.564019203186035,-1.1732394695281982,0.5852989554405212,-36.667781829833984,5.082432270050049,-15.921833992004395,10.514189720153809,0.3738824129104614,0.01953973062336445,0.3738824129104614,0.01953973062336445,-0.5433968305587769,-0.6489361524581909,-0.4130943715572357,-0.39698219299316406
hierarchical_actor_joint_reward_aligned_credit,0,1,6,after_actor_before_critic,-25.69232749938965,5.564019203186035,-1.1732394695281982,0.5852989554405212,-36.667781829833984,5.082432270050049,-15.921833992004395,10.514189720153809,0.3738824129104614,0.01953973062336445,0.3738824129104614,0.01953973062336445,-0.5433968305587769,-0.6489361524581909,-0.4130943715572357,-0.39698219299316406
hierarchical_actor_joint_reward_aligned_credit,0,1,6,after_critic,-25.840574264526367,5.822288513183594,-1.1732394695281982,0.5852989554405212,-36.667781829833984,5.082432270050049,-15.921833992004395,10.514189720153809,0.3674176037311554,0.05275727063417435,0.367417573928833,0.05275727063417435,-0.429220587015152,-0.5895571112632751,-0.3786919414997101,-0.46461135149002075
