sample_id,block_id,sensor_id,task_id,candidate_action,candidate_action_index,r_candidate,v_candidate,return,advantage,best_action_under_reward,best_action_under_reward_index,best_action_under_value,best_action_under_value_index,reward_vs_value_best_match,reward_value_flip_type,selected_joint_action,selected_joint_action_index,selected_reward_score,selected_value_score,best_reward_score,best_value_score,actual_next_state_value,is_counterfactual_state,raw_state_distance_to_actual_next_state,critic_input_distance_to_actual_next_state
0,3,1,0,bs1,1,-1.1612300872802734,-16.944744110107422,-38.679298400878906,-11.811932563781738,local,0,bs2,2,0,reward:local->value:bs2,local,0,-1.1332123279571533,-25.26760482788086,-1.1332123279571533,-16.293434143066406,-24.408390045166016,1,0.2120446115732193,6.250690460205078
0,3,1,0,bs2,2,-1.1428086757659912,-16.293434143066406,-38.679298400878906,-11.811932563781738,local,0,bs2,2,0,reward:local->value:bs2,local,0,-1.1332123279571533,-25.26760482788086,-1.1332123279571533,-16.293434143066406,-24.408390045166016,1,0.2137506753206253,6.335885047912598
0,4,1,1,local,0,-1.0505039691925049,-24.408390045166016,-38.679298400878906,-11.811932563781738,local,0,local,0,1,match,local,0,-1.0505039691925049,-24.408390045166016,-1.0505039691925049,-24.408390045166016,-24.408390045166016,1,0.0,0.0
0,4,1,1,bs1,1,-1.058344841003418,-24.408390045166016,-38.679298400878906,-11.811932563781738,local,0,local,0,1,match,local,0,-1.0505039691925049,-24.408390045166016,-1.0505039691925049,-24.408390045166016,-24.408390045166016,1,0.0,0.0
0,4,1,1,bs2,2,-1.057073950767517,-24.408390045166016,-38.679298400878906,-11.811932563781738,local,0,local,0,1,match,local,0,-1.0505039691925049,-24.408390045166016,-1.0505039691925049,-24.408390045166016,-24.408390045166016,1,0.0,0.0
0,5,1,2,local,0,-1.0440735816955566,-23.587797164916992,-38.679298400878906,-11.811932563781738,local,0,local,0,1,match,bs1,1,-1.0734944343566895,-24.837623596191406,-1.0440735816955566,-23.587797164916992,-24.408390045166016,1,0.05305427685379982,1.5175652503967285
0,5,1,2,bs1,1,-1.0734944343566895,-24.837623596191406,-38.679298400878906,-11.811932563781738,local,0,local,0,1,match,bs1,1,-1.0734944343566895,-24.837623596191406,-1.0440735816955566,-23.587797164916992,-24.408390045166016,1,0.047741811722517014,1.3891079425811768
0,5,1,2,bs2,2,-1.0744247436523438,-24.863279342651367,-38.679298400878906,-11.811932563781738,local,0,local,0,1,match,bs1,1,-1.0734944343566895,-24.837623596191406,-1.0440735816955566,-23.587797164916992,-24.408390045166016,1,0.05252854526042938,1.5592330694198608
0,6,2,0,local,0,-1.0476937294006348,-24.55398178100586,-38.679298400878906,-11.811932563781738,local,0,bs2,2,0,reward:local->value:bs2,bs2,2,-1.0946300029754639,-23.5308780670166,-1.0476937294006348,-23.5308780670166,-24.408390045166016,1,0.10108527541160583,3.2594168186187744
0,6,2,0,bs1,1,-1.1092047691345215,-23.94817543029785,-38.679298400878906,-11.811932563781738,local,0,bs2,2,0,reward:local->value:bs2,bs2,2,-1.0946300029754639,-23.5308780670166,-1.0476937294006348,-23.5308780670166,-24.408390045166016,1,0.10317593067884445,3.022188425064087
0,6,2,0,bs2,2,-1.0946300029754639,-23.5308780670166,-38.679298400878906,-11.811932563781738,local,0,bs2,2,0,reward:local->value:bs2,bs2,2,-1.0946300029754639,-23.5308780670166,-1.0476937294006348,-23.5308780670166,-24.408390045166016,1,0.09292568266391754,2.790773391723633
0,7,2,1,local,0,-1.0659881830215454,-24.320363998413086,-38.679298400878906,-11.811932563781738,bs1,1,bs2,2,0,reward:bs1->value:bs2,local,0,-1.0659881830215454,-24.320363998413086,-1.0628827810287476,-23.920063018798828,-24.408390045166016,1,0.03999663516879082,1.2607096433639526
0,7,2,1,bs1,1,-1.0628827810287476,-24.422719955444336,-38.679298400878906,-11.811932563781738,bs1,1,bs2,2,0,reward:bs1->value:bs2,local,0,-1.0659881830215454,-24.320363998413086,-1.0628827810287476,-23.920063018798828,-24.408390045166016,1,0.07823002338409424,2.2141623497009277
0,7,2,1,bs2,2,-1.0629706382751465,-23.920063018798828,-38.679298400878906,-11.811932563781738,bs1,1,bs2,2,0,reward:bs1->value:bs2,local,0,-1.0659881830215454,-24.320363998413086,-1.0628827810287476,-23.920063018798828,-24.408390045166016,1,0.08888377249240875,2.4428999423980713
0,8,2,2,local,0,-1.041940689086914,-22.57655906677246,-38.679298400878906,-11.811932563781738,local,0,local,0,1,match,bs1,1,-1.0796147584915161,-24.953245162963867,-1.041940689086914,-22.57655906677246,-24.408390045166016,1,0.1355818510055542,3.313551187515259
0,8,2,2,bs1,1,-1.0796147584915161,-24.953245162963867,-38.679298400878906,-11.811932563781738,local,0,local,0,1,match,bs1,1,-1.0796147584915161,-24.953245162963867,-1.041940689086914,-22.57655906677246,-24.408390045166016,1,0.11746476590633392,3.0939884185791016
0,8,2,2,bs2,2,-1.0774741172790527,-25.01392936706543,-38.679298400878906,-11.811932563781738,local,0,local,0,1,match,bs1,1,-1.0796147584915161,-24.953245162963867,-1.041940689086914,-22.57655906677246,-24.408390045166016,1,0.1187756210565567,3.1419177055358887
0,9,3,0,local,0,-1.0589098930358887,-25.025745391845703,-38.679298400878906,-11.811932563781738,local,0,bs2,2,0,reward:local->value:bs2,bs1,1,-1.1122643947601318,-23.459728240966797,-1.0589098930358887,-22.448883056640625,-24.408390045166016,1,0.14708198606967926,4.763052463531494
0,9,3,0,bs1,1,-1.1122643947601318,-23.459728240966797,-38.679298400878906,-11.811932563781738,local,0,bs2,2,0,reward:local->value:bs2,bs1,1,-1.1122643947601318,-23.459728240966797,-1.0589098930358887,-22.448883056640625,-24.408390045166016,1,0.12470243871212006,3.8179826736450195
0,9,3,0,bs2,2,-1.1146166324615479,-22.448883056640625,-38.679298400878906,-11.811932563781738,local,0,bs2,2,0,reward:local->value:bs2,bs1,1,-1.1122643947601318,-23.459728240966797,-1.0589098930358887,-22.448883056640625,-24.408390045166016,1,0.1633443385362625,4.787827491760254
0,10,3,1,local,0,-1.0572487115859985,-24.473798751831055,-38.679298400878906,-11.811932563781738,local,0,bs2,2,0,reward:local->value:bs2,local,0,-1.0572487115859985,-24.473798751831055,-1.0572487115859985,-24.022085189819336,-24.408390045166016,1,0.03890858218073845,1.1873117685317993
0,10,3,1,bs1,1,-1.0622926950454712,-24.37775421142578,-38.679298400878906,-11.811932563781738,local,0,bs2,2,0,reward:local->value:bs2,local,0,-1.0572487115859985,-24.473798751831055,-1.0572487115859985,-24.022085189819336,-24.408390045166016,1,0.06238908693194389,1.6104762554168701
0,10,3,1,bs2,2,-1.061308741569519,-24.022085189819336,-38.679298400878906,-11.811932563781738,local,0,bs2,2,0,reward:local->value:bs2,local,0,-1.0572487115859985,-24.473798751831055,-1.0572487115859985,-24.022085189819336,-24.408390045166016,1,0.06375521421432495,1.6878355741500854
0,11,3,2,local,0,-1.044607400894165,-24.408390045166016,-38.679298400878906,-11.811932563781738,local,0,local,0,1,match,bs1,1,-1.059114694595337,-24.408390045166016,-1.044607400894165,-24.408390045166016,-24.408390045166016,1,0.0,0.0
0,11,3,2,bs1,1,-1.059114694595337,-24.408390045166016,-38.679298400878906,-11.811932563781738,local,0,local,0,1,match,bs1,1,-1.059114694595337,-24.408390045166016,-1.044607400894165,-24.408390045166016,-24.408390045166016,1,0.0,0.0
0,11,3,2,bs2,2,-1.059037446975708,-24.408390045166016,-38.679298400878906,-11.811932563781738,local,0,local,0,1,match,bs1,1,-1.059114694595337,-24.408390045166016,-1.044607400894165,-24.408390045166016,-24.408390045166016,1,0.0,0.0
0,12,4,0,local,0,-1.1307024955749512,-21.54869270324707,-38.679298400878906,-11.811932563781738,bs2,2,local,0,0,reward:bs2->value:local,bs2,2,-1.1192704439163208,-23.5345401763916,-1.1192704439163208,-21.54869270324707,-24.408390045166016,1,0.24883076548576355,8.381036758422852
0,12,4,0,bs1,1,-1.175009846687317,-24.196496963500977,-38.679298400878906,-11.811932563781738,bs2,2,local,0,0,reward:bs2->value:local,bs2,2,-1.1192704439163208,-23.5345401763916,-1.1192704439163208,-21.54869270324707,-24.408390045166016,1,0.19756151735782623,5.657905101776123
0,12,4,0,bs2,2,-1.1192704439163208,-23.5345401763916,-38.679298400878906,-11.811932563781738,bs2,2,local,0,0,reward:bs2->value:local,bs2,2,-1.1192704439163208,-23.5345401763916,-1.1192704439163208,-21.54869270324707,-24.408390045166016,1,0.14874732494354248,4.477760314941406
0,13,4,1,local,0,-1.0478193759918213,-24.408390045166016,-38.679298400878906,-11.811932563781738,local,0,local,0,1,match,local,0,-1.0478193759918213,-24.408390045166016,-1.0478193759918213,-24.408390045166016,-24.408390045166016,1,0.0,0.0
0,13,4,1,bs1,1,-1.062301516532898,-24.408390045166016,-38.679298400878906,-11.811932563781738,local,0,local,0,1,match,local,0,-1.0478193759918213,-24.408390045166016,-1.0478193759918213,-24.408390045166016,-24.408390045166016,1,0.0,0.0
0,13,4,1,bs2,2,-1.0598174333572388,-24.408390045166016,-38.679298400878906,-11.811932563781738,local,0,local,0,1,match,local,0,-1.0478193759918213,-24.408390045166016,-1.0478193759918213,-24.408390045166016,-24.408390045166016,1,0.0,0.0
0,14,4,2,local,0,-1.125241756439209,-22.33621597290039,-38.679298400878906,-11.811932563781738,bs2,2,local,0,0,reward:bs2->value:local,bs2,2,-1.1142265796661377,-24.218891143798828,-1.1142265796661377,-22.33621597290039,-24.408390045166016,1,0.28600090742111206,7.668957710266113
0,14,4,2,bs1,1,-1.1509063243865967,-23.52817153930664,-38.679298400878906,-11.811932563781738,bs2,2,local,0,0,reward:bs2->value:local,bs2,2,-1.1142265796661377,-24.218891143798828,-1.1142265796661377,-22.33621597290039,-24.408390045166016,1,0.2919643223285675,7.937500476837158
0,14,4,2,bs2,2,-1.1142265796661377,-24.218891143798828,-38.679298400878906,-11.811932563781738,bs2,2,local,0,0,reward:bs2->value:local,bs2,2,-1.1142265796661377,-24.218891143798828,-1.1142265796661377,-22.33621597290039,-24.408390045166016,1,0.2660543620586395,7.216943264007568
0,15,5,0,local,0,-1.0446940660476685,-25.216285705566406,-38.679298400878906,-11.811932563781738,local,0,bs2,2,0,reward:local->value:bs2,bs1,1,-1.0997381210327148,-22.798595428466797,-1.0446940660476685,-21.979745864868164,-24.408390045166016,1,0.10390333086252213,3.858255624771118
0,15,5,0,bs1,1,-1.0997381210327148,-22.798595428466797,-38.679298400878906,-11.811932563781738,local,0,bs2,2,0,reward:local->value:bs2,bs1,1,-1.0997381210327148,-22.798595428466797,-1.0446940660476685,-21.979745864868164,-24.408390045166016,1,0.08182678371667862,2.868440628051758
0,15,5,0,bs2,2,-1.1018903255462646,-21.979745864868164,-38.679298400878906,-11.811932563781738,local,0,bs2,2,0,reward:local->value:bs2,bs1,1,-1.0997381210327148,-22.798595428466797,-1.0446940660476685,-21.979745864868164,-24.408390045166016,1,0.12009148299694061,3.7374656200408936
0,16,5,1,local,0,-1.0702511072158813,-24.453676223754883,-38.679298400878906,-11.811932563781738,bs2,2,bs2,2,1,match,bs2,2,-1.0615378618240356,-24.145404815673828,-1.0615378618240356,-24.145404815673828,-24.408390045166016,1,0.06675346195697784,2.0055091381073
0,16,5,1,bs1,1,-1.0694469213485718,-24.52479362487793,-38.679298400878906,-11.811932563781738,bs2,2,bs2,2,1,match,bs2,2,-1.0615378618240356,-24.145404815673828,-1.0615378618240356,-24.145404815673828,-24.408390045166016,1,0.09223379194736481,2.1454384326934814
0,16,5,1,bs2,2,-1.0615378618240356,-24.145404815673828,-38.679298400878906,-11.811932563781738,bs2,2,bs2,2,1,match,bs2,2,-1.0615378618240356,-24.145404815673828,-1.0615378618240356,-24.145404815673828,-24.408390045166016,1,0.061438243836164474,1.6924636363983154
0,17,5,2,local,0,-1.1642451286315918,-20.781587600708008,-38.679298400878906,-11.811932563781738,bs2,2,local,0,0,reward:bs2->value:local,bs1,1,-1.1350816488265991,-23.782062530517578,-1.1319828033447266,-20.781587600708008,-24.408390045166016,1,0.40144723653793335,9.659918785095215
0,17,5,2,bs1,1,-1.1350816488265991,-23.782062530517578,-38.679298400878906,-11.811932563781738,bs2,2,local,0,0,reward:bs2->value:local,bs1,1,-1.1350816488265991,-23.782062530517578,-1.1319828033447266,-20.781587600708008,-24.408390045166016,1,0.2984548509120941,8.09271240234375
0,17,5,2,bs2,2,-1.1319828033447266,-24.296175003051758,-38.679298400878906,-11.811932563781738,bs2,2,local,0,0,reward:bs2->value:local,bs1,1,-1.1350816488265991,-23.782062530517578,-1.1319828033447266,-20.781587600708008,-24.408390045166016,1,0.3142175078392029,8.538934707641602
0,18,6,0,local,0,-1.0436968803405762,-24.408390045166016,-38.679298400878906,-11.811932563781738,local,0,local,0,1,match,local,0,-1.0436968803405762,-24.408390045166016,-1.0436968803405762,-24.408390045166016,-24.408390045166016,1,0.0,0.0
0,18,6,0,bs1,1,-1.0693076848983765,-24.408390045166016,-38.679298400878906,-11.811932563781738,local,0,local,0,1,match,local,0,-1.0436968803405762,-24.408390045166016,-1.0436968803405762,-24.408390045166016,-24.408390045166016,1,0.0,0.0
0,18,6,0,bs2,2,-1.06587553024292,-24.408390045166016,-38.679298400878906,-11.811932563781738,local,0,local,0,1,match,local,0,-1.0436968803405762,-24.408390045166016,-1.0436968803405762,-24.408390045166016,-24.408390045166016,1,0.0,0.0
0,19,6,1,local,0,-1.0600059032440186,-24.40526580810547,-38.679298400878906,-11.811932563781738,local,0,bs2,2,0,reward:local->value:bs2,local,0,-1.0600059032440186,-24.40526580810547,-1.0600059032440186,-23.94390869140625,-24.408390045166016,1,0.05207280442118645,1.5129656791687012
0,19,6,1,bs1,1,-1.0654443502426147,-24.573362350463867,-38.679298400878906,-11.811932563781738,local,0,bs2,2,0,reward:local->value:bs2,local,0,-1.0600059032440186,-24.40526580810547,-1.0600059032440186,-23.94390869140625,-24.408390045166016,1,0.10776504874229431,2.6707327365875244
0,19,6,1,bs2,2,-1.0627825260162354,-23.94390869140625,-38.679298400878906,-11.811932563781738,local,0,bs2,2,0,reward:local->value:bs2,local,0,-1.0600059032440186,-24.40526580810547,-1.0600059032440186,-23.94390869140625,-24.408390045166016,1,0.09607160091400146,2.568593978881836
0,20,6,2,local,0,-1.0479081869125366,-24.37918472290039,-38.679298400878906,-11.811932563781738,local,0,bs1,1,0,reward:local->value:bs1,local,0,-1.0479081869125366,-24.37918472290039,-1.0479081869125366,-24.327571868896484,-24.408390045166016,1,0.04746992513537407,1.2381645441055298
0,20,6,2,bs1,1,-1.0798989534378052,-24.327571868896484,-38.679298400878906,-11.811932563781738,local,0,bs1,1,0,reward:local->value:bs1,local,0,-1.0479081869125366,-24.37918472290039,-1.0479081869125366,-24.327571868896484,-24.408390045166016,1,0.06760331243276596,1.834707498550415
0,20,6,2,bs2,2,-1.076131820678711,-24.369022369384766,-38.679298400878906,-11.811932563781738,local,0,bs1,1,0,reward:local->value:bs1,local,0,-1.0479081869125366,-24.37918472290039,-1.0479081869125366,-24.327571868896484,-24.408390045166016,1,0.06701330095529556,1.8096227645874023
0,21,7,0,local,0,-0.9941837191581726,-24.408390045166016,-38.679298400878906,-11.811932563781738,local,0,local,0,1,match,bs2,2,-1.077353596687317,-24.408390045166016,-0.9941837191581726,-24.408390045166016,-24.408390045166016,1,0.0,0.0
0,21,7,0,bs1,1,-1.0902241468429565,-24.408390045166016,-38.679298400878906,-11.811932563781738,local,0,local,0,1,match,bs2,2,-1.077353596687317,-24.408390045166016,-0.9941837191581726,-24.408390045166016,-24.408390045166016,1,0.0,0.0
0,21,7,0,bs2,2,-1.077353596687317,-24.408390045166016,-38.679298400878906,-11.811932563781738,local,0,local,0,1,match,bs2,2,-1.077353596687317,-24.408390045166016,-0.9941837191581726,-24.408390045166016,-24.408390045166016,1,0.0,0.0
0,22,7,1,local,0,-1.1065858602523804,-23.77898406982422,-38.679298400878906,-11.811932563781738,bs1,1,bs2,2,0,reward:bs1->value:bs2,local,0,-1.1065858602523804,-23.77898406982422,-1.0592312812805176,-22.046310424804688,-24.408390045166016,1,0.12600286304950714,3.291274309158325
0,22,7,1,bs1,1,-1.0592312812805176,-24.120935440063477,-38.679298400878906,-11.811932563781738,bs1,1,bs2,2,0,reward:bs1->value:bs2,local,0,-1.1065858602523804,-23.77898406982422,-1.0592312812805176,-22.046310424804688,-24.408390045166016,1,0.264828085899353,6.432675838470459
0,22,7,1,bs2,2,-1.0637266635894775,-22.046310424804688,-38.679298400878906,-11.811932563781738,bs1,1,bs2,2,0,reward:bs1->value:bs2,local,0,-1.1065858602523804,-23.77898406982422,-1.0592312812805176,-22.046310424804688,-24.408390045166016,1,0.2984614074230194,7.274835109710693
0,23,7,2,local,0,-1.0497612953186035,-23.300947189331055,-38.679298400878906,-11.811932563781738,local,0,local,0,1,match,bs2,2,-1.0773640871047974,-24.6037540435791,-1.0497612953186035,-23.300947189331055,-24.408390045166016,1,0.13109785318374634,3.1955718994140625
0,23,7,2,bs1,1,-1.082727313041687,-24.57655906677246,-38.679298400878906,-11.811932563781738,local,0,local,0,1,match,bs2,2,-1.0773640871047974,-24.6037540435791,-1.0497612953186035,-23.300947189331055,-24.408390045166016,1,0.09678943455219269,2.58939528465271
0,23,7,2,bs2,2,-1.0773640871047974,-24.6037540435791,-38.679298400878906,-11.811932563781738,local,0,local,0,1,match,bs2,2,-1.0773640871047974,-24.6037540435791,-1.0497612953186035,-23.300947189331055,-24.408390045166016,1,0.09645769000053406,2.572455883026123
1,0,0,0,local,0,-1.7252824306488037,9.278072357177734,-38.72101974487305,-14.312628746032715,local,0,bs1,1,0,reward:local->value:bs1,bs1,1,-1.7477202415466309,20.82616424560547,-1.7252824306488037,20.82616424560547,17.638221740722656,1,0.15482380986213684,5.368814468383789
1,0,0,0,bs1,1,-1.7477202415466309,20.82616424560547,-38.72101974487305,-14.312628746032715,local,0,bs1,1,0,reward:local->value:bs1,bs1,1,-1.7477202415466309,20.82616424560547,-1.7252824306488037,20.82616424560547,17.638221740722656,1,0.16298167407512665,5.072519779205322
1,0,0,0,bs2,2,-1.7544044256210327,20.01846694946289,-38.72101974487305,-14.312628746032715,local,0,bs1,1,0,reward:local->value:bs1,bs1,1,-1.7477202415466309,20.82616424560547,-1.7252824306488037,20.82616424560547,17.638221740722656,1,0.16363997757434845,5.119818687438965
1,1,0,1,local,0,-1.9080486297607422,19.350337982177734,-38.72101974487305,-14.312628746032715,bs1,1,local,0,0,reward:bs1->value:local,bs1,1,-1.7466963529586792,12.852859497070312,-1.7466963529586792,19.350337982177734,17.638221740722656,1,0.3488658368587494,9.272265434265137
1,1,0,1,bs1,1,-1.7466963529586792,12.852859497070312,-38.72101974487305,-14.312628746032715,bs1,1,local,0,0,reward:bs1->value:local,bs1,1,-1.7466963529586792,12.852859497070312,-1.7466963529586792,19.350337982177734,17.638221740722656,1,0.27024874091148376,6.360090732574463
1,1,0,1,bs2,2,-1.7684484720230103,14.983566284179688,-38.72101974487305,-14.312628746032715,bs1,1,local,0,0,reward:bs1->value:local,bs1,1,-1.7466963529586792,12.852859497070312,-1.7466963529586792,19.350337982177734,17.638221740722656,1,0.38373270630836487,8.72849178314209
1,2,0,2,local,0,-1.6942336559295654,5.1354827880859375,-38.72101974487305,-14.312628746032715,local,0,bs1,1,0,reward:local->value:bs1,bs1,1,-1.7329820394515991,19.94110107421875,-1.6942336559295654,19.94110107421875,17.638221740722656,1,0.1723812371492386,5.154867172241211
1,2,0,2,bs1,1,-1.7329820394515991,19.94110107421875,-38.72101974487305,-14.312628746032715,local,0,bs1,1,0,reward:local->value:bs1,bs1,1,-1.7329820394515991,19.94110107421875,-1.6942336559295654,19.94110107421875,17.638221740722656,1,0.09144731611013412,2.769789934158325
1,2,0,2,bs2,2,-1.7325984239578247,19.733810424804688,-38.72101974487305,-14.312628746032715,local,0,bs1,1,0,reward:local->value:bs1,bs1,1,-1.7329820394515991,19.94110107421875,-1.6942336559295654,19.94110107421875,17.638221740722656,1,0.11675406992435455,3.6341640949249268
1,3,1,0,local,0,-1.7346466779708862,14.057796478271484,-38.72101974487305,-14.312628746032715,bs1,1,bs1,1,1,match,local,0,-1.7346466779708862,14.057796478271484,-1.7227282524108887,20.164169311523438,17.638221740722656,1,0.0892752930521965,2.7843661308288574
1,3,1,0,bs1,1,-1.7227282524108887,20.164169311523438,-38.72101974487305,-14.312628746032715,bs1,1,bs1,1,1,match,local,0,-1.7346466779708862,14.057796478271484,-1.7227282524108887,20.164169311523438,17.638221740722656,1,0.12423769384622574,3.6371071338653564
1,3,1,0,bs2,2,-1.7242928743362427,19.20583724975586,-38.72101974487305,-14.312628746032715,bs1,1,bs1,1,1,match,local,0,-1.7346466779708862,14.057796478271484,-1.7227282524108887,20.164169311523438,17.638221740722656,1,0.1143045723438263,3.4168224334716797
1,4,1,1,local,0,-1.696793556213379,17.638225555419922,-38.72101974487305,-14.312628746032715,local,0,local,0,1,match,local,0,-1.696793556213379,17.638225555419922,-1.696793556213379,17.638225555419922,17.638221740722656,1,0.0,0.0
1,4,1,1,bs1,1,-1.7196614742279053,17.638225555419922,-38.72101974487305,-14.312628746032715,local,0,local,0,1,match,local,0,-1.696793556213379,17.638225555419922,-1.696793556213379,17.638225555419922,17.638221740722656,1,0.0,0.0
1,4,1,1,bs2,2,-1.7164644002914429,17.638225555419922,-38.72101974487305,-14.312628746032715,local,0,local,0,1,match,local,0,-1.696793556213379,17.638225555419922,-1.696793556213379,17.638225555419922,17.638221740722656,1,0.0,0.0
1,5,1,2,local,0,-1.6761360168457031,19.16019058227539,-38.72101974487305,-14.312628746032715,local,0,local,0,1,match,bs2,2,-1.7387702465057373,16.35672378540039,-1.6761360168457031,19.16019058227539,17.638221740722656,1,0.07136127352714539,2.0379998683929443
1,5,1,2,bs1,1,-1.762676477432251,16.405433654785156,-38.72101974487305,-14.312628746032715,local,0,local,0,1,match,bs2,2,-1.7387702465057373,16.35672378540039,-1.6761360168457031,19.16019058227539,17.638221740722656,1,0.051595672965049744,1.537948489189148
1,5,1,2,bs2,2,-1.7387702465057373,16.35672378540039,-38.72101974487305,-14.312628746032715,local,0,local,0,1,match,bs2,2,-1.7387702465057373,16.35672378540039,-1.6761360168457031,19.16019058227539,17.638221740722656,1,0.049522362649440765,1.462394118309021
1,6,2,0,local,0,-1.6977325677871704,14.057838439941406,-38.72101974487305,-14.312628746032715,local,0,bs1,1,0,reward:local->value:bs1,bs1,1,-1.7297991514205933,18.56896209716797,-1.6977325677871704,18.56896209716797,17.638221740722656,1,0.0710492953658104,2.287466287612915
1,6,2,0,bs1,1,-1.7297991514205933,18.56896209716797,-38.72101974487305,-14.312628746032715,local,0,bs1,1,0,reward:local->value:bs1,bs1,1,-1.7297991514205933,18.56896209716797,-1.6977325677871704,18.56896209716797,17.638221740722656,1,0.03846142441034317,1.1018195152282715
1,6,2,0,bs2,2,-1.7384164333343506,18.102310180664062,-38.72101974487305,-14.312628746032715,local,0,bs1,1,0,reward:local->value:bs1,bs1,1,-1.7297991514205933,18.56896209716797,-1.6977325677871704,18.56896209716797,17.638221740722656,1,0.049957890063524246,1.4049227237701416
1,7,2,1,local,0,-1.7672760486602783,17.05658721923828,-38.72101974487305,-14.312628746032715,bs2,2,bs2,2,1,match,local,0,-1.7672760486602783,17.05658721923828,-1.713289499282837,18.17491912841797,17.638221740722656,1,0.0819820836186409,2.618131160736084
1,7,2,1,bs1,1,-1.721117377281189,17.197490692138672,-38.72101974487305,-14.312628746032715,bs2,2,bs2,2,1,match,local,0,-1.7672760486602783,17.05658721923828,-1.713289499282837,18.17491912841797,17.638221740722656,1,0.1621716469526291,4.49310302734375
1,7,2,1,bs2,2,-1.713289499282837,18.17491912841797,-38.72101974487305,-14.312628746032715,bs2,2,bs2,2,1,match,local,0,-1.7672760486602783,17.05658721923828,-1.713289499282837,18.17491912841797,17.638221740722656,1,0.1716988980770111,4.77424430847168
1,8,2,2,local,0,-1.6921764612197876,19.071483612060547,-38.72101974487305,-14.312628746032715,local,0,local,0,1,match,bs1,1,-1.7197777032852173,16.720199584960938,-1.6921764612197876,19.071483612060547,17.638221740722656,1,0.06869839131832123,1.680104374885559
1,8,2,2,bs1,1,-1.7197777032852173,16.720199584960938,-38.72101974487305,-14.312628746032715,local,0,local,0,1,match,bs1,1,-1.7197777032852173,16.720199584960938,-1.6921764612197876,19.071483612060547,17.638221740722656,1,0.04160971939563751,1.113532543182373
