epoch,policy_surrogate_mode,actor_structure_mode,theta_ratio_mean,theta_ratio_std,theta_ratio_max,route_ratio_mean,route_ratio_std,route_ratio_max,theta_approx_kl,route_approx_kl,theta_clip_fraction,route_clip_fraction,theta_only_step_kl,route_only_step_kl,theta_kl_target,route_kl_target,theta_early_stop_count,route_early_stop_count,coupled_stop_trigger_count,coupled_stop_blocked_by_theta_floor_count,coupled_stop_blocked_by_severity_gate_count,coupled_stop_min_theta_updates_per_epoch,coupled_stop_severity_factor,coupled_stop_severity_freeze_kl_threshold,route_update_cap_trigger_count,route_update_cap_per_epoch,route_alignment_gate_threshold,route_alignment_gate_accept_count,route_alignment_gate_reject_count,route_alignment_gate_reject_rate,route_alignment_gate_score_mean,route_step_alignment_mean,route_step_alignment_min,route_step_alignment_max,route_step_accept_count,route_step_reject_count,route_step_accept_rate,route_step_reject_rate,theta_update_count,route_update_count,route_mask_mean,route_mask_active_fraction,route_mask_threshold,route_confident_mask_margin
0,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_severity_gate,hierarchical_actor_separate_theta_route_backbones,0.9983935356140137,0.13538329303264618,2.4240365028381348,0.9919926524162292,0.1477295607328415,2.0008602142333984,0.010352765209972858,0.019154980778694153,0.10958333313465118,0.1466890126466751,0.0008099325384725543,0.002339793390340426,0.03,0.015,0,10,6,0,4,0,1.5,0.0225,0,0,0.0,11,0,0.0,0.014252165247770872,0.014252165247770872,0.005911648273468018,0.050551965832710266,11,0,1.0,0.0,17,11,0.4970833361148834,0.4970833361148834,0.5,0.0
1,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_severity_gate,hierarchical_actor_separate_theta_route_backbones,1.0076498985290527,0.2747381031513214,3.7105495929718018,1.0183308124542236,0.32364964485168457,3.593909502029419,0.025574665516614914,0.028382278978824615,0.29875001311302185,0.447302907705307,0.0015759080954868456,0.001889268612666499,0.03,0.015,5,7,4,0,2,0,1.5,0.0225,0,0,0.0,21,0,0.0,0.019920606520913896,0.019920606520913896,0.009241960011422634,0.049870893359184265,21,0,1.0,0.0,17,21,0.5020833611488342,0.5020833611488342,0.5,0.0
2,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_severity_gate,hierarchical_actor_separate_theta_route_backbones,1.0018354654312134,0.2530708909034729,5.471649646759033,1.0092073678970337,0.3109724223613739,2.9193363189697266,0.02661794237792492,0.036613285541534424,0.2633333206176758,0.43959730863571167,0.0017879645834000257,0.0016084803194081317,0.03,0.015,2,8,5,0,1,0,1.5,0.0225,0,0,0.0,21,0,0.0,0.019062372412355172,0.019062372412355172,0.00829571858048439,0.0532207153737545,21,0,1.0,0.0,16,21,0.49666666984558105,0.49666666984558105,0.5,0.0
3,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_severity_gate,hierarchical_actor_separate_theta_route_backbones,1.0082118511199951,0.23961740732192993,3.5265235900878906,0.9988542795181274,0.30328890681266785,4.504137992858887,0.017230477184057236,0.04325105622410774,0.23375000059604645,0.3925798237323761,0.0006688326928483815,0.0023271876028350866,0.03,0.015,0,8,6,0,2,0,1.5,0.0225,0,0,0.0,18,0,0.0,0.02259750607320004,0.02259750607320004,0.014855102635920048,0.04283742979168892,18,0,1.0,0.0,17,18,0.4829166531562805,0.4829166531562805,0.5,0.0
4,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_severity_gate,hierarchical_actor_separate_theta_route_backbones,1.0014538764953613,0.27093610167503357,5.305611610412598,1.0052169561386108,0.31212082505226135,5.818487167358398,0.03116287849843502,0.03656043857336044,0.28999999165534973,0.39043477177619934,0.0023306392059192363,0.0025160922121037453,0.03,0.015,3,9,4,0,3,0,1.5,0.0225,0,0,0.0,17,0,0.0,0.019715023062684956,0.019715023062684956,0.011860978789627552,0.05182196572422981,17,0,1.0,0.0,17,17,0.4791666567325592,0.4791666567325592,0.5,0.0
