dim_index,mean,max,var
0,0.590888904929161,1.0,0.07830217247305371
1,0.38655593362947305,1.7434072494506836,0.12069059447769068
2,0.38655593362947305,1.7434072494506836,0.12069059447769068
3,0.5697894789775213,1.0226000547409058,0.02113217360668601
4,0.6039682683348656,1.0,0.08446648747343094
5,0.38629290610551836,1.7617847919464111,0.15694196993818407
6,0.38629290610551836,1.7617847919464111,0.15694196993818407
7,0.6183786364893119,1.110152244567871,0.0376731801989284
8,0.6053571370244026,1.0,0.08781568972680232
9,0.41393415838479997,1.7871670722961426,0.15377895748440126
10,0.41393415838479997,1.7871670722961426,0.15377895748440126
11,0.5680747068921725,1.0228171348571777,0.02690243458569136
12,0.5677777933080991,1.0,0.08202839476219648
13,0.3356713388860226,1.4698209762573242,0.10956599187270029
14,0.3356713388860226,1.4698209762573242,0.10956599187270029
15,0.5488401413957278,1.10350501537323,0.025203080395741095
16,0.6230158860484759,1.0,0.09125409082055042
17,0.3634740007420381,1.828042984008789,0.14010100070885317
18,0.3634740007420381,1.828042984008789,0.14010100070885317
19,0.6266332549850145,1.0436609983444214,0.030448098452973693
20,0.4764285662770271,1.0,0.07225050971591143
21,0.3539555639525255,1.8727065324783325,0.13514231218278455
22,0.3539555639525255,1.8727065324783325,0.13514231218278455
23,0.5389747460186481,1.0084208250045776,0.030002622606422724
24,0.5324444610873859,1.0,0.07324365509596398
25,0.3545995535701513,1.5401341915130615,0.11389550988389849
26,0.3545995535701513,1.5401341915130615,0.11389550988389849
27,0.5646597514549891,1.0,0.027664078048403984
28,0.6071428715189298,1.0,0.08432539397356448
29,0.38853602548440297,2.0771608352661133,0.17324400648148458
30,0.38853602548440297,2.0771608352661133,0.17324400648148458
31,0.6328851934274038,1.1279460191726685,0.039782590492928815
32,0.5889285653829575,1.0,0.08498711813430798
33,0.3986381183564663,1.9469313621520996,0.12701823053121045
34,0.3986381183564663,1.9469313621520996,0.12701823053121045
35,0.5990535223980745,1.1640262603759766,0.036917319221508205
36,0.6286666815479597,1.0,0.08298562831604456
37,0.4029218390832345,1.5359086990356445,0.10090398320974359
38,0.4029218390832345,1.5359086990356445,0.10090398320974359
39,0.6031631731986999,1.0,0.03108899504010021
40,0.5912698559959729,1.0,0.08256172581699922
41,0.40368006204565365,2.0394415855407715,0.17998661042661832
42,0.40368006204565365,2.0394415855407715,0.17998661042661832
43,0.6232812242706617,1.1342909336090088,0.04101980430008778
44,0.5739285662770272,1.0,0.09171568929189111
45,0.40423565343022344,2.3414835929870605,0.16819656120953536
46,0.40423565343022344,2.3414835929870605,0.16819656120953536
47,0.5691311730692784,1.004860281944275,0.03396809912093651
48,0.12396369609360894,0.3768766224384308,0.0059538726606635
49,0.1069879162715127,0.3798513114452362,0.004888130026642568
50,0.11700490122660995,0.34599044919013977,0.005125287670143926
51,0.12587096760670344,0.4777815043926239,0.006161329783283251
52,0.05144666437239114,0.240384042263031,0.001584786865237621
53,0.03492409510483412,0.13008469343185425,0.0006145257589628328
54,0.12549030753318222,0.3457084000110626,0.004798633247121199
55,0.0444123978598509,0.2026263326406479,0.0014494745133856461
56,0.027732783387766632,0.10860791802406311,0.00046618024183402444
57,0.10225796220086826,0.3946804106235504,0.0042768421910604065
58,0.037960009058272896,0.19904573261737823,0.0010956008100473592
59,0.0317840659039363,0.15671038627624512,0.0008518700447201822
60,0.12400786787271499,0.41383710503578186,0.004423269070512501
61,0.05168272270166805,0.17559075355529785,0.0013251398897453112
62,0.03435263074132687,0.15457652509212494,0.0008278501751464978
63,0.12611547320149838,0.48079484701156616,0.006163628872905762
64,0.08418391333737721,0.20922598242759705,0.0015843899739307592
65,0.10527743980909388,0.28743985295295715,0.0034160395778412723
66,0.06042270512785763,0.17565539479255676,0.0010308410536802246
67,0.08753802887319277,0.2310451865196228,0.0017973193436393838
68,0.1002809246070683,0.278155118227005,0.00302657649264498
69,0.06382855340372771,0.26204365491867065,0.0012220173279294672
70,0.04085724601832529,0.1997070610523224,0.001504277533214548
71,0.04641144186879198,0.2583940327167511,0.002556043272394144
72,0.029307035692036153,0.15729600191116333,0.0008542870671651967
73,0.03408427190190802,0.17212213575839996,0.0012483678531797328
74,0.0498969679698348,0.2999573051929474,0.002881275969580383
75,0.02496511846470336,0.11748172342777252,0.0006665614387049797
