topology,epoch,step,state_mean,state_max,state_var,raw_total_backlog,normalized_total_backlog,total_backlog,total_delay,total_energy,queue_penalty,reward_delay_term,reward_energy_term,reward_backlog_term,avg_theta,reward
default,1,2,0.475778516207356,1.6210700273513794,0.145603388742304,6890037444.61558,3.004565750633075,0.0883695809009728,7.511342951703057,1.5019496305858842,0.1767391618019456,7.511342951703057,0.07509748152929421,0.1767391618019456,0.45909598570574955,-7.7631795950342966
default,1,3,0.483623831258488,2.3414835929870605,0.20226656080784194,6624837762.07454,3.519383297275488,0.10351127344927906,7.025436071028636,1.3079221648637456,0.20702254689855812,7.025436071028636,0.06539610824318728,0.20702254689855812,0.542833913811926,-7.297854726170382
default,1,4,0.43755454459044685,1.0611623525619507,0.12955458697013042,5209499746.944172,2.300236869428969,0.06765402557144028,5.801059112469327,1.3203255693663405,0.13530805114288055,5.801059112469327,0.06601627846831702,0.13530805114288055,0.5071505646173636,-6.002383442080524
default,1,5,0.4388552846503444,1.0,0.12339410629049317,6033484061.9372225,2.570134741533662,0.07559219828040183,5.599765275982753,1.013189683589494,0.15118439656080365,5.599765275982753,0.050659484179474704,0.15118439656080365,0.5265106258567473,-5.801609156723031
default,1,6,0.45703259662591983,1.692101240158081,0.16029405947755282,5299935088.473314,2.802973866303087,0.08244040783244375,7.639666155912872,1.1667471635757956,0.1648808156648875,7.639666155912872,0.05833735817878978,0.1648808156648875,0.5116513325355939,-7.862884329756549
default,1,7,0.44862639528634773,1.5477409362792969,0.137754789358209,6914427673.388197,2.669978432138383,0.07852877741583479,6.551586827963637,1.0341308969596286,0.15705755483166958,6.551586827963637,0.05170654484798143,0.15705755483166958,0.5234033836253964,-6.760350927643287
default,1,8,0.46565423779871445,1.6620805263519287,0.14980572868542041,7288423935.28517,3.0047035569832343,0.08837363402891865,7.830017322616827,1.3738190140083388,0.1767472680578373,7.830017322616827,0.06869095070041695,0.1767472680578373,0.5376301586689041,-8.075455541375081
default,1,9,0.4407240996286938,1.7434072494506836,0.14765803893069712,6227628170.003831,2.537054450704482,0.07461924855013183,6.3818857185947575,1.466256828184667,0.14923849710026366,6.3818857185947575,0.07331284140923336,0.14923849710026366,0.5045583101225264,-6.6044370571042545
default,1,10,0.4321068845456466,2.0394415855407715,0.16070387282399384,6523764844.403877,2.6693723362932786,0.07851095106744937,6.644588705821883,1.221760755227138,0.15702190213489875,6.644588705821883,0.0610880377613569,0.15702190213489875,0.5282913340366023,-6.8626986457181385
default,1,11,0.4451533132897956,1.8727065324783325,0.1649120953198082,7215376682.439156,3.2632263142088274,0.09597724453555374,5.6223678282385166,1.1913640767232752,0.1919544890711075,5.6223678282385166,0.05956820383616376,0.1919544890711075,0.4885769602990074,-5.873890521145787
default,1,12,0.419155915301027,1.3136061429977417,0.13859655885278202,4614475915.618272,2.562258596509511,0.0753605469561621,5.5362144169695835,1.373518352823976,0.1507210939123242,5.5362144169695835,0.0686759176411988,0.1507210939123242,0.4983374945237773,-5.755611428523106
default,1,13,0.3971374706099076,1.2618424892425537,0.13392668674306216,4388203720.027414,1.9096657924825715,0.05616664095536975,5.038084171192713,0.8880765329430143,0.1123332819107395,5.038084171192713,0.044403826647150715,0.1123332819107395,0.5157276929606741,-5.194821279750603
default,1,14,0.37297727072707076,1.0,0.11950871057976935,3853224476.0250564,1.8000095788734063,0.05294145820215901,2.893356253351839,0.8400379268227072,0.10588291640431802,2.893356253351839,0.04200189634113536,0.10588291640431802,0.5168456481163864,-3.0412410660972924
default,1,15,0.3407516643757325,1.0,0.11093868324163728,2865354923.768588,1.4431810346685197,0.042446501019662346,2.5247390511353194,0.7650214578726067,0.08489300203932469,2.5247390511353194,0.038251072893630333,0.08489300203932469,0.4623421881810592,-2.6478831260682747
default,1,16,0.338676145395896,1.0558568239212036,0.11265920779856078,2928909918.141135,1.6031537798484135,0.04715158176024745,1.9169459062780358,0.5475739677076495,0.0943031635204949,1.9169459062780358,0.02737869838538248,0.0943031635204949,0.5323542447625004,-2.0386277681839133
default,1,17,0.3783426355699443,1.0,0.10717232162019011,4910806485.450346,1.9446464174184979,0.05719548286524994,3.388393632599512,0.5873758085096479,0.11439096573049988,3.388393632599512,0.029368790425482395,0.11439096573049988,0.5234685515421315,-3.532153388755494
default,1,18,0.3685032263082186,1.0,0.1139964726050374,3352523662.5284324,1.6917176348639638,0.0497564010254107,3.9718958168487815,0.958600305987883,0.0995128020508214,3.9718958168487815,0.047930015299394155,0.0995128020508214,0.471570329291967,-4.119338634198996
default,1,19,0.36351267523631187,1.0,0.115197920563419,2977370453.682801,1.5943814868156139,0.046893573141635704,3.1425975730710665,0.6469539012924561,0.09378714628327141,3.1425975730710665,0.03234769506462281,0.09378714628327141,0.5016350714053983,-3.268732414418961
default,2,0,0.3646331621067865,1.0,0.12544682050941405,4643026891.228758,1.6204415287425151,0.04766004496301515,2.3513495206273163,0.0,0.0953200899260303,2.3513495206273163,0.0,0.0953200899260303,0.5057308074097341,-2.4466696105533465
default,2,1,0.350980424937526,1.0,0.11090544083698425,2740941452.448554,1.1288653891978557,0.03320192321170164,3.5725409695010932,0.9111144734470831,0.06640384642340327,3.5725409695010932,0.04555572367235416,0.06640384642340327,0.5227975155851748,-3.6845005395968506
default,2,2,0.3717327308446069,1.0,0.11638740010478985,4308804748.212313,1.6079246713045985,0.047291902097194076,3.1281856064918534,0.5424543521809791,0.09458380419438815,3.1281856064918534,0.027122717609048958,0.09458380419438815,0.4969279166061897,-3.2498921282952904
default,2,3,0.42628607170614224,1.201210618019104,0.1412669671346006,6138103865.422649,2.3085648261685936,0.06789896547554687,5.727683480777109,0.8256724501361633,0.13579793095109374,5.727683480777109,0.04128362250680817,0.13579793095109374,0.5301906332773769,-5.904765034235011
default,2,4,0.3803356315799777,1.0,0.11166015721649357,3491551690.9912963,1.5131941224343028,0.04450570948336185,4.1200015256458435,1.1951843810290552,0.0890114189667237,4.1200015256458435,0.05975921905145276,0.0890114189667237,0.5538692337323166,-4.26877216366402
default,2,5,0.41554362360599434,1.3151456117630005,0.14136253625523706,6600173224.685207,2.7846159369181946,0.08190046873288807,4.331488403962298,0.697601180480458,0.16380093746577615,4.331488403962298,0.03488005902402291,0.16380093746577615,0.5391912163142601,-4.530169400452097
default,2,6,0.40862718069859383,1.2398877143859863,0.1315273712484065,5979558681.547798,2.0847786415624885,0.06131701886948496,5.873558690318545,1.3180639322224053,0.12263403773896991,5.873558690318545,0.06590319661112026,0.12263403773896991,0.48276222064567076,-6.062095924668634
default,2,7,0.4095052360415658,1.461621880531311,0.13793499704174683,5439495889.753315,2.059785837024507,0.06058193638307373,5.298142017949363,1.1634064355086755,0.12116387276614746,5.298142017949363,0.05817032177543378,0.12116387276614746,0.5223194624336421,-5.477476212490944
default,2,8,0.44107652717918555,1.0939584970474243,0.1256441212894347,6318208193.383957,2.524108403429098,0.07423848245379701,5.28419558784485,1.1051182303372573,0.14847696490759402,5.28419558784485,0.05525591151686287,0.14847696490759402,0.5246342817437312,-5.487928464269307
default,2,9,0.45280677614105763,1.5894999504089355,0.14118176327125628,7055449903.617771,2.6165862726777256,0.07695841978463899,6.293562491013207,1.2786342766424346,0.15391683956927799,6.293562491013207,0.06393171383212173,0.15391683956927799,0.49204883012022743,-6.511411044414606
default,2,10,0.407323660567012,1.4172286987304688,0.14542190579624129,3982480862.204516,1.617342091139166,0.047568885033504885,6.0114750846010665,1.3906339745033105,0.09513777006700977,6.0114750846010665,0.06953169872516553,0.09513777006700977,0.5335065136636902,-6.176144553393241
default,2,11,0.4015664383439019,1.0,0.11542335140734784,5309154731.081262,2.183279597216383,0.06421410580048185,4.1458626150792615,0.7573098029837657,0.1284282116009637,4.1458626150792615,0.03786549014918829,0.1284282116009637,0.49546485774713944,-4.312156316829413
default,2,12,0.42437352161921027,1.1030700206756592,0.11794893035573295,5911948910.897461,2.439452762333103,0.07174861065685598,4.951625404287819,1.0293241866272136,0.14349722131371195,4.951625404287819,0.05146620933136068,0.14349722131371195,0.5390338440709797,-5.146588834932892
default,2,13,0.4177524325205013,1.49159574508667,0.12856652360458254,5716960535.953705,2.162091900780237,0.06359093825824226,5.831460060200584,1.1692375017630585,0.12718187651648452,5.831460060200584,0.058461875088152926,0.12718187651648452,0.5250111842401776,-6.017103811805221
default,2,14,0.37220007732477306,1.0,0.11006231660414892,4275095824.6571994,1.780846732537229,0.05237784507462438,3.539049890622969,1.109496652140885,0.10475569014924876,3.539049890622969,0.05547483260704426,0.10475569014924876,0.4745916915465303,-3.6992804133792623
default,2,15,0.35538041149889715,1.0,0.101823265475589,3787435788.476305,1.5735201585546263,0.046280004663371364,2.8622024190526574,0.8185439907321463,0.09256000932674273,2.8622024190526574,0.04092719953660732,0.09256000932674273,0.5311631528220161,-2.9956896279160072
default,2,16,0.3366907637183821,1.0,0.10214219790279629,3167048439.1943674,1.3902915573609396,0.04089092815767469,2.261380653461158,0.755773966065389,0.08178185631534939,2.261380653461158,0.037788698303269454,0.08178185631534939,0.5449306104806099,-2.3809512080797766
default,2,17,0.336155877980283,1.2580996751785278,0.1189023604055591,3845564705.7466116,1.5385511725261933,0.04525150507429981,1.8392013118100614,0.621429937559281,0.09050301014859961,1.8392013118100614,0.031071496877964053,0.09050301014859961,0.5290447895781794,-1.9607758188366249
default,2,18,0.3795315461278993,1.4708120822906494,0.14107878724483508,4810553475.441963,2.141940762878109,0.06299825773170908,4.0270243313213685,0.7751212750867875,0.12599651546341817,4.0270243313213685,0.038756063754339376,0.12599651546341817,0.5040517414023965,-4.191776910539126
default,2,19,0.3892226723754512,1.0119808912277222,0.12411999097735517,4937686430.608615,1.9898524665950448,0.05852507254691308,3.7557829987219042,0.9215345911786672,0.11705014509382616,3.7557829987219042,0.04607672955893336,0.11705014509382616,0.5262188215970519,-3.918909873374664
