epoch,ratio_mean,ratio_std,ratio_min,ratio_max,clip_fraction,positive_adv_clip_fraction,negative_adv_clip_fraction,approx_kl,entropy_loss,policy_loss,ratio_by_adv_sign
0,0.9798933267593384,0.03771555796265602,0.8966031670570374,1.0879673957824707,0.0,0.0,0.0,0.021049153059720993,-0.030163580551743507,-0.00060285534709692,"{""negative"": {""count"": 200, ""max"": 1.0879673957824707, ""mean"": 0.9798933267593384, ""min"": 0.8966031670570374, ""std"": 0.03771555796265602}, ""positive"": {""count"": 0, ""max"": 0.0, ""mean"": 0.0, ""min"": 0.0, ""std"": 0.0}}"
1,0.9948004484176636,0.06877761334180832,0.8218522667884827,1.1763036251068115,0.0,0.0,0.0,0.0076390476897358894,-0.030163580551743507,0.006927362643182278,"{""negative"": {""count"": 193, ""max"": 1.1763036251068115, ""mean"": 0.9949581027030945, ""min"": 0.8218522667884827, ""std"": 0.06898496299982071}, ""positive"": {""count"": 7, ""max"": 1.083289623260498, ""mean"": 0.9904561042785645, ""min"": 0.8808825612068176, ""std"": 0.06263569742441177}}"
2,1.031279444694519,0.07792661339044571,0.7934287786483765,1.2098965644836426,0.009999999776482582,0.0,0.01092896144837141,-0.027865706011652946,-0.030163580551743507,0.006218342110514641,"{""negative"": {""count"": 183, ""max"": 1.2098965644836426, ""mean"": 1.0329844951629639, ""min"": 0.7934287786483765, ""std"": 0.07855226844549179}, ""positive"": {""count"": 17, ""max"": 1.1103602647781372, ""mean"": 1.012925148010254, ""min"": 0.8948355317115784, ""std"": 0.06819463521242142}}"
3,1.0488808155059814,0.07510931044816971,0.8566510081291199,1.182142972946167,0.0,0.0,0.0,-0.04508472606539726,-0.030163580551743507,0.009069179184734821,"{""negative"": {""count"": 180, ""max"": 1.182142972946167, ""mean"": 1.0474315881729126, ""min"": 0.8566510081291199, ""std"": 0.07660725712776184}, ""positive"": {""count"": 20, ""max"": 1.1678869724273682, ""mean"": 1.0619243383407593, ""min"": 0.9424515962600708, ""std"": 0.05836969241499901}}"
4,1.0529826879501343,0.05582593381404877,0.8331630229949951,1.1783173084259033,0.0,0.0,0.0,-0.05017133802175522,-0.030163580551743507,0.010531764477491379,"{""negative"": {""count"": 176, ""max"": 1.1630867719650269, ""mean"": 1.0527654886245728, ""min"": 0.8331630229949951, ""std"": 0.05556747317314148}, ""positive"": {""count"": 24, ""max"": 1.1783173084259033, ""mean"": 1.0545753240585327, ""min"": 0.9068933129310608, ""std"": 0.05766085907816887}}"
5,1.0331120491027832,0.0529128834605217,0.7932115793228149,1.214065432548523,0.009999999776482582,0.0,0.011976048350334167,-0.031217582523822784,-0.030163580551743507,0.016945358365774155,"{""negative"": {""count"": 167, ""max"": 1.214065432548523, ""mean"": 1.0317034721374512, ""min"": 0.7932115793228149, ""std"": 0.05597447231411934}, ""positive"": {""count"": 33, ""max"": 1.1003769636154175, ""mean"": 1.0402406454086304, ""min"": 0.9793938994407654, ""std"": 0.03243263065814972}}"
6,1.028182029724121,0.05079378932714462,0.8041285872459412,1.1814697980880737,0.0,0.0,0.0,-0.02653401531279087,-0.030163580551743507,0.0067704180255532265,"{""negative"": {""count"": 161, ""max"": 1.1814697980880737, ""mean"": 1.0318681001663208, ""min"": 0.8041285872459412, ""std"": 0.04796621575951576}, ""positive"": {""count"": 39, ""max"": 1.1493041515350342, ""mean"": 1.0129657983779907, ""min"": 0.832994818687439, ""std"": 0.05869578942656517}}"
7,1.0172550678253174,0.03387918323278427,0.8849403262138367,1.112481951713562,0.0,0.0,0.0,-0.016548646613955498,-0.030163580551743507,0.01279669813811779,"{""negative"": {""count"": 159, ""max"": 1.112481951713562, ""mean"": 1.01674485206604, ""min"": 0.8849403262138367, ""std"": 0.033247094601392746}, ""positive"": {""count"": 41, ""max"": 1.09256911277771, ""mean"": 1.0192333459854126, ""min"": 0.9380257725715637, ""std"": 0.03615826368331909}}"
8,1.0137393474578857,0.040587782859802246,0.8341085910797119,1.1499714851379395,0.0,0.0,0.0,-0.012826360762119293,-0.030163580551743507,0.014275327324867249,"{""negative"": {""count"": 144, ""max"": 1.1499714851379395, ""mean"": 1.0156686305999756, ""min"": 0.8575785160064697, ""std"": 0.03843813017010689}, ""positive"": {""count"": 56, ""max"": 1.0992547273635864, ""mean"": 1.0087783336639404, ""min"": 0.8341085910797119, ""std"": 0.04527709633111954}}"
9,1.0171153545379639,0.03716301545500755,0.8749479651451111,1.1106520891189575,0.0,0.0,0.0,-0.01629336178302765,-0.030163580551743507,0.0047497316263616085,"{""negative"": {""count"": 129, ""max"": 1.0874416828155518, ""mean"": 1.0148851871490479, ""min"": 0.8749479651451111, ""std"": 0.03509039431810379}, ""positive"": {""count"": 71, ""max"": 1.1106520891189575, ""mean"": 1.021167516708374, ""min"": 0.8764721751213074, ""std"": 0.04034503549337387}}"
