epoch,advantage_mean,advantage_std,positive_advantage_ratio,negative_advantage_ratio,delta_log_prob_selected_action_mean,delta_log_prob_selected_action_std,selected_action_prob_gain_mean,advantage_action_alignment,theta_advantage_alignment,route_advantage_alignment,theta_adv_to_route_delta_alignment,route_adv_to_theta_delta_alignment,theta_alignment_margin_over_cross,route_alignment_margin_over_cross,cross_branch_alignment_mean,theta_selected_action_prob_gain,route_selected_action_prob_gain,theta_negative_adv_prob_gain,route_negative_adv_prob_gain,theta_clip_fraction,route_clip_fraction,high_advantage_action_prob_gain,mid_advantage_action_prob_gain,low_advantage_action_prob_gain,negative_advantage_action_prob_gain,advantage_bucket_high_positive_threshold,advantage_bucket_near_zero_threshold
0,-23.26289939880371,5.01932954788208,0.0,1.0,-0.021049151197075844,0.038375094532966614,-0.02010662481188774,-0.006746063940227032,0.032325275242328644,-0.01086820475757122,-0.016905125230550766,0.008570350706577301,0.04923040047287941,-0.01943855546414852,-0.0041673872619867325,-0.0025640695821493864,-0.00021296335035003722,-0.008974127471446991,0.0004082967061549425,0.4260416626930237,0.0020610056817531586,0.0,0.0,0.0,-0.02010662481188774,0.0,0.501932954788208
1,-20.416486740112305,7.540937900543213,0.03500000014901161,0.9649999737739563,-0.007639046758413315,0.06995078921318054,-0.005199550185352564,-0.07176529616117477,0.03394254297018051,0.02460244856774807,-0.0018983931513503194,-0.004577016457915306,0.03584093612153083,0.029179465025663376,-0.0032377048046328127,0.027964739128947258,0.002086339285597205,0.022492459043860435,-0.0014457248616963625,0.5708333253860474,0.16066253185272217,0.06063634157180786,-0.03761615976691246,0.015406370162963867,-0.005148481577634811,10.040292739868164,0.7540937900543213
2,-14.519523620605469,13.314753532409668,0.08500000089406967,0.9149999618530273,0.027865702286362648,0.07718244194984436,0.03127948194742203,0.1884966790676117,0.037451934069395065,-0.01216928381472826,-0.0018176378216594458,-0.00569896912202239,0.03926957189105451,-0.00647031469270587,-0.003758303471840918,0.04797935485839844,0.02429099939763546,0.04102439433336258,0.025326158851385117,0.4504166841506958,0.22274436056613922,-0.009145021438598633,0.016091153025627136,0.07457506656646729,0.03246219828724861,23.92367935180664,1.3314753532409669
3,-12.82897663116455,13.88471794128418,0.09999999403953552,0.8999999761581421,0.045084722340106964,0.07320026308298111,0.048880886286497116,0.23255661129951477,0.05858522281050682,-0.006691772490739822,-0.0242823027074337,-0.011566903442144394,0.08286752551794052,0.0048751309514045715,-0.017924603074789047,0.05264675244688988,0.060476720333099365,0.04365772381424904,0.06596910208463669,0.3631249964237213,0.34455668926239014,0.07390441745519638,0.05352363362908363,0.12035971879959106,0.047020137310028076,30.739418029785156,1.3884717941284181
4,-10.020630836486816,13.316694259643555,0.11999999731779099,0.8799999952316284,0.05017133429646492,0.054458051919937134,0.05298268795013428,2.5633571567595936e-05,0.0483078770339489,-0.014786050654947758,-0.011312410235404968,-0.04585034400224686,0.05962028726935387,0.0310642933472991,-0.028581377118825912,0.045785944908857346,0.08335365355014801,0.039991654455661774,0.08511528372764587,0.22083333134651184,0.3207422196865082,0.03607784956693649,0.057119082659482956,0.03202635049819946,0.053399957716464996,36.32489776611328,1.3316694259643556
5,-6.324135780334473,16.924686431884766,0.16499999165534973,0.8349999785423279,0.031217580661177635,0.0526227243244648,0.0331120565533638,0.10912930965423584,-0.017053693532943726,-0.06521621346473694,-0.01661437191069126,-0.02562081813812256,-0.0004393216222524643,-0.03959539532661438,-0.02111759502440691,0.027032973244786263,0.07537070661783218,0.03300297632813454,0.08484748005867004,0.1693750023841858,0.24610823392868042,0.041105568408966064,0.041525986045598984,0.011670911684632301,0.03219582140445709,43.718162536621094,1.6924686431884766
6,-4.761590003967285,17.293495178222656,0.19499999284744263,0.8050000071525574,0.02653401345014572,0.050600867718458176,0.0281821321696043,-0.11305559426546097,0.001783612184226513,0.0403730608522892,-0.034808214753866196,0.0014461793471127748,0.03659182693809271,0.038926881505176425,-0.01668101770337671,0.025668246671557426,0.05957431718707085,0.027349144220352173,0.057514626532793045,0.1458333432674408,0.20215219259262085,0.01580899953842163,0.00804171897470951,0.040175676345825195,0.03172330930829048,44.64344787597656,1.7293495178222658
7,-3.806716203689575,21.661157608032227,0.20499999821186066,0.7949999570846558,0.016548646613955498,0.03352370485663414,0.017255138605833054,-0.01670243963599205,-0.05283861234784126,-0.03187386691570282,-0.004935462959110737,-0.026139207184314728,-0.047903149388730526,-0.005734659731388092,-0.015537335071712732,0.018509719520807266,0.03628430888056755,0.025189463049173355,0.04107179120182991,0.11145833879709244,0.17442777752876282,0.0064712101593613625,0.022672563791275024,0.01843893527984619,0.016812240704894066,51.35418701171875,2.1661157608032227
8,0.42077186703681946,21.672164916992188,0.2800000011920929,0.7199999690055847,0.012826361693441868,0.04073522984981537,0.013739383779466152,-0.0757906511425972,-0.04557962343096733,-0.0514463372528553,0.010027226060628891,-0.05582606792449951,-0.05560684949159622,0.004379730671644211,-0.02289942093193531,0.017282675951719284,0.03249785304069519,0.022095851600170135,0.04210996255278587,0.11791666597127914,0.16379310190677643,0.021512573584914207,0.005656719207763672,-0.0003807040338870138,0.019754016771912575,44.6671257019043,2.167216491699219
9,0.6213804483413696,22.482120513916016,0.35499998927116394,0.6449999809265137,0.01629336178302765,0.0369495190680027,0.01711544394493103,0.03918447345495224,-0.024770738556981087,0.025145387277007103,-0.0020163999870419502,-0.05197058618068695,-0.022754338569939137,0.07711597345769405,-0.02699349308386445,0.020803220570087433,0.024408327415585518,0.023285550996661186,0.022001348435878754,0.11937500536441803,0.12411626428365707,0.02103642374277115,0.02273556962609291,0.014130831696093082,0.015450228936970234,39.376461029052734,2.2482120513916017
