epoch,offload_active_fraction,route_logprob_active_fraction,theta_positive_fraction,route_credit_gate_fraction,route_credit_effective_fraction,route_credit_effective_count,route_credit_fallback_trigger_count,route_credit_weight_mean,route_credit_weight_std,route_credit_weight_min,route_credit_weight_max,theta_selected_score_mean,theta_expected_score_mean,theta_residual_credit_mean,theta_residual_credit_std,theta_candidate_score_mean,theta_candidate_score_std,route_residual_credit_mean,route_residual_credit_std,route_candidate_score_mean,route_candidate_score_std,route_expected_score_mean,route_selected_score_mean,theta_ratio_mean,route_ratio_mean,theta_approx_kl,route_approx_kl,theta_clip_fraction,route_clip_fraction,advantage_action_alignment,offload_decision_agreement_ratio,actual_offload_rate_when_theta_true_gap_positive,actual_offload_rate_when_theta_true_gap_negative,route_decision_agreement_ratio,actual_bs1_rate_when_route_true_gap_positive,actual_bs1_rate_when_route_true_gap_negative,conditional_policy_consistency_score
0,0.5054166913032532,0.5054166913032532,0.48645833134651184,0.48645833134651184,0.5054166913032532,2426.0,0,1.0,0.0,1.0,1.0,-0.011667130514979362,-0.0023118534591048956,-0.009355277754366398,0.9881345629692078,8.12113309933693e-09,0.9974843859672546,0.02715572901070118,0.9880446791648865,2.5345977974211564e-06,0.9972051978111267,-0.0029103022534400225,0.024245426058769226,0.9974360466003418,0.9997870922088623,0.020308148115873337,0.001466127228923142,0.4260416626930237,0.0020610056817531586,-0.006746063940227032,0.4943750202655792,0.3333333432674408,0.5057615637779236,0.5119538307189941,0.5003927946090698,0.4746059477329254,0.5045271515846252
1,0.503125011920929,0.503125011920929,0.5083333253860474,0.5083333253860474,0.503125011920929,2415.0,0,1.0,0.0,1.0,1.0,-0.004583429545164108,-0.0004980135709047318,-0.004085415042936802,0.9376291632652283,1.8378099042593021e-09,0.9974857568740845,-0.008760273456573486,0.9569701552391052,5.808182777400361e-06,0.9958353638648987,-0.0064711966551840305,-0.015231466852128506,1.0279648303985596,1.0020864009857178,0.003556216135621071,0.008114945143461227,0.5708333253860474,0.16066253185272217,-0.07176529616117477,0.49687501788139343,0.5,0.5023041367530823,0.4910973012447357,0.47050148248672485,0.4793863892555237,0.5389621257781982
2,0.44333335757255554,0.44333335757255554,0.5127083659172058,0.5127083659172058,0.44333335757255554,2128.0,0,1.0,0.0,1.0,1.0,0.1141645610332489,0.03518860042095184,0.07897596061229706,0.8319249153137207,-3.005067528150107e-09,0.9974833726882935,-0.032367266714572906,0.9130241870880127,-4.486454088237224e-07,0.9964728951454163,-0.017448529601097107,-0.049815792590379715,1.0479793548583984,1.0242910385131836,-0.023098189383745193,-0.010753792710602283,0.4504166841506958,0.22274436056613922,0.1884966790676117,0.5566666722297668,0.5,0.44258174300193787,0.47462406754493713,0.4822286069393158,0.5321528315544128,0.5954565703868866
3,0.3712500035762787,0.3712500035762787,0.5218750238418579,0.5218750238418579,0.3712500035762787,1782.0,0,1.0,0.0,1.0,1.0,0.25332412123680115,0.11491134762763977,0.13841278851032257,0.726215124130249,2.0650526622034704e-08,0.9974747896194458,-0.037438664585351944,0.8435558080673218,2.2072617866797373e-06,0.994932234287262,-0.02825205586850643,-0.06569071859121323,1.0526467561721802,1.0604767799377441,-0.031093349680304527,-0.03768719732761383,0.3631249964237213,0.34455668926239014,0.23255661129951477,0.6256250143051147,0.34693875908851624,0.36979055404663086,0.46689116954803467,0.46506550908088684,0.5312132239341736,0.6606499552726746
4,0.31437501311302185,0.31437501311302185,0.5397917032241821,0.5397917032241821,0.31437501311302185,1509.0,0,1.0,0.0,1.0,1.0,0.32793134450912476,0.19823433458805084,0.1296970099210739,0.6396807432174683,9.257657325179025e-07,0.9974197745323181,-0.008932352997362614,0.7117810249328613,-8.694971256772988e-06,0.9979172348976135,-0.05070814862847328,-0.05964050069451332,1.045785903930664,1.0833536386489868,-0.031135737895965576,-0.060550618916749954,0.22083333134651184,0.3207422196865082,2.5633571567595936e-05,0.6654166579246521,0.24870465695858002,0.31769582629203796,0.46984758973121643,0.4599786400794983,0.5132275223731995,0.7364950776100159
5,0.28104168176651,0.28104168176651,0.5406250357627869,0.5406250357627869,0.28104168176651,1349.0,0,1.0,0.0,1.0,1.0,0.2949795722961426,0.1987721025943756,0.09620743244886398,0.5786715745925903,-3.0587116839342343e-07,0.9974288940429688,-0.02550429478287697,0.579257071018219,8.506586368639546e-07,0.9965143203735352,-0.06342554092407227,-0.08892983198165894,1.0270329713821411,1.0753706693649292,-0.015860717743635178,-0.05464266613125801,0.1693750023841858,0.24610823392868042,0.10912930965423584,0.6481249928474426,0.11538462340831757,0.29741576313972473,0.4551519751548767,0.4667535722255707,0.5602094531059265,0.7910492420196533
6,0.2710416615009308,0.2710416615009308,0.5483333468437195,0.5483333468437195,0.2710416615009308,1301.0,0,1.0,0.0,1.0,1.0,0.26666098833084106,0.186469167470932,0.08019179105758667,0.5451896786689758,-1.7287831610701687e-07,0.9974262118339539,-0.019643303006887436,0.501615047454834,8.450481914223928e-08,0.9983882904052734,-0.06105389818549156,-0.080697201192379,1.0256682634353638,1.0595743656158447,-0.015222419053316116,-0.041733790189027786,0.1458333432674408,0.20215219259262085,-0.11305559426546097,0.6349999904632568,0.0800744891166687,0.29582449793815613,0.4588777720928192,0.46995997428894043,0.55474454164505,0.8213377594947815
7,0.2639583349227905,0.2639583349227905,0.5637500286102295,0.5637500286102295,0.2639583349227905,1267.0,0,1.0,0.0,1.0,1.0,0.24214473366737366,0.17268209159374237,0.06946263462305069,0.5019971132278442,-1.7036994037766817e-08,0.9973605275154114,-0.02303984947502613,0.42288294434547424,-5.440628925157398e-08,0.9983504414558411,-0.08666684478521347,-0.10970669239759445,1.0185097455978394,1.0362842082977295,-0.011747583746910095,-0.0181887149810791,0.11145833879709244,0.17442777752876282,-0.01670243963599205,0.6227083206176758,0.06687898188829422,0.2943587303161621,0.44514599442481995,0.47103655338287354,0.5831960439682007,0.8465117812156677
8,0.2658333480358124,0.2658333480358124,0.57791668176651,0.57791668176651,0.2658333480358124,1276.0,0,1.0,0.0,1.0,1.0,0.23876574635505676,0.17038369178771973,0.06838206201791763,0.4974764287471771,-4.264153687927319e-07,0.9974009394645691,-0.03261027857661247,0.4083154797554016,6.895406841067597e-07,0.9970875978469849,-0.062185198068618774,-0.09479547291994095,1.0172827243804932,1.0324978828430176,-0.010002603754401207,-0.01062228437513113,0.11791666597127914,0.16379310190677643,-0.0757906511425972,0.6204167008399963,0.053921569138765335,0.2968299686908722,0.45219433307647705,0.4663865566253662,0.5657657980918884,0.8515388667583466
9,0.26520833373069763,0.26520833373069763,0.5718750357627869,0.5718750357627869,0.26520833373069763,1273.0,0,1.0,0.0,1.0,1.0,0.23331721127033234,0.17657895386219025,0.056738246232271194,0.47163406014442444,5.178153728024881e-08,0.997416615486145,-0.004966254346072674,0.354587584733963,-2.4162591216736473e-07,0.998771071434021,-0.07830236107110977,-0.08326861262321472,1.0208032131195068,1.0244083404541016,-0.013924991711974144,-0.008930228650569916,0.11937500536441803,0.12411626428365707,0.03918447345495224,0.6185416579246521,0.05714285746216774,0.2976362705230713,0.45797330141067505,0.48099416494369507,0.5682593584060669,0.8709018230438232
