epoch,layer_name,layer_active_count,layer_clipped_active_count,layer_clipped_active_fraction,layer_active_preconditioner_mean,layer_active_preconditioner_p95,layer_active_preconditioner_p99,layer_active_preconditioner_max,layer_active_preconditioner_mean_after_clip,layer_active_preconditioner_p95_after_clip,layer_active_preconditioner_p99_after_clip,layer_active_preconditioner_max_after_clip,layer_actual_param_delta_norm,layer_raw_grad_norm,layer_preconditioned_grad_norm,layer_soft_geometry_scale_factor,layer_soft_geometry_scale_factor_min,layer_soft_geometry_scale_factor_p50,layer_soft_geometry_scale_factor_p95,layer_soft_geometry_trigger_active_fraction,layer_soft_geometry_overflow_stat,layer_soft_geometry_overflow_stat_p95
0,critic_backbone.0.weight,3001600,0,0.0,416328.34375,2364924.75,9755541.0,90994840.0,416328.34375,2364924.75,9755541.0,90994840.0,0.036403436719306875,0.0928517977574042,171.3164031982422,0.9575128144701119,0.928026818341326,0.9585680961608887,0.9719897419214248,0.06065598353743553,0.2966830351751994,0.4313030242919922
0,critic_backbone.4.bias,8960,0,0.0,1573.5618896484375,4267.61743164062,7506.83244628906,63620.30859375,1573.5618896484375,4267.61743164062,7506.83244628906,63620.30859375,0.004006596458410578,0.009022220752168714,7.5773019075393675,1.0,1.0,1.0,1.0,0.0,0.0,0.0
0,critic_backbone.6.weight,1146880,0,0.0,4788.93505859375,10495.595214843755,19388.03091796874,41811696.0,4788.93505859375,10495.595214843755,19388.03091796874,41811696.0,0.03116018782768931,0.03939538987885628,98.47194448198591,0.8750554262036742,0.6976220514778908,0.88865065574646,0.8941594928503036,0.36529279436383927,0.9646008163503771,1.5948508262634276
0,critic_backbone.7.bias,8960,0,0.0,1526.6258544921875,3345.5594482421866,6799.137270507807,91992.1875,1526.6258544921875,3345.5594482421866,6799.137270507807,91992.1875,0.005125466634386352,0.009940194085772548,10.665947178431919,1.0,1.0,1.0,1.0,0.0,0.0,0.0
0,critic_backbone.7.weight,8960,0,0.0,12474.4580078125,30757.989453124945,86082.47796874978,15926878.0,12474.4580078125,30757.989453124945,86082.47796874978,15926878.0,0.006163324452271419,0.004944757545100791,17.38187747682844,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1,critic_backbone.0.weight,3001600,0,0.0,468765.1875,2826181.25,10900706.0,52551648.0,468765.1875,2826181.25,10900706.0,52551648.0,0.03529253125722919,0.2675521979906729,310.01365498134066,0.9345997006949537,0.9269076418219989,0.9340736567974091,0.9433375716209411,0.06741437858768871,0.46668803216769705,0.5190797269344329
1,critic_backbone.4.bias,8960,0,0.0,2061.773193359375,5078.532861328121,7475.70066894531,11073.31640625,2061.773193359375,5078.532861328121,7475.70066894531,11073.31640625,0.0017716674009404544,0.004238922420855878,6.9058957695961,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1,critic_backbone.6.weight,1146880,0,0.0,4586.43603515625,9047.099511718752,11815.730048828118,19568.91796875,4586.43603515625,9047.099511718752,11815.730048828118,19568.91796875,0.020530395569013697,0.030066561326384543,130.26475296020507,0.9026606933124267,0.8789948355933597,0.8899906873703003,0.9457922995090484,0.48953857421875,0.7239754356974064,0.9135567635297775
1,critic_backbone.7.bias,8960,0,0.0,1435.55859375,2175.04501953125,2705.6031835937497,5053.7783203125,1435.55859375,2175.04501953125,2705.6031835937497,5053.7783203125,0.0035130631611017243,0.005846272147027776,8.394464555808476,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1,critic_backbone.7.weight,8960,0,0.0,2592.181640625,4016.752941894531,10083.082363281248,38057.96484375,2592.181640625,4016.752941894531,10083.082363281248,38057.96484375,0.004688151895035324,0.0049699196716704004,11.291905893598283,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2,critic_backbone.0.weight,3001600,0,0.0,419298.34375,2618775.25,9532592.0,42906860.0,419298.34375,2618775.25,9532592.0,42906860.0,0.0335320809589965,0.31146653071045877,251.2538548060826,0.9442658306763527,0.9370257249784941,0.9449953734874725,0.9473115622997283,0.06629797411816461,0.39354400563592645,0.42709971964359283
2,critic_backbone.4.bias,8960,0,0.0,2010.9033203125,4447.067822265624,5917.8818261718725,6309.4619140625,2010.9033203125,4447.067822265624,5917.8818261718725,6309.4619140625,0.0019740338395682296,0.007604679062829486,11.40741536957877,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2,critic_backbone.6.weight,1146880,0,0.0,3506.126220703125,5327.994433593751,6616.383554687489,14195.0498046875,3506.126220703125,5327.994433593751,6616.383554687489,14195.0498046875,0.023566386835383518,0.049049195221492224,160.92764718191964,0.9648464551327777,0.9495684696622163,0.9653328955173492,0.9778300434350967,0.243878173828125,0.2436888776940252,0.34557954519987105
2,critic_backbone.7.bias,8960,0,0.0,1490.6077880859375,2023.1859313964842,2203.951730957031,5042.44189453125,1490.6077880859375,2023.1859313964842,2203.951730957031,5042.44189453125,0.0021961937267665882,0.006211557846316802,9.106758519581385,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2,critic_backbone.7.weight,8960,0,0.0,2403.478271484375,2976.3004760742174,6559.107333984353,35834.4296875,2403.478271484375,2976.3004760742174,6559.107333984353,35834.4296875,0.0026403397492166343,0.004010899175357606,9.109207786832537,1.0,1.0,1.0,1.0,0.0,0.0,0.0
3,critic_backbone.0.weight,3001592,0,0.0,401787.9375,2587538.5,8739233.0,33006472.0,401787.9375,2587538.5,8739233.0,33006472.0,0.025932171062699388,0.23417224245412008,190.72549438476562,0.946049150778083,0.9405770408322758,0.9455514252185822,0.9500959843397141,0.06544960087963513,0.38024106426709464,0.4144964203238487
3,critic_backbone.4.bias,8960,0,0.0,1883.7591552734375,4015.0546997070264,5184.6872363281245,5609.0302734375,1883.7591552734375,4015.0546997070264,5184.6872363281245,5609.0302734375,0.0016112950073355543,0.007468142989091575,10.471637988090515,1.0,1.0,1.0,1.0,0.0,0.0,0.0
3,critic_backbone.6.weight,1146880,0,0.0,3069.60400390625,4388.36328125,5136.942573242184,8634.9365234375,3069.60400390625,4388.36328125,5136.942573242184,8634.9365234375,0.019094910924988134,0.044517308473587036,130.24957477024623,0.9832050246354344,0.9787967815863752,0.9846270084381104,0.9855690091848374,0.08399745396205358,0.11392046622789548,0.14310700818896294
3,critic_backbone.7.bias,8960,0,0.0,1506.361083984375,1986.5236572265626,2220.042189941406,4024.833984375,1506.361083984375,1986.5236572265626,2220.042189941406,4024.833984375,0.0015405574437214195,0.005960993425521467,8.898243716784886,1.0,1.0,1.0,1.0,0.0,0.0,0.0
3,critic_backbone.7.weight,8960,0,0.0,2394.6435546875,2898.010998535156,5496.480952148432,14917.5693359375,2394.6435546875,2898.010998535156,5496.480952148432,14917.5693359375,0.0017627517048302772,0.0035849923417637392,8.486716251713888,1.0,1.0,1.0,1.0,0.0,0.0,0.0
4,critic_backbone.0.weight,3001600,0,0.0,418324.25,2753556.0,8793558.0,32825978.0,418324.25,2753556.0,8793558.0,32825978.0,0.02099585985498769,0.19660628682800702,157.51327710832868,0.9390364011773392,0.9330401632659966,0.9400156736373901,0.9428375959396362,0.06703691546406065,0.432884519043707,0.473615451157093
