epoch,policy_surrogate_mode,actor_structure_mode,route_mask_mean,route_mask_active_fraction,route_mask_count_mean,route_mask_count_std,offload_rate_mean,theta_head_grad_norm,route_head_grad_norm,theta_backbone_grad_norm,route_backbone_grad_norm
0,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.5054166913032532,0.5054166913032532,12.130000114440918,2.375520944595337,0.49985021352767944,0.07385832644867604,0.0821469442348829,0.06890912283881745,0.0567407038037201
1,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.503125011920929,0.503125011920929,12.074999809265137,2.7165005207061768,0.5003257989883423,0.06557494885440814,0.08489949927566658,0.0878157733145775,0.09198963971429519
2,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.44333335757255554,0.44333335757255554,10.639999389648438,3.195371627807617,0.48265549540519714,0.060021853192016306,0.08815660221236492,0.09757096954823176,0.10510539710917496
3,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.3712500035762787,0.3712500035762787,8.90999984741211,3.4571518898010254,0.44238054752349854,0.055421653485017916,0.08992265716682034,0.09223900643696178,0.12867024170627378
4,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.31437501311302185,0.31437501311302185,7.544999599456787,2.9134130477905273,0.38948914408683777,0.04778805636931419,0.09302017982304946,0.08242425669529581,0.13474042323105664
5,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.28104168176651,0.28104168176651,6.744999885559082,2.3194775581359863,0.34956908226013184,0.04385525593215584,0.08774535766543592,0.07790943580936241,0.15954346471341063
6,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.2710416615009308,0.2710416615009308,6.50499963760376,1.8627870082855225,0.33587390184402466,0.04208823702752963,0.07397854757701584,0.07587349737779236,0.14336416772281163
7,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.2639583349227905,0.2639583349227905,6.335000038146973,1.6256614923477173,0.32104364037513733,0.0367411607941661,0.06860735245051676,0.06830802802032959,0.13106726780656378
8,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.2658333480358124,0.2658333480358124,6.37999963760376,1.3511476516723633,0.3203006684780121,0.03612038522796727,0.06305020488081582,0.07012107044602836,0.1417064520146434
9,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.26520833373069763,0.26520833373069763,6.364999771118164,1.55620539188385,0.3145524561405182,0.03286514306753293,0.04606873310730283,0.06634612593069868,0.09792513755357188
10,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.2629166841506958,0.2629166841506958,6.309999942779541,1.5112576484680176,0.3195570707321167,0.030212466629983562,0.04114716315759411,0.06466982488059568,0.09573367801925015
11,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.2641666829586029,0.2641666829586029,6.339999675750732,1.3836184740066528,0.3042886555194855,0.029173561190184008,0.035263117702387166,0.06429442665725131,0.08223984393855151
