telemetry_step,train_epoch,update_epoch,minibatch_id,final_critic_backbone_delta_norm,backbone_active_count,backbone_clipped_active_count,backbone_clipped_active_fraction,backbone_active_preconditioner_mean,backbone_active_preconditioner_p95,backbone_active_preconditioner_p99,backbone_active_preconditioner_max,backbone_active_preconditioner_mean_after_clip,backbone_active_preconditioner_p95_after_clip,backbone_active_preconditioner_p99_after_clip,backbone_active_preconditioner_max_after_clip,backbone_soft_geometry_scale_factor_mean,backbone_soft_geometry_scale_factor_min,backbone_soft_geometry_trigger_active_fraction,backbone_soft_geometry_overflow_stat_mean
0,0,0,0,0.13799301734462188,76800,0,0.0,499769.0625,804778.5,11503236.979999037,99157224.0,499769.0625,804778.5,11503236.979999037,99157224.0,1.0,1.0,0.0,0.0
1,0,0,1,0.10294374731856269,76800,0,0.0,321951.125,505383.53125,8932161.0,93902904.0,321951.125,505383.53125,8932161.0,93902904.0,1.0,1.0,0.0,0.0
2,0,0,2,0.08937289715945039,76800,0,0.0,272893.5625,462407.78125,7566559.5,65785992.0,272893.5625,462407.78125,7566559.5,65785992.0,1.0,1.0,0.0,0.0
3,0,0,3,0.08022065389122106,76800,0,0.0,259484.34375,442113.375,7352879.0,55609464.0,259484.34375,442113.375,7352879.0,55609464.0,1.0,1.0,0.0,0.0
4,0,0,4,0.07544021338781687,76800,0,0.0,252486.5,428131.96875,7227256.0,56543084.0,252486.5,428131.96875,7227256.0,56543084.0,1.0,1.0,0.0,0.0
5,0,0,5,0.07187087848865267,76800,0,0.0,248614.53125,421539.0,6717949.0,58627532.0,248614.53125,421539.0,6717949.0,58627532.0,1.0,1.0,0.0,0.0
6,0,0,6,0.068297616667526,76800,0,0.0,244942.859375,431084.71875,6599690.5,57241920.0,244942.859375,431084.71875,6599690.5,57241920.0,1.0,1.0,0.0,0.0
7,0,1,7,0.06771833148736044,76800,0,0.0,240962.828125,419559.3125,6613560.5,56234200.0,240962.828125,419559.3125,6613560.5,56234200.0,1.0,1.0,0.0,0.0
8,0,1,8,0.06710041537406032,76800,0,0.0,239201.328125,416591.15625,6604317.5,56425632.0,239201.328125,416591.15625,6604317.5,56425632.0,1.0,1.0,0.0,0.0
9,0,1,9,0.06571958846314449,76800,0,0.0,234843.40625,425379.40625,6694699.5,51676540.0,234843.40625,425379.40625,6694699.5,51676540.0,1.0,1.0,0.0,0.0
