telemetry_step,train_epoch,update_epoch,minibatch_id,layer_name,layer_active_count,layer_clipped_active_count,layer_clipped_active_fraction,layer_active_preconditioner_mean,layer_active_preconditioner_p95,layer_active_preconditioner_p99,layer_active_preconditioner_max,layer_active_preconditioner_mean_after_clip,layer_active_preconditioner_p95_after_clip,layer_active_preconditioner_p99_after_clip,layer_active_preconditioner_max_after_clip,layer_actual_param_delta_norm,layer_raw_grad_norm,layer_preconditioned_grad_norm,layer_soft_geometry_reference_preconditioner,layer_soft_geometry_scale_factor,layer_soft_geometry_trigger_active_fraction,layer_soft_geometry_overflow_stat
0,0,0,0,critic_backbone.0.weight,42880,0,0.0,870233.0,3097722.849999911,23550932.0,99157224.0,870233.0,3097722.849999911,23550932.0,99157224.0,0.10279630124568939,0.09603649377822876,205.5926055908203,0.0,1.0,0.0,0.0
0,0,0,0,critic_backbone.4.bias,128,0,0.0,6065.48388671875,10171.331152343737,29411.200058593764,405584.4375,6065.48388671875,10171.331152343737,29411.200058593764,405584.4375,0.005656511057168245,0.015001004561781883,11.313021659851074,0.0,1.0,0.0,0.0
0,0,0,0,critic_backbone.6.weight,16384,0,0.0,35776.4140625,79075.01718749992,377819.0446875,76132208.0,35776.4140625,79075.01718749992,377819.0446875,76132208.0,0.06397878378629684,0.06725939363241196,127.95758056640625,0.0,1.0,0.0,0.0
0,0,0,0,critic_backbone.7.weight,128,0,0.0,182518.875,177658.3648437499,5645044.320000026,10930330.0,182518.875,177658.3648437499,5645044.320000026,10930330.0,0.005646908655762672,0.0015640975907444954,11.293817520141602,0.0,1.0,0.0,0.0
0,0,0,0,critic_backbone.7.bias,128,0,0.0,2322.10546875,7309.053588867173,20919.97969726567,71250.265625,2322.10546875,7309.053588867173,20919.97969726567,71250.265625,0.005656722467392683,0.016341913491487503,11.313445091247559,0.0,1.0,0.0,0.0
1,0,0,1,critic_backbone.0.weight,42880,0,0.0,571240.5,2858486.0,13472616.909999996,93902904.0,571240.5,2858486.0,13472616.909999996,93902904.0,0.07559340447187424,0.09707356244325638,207.17059326171875,0.0,1.0,0.0,0.0
1,0,0,1,critic_backbone.4.bias,128,0,0.0,2066.176025390625,5915.9520507812485,11386.467265625,15176.2431640625,2066.176025390625,5915.9520507812485,11386.467265625,15176.2431640625,0.005418781656771898,0.016127249225974083,11.729024887084961,0.0,1.0,0.0,0.0
1,0,0,1,critic_backbone.6.weight,16384,0,0.0,8151.7998046875,28869.671484374918,74110.62406250002,1996363.0,8151.7998046875,28869.671484374918,74110.62406250002,1996363.0,0.05086081102490425,0.06867212802171707,130.1584930419922,0.0,1.0,0.0,0.0
1,0,0,1,critic_backbone.7.weight,128,0,0.0,23900.01171875,84315.13749999998,192540.18781250017,250240.828125,23900.01171875,84315.13749999998,192540.18781250017,250240.828125,0.004416958428919315,0.001781849772669375,11.325440406799316,0.0,1.0,0.0,0.0
1,0,0,1,critic_backbone.7.bias,128,0,0.0,1717.2308349609375,6089.622924804687,13024.213925781252,17694.0703125,1717.2308349609375,6089.622924804687,13024.213925781252,17694.0703125,0.005616736598312855,0.017571160569787025,11.73948860168457,0.0,1.0,0.0,0.0
2,0,0,2,critic_backbone.0.weight,42880,0,0.0,484610.96875,2692404.037499971,11541845.0,65785992.0,484610.96875,2692404.037499971,11541845.0,65785992.0,0.06381016224622726,0.10677551478147507,214.0620574951172,0.0,1.0,0.0,0.0
2,0,0,2,critic_backbone.4.bias,128,0,0.0,1860.8095703125,5251.191992187495,9361.388691406257,10534.201171875,1860.8095703125,5251.191992187495,9361.388691406257,10534.201171875,0.005300702061504126,0.016311276704072952,11.684151649475098,0.0,1.0,0.0,0.0
2,0,0,2,critic_backbone.6.weight,16384,0,0.0,6284.30859375,23381.275878906188,50607.866992187504,774475.5625,6284.30859375,23381.275878906188,50607.866992187504,774475.5625,0.047306645661592484,0.0703481137752533,128.34857177734375,0.0,1.0,0.0,0.0
2,0,0,2,critic_backbone.7.weight,128,0,0.0,23204.525390625,75070.72773437497,185486.22265625015,298247.6875,23204.525390625,75070.72773437497,185486.22265625015,298247.6875,0.004115648567676544,0.0016054225852712989,10.467599868774414,0.0,1.0,0.0,0.0
2,0,0,2,critic_backbone.7.bias,128,0,0.0,1706.874755859375,6225.830981445299,12812.69765625,18131.8828125,1706.874755859375,6225.830981445299,12812.69765625,18131.8828125,0.005573598202317953,0.01700214110314846,11.270183563232422,0.0,1.0,0.0,0.0
3,0,0,3,critic_backbone.0.weight,42880,0,0.0,460986.59375,2614681.75,11470920.0,55609464.0,460986.59375,2614681.75,11470920.0,55609464.0,0.05588924139738083,0.1077888011932373,213.515380859375,0.0,1.0,0.0,0.0
3,0,0,3,critic_backbone.4.bias,128,0,0.0,1768.3992919921875,4541.041821289061,9196.210859375004,11003.189453125,1768.3992919921875,4541.041821289061,9196.210859375004,11003.189453125,0.005236746743321419,0.01715678907930851,12.133021354675293,0.0,1.0,0.0,0.0
3,0,0,3,critic_backbone.6.weight,16384,0,0.0,5743.7265625,22159.989355468664,45819.662265625004,174970.546875,5743.7265625,22159.989355468664,45819.662265625004,174970.546875,0.044897016137838364,0.0698540210723877,129.45494079589844,0.0,1.0,0.0,0.0
3,0,0,3,critic_backbone.7.weight,128,0,0.0,21840.8125,81655.46171874998,151874.62593750004,344269.5,21840.8125,81655.46171874998,151874.62593750004,344269.5,0.0038437088951468468,0.0015886554028838873,11.145421028137207,0.0,1.0,0.0,0.0
3,0,0,3,critic_backbone.7.bias,128,0,0.0,1729.0869140625,6345.380224609364,14438.821201171877,17822.740234375,1729.0869140625,6345.380224609364,14438.821201171877,17822.740234375,0.005538614001125097,0.0171253252774477,11.192136764526367,0.0,1.0,0.0,0.0
