block_index,block_start,block_stop_exclusive,block_size,block_semantic,policy_surrogate_mode,theta_advantage_mean,theta_advantage_std,theta_advantage_max,theta_advantage_min,route_advantage_mean,route_advantage_std,route_advantage_max,route_advantage_min,route_gate_mean,route_gate_std,route_gate_min,route_gate_max,route_gate_active_fraction,theta_selected_action_prob_gain_mean,theta_selected_action_prob_gain_std,route_selected_action_prob_gain_mean,route_selected_action_prob_gain_std,theta_clip_fraction,route_clip_fraction,offload_vs_local_value_gap_mean,offload_vs_local_value_gap_std,bs1_vs_bs2_value_gap_mean,bs1_vs_bs2_value_gap_std,epoch
10,30,33,3,dispatch_decision_block,hierarchical_actor_theta_route,-0.005388436373323202,0.3037634491920471,0.7262271642684937,-0.8935617804527283,-0.004800860770046711,0.3201037347316742,0.7426924705505371,-0.8202223777770996,0.4567197561264038,0.08215314894914627,0.23867198824882507,0.669922947883606,0.27000001072883606,-0.0035441261716187,0.11739318072795868,0.008393360301852226,0.19233618676662445,0.10999999940395355,0.20999999344348907,0.11078441888093948,0.2195601612329483,0.3656153380870819,0.28332725167274475,0
11,33,36,3,dispatch_decision_block,hierarchical_actor_theta_route,0.008541710674762726,0.3436717092990875,0.7402980327606201,-0.889411449432373,-0.00627630902454257,0.31113550066947937,0.8148061633110046,-0.8708772659301758,0.47269707918167114,0.09107716381549835,0.30206745862960815,0.7146725058555603,0.4000000059604645,-0.02294870838522911,0.13270092010498047,-0.009162726812064648,0.11967325210571289,0.10999999940395355,0.09000000357627869,-0.6132391095161438,0.28245824575424194,0.30539023876190186,0.2640564441680908,0
12,36,39,3,dispatch_decision_block,hierarchical_actor_theta_route,0.003998503554612398,0.3538532257080078,0.8527408838272095,-0.9467136859893799,-0.00836507324129343,0.42782825231552124,1.5988192558288574,-1.2732620239257812,0.47453898191452026,0.08997119963169098,0.27780890464782715,0.7305249571800232,0.3799999952316284,-0.005147908348590136,0.23209062218666077,0.005515481811016798,0.18165239691734314,0.2199999988079071,0.15000000596046448,-0.21771177649497986,0.25934523344039917,0.4531274735927582,0.3067303001880646,0
13,39,42,3,dispatch_decision_block,hierarchical_actor_theta_route,-0.014438196085393429,0.37774670124053955,2.0661935806274414,-1.2860959768295288,0.00018309593724552542,0.3580235540866852,0.9511150121688843,-1.1340017318725586,0.5298059582710266,0.08600661903619766,0.32444676756858826,0.7063400745391846,0.6399999856948853,0.015138497576117516,0.2535572648048401,0.003572931280359626,0.15682360529899597,0.28999999165534973,0.20999999344348907,0.3079037070274353,0.21967439353466034,0.11285144090652466,0.2958723306655884,0
14,42,45,3,dispatch_decision_block,hierarchical_actor_theta_route,0.0047930385917425156,0.2767276167869568,0.5978679656982422,-0.8427180647850037,-0.013636517338454723,0.33945000171661377,0.7542102336883545,-1.0211840867996216,0.4956677258014679,0.09490307420492172,0.29384687542915344,0.7850005030632019,0.5,-0.04235728085041046,0.16056011617183685,-0.014608762226998806,0.20611919462680817,0.15000000596046448,0.25999999046325684,0.11691682785749435,0.21637700498104095,0.7737547159194946,0.2783276438713074,0
15,45,48,3,dispatch_decision_block,hierarchical_actor_theta_route,-0.0035618424881249666,0.27718472480773926,0.7868117094039917,-1.0082387924194336,-0.021100061014294624,0.32268813252449036,0.7914267778396606,-0.9851480722427368,0.49064114689826965,0.09505875408649445,0.2651567757129669,0.7313231229782104,0.46000000834465027,-0.021130826324224472,0.09781552851200104,0.009644082747399807,0.2001233994960785,0.05000000074505806,0.27000001072883606,0.25973284244537354,0.2703370451927185,1.1243891716003418,0.2452082484960556,0
16,48,51,3,dispatch_decision_block,hierarchical_actor_theta_route,-0.00817482266575098,0.2896180748939514,0.7670680284500122,-0.8704019784927368,-0.011508597992360592,0.4272550344467163,1.2709213495254517,-1.5260745286941528,0.47397705912590027,0.09114896506071091,0.2739645540714264,0.6459165811538696,0.38999998569488525,0.006960379425436258,0.11878444254398346,0.005916654597967863,0.1354050636291504,0.07999999821186066,0.10000000149011612,0.031216291710734367,0.23285768926143646,0.5230843424797058,0.30647093057632446,0
17,51,54,3,dispatch_decision_block,hierarchical_actor_theta_route,-0.0025805295445024967,0.33425530791282654,1.3476393222808838,-0.7562415599822998,0.018006466329097748,0.2968289256095886,0.8345024585723877,-0.56226646900177,0.5155659317970276,0.09458830207586288,0.301957368850708,0.7174606919288635,0.5400000214576721,0.005091626197099686,0.14754939079284668,0.008008519187569618,0.13119624555110931,0.1599999964237213,0.14000000059604645,0.39436477422714233,0.27901431918144226,-0.510735273361206,0.2374396175146103,0
18,54,57,3,dispatch_decision_block,hierarchical_actor_theta_route,-0.008035656064748764,0.27478131651878357,0.5965768098831177,-0.7115309834480286,-0.007794322445988655,0.3575296401977539,0.8838796615600586,-1.0356520414352417,0.4703391194343567,0.09458549320697784,0.2556643486022949,0.707176923751831,0.4099999964237213,0.026521876454353333,0.2127930223941803,0.013826508074998856,0.2754356861114502,0.2199999988079071,0.20999999344348907,0.17816312611103058,0.19685690104961395,0.4819773733615875,0.2693658173084259,0
19,57,60,3,dispatch_decision_block,hierarchical_actor_theta_route,0.007565843872725964,0.2720118761062622,0.6550593376159668,-0.6490753293037415,-0.007107217330485582,0.2175370305776596,0.559605598449707,-0.48757204413414,0.4929267466068268,0.0838804841041565,0.3342645466327667,0.6653391718864441,0.46000000834465027,0.00626399228349328,0.09524751454591751,0.018673794344067574,0.20224392414093018,0.07000000029802322,0.20000000298023224,-0.5445253252983093,0.21695876121520996,0.3556928336620331,0.1852717101573944,0
20,60,63,3,dispatch_decision_block,hierarchical_actor_theta_route,0.004760719370096922,0.18103539943695068,0.4923999309539795,-0.45799776911735535,-0.022263851016759872,0.3590530455112457,1.1132755279541016,-1.1025296449661255,0.46779537200927734,0.09337431192398071,0.21728189289569855,0.69313645362854,0.3799999952316284,-0.017355404794216156,0.2025546133518219,0.014831080101430416,0.17979498207569122,0.20000000298023224,0.23999999463558197,-0.13532748818397522,0.2196560651063919,1.1090269088745117,0.3317244350910187,0
21,63,66,3,dispatch_decision_block,hierarchical_actor_theta_route,-0.004076778888702393,0.3225971460342407,0.9125323295593262,-0.7552495002746582,0.0050830719992518425,0.31397801637649536,1.0343577861785889,-0.7799193859100342,0.4546950161457062,0.08694235980510712,0.2417692095041275,0.6725928783416748,0.3199999928474426,-0.048568014055490494,0.16706956923007965,0.0002331548894289881,0.1436450183391571,0.25999999046325684,0.15000000596046448,0.2739929258823395,0.25282105803489685,-0.08615779876708984,0.23462754487991333,0
22,66,69,3,dispatch_decision_block,hierarchical_actor_theta_route,0.011882432736456394,0.29141056537628174,0.7966246604919434,-0.8990439176559448,-0.000331352959619835,0.32208526134490967,0.882261335849762,-0.7367785573005676,0.5081716775894165,0.09017790853977203,0.2921769917011261,0.7072932124137878,0.5799999833106995,-0.0015768777811899781,0.15614643692970276,0.013152489438652992,0.14857251942157745,0.14000000059604645,0.10999999940395355,-0.9314646124839783,0.2352786809206009,-0.2853585183620453,0.2593739628791809,0
23,69,72,3,dispatch_decision_block,hierarchical_actor_theta_route,-0.01736246794462204,0.28517478704452515,0.6443235278129578,-0.8905932903289795,-0.0204722099006176,0.39409664273262024,1.151598334312439,-1.0308244228363037,0.4971100687980652,0.08727970719337463,0.3145929276943207,0.689142644405365,0.5099999904632568,-0.00035754620330408216,0.2032749205827713,-0.020225025713443756,0.18069852888584137,0.25,0.1599999964237213,0.6753502488136292,0.23516015708446503,1.0970709323883057,0.3328597843647003,0
0,0,3,3,dispatch_decision_block,hierarchical_actor_theta_route,-0.01775861158967018,0.2880721688270569,1.4269533157348633,-0.77010577917099,0.030385179445147514,0.3575610816478729,1.6920568943023682,-1.4424375295639038,0.5083252191543579,0.09282725304365158,0.24309295415878296,0.7265847325325012,0.5299999713897705,-0.01026821043342352,0.3210490942001343,0.012597027234733105,0.3014358878135681,0.38999998569488525,0.49000000953674316,0.7686245441436768,0.341945081949234,-1.450850486755371,0.5082129240036011,1
1,3,6,3,dispatch_decision_block,hierarchical_actor_theta_route,0.008336987346410751,0.1699536144733429,0.5467602014541626,-0.4920006990432739,0.005259351804852486,0.1617799550294876,0.7444171905517578,-0.4053887724876404,0.48806649446487427,0.09553992003202438,0.24019253253936768,0.7074864506721497,0.4099999964237213,0.004968686029314995,0.227203831076622,0.013721542432904243,0.34996503591537476,0.25,0.4000000059604645,-0.4478699564933777,0.14752168953418732,-0.2923468351364136,0.12773136794567108,1
2,6,9,3,dispatch_decision_block,hierarchical_actor_theta_route,-0.02145521715283394,0.2081417292356491,0.8875811100006104,-0.7820599675178528,-0.013360920362174511,0.2285669595003128,0.541571855545044,-0.910380482673645,0.5154443383216858,0.10908406972885132,0.2259831428527832,0.7711589336395264,0.5799999833106995,-0.0004105562111362815,0.35061001777648926,0.04152604565024376,0.282678484916687,0.38999998569488525,0.44999998807907104,0.7734535932540894,0.2609933912754059,0.6436178088188171,0.26188433170318604,1
3,9,12,3,dispatch_decision_block,hierarchical_actor_theta_route,0.009909002110362053,0.2534562349319458,0.9978453516960144,-0.8298627734184265,0.002099195495247841,0.21236850321292877,0.8817636966705322,-0.5955458879470825,0.4860447645187378,0.0967094749212265,0.21410083770751953,0.708318293094635,0.3799999952316284,0.02104867249727249,0.3199407160282135,0.021476680412888527,0.2822062075138092,0.3700000047683716,0.36000001430511475,-0.4060440957546234,0.17293545603752136,-0.09444185346364975,0.17882660031318665,1
4,12,15,3,dispatch_decision_block,hierarchical_actor_theta_route,0.014201423153281212,0.30138736963272095,0.8401583433151245,-1.1359848976135254,0.0010706956963986158,0.22013404965400696,0.7152693271636963,-1.0514755249023438,0.5012707114219666,0.08492615818977356,0.25766417384147644,0.6835711002349854,0.5099999904632568,-0.022234100848436356,0.2860105633735657,-0.027607006952166557,0.23746757209300995,0.3700000047683716,0.33000001311302185,-0.5326874256134033,0.2981104850769043,-0.07385589927434921,0.1700865626335144,1
5,15,18,3,dispatch_decision_block,hierarchical_actor_theta_route,0.0009308218723163009,0.17992572486400604,0.5379354357719421,-0.5483628511428833,-0.013171174563467503,0.20215576887130737,0.6498339176177979,-0.8525904417037964,0.5066969990730286,0.09173030406236649,0.3166469931602478,0.723880410194397,0.47999998927116394,-0.01456078328192234,0.29043248295783997,0.03709966316819191,0.36026182770729065,0.33000001311302185,0.38999998569488525,-0.31978362798690796,0.21362784504890442,0.6482120752334595,0.2069225162267685,1
6,18,21,3,dispatch_decision_block,hierarchical_actor_theta_route,0.008263107389211655,0.21641185879707336,0.7065557241439819,-0.7538042068481445,-0.005350110586732626,0.23112799227237701,0.8793902397155762,-1.0237541198730469,0.5081301331520081,0.09419792145490646,0.3085521161556244,0.7329756617546082,0.5199999809265137,-0.04114113748073578,0.31409355998039246,0.02705029956996441,0.36427393555641174,0.4000000059604645,0.5600000023841858,-0.48045074939727783,0.18607847392559052,0.2379176765680313,0.1655600666999817,1
7,21,24,3,dispatch_decision_block,hierarchical_actor_theta_route,0.00450415862724185,0.2078307867050171,0.8128038048744202,-0.5779646039009094,0.02067927084863186,0.2951589822769165,1.1099623441696167,-1.0952452421188354,0.531496524810791,0.09058462083339691,0.3272509276866913,0.7765295505523682,0.6200000047683716,-0.009930168278515339,0.2837873697280884,-0.004163618199527264,0.30334141850471497,0.3700000047683716,0.5199999809265137,-0.532206654548645,0.2729150056838989,-0.9326950311660767,0.3239101767539978,1
8,24,27,3,dispatch_decision_block,hierarchical_actor_theta_route,-0.00436725839972496,0.16980591416358948,0.6966290473937988,-0.46142733097076416,0.007058165036141872,0.22920452058315277,0.7856279611587524,-1.3101072311401367,0.49477478861808777,0.09727445244789124,0.30017590522766113,0.750970184803009,0.46000000834465027,0.036155372858047485,0.374407559633255,0.0470464862883091,0.3262692093849182,0.38999998569488525,0.4399999976158142,0.0011001050006598234,0.13814900815486908,-0.350610613822937,0.1713760644197464,1
9,27,30,3,dispatch_decision_block,hierarchical_actor_theta_route,0.004592543002218008,0.20245924592018127,0.5998477935791016,-0.7046070694923401,0.0007847172091715038,0.2146700769662857,0.8037300109863281,-0.8436310887336731,0.4752159118652344,0.10048235952854156,0.20579352974891663,0.7194893956184387,0.4099999964237213,0.04118677228689194,0.4302976429462433,0.04728473722934723,0.29261690378189087,0.4399999976158142,0.3700000047683716,-0.26420047879219055,0.11818107962608337,-0.0827716812491417,0.14318622648715973,1
10,30,33,3,dispatch_decision_block,hierarchical_actor_theta_route,-0.00881203729659319,0.28364986181259155,1.035956621170044,-0.8090134859085083,-0.005449444055557251,0.19500406086444855,0.6797161102294922,-1.1800094842910767,0.4564441740512848,0.10271760076284409,0.16664882004261017,0.7018329501152039,0.33000001311302185,-0.007313164416700602,0.3280322849750519,-0.0451376810669899,0.25840631127357483,0.36000001430511475,0.38999998569488525,0.055862341076135635,0.18189384043216705,0.24854743480682373,0.14576497673988342,1
11,33,36,3,dispatch_decision_block,hierarchical_actor_theta_route,0.01440365333110094,0.22678646445274353,0.9688225984573364,-1.0205535888671875,-0.008552036248147488,0.18735583126544952,0.8927610516548157,-0.6657047271728516,0.48989808559417725,0.09083394706249237,0.23729288578033447,0.6640368103981018,0.4699999988079071,0.006970884744077921,0.29917678236961365,-0.02228172868490219,0.28305718302726746,0.33000001311302185,0.33000001311302185,-0.8096191883087158,0.17257975041866302,0.40518996119499207,0.13353231549263,1
12,36,39,3,dispatch_decision_block,hierarchical_actor_theta_route,0.0028433806728571653,0.18987050652503967,0.7229170799255371,-0.69295734167099,-0.014679346233606339,0.3124367892742157,1.3495277166366577,-1.3927502632141113,0.4901193380355835,0.09933409839868546,0.2624553143978119,0.7162027955055237,0.46000000834465027,-0.012847569771111012,0.3427566587924957,0.002975070383399725,0.351814329624176,0.41999998688697815,0.5,-0.06981688737869263,0.17467327415943146,0.7082983255386353,0.26532578468322754,1
13,39,42,3,dispatch_decision_block,hierarchical_actor_theta_route,-0.009687020443379879,0.32194727659225464,1.0743958950042725,-1.1229802370071411,0.0010789323132485151,0.1798809915781021,0.6098517179489136,-0.6415780782699585,0.530580461025238,0.09907826036214828,0.30897149443626404,0.7266592383384705,0.6399999856948853,0.020203201100230217,0.3601706027984619,0.12784628570079803,1.0338408946990967,0.4399999976158142,0.46000000834465027,0.38855257630348206,0.21633821725845337,-0.04511689022183418,0.1336003988981247,1
14,42,45,3,dispatch_decision_block,hierarchical_actor_theta_route,0.0029849971178919077,0.21382184326648712,0.8277629613876343,-0.9107757210731506,-0.016927329823374748,0.21737521886825562,1.1203893423080444,-1.0906238555908203,0.48837658762931824,0.09373819082975388,0.26613011956214905,0.7152811288833618,0.4699999988079071,0.02337150275707245,0.29626014828681946,-0.01584811508655548,0.29085397720336914,0.3499999940395355,0.4399999976158142,-0.12567590177059174,0.18442599475383759,0.8231387138366699,0.22369179129600525,1
15,45,48,3,dispatch_decision_block,hierarchical_actor_theta_route,-0.005871022120118141,0.19177083671092987,0.6384364366531372,-0.7400660514831543,-0.025380844250321388,0.3018263280391693,1.3052258491516113,-1.6813249588012695,0.4942169487476349,0.10496588051319122,0.2652626633644104,0.7536075711250305,0.5099999904632568,-0.006866717245429754,0.338010311126709,0.023933090269565582,0.4017907977104187,0.33000001311302185,0.5099999904632568,0.5164573192596436,0.20680029690265656,1.196570873260498,0.33783140778541565,1
16,48,51,3,dispatch_decision_block,hierarchical_actor_theta_route,-0.004200940020382404,0.17130370438098907,0.5244728326797485,-0.5172601938247681,-0.012205817736685276,0.279751181602478,1.003804326057434,-1.1292738914489746,0.4859086871147156,0.0852891281247139,0.283138632774353,0.7096112370491028,0.4399999976158142,0.035315100103616714,0.35083848237991333,-0.03603224456310272,0.3014409840106964,0.3400000035762787,0.4399999976158142,0.14056797325611115,0.21393726766109467,0.5848538279533386,0.2623302638530731,1
17,51,54,3,dispatch_decision_block,hierarchical_actor_theta_route,-0.007518223952502012,0.26292717456817627,1.208150863647461,-0.8910892605781555,0.01461061742156744,0.2709473669528961,1.020214319229126,-1.0009865760803223,0.5153855681419373,0.08959685266017914,0.25841590762138367,0.8189423084259033,0.6100000143051147,0.023307418450713158,0.2922898530960083,0.04113788530230522,0.8342580795288086,0.30000001192092896,0.4300000071525574,0.34263259172439575,0.23727089166641235,-0.7067549824714661,0.3081527352333069,1
18,54,57,3,dispatch_decision_block,hierarchical_actor_theta_route,0.00489264540374279,0.22638154029846191,1.1101655960083008,-0.3995184898376465,-0.011448187753558159,0.3199542462825775,1.0357534885406494,-1.383551836013794,0.47618338465690613,0.10776039958000183,0.23777486383914948,0.7491407990455627,0.4099999964237213,0.022343385964632034,0.535996675491333,0.00045236109872348607,0.37329232692718506,0.4300000071525574,0.38999998569488525,-0.238937109708786,0.1646042913198471,0.6014607548713684,0.2112080603837967,1
19,57,60,3,dispatch_decision_block,hierarchical_actor_theta_route,0.01901678740978241,0.36069491505622864,1.172263264656067,-1.5086603164672852,-0.007252022158354521,0.16800732910633087,1.0238665342330933,-0.532254159450531,0.49725285172462463,0.09722160547971725,0.3075452148914337,0.7403870820999146,0.44999998807907104,-0.007246558554470539,0.4063338041305542,0.12178559601306915,0.8994320631027222,0.4000000059604645,0.4699999988079071,-1.0217472314834595,0.3814113438129425,0.3363877534866333,0.14669053256511688,1
20,60,63,3,dispatch_decision_block,hierarchical_actor_theta_route,0.0004944628453813493,0.21235236525535583,0.5345911383628845,-0.8226590156555176,-0.02677198126912117,0.2875540852546692,0.9347974061965942,-0.9222675561904907,0.4772912561893463,0.09541983902454376,0.24073022603988647,0.6890490055084229,0.41999998688697815,-0.08098945021629333,0.31250742077827454,0.0016691446071490645,0.3223758935928345,0.41999998688697815,0.36000001430511475,-0.3651171624660492,0.2756207287311554,1.2995080947875977,0.3954857289791107,1
21,63,66,3,dispatch_decision_block,hierarchical_actor_theta_route,-0.010484823025763035,0.2013174444437027,0.6960898637771606,-0.7758406400680542,0.006361311301589012,0.2129851132631302,0.5804239511489868,-1.0880831480026245,0.4675985276699066,0.07851123064756393,0.3161778151988983,0.6531282663345337,0.3400000035762787,-0.024283189326524734,0.27002137899398804,-0.0018367778975516558,0.2638329863548279,0.36000001430511475,0.3499999940395355,0.32805386185646057,0.16315892338752747,-0.3317548632621765,0.15019597113132477,1
22,66,69,3,dispatch_decision_block,hierarchical_actor_theta_route,0.0238049253821373,0.26658719778060913,0.9917541742324829,-1.1435543298721313,-0.0011081028496846557,0.2449730634689331,1.2918611764907837,-0.9661489725112915,0.5095948576927185,0.09209728240966797,0.2882515490055084,0.7057230472564697,0.5099999904632568,0.01715439185500145,0.2542804777622223,0.029889320954680443,0.40515631437301636,0.3400000035762787,0.46000000834465027,-1.339322566986084,0.27787816524505615,0.02532535046339035,0.20391397178173065,1
23,69,72,3,dispatch_decision_block,hierarchical_actor_theta_route,-0.015720795840024948,0.2538303732872009,1.0683364868164062,-1.0960299968719482,-0.02876446768641472,0.26856136322021484,0.9283179640769958,-1.063742995262146,0.504543125629425,0.11119914799928665,0.2274744212627411,0.7243401408195496,0.550000011920929,-0.03467845171689987,0.28265267610549927,0.008269872516393661,0.37881195545196533,0.3700000047683716,0.36000001430511475,0.5449208617210388,0.3129178285598755,1.4069935083389282,0.29973745346069336,1
0,0,3,3,dispatch_decision_block,hierarchical_actor_theta_route,-0.023241722956299782,0.2314380556344986,0.6720453500747681,-0.9012879729270935,0.03432707488536835,0.29434534907341003,1.3874032497406006,-0.9099751710891724,0.5142585039138794,0.10677924007177353,0.225560262799263,0.7370684146881104,0.550000011920929,0.05121869966387749,0.4208485782146454,0.03439873084425926,0.38334375619888306,0.30000001192092896,0.4000000059604645,0.874342679977417,0.47233036160469055,-1.5199792385101318,0.5929796695709229,2
1,3,6,3,dispatch_decision_block,hierarchical_actor_theta_route,0.009006032720208168,0.28146374225616455,0.9967074394226074,-1.0334668159484863,0.010004622861742973,0.26127898693084717,1.2865519523620605,-0.8146493434906006,0.49896925687789917,0.09303425252437592,0.2819696068763733,0.7344691157341003,0.5299999713897705,-0.037004776298999786,0.22657527029514313,0.002828507451340556,0.25003740191459656,0.3400000035762787,0.3499999940395355,-0.6293924450874329,0.27460673451423645,-0.46894729137420654,0.19670604169368744,2
2,6,9,3,dispatch_decision_block,hierarchical_actor_theta_route,-0.014566718600690365,0.2596246004104614,0.7623221278190613,-1.201066017150879,-0.021462541073560715,0.30523788928985596,0.9300950169563293,-1.2749979496002197,0.5135880708694458,0.09022503346204758,0.3136596381664276,0.7741950750350952,0.6299999952316284,-0.012896640226244926,0.2832503318786621,-0.01631264016032219,0.24506376683712006,0.33000001311302185,0.3799999952316284,0.6525887846946716,0.29163452982902527,1.0142967700958252,0.3612838387489319,2
3,9,12,3,dispatch_decision_block,hierarchical_actor_theta_route,-0.0024169587995857,0.2264389991760254,0.5460652112960815,-0.7793214321136475,-0.001767061068676412,0.21187080442905426,0.6643408536911011,-0.8592737913131714,0.4911150336265564,0.09754817932844162,0.2625885307788849,0.7531949877738953,0.4699999988079071,0.06507673114538193,0.29803192615509033,0.01469165924936533,0.2535567283630371,0.28999999165534973,0.36000001430511475,-0.16029171645641327,0.16882503032684326,0.077582947909832,0.1745116114616394,2
4,12,15,3,dispatch_decision_block,hierarchical_actor_theta_route,0.012493330053985119,0.2568548023700714,1.0640991926193237,-0.6924194097518921,0.004005947150290012,0.24977393448352814,0.7127997875213623,-1.128920316696167,0.48966285586357117,0.08662326633930206,0.29635393619537354,0.6996080279350281,0.47999998927116394,-0.023434419184923172,0.28197070956230164,-0.022473124787211418,0.30173084139823914,0.36000001430511475,0.3499999940395355,-0.7217941284179688,0.3736639618873596,-0.1449512243270874,0.2126782089471817,2
5,15,18,3,dispatch_decision_block,hierarchical_actor_theta_route,0.004453922621905804,0.16676753759384155,0.5276437997817993,-0.4433930218219757,-0.012408492155373096,0.1552426666021347,0.5806217789649963,-0.5353866815567017,0.47700637578964233,0.09678972512483597,0.2064836621284485,0.730428159236908,0.38999998569488525,0.021676363423466682,0.33498281240463257,-0.011265791952610016,0.2361987978219986,0.2800000011920929,0.27000001072883606,-0.3524855077266693,0.25430238246917725,0.5733323097229004,0.18519943952560425,2
