epoch,theta_advantage_mean,theta_advantage_std,theta_advantage_max,theta_advantage_min,route_advantage_mean,route_advantage_std,route_advantage_max,route_advantage_min,theta_advantage_alignment,route_advantage_alignment,theta_selected_action_prob_gain,route_selected_action_prob_gain,theta_negative_adv_prob_gain,route_negative_adv_prob_gain,theta_clip_fraction,route_clip_fraction,theta_head_grad_norm,route_head_grad_norm,theta_route_head_correlation,offload_rate_mean,bs1_vs_bs2_entropy,offload_vs_local_value_gap_mean,offload_vs_local_value_gap_std,bs1_vs_bs2_value_gap_mean,bs1_vs_bs2_value_gap_std
0,-0.00232457322999835,0.29267042875289917,2.0661935806274414,-1.2860959768295288,-0.004160622600466013,0.33412832021713257,1.5988192558288574,-1.5260745286941528,0.2761969268321991,0.3024834096431732,-0.005475359503179789,0.003808061359450221,-0.04058955982327461,-0.03545621782541275,0.1508333384990692,0.16750000417232513,0.04770691664416624,0.11441563508746973,-0.020991923287510872,0.4870436489582062,0.6597751975059509,-0.019761549308896065,0.47076907753944397,0.19783562421798706,0.6271748542785645
1,0.000554288737475872,0.2381005883216858,1.4269533157348633,-1.5086603164672852,-0.004209764767438173,0.24736377596855164,1.6920568943023682,-1.6813249588012695,0.31736326217651367,0.34834927320480347,-0.0008643607143312693,0.018868912011384964,-0.11157845705747604,-0.09025852382183075,0.37041667103767395,0.42500001192092896,0.038120110468879045,0.06913052277386048,0.03154057264328003,0.49578583240509033,0.6577042937278748,-0.12888553738594055,0.580058753490448,0.20020096004009247,0.7225254774093628
2,0.0009972287807613611,0.24170179665088654,1.514222502708435,-1.201066017150879,-0.004767002072185278,0.2573283016681671,1.8520267009735107,-1.6903376579284668,0.3434717059135437,0.3726377785205841,0.017646515741944313,0.0022538471966981888,-0.09101960808038712,-0.09605515003204346,0.3283333480358124,0.3916666805744171,0.03586283363770425,0.06388697793551587,0.032388318330049515,0.4967231750488281,0.6559445261955261,-0.22589367628097534,0.6022501587867737,0.2291412353515625,0.7904874682426453
3,0.0037942405324429274,0.22349201142787933,1.2817970514297485,-1.367995023727417,-0.008414369076490402,0.23869499564170837,1.4973801374435425,-1.7290034294128418,0.360945463180542,0.3579024076461792,-0.008232242427766323,0.00890559796243906,-0.12577342987060547,-0.11655054241418839,0.3687500059604645,0.4429166615009308,0.04755593602999265,0.0807271720813955,0.061643172055482864,0.4973984658718109,0.6536855697631836,-0.3849387764930725,0.6653184294700623,0.4128652811050415,0.8445542454719543
4,0.005691923666745424,0.22692610323429108,1.403306484222412,-2.302800178527832,-0.008054878562688828,0.24620459973812103,1.440242052078247,-1.5177321434020996,0.3785797357559204,0.36512550711631775,-0.00438723573461175,0.007924806326627731,-0.10478910058736801,-0.10375440120697021,0.3149999976158142,0.39916667342185974,0.04029284855707656,0.06171982324584371,0.0779019221663475,0.49518707394599915,0.6518930792808533,-0.38775834441185,0.7551203966140747,0.36892977356910706,1.00191330909729
