epoch,policy_surrogate_mode,actor_structure_mode,route_gate_mean,route_gate_std,route_gate_min,route_gate_max,route_gate_active_fraction,offload_rate_mean,theta_head_grad_norm,route_head_grad_norm
0,hierarchical_actor_theta_route,hierarchical_actor_theta_route,0.4870436489582062,0.09082290530204773,0.21728189289569855,0.7850005030632019,0.4387499988079071,0.4870436489582062,0.04770691664416624,0.11441563508746973
1,hierarchical_actor_theta_route,hierarchical_actor_theta_route,0.49578583240509033,0.0978706106543541,0.16664882004261017,0.8189423084259033,0.4795833230018616,0.49578583240509033,0.038120110468879045,0.06913052277386048
2,hierarchical_actor_theta_route,hierarchical_actor_theta_route,0.4967231750488281,0.10026271641254425,0.20332631468772888,0.8224596381187439,0.49291667342185974,0.4967231750488281,0.03586283363770425,0.06388697793551587
3,hierarchical_actor_theta_route,hierarchical_actor_theta_route,0.4973984658718109,0.10507351905107498,0.21188917756080627,0.8081023097038269,0.47833332419395447,0.4973984658718109,0.04755593602999265,0.0807271720813955
4,hierarchical_actor_theta_route,hierarchical_actor_theta_route,0.49518707394599915,0.10801094025373459,0.16961570084095,0.8429247140884399,0.48124998807907104,0.49518707394599915,0.04029284855707656,0.06171982324584371
