group_name,step_type,probe_value_pred_mean,probe_value_pred_std,probe_pearson_value_vs_value_target,probe_spearman_value_vs_value_target,probe_pearson_value_vs_return,probe_spearman_value_vs_return,probe_pearson_value_vs_advantage,probe_spearman_value_vs_advantage,critic_param_delta_norm,critic_backbone_delta_norm,critic_head_delta_norm,grad_norm,update_over_grad_ratio,cosine_update_vs_grad,cosine_update_vs_neg_grad
no_op,before_update,-24.348785400390625,9.702089309692383,0.35978466272354126,0.16304819285869598,0.3597846031188965,0.16304819285869598,-0.46308663487434387,-0.43443334102630615,0.0,0.0,0.0,0.4999997921103863,0.0,0.0,0.0
no_op,after_update,-24.348785400390625,9.702089309692383,0.35978466272354126,0.16304819285869598,0.3597846031188965,0.16304819285869598,-0.46308663487434387,-0.43443334102630615,0.0,0.0,0.0,0.4999997921103863,0.0,0.0,0.0
current_adam,before_update,-24.348785400390625,9.702089309692383,0.35978466272354126,0.16304819285869598,0.3597846031188965,0.16304819285869598,-0.46308663487434387,-0.43443334102630615,0.0,0.0,0.0,0.4999997921103863,0.0,0.0,0.0
current_adam,after_update,-24.20650291442871,9.851547241210938,0.33826130628585815,0.1914893537759781,0.33826130628585815,0.1914893537759781,-0.42099079489707947,-0.3672383725643158,0.06524962277310246,0.06470263497995109,0.003795852149678181,0.4999997921103863,0.13049929980510297,-0.17548954958377713,0.17548954958377713
adam_fresh_state,before_update,-24.348785400390625,9.702089309692383,0.35978466272354126,0.16304819285869598,0.3597846031188965,0.16304819285869598,-0.46308663487434387,-0.43443334102630615,0.0,0.0,0.0,0.4999997921103863,0.0,0.0,0.0
adam_fresh_state,after_update,-25.699493408203125,7.139023303985596,0.3132598400115967,0.12027789652347565,0.31325986981391907,0.12027789652347565,-0.5394993424415588,-0.46341726183891296,0.14721167915333483,0.13899312016861778,0.00567891118532941,0.4999997921103863,0.294423480721837,-0.47870181908986426,0.47870181908986426
norm_matched_sgd,before_update,-24.348785400390625,9.702089309692383,0.35978466272354126,0.16304819285869598,0.3597846031188965,0.16304819285869598,-0.46308663487434387,-0.43443334102630615,0.0,0.0,0.0,0.4999997921103863,0.0,0.0,0.0
norm_matched_sgd,after_update,-27.309112548828125,8.817883491516113,0.32462573051452637,0.1406860649585724,0.32462576031684875,0.1406860649585724,-0.5119498372077942,-0.4487624764442444,0.06524962607084558,0.05284496682161811,0.0382369996808741,0.4999997921103863,0.13049930640059196,-1.0000040768916578,1.0000040768916578
