group_name,step_type,critic_loss,value_pred_mean,value_pred_std,value_target_mean,value_target_std,pearson_value_vs_value_target,spearman_value_vs_value_target,pearson_value_vs_return,spearman_value_vs_return,pearson_value_vs_advantage,spearman_value_vs_advantage,critic_param_delta_norm,critic_backbone_delta_norm,critic_head_delta_norm,grad_norm,update_over_grad_ratio,cosine_update_vs_grad,cosine_update_vs_neg_grad
no_op,before_update,0.5720275640487671,-25.476003646850586,11.228667259216309,-0.47898057103157043,1.2172616720199585,0.6659913659095764,0.1440615952014923,0.6659913659095764,0.1440615952014923,0.2994530498981476,0.08174487203359604,0.0,0.0,0.0,0.4999997921103863,0.0,0.0,0.0
no_op,after_update,0.5720275640487671,-25.476003646850586,11.228667259216309,-0.47898057103157043,1.2172616720199585,0.6659913659095764,0.1440615952014923,0.6659913659095764,0.1440615952014923,0.2994530498981476,0.08174487203359604,0.0,0.0,0.0,0.4999997921103863,0.0,0.0,0.0
current_adam,before_update,0.5720275640487671,-25.476003646850586,11.228667259216309,-0.47898057103157043,1.2172616720199585,0.6659913659095764,0.1440615952014923,0.6659913659095764,0.1440615952014923,0.2994530498981476,0.08174487203359604,0.0,0.0,0.0,0.4999997921103863,0.0,0.0,0.0
current_adam,after_update,0.5275998115539551,-25.81504249572754,11.216310501098633,-0.47898057103157043,1.2172616720199585,0.6915565133094788,0.1902492791414261,0.6915565133094788,0.1902492791414261,0.31492361426353455,0.18914957344532013,0.06524962277310246,0.06470263497995109,0.003795852149678181,0.4999997921103863,0.13049929980510297,-0.17548954958377713,0.17548954958377713
adam_fresh_state,before_update,0.5720275640487671,-25.476003646850586,11.228667259216309,-0.47898057103157043,1.2172616720199585,0.6659913659095764,0.1440615952014923,0.6659913659095764,0.1440615952014923,0.2994530498981476,0.08174487203359604,0.0,0.0,0.0,0.4999997921103863,0.0,0.0,0.0
adam_fresh_state,after_update,0.4160216450691223,-27.90831756591797,4.368140697479248,-0.47898057103157043,1.2172616720199585,0.7423577308654785,0.39516133069992065,0.7423577308654785,0.39516133069992065,0.350154310464859,0.22214078903198242,0.14721167915333483,0.13899312016861778,0.00567891118532941,0.4999997921103863,0.294423480721837,-0.47870181908986426,0.47870181908986426
norm_matched_sgd,before_update,0.5720275640487671,-25.476003646850586,11.228667259216309,-0.47898057103157043,1.2172616720199585,0.6659913659095764,0.1440615952014923,0.6659913659095764,0.1440615952014923,0.2994530498981476,0.08174487203359604,0.0,0.0,0.0,0.4999997921103863,0.0,0.0,0.0
norm_matched_sgd,after_update,0.33005309104919434,-29.64295196533203,6.15268087387085,-0.47898057103157043,1.2172616720199585,0.7364886403083801,0.22434020042419434,0.7364885807037354,0.22434020042419434,0.3379709720611572,0.12976540625095367,0.06524962607084558,0.05284496682161811,0.0382369996808741,0.4999997921103863,0.13049930640059196,-1.0000040768916578,1.0000040768916578
