block_index,block_start,block_stop_exclusive,block_size,block_semantic,block_logprob_delta_mean,block_logprob_delta_std,block_ratio_proxy_mean,block_ratio_proxy_std,epoch
0,0,3,3,dispatch_decision_block,-0.0030461656861007214,0.24862627685070038,1.0278228521347046,0.2556039094924927,0
1,3,6,3,dispatch_decision_block,-0.009858055971562862,0.1968739926815033,1.0102128982543945,0.2145049273967743,0
2,6,9,3,dispatch_decision_block,0.0006633424782194197,0.34570565819740295,1.0676199197769165,0.4443625807762146,0
3,9,12,3,dispatch_decision_block,-0.12859991192817688,0.6224216222763062,1.0570300817489624,0.6528356671333313,0
4,12,15,3,dispatch_decision_block,-0.08984638005495071,0.4342327117919922,1.0053292512893677,0.46462157368659973,0
5,15,18,3,dispatch_decision_block,-0.002268614247441292,0.22801803052425385,1.026478886604309,0.2829790413379669,0
6,18,21,3,dispatch_decision_block,0.001398277236148715,0.2674497365951538,1.040442705154419,0.31382980942726135,0
7,21,24,3,dispatch_decision_block,-0.16889850795269012,0.6255530714988708,1.0281108617782593,0.7285491824150085,0
8,24,27,3,dispatch_decision_block,0.018874023109674454,0.288346529006958,1.0696704387664795,0.41473421454429626,0
9,27,30,3,dispatch_decision_block,-0.06702815741300583,0.47338035702705383,1.0360647439956665,0.46448472142219543,0
10,30,33,3,dispatch_decision_block,-0.009023369289934635,0.3428204655647278,1.0477598905563354,0.3472929894924164,0
11,33,36,3,dispatch_decision_block,-0.1102897897362709,0.5664613246917725,1.0529063940048218,0.6406181454658508,0
12,36,39,3,dispatch_decision_block,-0.0814693346619606,0.5453855395317078,1.0665982961654663,0.6183886528015137,0
13,39,42,3,dispatch_decision_block,-0.0026095337234437466,0.18213513493537903,1.0154974460601807,0.2151312381029129,0
14,42,45,3,dispatch_decision_block,-0.11084088683128357,0.6777104139328003,1.1243295669555664,0.8702624440193176,0
15,45,48,3,dispatch_decision_block,-0.004983366001397371,0.41404417157173157,1.0800220966339111,0.4322064518928528,0
16,48,51,3,dispatch_decision_block,-0.05418269336223602,0.3294014036655426,0.9987316131591797,0.35873016715049744,0
17,51,54,3,dispatch_decision_block,-0.08096479624509811,0.5453485250473022,1.0620803833007812,0.5922273993492126,0
18,54,57,3,dispatch_decision_block,-0.1540127396583557,0.6788161993026733,1.0867984294891357,0.9075149893760681,0
19,57,60,3,dispatch_decision_block,-0.09100630134344101,0.5842171907424927,1.083604335784912,0.7072204947471619,0
20,60,63,3,dispatch_decision_block,-0.08919106423854828,0.3556477427482605,0.9771531820297241,0.3902406692504883,0
21,63,66,3,dispatch_decision_block,-0.07849117368459702,0.5537604093551636,1.075425386428833,0.6735285520553589,0
22,66,69,3,dispatch_decision_block,-0.015099678188562393,0.3434385061264038,1.0405620336532593,0.32919052243232727,0
23,69,72,3,dispatch_decision_block,-0.03490878641605377,0.4514525532722473,1.0775446891784668,0.6064817905426025,0
0,0,3,3,dispatch_decision_block,-0.04499233886599541,0.4944896101951599,1.1012235879898071,0.7768112421035767,1
1,3,6,3,dispatch_decision_block,-0.05767283961176872,0.7006930112838745,1.2569003105163574,1.3288627862930298,1
2,6,9,3,dispatch_decision_block,-0.02487405762076378,0.4627891778945923,1.0960742235183716,0.6329953074455261,1
3,9,12,3,dispatch_decision_block,-0.04287607595324516,0.7145299911499023,1.2942101955413818,1.6892054080963135,1
4,12,15,3,dispatch_decision_block,-0.14858756959438324,0.7174923419952393,1.0838946104049683,0.8089566230773926,1
5,15,18,3,dispatch_decision_block,-0.09689828753471375,0.5616259574890137,1.062973976135254,0.7462695240974426,1
6,18,21,3,dispatch_decision_block,-0.104932501912117,0.5708052515983582,1.0728614330291748,0.7742549180984497,1
7,21,24,3,dispatch_decision_block,-0.11729884147644043,0.47710371017456055,0.9926835894584656,0.49589863419532776,1
8,24,27,3,dispatch_decision_block,0.00699289795011282,0.6668069958686829,1.447237253189087,2.8489787578582764,1
9,27,30,3,dispatch_decision_block,-0.04000980406999588,0.5208274126052856,1.1360126733779907,0.8942793011665344,1
10,30,33,3,dispatch_decision_block,-0.0991353765130043,0.46268028020858765,1.0040395259857178,0.4888925552368164,1
11,33,36,3,dispatch_decision_block,-0.059914227575063705,0.7315766215324402,1.346858263015747,1.962141990661621,1
12,36,39,3,dispatch_decision_block,-0.12516877055168152,0.48764756321907043,0.9853459000587463,0.45959195494651794,1
13,39,42,3,dispatch_decision_block,-0.12405048310756683,0.6812384128570557,1.233415126800537,1.9088184833526611,1
14,42,45,3,dispatch_decision_block,-0.09235081076622009,0.4537266194820404,1.0149412155151367,0.5566338896751404,1
15,45,48,3,dispatch_decision_block,-0.04393632337450981,0.5669535994529724,1.1166374683380127,0.729515552520752,1
16,48,51,3,dispatch_decision_block,-0.08224380761384964,0.7721293568611145,1.1673415899276733,1.2920416593551636,1
17,51,54,3,dispatch_decision_block,-0.042757339775562286,0.5323312282562256,1.0956225395202637,0.5991508364677429,1
18,54,57,3,dispatch_decision_block,-0.10198824107646942,0.5057623982429504,1.033542513847351,0.6224428415298462,1
19,57,60,3,dispatch_decision_block,-0.11989851295948029,0.550309956073761,1.0273010730743408,0.6691986918449402,1
20,60,63,3,dispatch_decision_block,-0.21138513088226318,0.5932914018630981,0.9535250663757324,0.650463342666626,1
21,63,66,3,dispatch_decision_block,-0.14409062266349792,0.5028839707374573,0.9914965033531189,0.6492407917976379,1
22,66,69,3,dispatch_decision_block,-0.12294422090053558,0.5493361353874207,1.007479190826416,0.5565480589866638,1
23,69,72,3,dispatch_decision_block,-0.019524985924363136,0.5389944911003113,1.1390023231506348,0.6935048699378967,1
0,0,3,3,dispatch_decision_block,-0.17984290421009064,0.7336267232894897,1.014338731765747,0.6625623106956482,2
1,3,6,3,dispatch_decision_block,-0.07487352192401886,0.7237362265586853,1.2973084449768066,1.9707791805267334,2
2,6,9,3,dispatch_decision_block,-0.19007201492786407,0.7293255925178528,1.1134108304977417,1.430945873260498,2
3,9,12,3,dispatch_decision_block,-0.16670635342597961,0.5379184484481812,0.9795762896537781,0.5968282222747803,2
4,12,15,3,dispatch_decision_block,-0.12525266408920288,0.6805726885795593,1.2251472473144531,2.4950649738311768,2
5,15,18,3,dispatch_decision_block,-0.10633024573326111,0.6199852228164673,1.0686213970184326,0.6532948017120361,2
6,18,21,3,dispatch_decision_block,-0.20487846434116364,0.5930310487747192,0.9371258616447449,0.45663103461265564,2
7,21,24,3,dispatch_decision_block,-0.11509279906749725,0.6775106191635132,1.3733285665512085,3.8661582469940186,2
8,24,27,3,dispatch_decision_block,-0.23647676408290863,0.5725319385528564,0.9201156497001648,0.5557112097740173,2
9,27,30,3,dispatch_decision_block,-0.13456544280052185,0.4908710718154907,0.9790107011795044,0.5126994848251343,2
10,30,33,3,dispatch_decision_block,-0.11433355510234833,0.8197094798088074,1.2506732940673828,1.6630825996398926,2
11,33,36,3,dispatch_decision_block,-0.09085085988044739,0.5502296686172485,1.0634503364562988,0.7598402500152588,2
12,36,39,3,dispatch_decision_block,-0.16618652641773224,0.5831567645072937,0.9771224856376648,0.5279464721679688,2
13,39,42,3,dispatch_decision_block,-0.3366931676864624,0.8817655444145203,0.8902453780174255,0.45297709107398987,2
14,42,45,3,dispatch_decision_block,-0.11779244244098663,0.6084581613540649,1.0704706907272339,1.019777536392212,2
15,45,48,3,dispatch_decision_block,-0.24867038428783417,0.731015682220459,0.9618706703186035,0.586648166179657,2
16,48,51,3,dispatch_decision_block,-0.2013607621192932,0.6748979687690735,0.9997713565826416,0.6957359910011292,2
17,51,54,3,dispatch_decision_block,-0.16600961983203888,0.559201180934906,0.950767457485199,0.39306288957595825,2
18,54,57,3,dispatch_decision_block,-0.14597667753696442,0.44874316453933716,0.9452868700027466,0.4093070924282074,2
19,57,60,3,dispatch_decision_block,-0.12341874092817307,0.48953503370285034,0.9953917860984802,0.5346872210502625,2
20,60,63,3,dispatch_decision_block,-0.16911068558692932,0.5084741115570068,0.9450187683105469,0.4327051043510437,2
21,63,66,3,dispatch_decision_block,-0.14756956696510315,0.6137889623641968,0.994474470615387,0.45923420786857605,2
22,66,69,3,dispatch_decision_block,-0.05603437125682831,0.5920131206512451,1.1426036357879639,0.9095727801322937,2
23,69,72,3,dispatch_decision_block,-0.17321069538593292,0.7596103549003601,1.0643800497055054,1.0406862497329712,2
0,0,3,3,dispatch_decision_block,0.11368966847658157,0.6375428438186646,1.421022891998291,1.448871374130249,3
1,3,6,3,dispatch_decision_block,0.04098315164446831,0.636069118976593,1.2563347816467285,1.0372587442398071,3
2,6,9,3,dispatch_decision_block,0.02328648418188095,0.6442798972129822,1.2653837203979492,1.0751926898956299,3
3,9,12,3,dispatch_decision_block,0.07917948812246323,0.5804749131202698,1.3099709749221802,1.1604242324829102,3
4,12,15,3,dispatch_decision_block,-0.011955628171563148,0.6036610007286072,1.149448275566101,0.6497226357460022,3
5,15,18,3,dispatch_decision_block,0.07529070228338242,0.5344963669776917,1.273344874382019,0.9186553955078125,3
6,18,21,3,dispatch_decision_block,-0.026687469333410263,0.5839033126831055,1.1435656547546387,0.7217575311660767,3
7,21,24,3,dispatch_decision_block,0.006637058220803738,0.5066567659378052,1.1806668043136597,1.1144435405731201,3
8,24,27,3,dispatch_decision_block,0.04825305938720703,0.5824184417724609,1.3020776510238647,1.4277218580245972,3
9,27,30,3,dispatch_decision_block,0.03602055832743645,0.7962548732757568,1.8058947324752808,5.132569789886475,3
10,30,33,3,dispatch_decision_block,0.04523640498518944,0.5852130651473999,1.2786108255386353,1.1305614709854126,3
11,33,36,3,dispatch_decision_block,0.04906085506081581,0.692461371421814,1.4656823873519897,1.9947798252105713,3
12,36,39,3,dispatch_decision_block,0.060133982449769974,0.6373372673988342,1.3464300632476807,1.2632524967193604,3
13,39,42,3,dispatch_decision_block,0.026402689516544342,0.5620473027229309,1.222896933555603,0.9035691022872925,3
14,42,45,3,dispatch_decision_block,0.04596905782818794,0.5753694176673889,1.2349190711975098,0.8650801181793213,3
15,45,48,3,dispatch_decision_block,-0.03556918725371361,0.6972289681434631,1.2083420753479004,0.9529268741607666,3
16,48,51,3,dispatch_decision_block,0.025966038927435875,0.6145111918449402,1.2606602907180786,1.0555832386016846,3
17,51,54,3,dispatch_decision_block,0.0632205456495285,0.5787254571914673,1.323183298110962,1.372286319732666,3
18,54,57,3,dispatch_decision_block,0.06740394234657288,0.6344828605651855,1.3206287622451782,1.040206789970398,3
19,57,60,3,dispatch_decision_block,0.06399687379598618,0.563759982585907,1.3069403171539307,1.2775543928146362,3
20,60,63,3,dispatch_decision_block,0.0833478718996048,0.74985271692276,1.6334260702133179,2.6904397010803223,3
21,63,66,3,dispatch_decision_block,0.01010439544916153,0.5607766509056091,1.1878373622894287,0.85340815782547,3
22,66,69,3,dispatch_decision_block,0.020083026960492134,0.590557336807251,1.2223225831985474,0.9135324358940125,3
23,69,72,3,dispatch_decision_block,0.00946235191076994,0.5981778502464294,1.1843361854553223,0.693780243396759,3
0,0,3,3,dispatch_decision_block,-0.1000649705529213,0.5617721676826477,1.0526484251022339,0.6440832018852234,4
