block_index,block_start,block_stop_exclusive,block_size,block_semantic,block_clip_fraction,block_positive_adv_clip_fraction,block_negative_adv_clip_fraction,block_ratio_mean,block_ratio_std,block_ratio_max,block_surrogate_mean,block_surrogate_std,per_block_selected_action_prob_gain_mean,per_block_selected_action_prob_gain_std,epoch
0,0,3,3,dispatch_decision_block,0.4399999976158142,0.0,0.4399999976158142,1.0278228521347046,0.2556039094924927,2.0154500007629395,0.0037258530501276255,1.008921504020691,0.0278228260576725,0.2556039094924927,0
1,3,6,3,dispatch_decision_block,0.23999999463558197,0.0,0.23999999463558197,1.0102128982543945,0.2145049273967743,2.210362195968628,0.07178737968206406,1.0682060718536377,0.010212788358330727,0.2145049273967743,0
2,6,9,3,dispatch_decision_block,0.47999998927116394,0.0,0.47999998927116394,1.0676199197769165,0.4443625807762146,3.8132429122924805,-0.010848655365407467,1.000199317932129,0.06761990487575531,0.4443625807762146,0
3,9,12,3,dispatch_decision_block,0.75,0.0,0.75,1.0570300817489624,0.6528356671333313,3.429006576538086,-0.043077316135168076,1.0631603002548218,0.05702998489141464,0.6528356671333313,0
4,12,15,3,dispatch_decision_block,0.6000000238418579,0.0,0.6000000238418579,1.0053292512893677,0.46462157368659973,3.009141445159912,0.025298118591308594,1.0670830011367798,0.005329252686351538,0.46462157368659973,0
5,15,18,3,dispatch_decision_block,0.2199999988079071,0.0,0.2199999988079071,1.026478886604309,0.2829790413379669,2.9830117225646973,0.026743363589048386,1.039570927619934,0.02647881954908371,0.2829790413379669,0
6,18,21,3,dispatch_decision_block,0.38999998569488525,0.0,0.38999998569488525,1.040442705154419,0.31382980942726135,2.346325635910034,0.040354784578084946,1.0800671577453613,0.04044266790151596,0.31382980942726135,0
7,21,24,3,dispatch_decision_block,0.7599999904632568,0.0,0.7599999904632568,1.0281108617782593,0.7285491824150085,5.309973239898682,-0.04219366982579231,1.0574347972869873,0.028110796585679054,0.7285491824150085,0
8,24,27,3,dispatch_decision_block,0.3199999928474426,0.0,0.3199999928474426,1.0696704387664795,0.41473421454429626,3.8906261920928955,0.007780895102769136,0.9925926923751831,0.06967037916183472,0.41473421454429626,0
9,27,30,3,dispatch_decision_block,0.5899999737739563,0.0,0.5899999737739563,1.0360647439956665,0.46448472142219543,2.7037181854248047,-0.05096416920423508,1.046983003616333,0.0360647477209568,0.46448472142219543,0
10,30,33,3,dispatch_decision_block,0.49000000953674316,0.0,0.49000000953674316,1.0477598905563354,0.3472929894924164,2.2735111713409424,0.025300731882452965,1.0996981859207153,0.04775993525981903,0.3472929894924164,0
11,33,36,3,dispatch_decision_block,0.75,0.0,0.75,1.0529063940048218,0.6406181454658508,3.662463426589966,-0.039380237460136414,1.0522485971450806,0.05290636047720909,0.6406181454658508,0
12,36,39,3,dispatch_decision_block,0.6499999761581421,0.0,0.6499999761581421,1.0665982961654663,0.6183886528015137,3.8600900173187256,0.004094534087926149,1.0659223794937134,0.06659829616546631,0.6183886528015137,0
13,39,42,3,dispatch_decision_block,0.1899999976158142,0.0,0.1899999976158142,1.0154974460601807,0.2151312381029129,2.389636993408203,0.035165462642908096,1.045998454093933,0.015497476793825626,0.2151312381029129,0
14,42,45,3,dispatch_decision_block,0.7300000190734863,0.0,0.7300000190734863,1.1243295669555664,0.8702624440193176,6.450008869171143,-0.08276381343603134,1.0437395572662354,0.1243295669555664,0.8702624440193176,0
15,45,48,3,dispatch_decision_block,0.5699999928474426,0.0,0.5699999928474426,1.0800220966339111,0.4322064518928528,2.331359624862671,-0.04424664378166199,1.0619406700134277,0.08002206683158875,0.4322064518928528,0
16,48,51,3,dispatch_decision_block,0.4300000071525574,0.0,0.4300000071525574,0.9987316131591797,0.35873016715049744,3.429650068283081,0.04887374863028526,1.0729360580444336,-0.0012684452813118696,0.35873016715049744,0
17,51,54,3,dispatch_decision_block,0.699999988079071,0.0,0.699999988079071,1.0620803833007812,0.5922273993492126,3.927673816680908,-0.02420041523873806,1.0416297912597656,0.062080349773168564,0.5922273993492126,0
18,54,57,3,dispatch_decision_block,0.7599999904632568,0.0,0.7599999904632568,1.0867984294891357,0.9075149893760681,6.847241401672363,-0.03598508983850479,1.0823298692703247,0.08679845184087753,0.9075149893760681,0
19,57,60,3,dispatch_decision_block,0.6600000262260437,0.0,0.6600000262260437,1.083604335784912,0.7072204947471619,4.498373985290527,-0.02497268281877041,1.0153042078018188,0.08360423892736435,0.7072204947471619,0
20,60,63,3,dispatch_decision_block,0.550000011920929,0.0,0.550000011920929,0.9771531820297241,0.3902406692504883,2.6677756309509277,0.015259466134011745,1.0350905656814575,-0.022846758365631104,0.3902406692504883,0
21,63,66,3,dispatch_decision_block,0.6899999976158142,0.0,0.6899999976158142,1.075425386428833,0.6735285520553589,4.521587371826172,0.04249690845608711,1.0436997413635254,0.07542544603347778,0.6735285520553589,0
22,66,69,3,dispatch_decision_block,0.5699999928474426,0.0,0.5699999928474426,1.0405620336532593,0.32919052243232727,1.9716815948486328,0.03382699936628342,1.0384622812271118,0.04056196287274361,0.32919052243232727,0
