group_name,step_type,set_type,critic_loss,value_pred_mean,value_pred_std,value_target_mean,value_target_std,return_mean,return_std,advantage_mean,advantage_std,pearson_value_vs_value_target,spearman_value_vs_value_target,pearson_value_vs_return,spearman_value_vs_return,pearson_value_vs_advantage,spearman_value_vs_advantage,pearson_value_vs_one_step_reward,spearman_value_vs_one_step_reward,update_objective,main_value_loss,aux_loss,heldout_main_value_loss,grad_norm,critic_param_delta_norm,critic_backbone_delta_norm,critic_head_delta_norm,cosine_update_vs_grad,update_over_grad_ratio
no_op,before_update,current_batch,0.3996136486530304,-26.539926528930664,7.47188138961792,-0.4497126638889313,1.0327413082122803,-30.325071334838867,8.894390106201172,-15.459139823913574,16.447053909301758,0.6262403130531311,0.4186217486858368,0.6262403726577759,0.4186217486858368,0.12078416347503662,0.23643697798252106,-0.40816208720207214,-0.394794762134552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_op,before_update,held_out_batch,0.46690577268600464,-26.267045974731445,8.731260299682617,-0.5504244565963745,1.0681970119476318,-31.192440032958984,9.199749946594238,-17.85287857055664,18.989484786987305,0.6415639519691467,0.08869046717882156,0.641563892364502,0.08869046717882156,0.29333165287971497,-0.04001831263303757,-0.1399911344051361,-0.5038918852806091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_op,before_update,probe,0.9337701797485352,-24.604461669921875,9.092120170593262,-1.1509175300598145,0.5814316272735596,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.3689935803413391,0.12841945886611938,0.3689936399459839,0.12841945886611938,-0.5185487866401672,-0.5075987577438354,-0.44507306814193726,-0.5578593015670776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_op,after_update,current_batch,0.3996136486530304,-26.539926528930664,7.47188138961792,-0.4497126638889313,1.0327413082122803,-30.325071334838867,8.894390106201172,-15.459139823913574,16.447053909301758,0.6262403130531311,0.4186217486858368,0.6262403726577759,0.4186217486858368,0.12078416347503662,0.23643697798252106,-0.40816208720207214,-0.394794762134552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_op,after_update,held_out_batch,0.46690577268600464,-26.267045974731445,8.731260299682617,-0.5504244565963745,1.0681970119476318,-31.192440032958984,9.199749946594238,-17.85287857055664,18.989484786987305,0.6415639519691467,0.08869046717882156,0.641563892364502,0.08869046717882156,0.29333165287971497,-0.04001831263303757,-0.1399911344051361,-0.5038918852806091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_op,after_update,probe,0.9337701797485352,-24.604461669921875,9.092120170593262,-1.1509175300598145,0.5814316272735596,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.3689935803413391,0.12841945886611938,0.3689936399459839,0.12841945886611938,-0.5185487866401672,-0.5075987577438354,-0.44507306814193726,-0.5578593015670776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
current_full_critic_loss,before_update,current_batch,0.3996136486530304,-26.539926528930664,7.47188138961792,-0.4497126638889313,1.0327413082122803,-30.325071334838867,8.894390106201172,-15.459139823913574,16.447053909301758,0.6262403130531311,0.4186217486858368,0.6262403726577759,0.4186217486858368,0.12078416347503662,0.23643697798252106,-0.40816208720207214,-0.394794762134552,0.2630646228790283,0.3996136486530304,0.06325778365135193,0.0,2.1323801523229564,0.0,0.0,0.0,0.0,0.0
current_full_critic_loss,before_update,held_out_batch,0.46690577268600464,-26.267045974731445,8.731260299682617,-0.5504244565963745,1.0681970119476318,-31.192440032958984,9.199749946594238,-17.85287857055664,18.989484786987305,0.6415639519691467,0.08869046717882156,0.641563892364502,0.08869046717882156,0.29333165287971497,-0.04001831263303757,-0.1399911344051361,-0.5038918852806091,0.2630646228790283,0.3996136486530304,0.06325778365135193,0.0,2.1323801523229564,0.0,0.0,0.0,0.0,0.0
current_full_critic_loss,before_update,probe,0.9337701797485352,-24.604461669921875,9.092120170593262,-1.1509175300598145,0.5814316272735596,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.3689935803413391,0.12841945886611938,0.3689936399459839,0.12841945886611938,-0.5185487866401672,-0.5075987577438354,-0.44507306814193726,-0.5578593015670776,0.2630646228790283,0.3996136486530304,0.06325778365135193,0.0,2.1323801523229564,0.0,0.0,0.0,0.0,0.0
current_full_critic_loss,after_update,current_batch,0.3360705077648163,-26.925661087036133,7.446821689605713,-0.4497126638889313,1.0327413082122803,-30.325071334838867,8.894390106201172,-15.459139823913574,16.447053909301758,0.6846842765808105,0.45417892932891846,0.6846842765808105,0.45417892932891846,0.18903042376041412,0.3152492940425873,-0.39848437905311584,-0.3651026785373688,0.23158815503120422,0.3360705077648163,0.06355290859937668,0.0,2.1323801523229564,0.0689224230225629,0.06843044608005558,0.0037865243993632034,-0.24996407927005052,0.032321827300578046
current_full_critic_loss,after_update,held_out_batch,0.47623226046562195,-26.355133056640625,10.111907005310059,-0.5504244565963745,1.0681970119476318,-31.192440032958984,9.199749946594238,-17.85287857055664,18.989484786987305,0.6555610299110413,0.11442306637763977,0.6555609703063965,0.11442306637763977,0.3124719560146332,0.10274724662303925,-0.11750713735818863,-0.3999083936214447,0.23158815503120422,0.3360705077648163,0.06355290859937668,0.0,2.1323801523229564,0.0689224230225629,0.06843044608005558,0.0037865243993632034,-0.24996407927005052,0.032321827300578046
current_full_critic_loss,after_update,probe,0.962972104549408,-24.348785400390625,9.702089309692383,-1.1509175300598145,0.5814316272735596,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.35978466272354126,0.16304819285869598,0.3597846031188965,0.16304819285869598,-0.46308663487434387,-0.43443334102630615,-0.43479377031326294,-0.581741213798523,0.23158815503120422,0.3360705077648163,0.06355290859937668,0.0,2.1323801523229564,0.0689224230225629,0.06843044608005558,0.0037865243993632034,-0.24996407927005052,0.032321827300578046
main_value_loss_only,before_update,current_batch,0.3996136486530304,-26.539926528930664,7.47188138961792,-0.4497126638889313,1.0327413082122803,-30.325071334838867,8.894390106201172,-15.459139823913574,16.447053909301758,0.6262403130531311,0.4186217486858368,0.6262403726577759,0.4186217486858368,0.12078416347503662,0.23643697798252106,-0.40816208720207214,-0.394794762134552,0.1998068243265152,0.3996136486530304,0.0,0.0,2.131699207039702,0.0,0.0,0.0,0.0,0.0
main_value_loss_only,before_update,held_out_batch,0.46690577268600464,-26.267045974731445,8.731260299682617,-0.5504244565963745,1.0681970119476318,-31.192440032958984,9.199749946594238,-17.85287857055664,18.989484786987305,0.6415639519691467,0.08869046717882156,0.641563892364502,0.08869046717882156,0.29333165287971497,-0.04001831263303757,-0.1399911344051361,-0.5038918852806091,0.1998068243265152,0.3996136486530304,0.0,0.0,2.131699207039702,0.0,0.0,0.0,0.0,0.0
main_value_loss_only,before_update,probe,0.9337701797485352,-24.604461669921875,9.092120170593262,-1.1509175300598145,0.5814316272735596,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.3689935803413391,0.12841945886611938,0.3689936399459839,0.12841945886611938,-0.5185487866401672,-0.5075987577438354,-0.44507306814193726,-0.5578593015670776,0.1998068243265152,0.3996136486530304,0.0,0.0,2.131699207039702,0.0,0.0,0.0,0.0,0.0
main_value_loss_only,after_update,current_batch,0.33605924248695374,-26.925743103027344,7.446550369262695,-0.4497126638889313,1.0327413082122803,-30.325071334838867,8.894390106201172,-15.459139823913574,16.447053909301758,0.6846928596496582,0.45417892932891846,0.684692919254303,0.45417892932891846,0.18903812766075134,0.3152492940425873,-0.39848560094833374,-0.3651026785373688,0.16802962124347687,0.33605924248695374,0.0,0.0,2.131699207039702,0.068537255993265,0.06843257026756558,0.0037866589047653677,-0.24989741228706847,0.032151466664212404
