telemetry_step,train_epoch,update_epoch,minibatch_id,final_critic_backbone_delta_norm,backbone_active_count,backbone_clipped_active_count,backbone_clipped_active_fraction,backbone_active_preconditioner_mean,backbone_active_preconditioner_p95,backbone_active_preconditioner_p99,backbone_active_preconditioner_max,backbone_active_preconditioner_mean_after_clip,backbone_active_preconditioner_p95_after_clip,backbone_active_preconditioner_p99_after_clip,backbone_active_preconditioner_max_after_clip,backbone_soft_geometry_scale_factor_mean,backbone_soft_geometry_scale_factor_p50,backbone_soft_geometry_scale_factor_p95,backbone_soft_geometry_scale_factor_min,backbone_soft_geometry_trigger_active_fraction,backbone_soft_geometry_overflow_stat_mean,backbone_soft_geometry_overflow_stat_p95
0,0,0,0,0.0940528483670657,78848,0,0.0,429070.65625,1187228.6937499547,9127401.0,96768808.0,429070.65625,1187228.6937499547,9127401.0,96768808.0,0.58198237524493,0.5819823890924454,0.674738259613514,0.4789203117287979,0.6657898426055908,5.159297863053098,7.044110250473023
1,0,0,1,0.07172520305892238,78848,0,0.0,261814.078125,1037599.7218749814,6732991.5,48815968.0,261814.078125,1037599.7218749814,6732991.5,48815968.0,0.617010700386487,0.617010697722435,0.738244466483593,0.48230650449575113,0.5959322154521942,4.678873071256473,6.908109331130981
2,0,0,2,0.06204194372814587,78848,0,0.0,244842.125,1039338.375,6308071.0,27277918.0,244842.125,1039338.375,6308071.0,27277918.0,0.629533653099208,0.629533663392067,0.7610074356198311,0.48345168023108165,0.5716691017150879,4.525858206517653,6.8633400201797485
3,0,0,3,0.05662107790313457,78848,0,0.0,239123.640625,1108324.875,6171500.5,29130156.0,239123.640625,1108324.875,6171500.5,29130156.0,0.6372646358484104,0.6372646242380142,0.778343977034092,0.4805097860901116,0.5192878842353821,4.468460013201969,6.9335844039916985
4,0,1,4,0.05610982965750734,78848,0,0.0,223753.890625,1077918.25,5962288.0,27134638.0,223753.890625,1077918.25,5962288.0,27134638.0,0.6433155080674706,0.6433155089616776,0.7879084482789039,0.48265669618703677,0.5280938148498535,4.385622752398189,6.869758343696594
5,0,1,5,0.05566467631171786,78848,0,0.0,210213.484375,1042378.625,5937099.364999883,19377026.0,210213.484375,1042378.625,5937099.364999883,19377026.0,0.6511654436781955,0.6511654555797577,0.8018181890249252,0.483773515291094,0.5234784483909607,4.295814825939685,6.832079195976257
6,0,1,6,0.05433801984540614,78848,0,0.0,199159.890625,1001029.9656249885,5462365.5,19283076.0,199159.890625,1001029.9656249885,5462365.5,19283076.0,0.6574952104680785,0.6574952155351639,0.8121648922562599,0.4856400264099845,0.5185545086860657,4.2163377355673735,6.77646369934082
7,0,1,7,0.05095915944557224,78848,0,0.0,202168.21875,1025969.375,5482188.5,19578206.0,202168.21875,1025969.375,5482188.5,19578206.0,0.6637755573662947,0.6637755483388901,0.8246657237410545,0.4850086935622808,0.47262686491012573,4.162341903400915,6.787146663665771
8,0,2,8,0.051714252124116206,78848,0,0.0,192555.46875,986469.9375,5225012.0,18536236.0,192555.46875,986469.9375,5225012.0,18536236.0,0.6672421289653755,0.6672421395778656,0.8308965057134629,0.4854039622287143,0.47617560625076294,4.126282231848509,6.773466730117797
9,0,2,9,0.05098079644006097,78848,0,0.0,189059.1875,987197.7374998898,5042124.5,17887936.0,189059.1875,987197.7374998898,5042124.5,17887936.0,0.669288364230304,0.669288381934166,0.8350096449255943,0.4851536382271494,0.4813997447490692,4.109848244111817,6.778200960159301
10,0,2,10,0.051184016315238966,78848,0,0.0,183564.90625,961374.8125,4883762.5,17106470.0,183564.90625,961374.8125,4883762.5,17106470.0,0.6718420118559056,0.671842023730278,0.8393663212656974,0.48570390187276574,0.4859186112880707,4.081319044622366,6.761337041854858
11,0,2,11,0.049095503409199846,78848,0,0.0,184702.140625,980156.8125,4905000.0,17539474.0,184702.140625,980156.8125,4905000.0,17539474.0,0.6759612647418456,0.6759612560272217,0.8476232767105102,0.485225687556094,0.4539654850959778,4.04900881163671,6.7702806949615475
