epoch,layer_name,layer_active_count,layer_clipped_active_count,layer_clipped_active_fraction,layer_active_preconditioner_mean,layer_active_preconditioner_p95,layer_active_preconditioner_p99,layer_active_preconditioner_max,layer_active_preconditioner_mean_after_clip,layer_active_preconditioner_p95_after_clip,layer_active_preconditioner_p99_after_clip,layer_active_preconditioner_max_after_clip,layer_actual_param_delta_norm,layer_raw_grad_norm,layer_preconditioned_grad_norm,layer_soft_geometry_scale_factor,layer_soft_geometry_scale_factor_min,layer_soft_geometry_scale_factor_p50,layer_soft_geometry_scale_factor_p95,layer_soft_geometry_trigger_active_fraction,layer_soft_geometry_overflow_stat,layer_soft_geometry_overflow_stat_p95
0,critic_backbone.0.weight,1797120,0,0.0,323895.0625,2241817.25,6186731.0,95321256.0,323895.0625,2241817.25,6186731.0,95321256.0,0.025967213837429882,0.1257786700502038,220.8754611968994,0.48697671010819654,0.4789203117287979,0.48779071867465973,0.4893940627574921,0.5725071169435978,7.023639555958236,7.1583864927291865
0,critic_backbone.4.bias,5120,0,0.0,1700.925048828125,4498.694238281251,7026.881333007826,296125.46875,1700.925048828125,4498.694238281251,7026.881333007826,296125.46875,0.0049651387729682025,0.011656926118303091,10.698212110996247,1.0,1.0,1.0,1.0,0.0,0.0,0.0
0,critic_backbone.6.weight,655360,0,0.0,5220.36572265625,10675.486425781182,26252.71451171882,96768808.0,5220.36572265625,10675.486425781182,26252.71451171882,96768808.0,0.033471843041479585,0.05168951768428087,121.8774341583252,0.8716203725426626,0.6850444387610622,0.8935114443302155,0.9127705216407775,0.3201995849609375,1.0102896461629682,1.942320489883422
0,critic_backbone.7.bias,5120,0,0.0,1630.473876953125,3898.325866699222,8020.327563476571,111720.890625,1630.473876953125,3898.325866699222,8020.327563476571,111720.890625,0.00513807765673846,0.009808761021122336,10.33574116230011,1.0,1.0,1.0,1.0,0.0,0.0,0.0
0,critic_backbone.7.weight,5120,0,0.0,28368.62109375,38346.439257812555,102614.7424218752,69749808.0,28368.62109375,38346.439257812555,102614.7424218752,69749808.0,0.004802529356675222,0.003094110396341421,14.819679999351502,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1,critic_backbone.0.weight,1797120,0,0.0,290559.40625,2172061.5,5637847.5,15112507.0,290559.40625,2172061.5,5637847.5,15112507.0,0.02014524207916111,0.17359926830977201,214.2776828765869,0.4883265830835362,0.4849810645819866,0.4889887720346451,0.490453676879406,0.3910345435142517,6.985608958892894,7.073216080665588
1,critic_backbone.4.bias,5120,0,0.0,1663.8941650390625,4557.381347656251,6767.631113281251,7246.05859375,1663.8941650390625,4557.381347656251,6767.631113281251,7246.05859375,0.0030150295206112787,0.004932152942637913,5.719461697340011,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1,critic_backbone.6.weight,655360,0,0.0,3734.33154296875,7439.886083984372,10004.298095703125,20656.09375,3734.33154296875,7439.886083984372,10004.298095703125,20656.09375,0.024650379829108716,0.02786081382073462,89.3303243637085,0.914886533963932,0.9122832957362172,0.9147334694862366,0.9174090623855591,0.35182342529296873,0.6202278211552164,0.6356786012649536
1,critic_backbone.7.bias,5120,0,0.0,1526.4478759765625,2961.7401123046884,3971.1326684570404,5736.95166015625,1526.4478759765625,2961.7401123046884,3971.1326684570404,5736.95166015625,0.004929729073774069,0.007104373537003994,9.994727903604508,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1,critic_backbone.7.weight,5120,0,0.0,4935.28857421875,14880.004638671875,32957.89894531256,41248.09375,4935.28857421875,14880.004638671875,32957.89894531256,41248.09375,0.007353943481575698,0.005542827356839553,17.640495777130127,1.0,1.0,1.0,1.0,0.0,0.0,0.0
