telemetry_step,train_epoch,update_epoch,minibatch_id,layer_name,layer_active_count,layer_clipped_active_count,layer_clipped_active_fraction,layer_active_preconditioner_mean,layer_active_preconditioner_p95,layer_active_preconditioner_p99,layer_active_preconditioner_max,layer_active_preconditioner_mean_after_clip,layer_active_preconditioner_p95_after_clip,layer_active_preconditioner_p99_after_clip,layer_active_preconditioner_max_after_clip,layer_actual_param_delta_norm,layer_raw_grad_norm,layer_preconditioned_grad_norm,layer_soft_geometry_reference_preconditioner,layer_soft_geometry_scale_factor,layer_soft_geometry_trigger_active_fraction,layer_soft_geometry_overflow_stat
0,0,0,0,critic_backbone.0.weight,44928,0,0.0,721103.0625,2826178.75,15990342.0,95321256.0,721103.0625,2826178.75,15990342.0,95321256.0,0.05043936148285866,0.09884435683488846,210.63780212402344,2000.0,0.4789203117287979,0.7726807594299316,7.253533632630421
0,0,0,0,critic_backbone.4.bias,128,0,0.0,7648.56982421875,9583.447216796872,218052.1270312502,296125.46875,7648.56982421875,9583.447216796872,218052.1270312502,296125.46875,0.005656421650201082,0.015397121198475361,11.312843322753906,0.0,1.0,0.0,0.0
0,0,0,0,critic_backbone.6.weight,16384,0,0.0,49518.6015625,85743.170703125,381715.0093750001,96768808.0,49518.6015625,85743.170703125,381715.0093750001,96768808.0,0.04382418841123581,0.05629750341176987,127.94552612304688,4000.0,0.6850444387610622,0.55889892578125,3.0650620934757757
0,0,0,0,critic_backbone.7.weight,128,0,0.0,656615.375,858898.2062499981,2049220.5000000005,69749808.0,656615.375,858898.2062499981,2049220.5000000005,69749808.0,0.005630438681691885,0.0016260322881862521,11.26087760925293,0.0,1.0,0.0,0.0
0,0,0,0,critic_backbone.7.bias,128,0,0.0,3363.5791015625,13555.356494140586,41610.65996093755,111720.890625,3363.5791015625,13555.356494140586,41610.65996093755,111720.890625,0.005656663328409195,0.014692946337163448,11.313326835632324,0.0,1.0,0.0,0.0
1,0,0,1,critic_backbone.0.weight,44928,0,0.0,453440.5,2563040.25,10160988.0,48815968.0,453440.5,2563040.25,10160988.0,48815968.0,0.037499282509088516,0.09303351491689682,207.28929138183594,2000.0,0.48230650449575113,0.7648014426231384,7.155802249933644
1,0,0,1,critic_backbone.4.bias,128,0,0.0,2104.72705078125,7101.181494140624,16480.897812500032,21426.900390625,2104.72705078125,7101.181494140624,16480.897812500032,21426.900390625,0.005481175612658262,0.015191450715065002,11.319016456604004,0.0,1.0,0.0,0.0
1,0,0,1,critic_backbone.6.weight,16384,0,0.0,9807.603515625,36170.29960937499,96463.73875,7224738.0,9807.603515625,36170.29960937499,96463.73875,7224738.0,0.03788867965340614,0.06505118310451508,133.3173828125,4000.0,0.7517148962772229,0.42706298828125,2.2019438925793016
1,0,0,1,critic_backbone.7.weight,128,0,0.0,40898.23046875,135594.46367187455,759609.7993750027,1018928.0625,40898.23046875,135594.46367187455,759609.7993750027,1018928.0625,0.004581034649163485,0.0016865140059962869,11.655189514160156,0.0,1.0,0.0,0.0
1,0,0,1,critic_backbone.7.bias,128,0,0.0,2250.220947265625,9908.817138671853,24561.43234375,24650.658203125,2250.220947265625,9908.817138671853,24561.43234375,24650.658203125,0.005556864198297262,0.014604927971959114,11.411262512207031,0.0,1.0,0.0,0.0
2,0,0,2,critic_backbone.0.weight,44928,0,0.0,425263.96875,2480480.25,9907666.0,27277918.0,425263.96875,2480480.25,9907666.0,27277918.0,0.031784605234861374,0.09660790115594864,213.554443359375,2000.0,0.48345168023108165,0.7538728713989258,7.123060289045046
2,0,0,2,critic_backbone.4.bias,128,0,0.0,1904.2066650390625,6462.262475585934,10415.763251953136,17582.21484375,1904.2066650390625,6462.262475585934,10415.763251953136,17582.21484375,0.005403663031756878,0.015815449878573418,11.62824821472168,0.0,1.0,0.0,0.0
