epoch,final_critic_backbone_delta_norm,backbone_active_count,backbone_clipped_active_count,backbone_clipped_active_fraction,backbone_active_preconditioner_mean,backbone_active_preconditioner_p95,backbone_active_preconditioner_p99,backbone_active_preconditioner_max,backbone_active_preconditioner_mean_after_clip,backbone_active_preconditioner_p95_after_clip,backbone_active_preconditioner_p99_after_clip,backbone_active_preconditioner_max_after_clip,backbone_soft_geometry_scale_factor_mean,backbone_soft_geometry_scale_factor_p50,backbone_soft_geometry_scale_factor_p95,backbone_soft_geometry_scale_factor_min,backbone_soft_geometry_trigger_active_fraction,backbone_soft_geometry_overflow_stat_mean,backbone_soft_geometry_overflow_stat_p95
0,0.05533488546632566,5376000,0,0.0,208957.90625,412318.5,5956754.5,93926056.0,208957.90625,412318.5,5956754.5,93926056.0,0.9207044912729058,0.9213170111179352,0.9728948771953583,0.7055421238394537,0.17385053618678026,0.5971767676222811,1.3157713592052451
1,0.04347510655147123,5376000,0,0.0,245733.765625,502001.2312499983,7143969.5,40406456.0,245733.765625,502001.2312499983,7143969.5,40406456.0,0.9216430157223643,0.9322120249271393,0.945036593079567,0.8865466175025689,0.22909839525818826,0.5706195269303269,0.8440858960151673
2,0.045553580214212984,5376000,0,0.0,234248.3125,505713.0031249909,6886843.0,37218956.0,234248.3125,505713.0031249909,6886843.0,37218956.0,0.9532910575994987,0.947495311498642,0.9817403733730317,0.9337156887560214,0.13161152808793952,0.32856834041590327,0.4568255230784416
3,0.03736307748670473,5376000,0,0.0,228060.59375,528853.6999999662,6702869.0,33790152.0,228060.59375,528853.6999999662,6702869.0,33790152.0,0.9652938487430094,0.9637345671653748,0.9903090983629227,0.9405437616914443,0.05854066913681371,0.243350735702251,0.4169209390878677
4,0.0321246688980993,5376000,0,0.0,237146.71875,575725.2468749462,7005597.40999989,33676788.0,237146.71875,575725.2468749462,7005597.40999989,33676788.0,0.9649536935660503,0.9652799367904663,0.9910605818033218,0.9360509167929243,0.0496171239231314,0.24693116918513125,0.44474638700485225
5,0.032109457430626674,5375969,0,0.0,243148.390625,608596.75,7137906.0,33866152.0,243148.390625,608596.75,7137906.0,33866152.0,0.9616342785096794,0.9629506170749664,0.9910976707935333,0.928259982502976,0.05073021719498294,0.27229209654383674,0.5054765105247497
6,0.02735664808643579,5376000,0,0.0,247696.265625,631273.096874987,7180282.5,34653488.0,247696.265625,631273.096874987,7180282.5,34653488.0,0.9592275668901932,0.9602366387844086,0.9920950591564178,0.9223565268869033,0.04792406644139971,0.2912351546994107,0.5527786493301391
7,0.03236146696055301,5375997,0,0.0,252974.875,658263.25,7298818.0,34603308.0,252974.875,658263.25,7298818.0,34603308.0,0.9571230540744234,0.9579052329063416,0.9916509926319123,0.9194359515388135,0.04858644466314997,0.3075339475358367,0.5768860965967179
8,0.031487109881866905,5376000,0,0.0,257071.328125,674924.349999985,7339283.0,32511004.0,257071.328125,674924.349999985,7339283.0,32511004.0,0.9550710357681437,0.9553565084934235,0.9909009069204331,0.9171696177948752,0.050908808835915156,0.3232886770159462,0.595916336774826
9,0.03085907866915114,5376000,0,0.0,260913.71875,696153.8468749896,7464977.5,31001860.0,260913.71875,696153.8468749896,7464977.5,31001860.0,0.9527510125307198,0.9538672268390656,0.9913489729166031,0.9113830924222152,0.050115958494799474,0.34187289714669894,0.6416677355766296
10,0.030716981725282658,5375998,0,0.0,268105.28125,730562.375,7659591.5,31655140.0,268105.28125,730562.375,7659591.5,31655140.0,0.9504269279800466,0.9516395330429077,0.9905593574047089,0.907316293066656,0.05214192180761269,0.3601702533575631,0.675020533800125
11,0.023181502179567732,5376000,0,0.0,274743.78125,759013.3562499691,7787471.5,32774026.0,274743.78125,759013.3562499691,7787471.5,32774026.0,0.9479086673100746,0.9484444558620453,0.990574249625206,0.9028676723329837,0.053973159726176945,0.38024513204471505,0.7115273684263229
