epoch,policy_surrogate_mode,actor_structure_mode,theta_adv_norm_mean,theta_adv_norm_std,route_adv_norm_mean,route_adv_norm_std,route_adv_norm_active_count,route_adv_norm_used_fallback,theta_loss_mean,route_loss_mean,theta_route_loss_ratio,theta_clip_fraction,route_clip_fraction,route_mask_mean,route_mask_active_fraction
0,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,1.1126200405442432e-08,0.9999999403953552,3.096345180253479e-09,0.9999998807907104,2464.0,0.0,-0.0054376316256821156,0.0023274931591004133,0.42803359031677246,0.4247916638851166,0.006087662186473608,0.5133333206176758,0.5133333206176758
1,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,1.1126200405442432e-08,1.0,3.268806558764936e-09,0.9999998211860657,2334.0,0.0,0.01540455874055624,0.0013959528878331184,0.09061940759420395,0.5506250262260437,0.17737789452075958,0.48625001311302185,0.48625001311302185
2,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,7.947286384535346e-09,0.9999998211860657,-1.0091792290722879e-08,1.0,2079.0,0.0,0.00961039774119854,0.015163220465183258,1.5777915716171265,0.4595833420753479,0.24098125100135803,0.43312501907348633,0.43312501907348633
3,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-1.3510386587256562e-08,1.0,7.739965113273684e-09,1.0,1725.0,0.0,0.008061487227678299,0.016209416091442108,2.0107202529907227,0.3335416615009308,0.33507245779037476,0.359375,0.359375
4,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.0,1.0,-4.452954005529364e-09,1.0,1285.0,0.0,0.006342526525259018,0.004237550310790539,0.66811603307724,0.17729167640209198,0.3626459240913391,0.26770833134651184,0.26770833134651184
5,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,4.76837147544984e-09,0.9999999403953552,-3.1500391184380305e-09,0.9999999403953552,1211.0,0.0,0.007744303904473782,0.024882648140192032,3.213021755218506,0.12708333134651184,0.29727497696876526,0.2522916793823242,0.2522916793823242
6,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-1.4305115314527939e-08,1.0,-8.611054980178778e-09,1.0,1329.0,0.0,0.007987434044480324,0.010973566211760044,1.373852014541626,0.12666666507720947,0.22422873973846436,0.27687501907348633,0.27687501907348633
7,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-3.973643192267673e-09,0.9999999403953552,-2.0796635524789053e-08,1.0000001192092896,1284.0,0.0,0.008682122454047203,0.01305379718542099,1.5035243034362793,0.125,0.19470404088497162,0.26750001311302185,0.26750001311302185
8,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-4.76837147544984e-09,0.9999999403953552,1.1995902937655956e-08,1.0,1272.0,0.0,0.0023495452478528023,0.012627589516341686,5.374459266662598,0.12979167699813843,0.1588050276041031,0.26500001549720764,0.26500001549720764
9,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.0,1.0,2.4114115149131976e-08,1.0,1226.0,0.0,0.0049960678443312645,0.020975451916456223,4.198383808135986,0.13333334028720856,0.17210440337657928,0.2554166615009308,0.2554166615009308
10,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,1.2715657859985185e-08,1.0,-6.274173180997877e-09,1.0,1216.0,0.0,0.0008662812178954482,0.008871642872691154,10.240947723388672,0.11791666597127914,0.16694079339504242,0.25333333015441895,0.25333333015441895
11,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-1.19209286886246e-09,0.9999999403953552,-6.125076001950447e-09,1.0,1557.0,0.0,0.004528942052274942,0.026119457557797432,5.767219066619873,0.1614583432674408,0.2825947403907776,0.3243750035762787,0.3243750035762787
