epoch,offload_active_fraction,theta_positive_fraction,route_credit_weight_mean,route_credit_weight_std,route_credit_effective_fraction,route_credit_effective_count,theta_ratio_mean,route_ratio_mean,theta_approx_kl,route_approx_kl,theta_clip_fraction,route_clip_fraction,advantage_action_alignment
0,0.4975000023841858,0.4989583492279053,1.0,0.0,0.4975000023841858,2388.0,0.998906672000885,0.9976951479911804,0.020922040566802025,0.0031566049437969923,0.5170833468437195,0.0012562813935801387,-0.03365304693579674
1,0.49145835638046265,0.5018749833106995,1.0,0.0,0.49145835638046265,2359.0,1.0235968828201294,0.9994732141494751,0.005349074490368366,0.011126993224024773,0.543749988079071,0.15896566212177277,-0.017648031935095787
2,0.42770835757255554,0.5052083730697632,1.0,0.0,0.42770835757255554,2053.0,1.0560708045959473,1.0335924625396729,-0.031024081632494926,-0.017452383413910866,0.46666666865348816,0.28397467732429504,-0.011441044509410858
3,0.37437501549720764,0.5172916650772095,1.0,0.0,0.37437501549720764,1797.0,1.0536777973175049,1.0643885135650635,-0.03273105248808861,-0.04513897746801376,0.36500000953674316,0.33388984203338623,0.06434617936611176
4,0.3135416805744171,0.5229166746139526,1.0,0.0,0.3135416805744171,1505.0,1.0505818128585815,1.087480068206787,-0.03573617339134216,-0.06181124225258827,0.2422916740179062,0.3727574646472931,0.07358241081237793
5,0.26895833015441895,0.5420833230018616,1.0,0.0,0.26895833015441895,1291.0,1.0345064401626587,1.0910732746124268,-0.023851582780480385,-0.06725457310676575,0.16291667520999908,0.2927962839603424,0.018020514398813248
6,0.2643750011920929,0.5674999952316284,1.0,0.0,0.2643750011920929,1269.0,1.010593295097351,1.0623466968536377,-0.0031047682277858257,-0.04489696025848389,0.12020833790302277,0.21276596188545227,-0.03726261109113693
7,0.25854167342185974,0.5818750262260437,1.0,0.0,0.25854167342185974,1241.0,1.018080711364746,1.0595993995666504,-0.010735321789979935,-0.03772243857383728,0.11895833909511566,0.18936342000961304,-0.0014628396602347493
8,0.2581250071525574,0.5706250071525574,1.0,0.0,0.2581250071525574,1239.0,1.0210421085357666,1.0295941829681396,-0.01410541869699955,-0.007474273908883333,0.11604166775941849,0.15173526108264923,-0.11361870169639587
9,0.2564583420753479,0.5741666555404663,1.0,0.0,0.2564583420753479,1231.0,1.0168355703353882,1.0326199531555176,-0.009335982613265514,-0.01406790316104889,0.11666666716337204,0.1551584154367447,0.04979664832353592
10,0.26645833253860474,0.5577083230018616,1.0,0.0,0.26645833253860474,1279.0,1.012715220451355,1.0206823348999023,-0.005479631945490837,0.0036154568661004305,0.1145833358168602,0.1352619230747223,-0.06269145756959915
11,0.3658333420753479,0.5600000023841858,1.0,0.0,0.3658333420753479,1756.0,0.9911462664604187,1.013222336769104,0.026744982227683067,0.011869413778185844,0.19062501192092896,0.24202734231948853,0.05275373160839081
