epoch,policy_surrogate_mode,actor_structure_mode,theta_only_step_kl,route_only_step_kl,theta_only_step_prob_gain,route_only_step_prob_gain,theta_after_route_shift,route_after_theta_shift,theta_head_grad_norm,route_head_grad_norm,theta_backbone_grad_norm,route_backbone_grad_norm,theta_kl_target,route_kl_target,theta_early_stop_count,route_early_stop_count,coupled_stop_trigger_count,coupled_stop_blocked_by_theta_floor_count,coupled_stop_blocked_by_severity_gate_count,coupled_stop_min_theta_updates_per_epoch,coupled_stop_severity_factor,coupled_stop_severity_freeze_kl_threshold,route_update_cap_trigger_count,route_update_cap_per_epoch,route_alignment_gate_threshold,route_alignment_gate_accept_count,route_alignment_gate_reject_count,route_alignment_gate_reject_rate,route_alignment_gate_score_mean,route_step_alignment_mean,route_step_alignment_min,route_step_alignment_max,route_step_accept_count,route_step_reject_count,route_step_accept_rate,route_step_reject_rate,theta_update_count,route_update_count,route_mask_mean,route_mask_active_fraction,route_mask_threshold,route_confident_mask_margin
0,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.00023772456296293446,0.0004695409145564814,-0.00018731766046715037,-0.0003878644164485325,0.0,0.00026659291803038545,0.08034027324304227,0.08461142852496993,0.0724159197568803,0.05701634965476505,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,70,0,0.0,4.0914298087305465e-05,4.0914298087305465e-05,-0.0015754305059090257,0.002019463339820504,70,0,1.0,0.0,70,70,0.4975000023841858,0.4975000023841858,0.5,0.0
1,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-1.569949613440258e-05,0.0007484503405878837,5.811749803602392e-05,-0.0006621795306403198,0.0,0.00023187029905134945,0.06710082355134565,0.08935822092470391,0.09408479752540669,0.09282207649836217,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,70,0,0.0,3.377923424393105e-05,3.377923424393105e-05,-0.0025094226002693176,0.003708131378516555,70,0,1.0,0.0,70,70,0.49145835638046265,0.49145835638046265,0.5,0.0
2,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-0.0004617898268666717,-0.001358984439762675,0.0005089840581474293,0.0014911381295990265,0.0,0.0002977691202041959,0.06345397558936401,0.09535818877447297,0.1000333186442094,0.11900689814722375,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,70,0,0.0,2.343369776229208e-05,2.343369776229208e-05,-0.0017771361162886024,0.004642448853701353,70,0,1.0,0.0,70,70,0.42770835757255554,0.42770835757255554,0.5,0.0
3,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-0.0006246104182667166,-0.0031630962952996404,0.0006736619008214413,0.0033302379622390226,0.0,0.0003339544668311386,0.05623743913687314,0.08991598993982586,0.09396206119842021,0.12157967897233175,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,70,0,0.0,0.00013036271325940366,0.00013036271325940366,-0.004622587468475103,0.0039219930768013,70,0,1.0,0.0,70,70,0.37437501549720764,0.37437501549720764,0.5,0.0
4,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-0.000860212830801694,-0.004617629705379451,0.0009141189845000294,0.0049884309256283035,0.0,0.0003604473680232851,0.0497980753433218,0.09655884813977642,0.0861122949306193,0.15078464992906088,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,70,0,0.0,0.00024228468994676536,0.00024228468994676536,-0.009633511304855347,0.0058548045344650745,70,0,1.0,0.0,70,70,0.3135416805744171,0.3135416805744171,0.5,0.0
5,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-0.00048735562546166225,-0.004811338276236451,0.000519806048090946,0.0052664343796745275,0.0,0.00020241966802651793,0.04389219465924832,0.08488734201816137,0.07453302714167179,0.14610968597446122,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,70,0,0.0,-9.482676803145296e-05,-9.482676803145296e-05,-0.009602565318346024,0.008599319495260715,70,0,1.0,0.0,70,70,0.26895833015441895,0.26895833015441895,0.5,0.0
6,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-0.00010479277721710137,-0.0034399174983263947,0.0001334964320319289,0.003929136094172593,0.0,0.00018510145185116146,0.03970482444816243,0.06921605319815262,0.07047512623563397,0.13635449135538336,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,70,0,0.0,2.465639848716299e-05,2.465639848716299e-05,-0.009010731242597103,0.0036994151305407286,70,0,1.0,0.0,70,70,0.2643750011920929,0.2643750011920929,0.5,0.0
7,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-0.0002495466171499824,-0.003181929438869702,0.0002754703026896875,0.0040415723681300215,0.0,0.00010430288428843986,0.0388389884990248,0.06476675313155049,0.06875872322770533,0.1269526898365103,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,70,0,0.0,-1.4105142540594379e-05,-1.4105142540594379e-05,-0.011351093649864197,0.017260082066059113,70,0,1.0,0.0,70,70,0.25854167342185974,0.25854167342185974,0.5,0.0
8,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-0.0003740016676569472,-0.0017835825318668088,0.0003972171544652221,0.002241226005545676,0.0,8.634226477235123e-05,0.03423185073566011,0.05432948070583368,0.06379947641234929,0.11072871753447522,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,70,0,0.0,-3.704682454294276e-05,-3.704682454294276e-05,-0.005740046501159668,0.0050540403462946415,70,0,1.0,0.0,70,70,0.2581250071525574,0.2581250071525574,0.5,0.0
9,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-0.00020893905906892282,-0.0017380110282569409,0.0002412404527993723,0.0023589171358772937,0.0,0.00010049219716685392,0.03322465234408944,0.05181778254723645,0.06612209922740024,0.11840480426076776,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,70,0,0.0,0.0002434982001854483,0.0002434982001854483,-0.004023530054837465,0.014460161328315735,70,0,1.0,0.0,70,70,0.2564583420753479,0.2564583420753479,0.5,0.0
