epoch,offload_active_fraction,route_logprob_active_fraction,theta_positive_fraction,route_credit_gate_fraction,route_credit_effective_fraction,route_credit_effective_count,route_credit_fallback_trigger_count,route_credit_weight_mean,route_credit_weight_std,route_credit_weight_min,route_credit_weight_max,theta_selected_score_mean,theta_expected_score_mean,theta_residual_credit_mean,theta_residual_credit_std,theta_candidate_score_mean,theta_candidate_score_std,route_residual_credit_mean,route_residual_credit_std,route_candidate_score_mean,route_candidate_score_std,route_expected_score_mean,route_selected_score_mean,theta_ratio_mean,route_ratio_mean,theta_approx_kl,route_approx_kl,theta_clip_fraction,route_clip_fraction,advantage_action_alignment,offload_decision_agreement_ratio,actual_offload_rate_when_theta_true_gap_positive,actual_offload_rate_when_theta_true_gap_negative,route_decision_agreement_ratio,actual_bs1_rate_when_route_true_gap_positive,actual_bs1_rate_when_route_true_gap_negative,conditional_policy_consistency_score
0,0.4975000023841858,0.4975000023841858,0.4989583492279053,0.4989583492279053,0.4975000023841858,2388.0,0,1.0,0.0,1.0,1.0,0.006249889265745878,0.0023110732436180115,0.0039388155564665794,0.99014812707901,6.9042047634582104e-09,0.9974852800369263,0.046486545354127884,0.9859390258789062,3.6193347341395565e-07,0.9969696998596191,-0.0008422679384239018,0.04564427584409714,0.998906672000885,0.9976951479911804,0.020922040566802025,0.0031566049437969923,0.5170833468437195,0.0012562813935801387,-0.03365304693579674,0.502916693687439,1.0,0.4970674514770508,0.5217755436897278,0.5612722039222717,0.5084226727485657,0.5040952563285828
1,0.49145835638046265,0.49145835638046265,0.5018749833106995,0.5018749833106995,0.49145835638046265,2359.0,0,1.0,0.0,1.0,1.0,0.016666637733578682,0.005141765810549259,0.011524871923029423,0.9437729120254517,1.862645149230957e-09,0.9974846839904785,-0.03670492768287659,0.9657341837882996,6.341110747598577e-07,0.9965382218360901,-0.005664544180035591,-0.042369477450847626,1.0235968828201294,0.9994732141494751,0.005349074490368366,0.011126993224024773,0.543749988079071,0.15896566212177277,-0.017648031935095787,0.5077083706855774,0.25,0.4911912679672241,0.4785926342010498,0.484769344329834,0.5271966457366943,0.5318652093410492
2,0.42770835757255554,0.42770835757255554,0.5052083730697632,0.5052083730697632,0.42770835757255554,2053.0,0,1.0,0.0,1.0,1.0,0.1445806473493576,0.04962756484746933,0.09495307505130768,0.8439781665802002,-7.947286162490741e-10,0.9974850416183472,-0.03461979329586029,0.9301865696907043,2.380440491833724e-06,0.9975218772888184,-0.021833550184965134,-0.05645335093140602,1.0560708045959473,1.0335924625396729,-0.031024081632494926,-0.017452383413910866,0.46666666865348816,0.28397467732429504,-0.011441044509410858,0.5729166865348816,1.0,0.42761367559432983,0.4705309271812439,0.45136919617652893,0.5065990090370178,0.5918750762939453
3,0.37437501549720764,0.37437501549720764,0.5172916650772095,0.5172916650772095,0.37437501549720764,1797.0,0,1.0,0.0,1.0,1.0,0.2516665756702423,0.10701353847980499,0.14465302228927612,0.731804609298706,-1.5166898492680048e-07,0.9974672794342041,-0.04120331630110741,0.8439238667488098,-5.688479021159765e-09,0.997552216053009,-0.048415977507829666,-0.08961929380893707,1.0536777973175049,1.0643885135650635,-0.03273105248808861,-0.04513897746801376,0.36500000953674316,0.33388984203338623,0.06434617936611176,0.6266666650772095,0.5999999642372131,0.37339508533477783,0.45631611347198486,0.4731903672218323,0.5580057501792908,0.6582551002502441
4,0.3135416805744171,0.3135416805744171,0.5229166746139526,0.5229166746139526,0.3135416805744171,1505.0,0,1.0,0.0,1.0,1.0,0.346652090549469,0.19820697605609894,0.14844508469104767,0.6443698406219482,-5.6835514072872684e-08,0.9974530339241028,-0.051569148898124695,0.7506934404373169,-5.072137128081522e-07,0.99814373254776,-0.08797658979892731,-0.1395457535982132,1.0505818128585815,1.087480068206787,-0.03573617339134216,-0.06181124225258827,0.2422916740179062,0.3727574646472931,0.07358241081237793,0.674791693687439,0.33908045291900635,0.31312471628189087,0.4305647611618042,0.4301075339317322,0.570105791091919,0.7226713597774506
5,0.26895833015441895,0.26895833015441895,0.5420833230018616,0.5420833230018616,0.26895833015441895,1291.0,0,1.0,0.0,1.0,1.0,0.327084481716156,0.21811150014400482,0.10897299647331238,0.568312406539917,-2.2731100557393802e-07,0.9974203109741211,-0.04389691725373268,0.604345440864563,-1.048949434334645e-05,0.9980949759483337,-0.17371739447116852,-0.2176143229007721,1.0345064401626587,1.0910732746124268,-0.023851582780480385,-0.06725457310676575,0.16291667520999908,0.2927962839603424,0.018020514398813248,0.6654166579246521,0.1149144321680069,0.2841767966747284,0.3919442296028137,0.4202626645565033,0.6291390657424927,0.7901245653629303
6,0.2643750011920929,0.2643750011920929,0.5674999952316284,0.5674999952316284,0.2643750011920929,1269.0,0,1.0,0.0,1.0,1.0,0.2437410056591034,0.17800460755825043,0.06573636829853058,0.5293532609939575,3.5133834330736136e-07,0.997360110282898,-0.018413446843624115,0.5257852673530579,2.8613987979042577e-07,0.9983534216880798,-0.16203302145004272,-0.18044647574424744,1.010593295097351,1.0623466968536377,-0.0031047682277858257,-0.04489696025848389,0.12020833790302277,0.21276596188545227,-0.03726261109113693,0.6235416531562805,0.10787172615528107,0.2911980450153351,0.4105595052242279,0.40248966217041016,0.58620685338974,0.8141297101974487
7,0.25854167342185974,0.25854167342185974,0.5818750262260437,0.5818750262260437,0.25854167342185974,1241.0,0,1.0,0.0,1.0,1.0,0.25499287247657776,0.1748117059469223,0.08018115907907486,0.5134990811347961,-7.284184277978056e-08,0.9973678588867188,-0.012600176967680454,0.4304382801055908,-2.3318335706790094e-08,0.9971230626106262,-0.17273160815238953,-0.185331791639328,1.018080711364746,1.0595993995666504,-0.010735321789979935,-0.03772243857383728,0.11895833909511566,0.18936342000961304,-0.0014628396602347493,0.6285417079925537,0.07255520671606064,0.2868179678916931,0.4069298803806305,0.3996598422527313,0.5866872668266296,0.8463906645774841
8,0.2581250071525574,0.2581250071525574,0.5706250071525574,0.5706250071525574,0.2581250071525574,1239.0,0,1.0,0.0,1.0,1.0,0.23373128473758698,0.1713954359292984,0.062335867434740067,0.48781490325927734,-2.6221698590234155e-07,0.9973999857902527,-0.023609653115272522,0.3895808756351471,1.1959414791817835e-07,0.9979425668716431,-0.2217455953359604,-0.2453552633523941,1.0210421085357666,1.0295941829681396,-0.01410541869699955,-0.007474273908883333,0.11604166775941849,0.15173526108264923,-0.11361870169639587,0.6183333396911621,0.0806223526597023,0.28926026821136475,0.3769168555736542,0.3707664906978607,0.6181277632713318,0.8597173392772675
9,0.2564583420753479,0.2564583420753479,0.5741666555404663,0.5741666555404663,0.2564583420753479,1231.0,0,1.0,0.0,1.0,1.0,0.2666530907154083,0.1967649608850479,0.06988810747861862,0.48156535625457764,1.6098221067295526e-07,0.9973991513252258,-0.007754642050713301,0.37645620107650757,3.643582147105917e-08,0.996710479259491,-0.17663811147212982,-0.1843927651643753,1.0168355703353882,1.0326199531555176,-0.009335982613265514,-0.01406790316104889,0.11666666716337204,0.1551584154367447,0.04979664832353592,0.6347916722297668,0.10213414579629898,0.28131067752838135,0.40942323207855225,0.38745981454849243,0.5723793506622314,0.8628975749015808
