epoch,theta_advantage_mean,theta_advantage_std,theta_advantage_max,theta_advantage_min,route_advantage_mean,route_advantage_std,route_advantage_max,route_advantage_min,theta_adv_norm_mean,theta_adv_norm_std,route_adv_norm_mean,route_adv_norm_std,route_adv_norm_active_count,route_adv_norm_used_fallback,theta_advantage_alignment,route_advantage_alignment,theta_adv_to_route_delta_alignment,route_adv_to_theta_delta_alignment,theta_alignment_margin_over_cross,route_alignment_margin_over_cross,cross_branch_alignment_mean,theta_selected_action_prob_gain,route_selected_action_prob_gain,theta_negative_adv_prob_gain,route_negative_adv_prob_gain,theta_clip_fraction,route_clip_fraction,theta_ratio_mean,theta_ratio_std,theta_ratio_max,route_ratio_mean,route_ratio_std,route_ratio_max,theta_approx_kl,route_approx_kl,theta_loss_mean,route_loss_mean,theta_route_loss_ratio,theta_head_grad_norm,route_head_grad_norm,theta_backbone_grad_norm,route_backbone_grad_norm,theta_kl_target,route_kl_target,theta_early_stop_count,route_early_stop_count,coupled_stop_trigger_count,coupled_stop_blocked_by_theta_floor_count,coupled_stop_blocked_by_severity_gate_count,coupled_stop_min_theta_updates_per_epoch,coupled_stop_severity_factor,coupled_stop_severity_freeze_kl_threshold,theta_update_count,route_update_count,theta_only_step_kl,route_only_step_kl,theta_only_step_prob_gain,route_only_step_prob_gain,theta_after_route_shift,route_after_theta_shift,theta_route_feature_correlation,theta_route_head_correlation,offload_rate_mean,bs1_vs_bs2_entropy,offload_vs_local_value_gap_mean,offload_vs_local_value_gap_std,bs1_vs_bs2_value_gap_mean,bs1_vs_bs2_value_gap_std
0,-0.0011370903812348843,0.1642599254846573,1.0532861948013306,-1.0728875398635864,0.0016239320393651724,0.14266426861286163,1.3426270484924316,-0.9236705303192139,0.0,0.9999999403953552,6.988819301056992e-09,0.9999999403953552,2388.0,0.0,0.014800133183598518,0.031652215868234634,0.008814741857349873,-0.02331351488828659,0.005985391326248646,0.054965730756521225,-0.007249386515468359,-0.0010934030869975686,-0.002304783323779702,-0.003885701997205615,-0.002649199916049838,0.5170833468437195,0.0012562813935801387,0.998906672000885,0.19677825272083282,1.3054938316345215,0.9976951479911804,0.04082369804382324,1.2085251808166504,0.020922040566802025,0.0031566049437969923,0.00204894389025867,-0.0012505383929237723,0.6103301644325256,0.08034027324304227,0.08461142852496993,0.0724159197568803,0.05701634965476505,0.03,0.015,0,0,0,0,0,0,1.0,0.015,70,70,0.00023772456296293446,0.0004695409145564814,-0.00018731766046715037,-0.0003878644164485325,0.0,0.00026659291803038545,0.04806996509432793,0.05047857016324997,0.4994763433933258,0.6597387790679932,-0.07762262970209122,0.5982516407966614,-0.11220843344926834,0.4471905827522278
1,0.0016142786480486393,0.1872408539056778,1.483351707458496,-1.445622444152832,0.0004953921888954937,0.15589311718940735,1.196280598640442,-1.1678422689437866,5.563100202721216e-09,0.9999998211860657,1.6170823569083836e-09,0.9999998211860657,2359.0,0.0,0.039083171635866165,-0.021247699856758118,0.007444676943123341,-0.026072001084685326,0.031638494692742825,0.004824301227927208,-0.009313662070780993,0.023596879094839096,-0.0005267031374387443,0.015933118760585785,-0.0019055457087233663,0.543749988079071,0.15896566212177277,1.0235968828201294,0.23403741419315338,1.6211055517196655,0.9994732141494751,0.14358018338680267,1.6156502962112427,0.005349074490368366,0.011126993224024773,0.0075522796250879765,0.0066148461773991585,0.8758729696273804,0.06710082355134565,0.08935822092470391,0.09408479752540669,0.09282207649836217,0.03,0.015,0,0,0,0,0,0,1.0,0.015,70,70,-1.569949613440258e-05,0.0007484503405878837,5.811749803602392e-05,-0.0006621795306403198,0.0,0.00023187029905134945,0.01586897484958172,0.0646461769938469,0.49718090891838074,0.6574919819831848,-0.29362544417381287,0.7368783950805664,-0.024060925468802452,0.7672274708747864
2,0.002681564074009657,0.22638249397277832,1.750795602798462,-1.76949143409729,0.00012758781667798758,0.20693641901016235,1.5506669282913208,-1.5639973878860474,9.53674295089968e-09,0.9999999403953552,-1.2077706834645596e-08,0.9999999403953552,2053.0,0.0,0.02971506118774414,-0.03434010222554207,-0.00717822415754199,-0.013314139097929,0.03689328534528613,-0.021025963127613068,-0.010246181627735496,0.05607080087065697,0.03359241411089897,0.050964079797267914,0.03725079819560051,0.46666666865348816,0.28397467732429504,1.0560708045959473,0.21314160525798798,1.6979784965515137,1.0335924625396729,0.17672975361347198,1.5995959043502808,-0.031024081632494926,-0.017452383413910866,0.008347664959728718,0.013251367025077343,1.5874320268630981,0.06345397558936401,0.09535818877447297,0.1000333186442094,0.11900689814722375,0.03,0.015,0,0,0,0,0,0,1.0,0.015,70,70,-0.0004617898268666717,-0.001358984439762675,0.0005089840581474293,0.0014911381295990265,0.0,0.0002977691202041959,0.0322519913315773,0.028972625732421875,0.47627687454223633,0.6493322849273682,-0.3538669943809509,1.1733239889144897,-0.011940828524529934,0.9328941702842712
3,0.004036410711705685,0.24311307072639465,1.4691656827926636,-1.8234683275222778,0.0028088591061532497,0.24423575401306152,1.6889252662658691,-1.4508079290390015,5.265077263061357e-09,0.9999999403953552,5.83773962503642e-09,1.0,1797.0,0.0,0.0998685285449028,0.02594461850821972,-0.01647847145795822,-0.03124850057065487,0.11634700000286102,0.05719311907887459,-0.023863486014306545,0.0536777526140213,0.06438841670751572,0.032860107719898224,0.057356420904397964,0.36500000953674316,0.33388984203338623,1.0536777973175049,0.19423776865005493,1.7165433168411255,1.0643885135650635,0.18778689205646515,1.720595121383667,-0.03273105248808861,-0.04513897746801376,-0.0059816837310791016,0.006599429529160261,1.1032711267471313,0.05623743913687314,0.08991598993982586,0.09396206119842021,0.12157967897233175,0.03,0.015,0,0,0,0,0,0,1.0,0.015,70,70,-0.0006246104182667166,-0.0031630962952996404,0.0006736619008214413,0.0033302379622390226,0.0,0.0003339544668311386,0.017502257600426674,0.04218707233667374,0.4480511546134949,0.6298614144325256,-0.49977052211761475,1.7046726942062378,-0.19120867550373077,1.2907849550247192
4,0.010990101844072342,0.23286990821361542,1.2581331729888916,-1.4265015125274658,0.0031941616907715797,0.22066697478294373,1.729249358177185,-1.2764878273010254,-3.1789144649962964e-09,1.0,7.287212167028656e-09,0.9999998807907104,1505.0,0.0,0.061752647161483765,0.031298648566007614,-0.03448422625660896,-0.025961387902498245,0.09623687341809273,0.05726003646850586,-0.030222807079553604,0.050581734627485275,0.08748014271259308,0.04155199974775314,0.0861750915646553,0.2422916740179062,0.3727574646472931,1.0505818128585815,0.16207243502140045,1.6699249744415283,1.087480068206787,0.2122018188238144,1.980956792831421,-0.03573617339134216,-0.06181124225258827,-0.0004281934234313667,0.011236372403800488,26.240734100341797,0.0497980753433218,0.09655884813977642,0.0861122949306193,0.15078464992906088,0.03,0.015,0,0,0,0,0,0,1.0,0.015,70,70,-0.000860212830801694,-0.004617629705379451,0.0009141189845000294,0.0049884309256283035,0.0,0.0003604473680232851,0.006178262177854776,0.02120823785662651,0.39502692222595215,0.5963526964187622,-0.8705844283103943,2.235743284225464,-0.18472988903522491,1.7469044923782349
5,0.01944211684167385,0.22692647576332092,1.4603686332702637,-1.2144263982772827,0.002218569628894329,0.23806695640087128,1.6940407752990723,-1.372155785560608,9.53674295089968e-09,0.9999998807907104,8.864517120343862e-09,1.0,1291.0,0.0,-0.016720665618777275,-0.00567410234361887,-0.010489779524505138,-0.021890901029109955,-0.006230886094272137,0.016216798685491085,-0.016190340276807547,0.03450632467865944,0.09107328206300735,0.03920090198516846,0.09023500978946686,0.16291667520999908,0.2927962839603424,1.0345064401626587,0.13917112350463867,1.8194868564605713,1.0910732746124268,0.20007672905921936,2.1212804317474365,-0.023851582780480385,-0.06725457310676575,0.009682832285761833,0.018209442496299744,1.8805885314941406,0.04389219465924832,0.08488734201816137,0.07453302714167179,0.14610968597446122,0.03,0.015,0,0,0,0,0,0,1.0,0.015,70,70,-0.00048735562546166225,-0.004811338276236451,0.000519806048090946,0.0052664343796745275,0.0,0.00020241966802651793,0.014182946644723415,0.034910496324300766,0.3469487130641937,0.5462824702262878,-1.372788667678833,2.4800171852111816,-0.12372492998838425,2.3206121921539307
6,0.03470443934202194,0.2505091726779938,1.5217115879058838,-1.3995529413223267,0.0066765835508704185,0.25938117504119873,1.5078322887420654,-1.530726671218872,-2.7418137094059603e-08,0.9999998807907104,9.769713038565442e-09,1.0,1269.0,0.0,-0.05749376863241196,-0.0420726053416729,-0.01096361968666315,-0.04011828824877739,-0.046530148945748806,-0.001954317092895508,-0.02554095396772027,0.010593265295028687,0.0623466856777668,0.015894806012511253,0.06385014206171036,0.12020833790302277,0.21276596188545227,1.010593295097351,0.1197899654507637,1.6726083755493164,1.0623466968536377,0.1770312339067459,2.154071092605591,-0.0031047682277858257,-0.04489696025848389,0.00998573936522007,0.016030309721827507,1.6053186655044556,0.03970482444816243,0.06921605319815262,0.07047512623563397,0.13635449135538336,0.03,0.015,0,0,0,0,0,0,1.0,0.015,70,70,-0.00010479277721710137,-0.0034399174983263947,0.0001334964320319289,0.003929136094172593,0.0,0.00018510145185116146,0.020908840000629425,-0.01350601390004158,0.3190735876560211,0.4989664852619171,-2.2678160667419434,3.004981279373169,-0.44348350167274475,3.002082347869873
7,0.04336116462945938,0.24618281424045563,1.3406678438186646,-0.9886285066604614,0.009029284119606018,0.24838104844093323,1.2584943771362305,-1.1178512573242188,6.755193293628281e-09,0.9999999403953552,9.221669650116837e-09,1.0,1241.0,0.0,-0.02409261278808117,-0.03771147131919861,0.0151383550837636,0.024161217734217644,-0.03923096787184477,-0.06187268905341625,0.01964978640899062,0.018080610781908035,0.05959943309426308,0.01998821273446083,0.06758150458335876,0.11895833909511566,0.18936342000961304,1.018080711364746,0.1177922785282135,1.8089122772216797,1.0595993995666504,0.19273154437541962,2.8280768394470215,-0.010735321789979935,-0.03772243857383728,0.006107889115810394,0.01899445429444313,3.1098179817199707,0.0388389884990248,0.06476675313155049,0.06875872322770533,0.1269526898365103,0.03,0.015,0,0,0,0,0,0,1.0,0.015,70,70,-0.0002495466171499824,-0.003181929438869702,0.0002754703026896875,0.0040415723681300215,0.0,0.00010430288428843986,0.03746747970581055,0.03156161680817604,0.3213018476963043,0.4520139694213867,-2.723583936691284,3.3023581504821777,-0.587670087814331,2.969954013824463
8,0.042755722999572754,0.27242815494537354,1.975489854812622,-1.654824137687683,0.008213702589273453,0.27871155738830566,1.8265471458435059,-2.058565616607666,-1.4702479234074417e-08,0.9999999403953552,0.0,1.0,1239.0,0.0,0.0017000824445858598,0.021349329501390457,-0.0019497559405863285,-0.03354144096374512,0.0036498383851721883,0.054890770465135574,-0.017745598452165723,0.021042155101895332,0.029594162479043007,0.023226186633110046,0.034195639193058014,0.11604166775941849,0.15173526108264923,1.0210421085357666,0.11445321142673492,1.7290273904800415,1.0295941829681396,0.1822468638420105,2.254692316055298,-0.01410541869699955,-0.007474273908883333,0.002740196418017149,0.012760231271386147,4.656667709350586,0.03423185073566011,0.05432948070583368,0.06379947641234929,0.11072871753447522,0.03,0.015,0,0,0,0,0,0,1.0,0.015,70,70,-0.0003740016676569472,-0.0017835825318668088,0.0003972171544652221,0.002241226005545676,0.0,8.634226477235123e-05,0.011234721168875694,0.02763226628303528,0.315342515707016,0.4241285026073456,-2.813793659210205,3.6743826866149902,-0.4801658093929291,3.2915053367614746
9,0.047707777470350266,0.2696646749973297,1.6865956783294678,-1.7310969829559326,0.010500225238502026,0.27339431643486023,1.72267746925354,-1.7745146751403809,0.0,0.9999999403953552,-1.3944871923854407e-08,1.0,1231.0,0.0,0.003608343191444874,-0.022814149037003517,-0.0002165997721021995,-0.03856568783521652,0.0038249429635470733,0.015751538798213005,-0.01939114380365936,0.016835568472743034,0.032619960606098175,0.01521737314760685,0.03741315379738808,0.11666666716337204,0.1551584154367447,1.0168355703353882,0.11821722984313965,1.6363146305084229,1.0326199531555176,0.1776747703552246,2.1342782974243164,-0.009335982613265514,-0.01406790316104889,0.0026834155432879925,0.014165297150611877,5.278811454772949,0.03322465234408944,0.05181778254723645,0.06612209922740024,0.11840480426076776,0.03,0.015,0,0,0,0,0,0,1.0,0.015,70,70,-0.00020893905906892282,-0.0017380110282569409,0.0002412404527993723,0.0023589171358772937,0.0,0.00010049219716685392,0.0169873908162117,0.01074657216668129,0.3143337666988373,0.4075218737125397,-3.0768656730651855,3.904439687728882,-0.6596079468727112,3.811060667037964
