epoch,advantage_mean,advantage_std,positive_advantage_ratio,negative_advantage_ratio,delta_log_prob_selected_action_mean,delta_log_prob_selected_action_std,selected_action_prob_gain_mean,advantage_action_alignment,theta_advantage_alignment,route_advantage_alignment,theta_adv_to_route_delta_alignment,route_adv_to_theta_delta_alignment,theta_alignment_margin_over_cross,route_alignment_margin_over_cross,cross_branch_alignment_mean,theta_selected_action_prob_gain,route_selected_action_prob_gain,theta_negative_adv_prob_gain,route_negative_adv_prob_gain,theta_clip_fraction,route_clip_fraction,high_advantage_action_prob_gain,mid_advantage_action_prob_gain,low_advantage_action_prob_gain,negative_advantage_action_prob_gain,advantage_bucket_high_positive_threshold,advantage_bucket_near_zero_threshold
0,-24.433935165405273,4.203202247619629,0.0,1.0,-0.022492453455924988,0.039554428309202194,-0.02147580310702324,-0.03365304693579674,0.014800133183598518,0.031652215868234634,0.008814741857349873,-0.02331351488828659,0.005985391326248646,0.054965730756521225,-0.007249386515468359,-0.0010934030869975686,-0.002304783323779702,-0.003885701997205615,-0.002649199916049838,0.5170833468437195,0.0012562813935801387,0.0,0.0,0.0,-0.02147580310702324,0.0,0.4203202247619629
1,-18.956438064575195,7.6176323890686035,0.04999999701976776,0.949999988079071,-0.010817528702318668,0.06483037024736404,-0.008691108785569668,-0.017648031935095787,0.039083171635866165,-0.021247699856758118,0.007444676943123341,-0.026072001084685326,0.031638494692742825,0.004824301227927208,-0.009313662070780993,0.023596879094839096,-0.0005267031374387443,0.015933118760585785,-0.0019055457087233663,0.543749988079071,0.15896566212177277,-0.043801963329315186,-0.009075443260371685,-0.04680585861206055,-0.00792398676276207,10.759771347045898,0.7617632389068604
2,-15.705964088439941,10.005366325378418,0.07000000029802322,0.9300000071525574,0.03848860785365105,0.07299688458442688,0.041973941028118134,-0.011441044509410858,0.02971506118774414,-0.03434010222554207,-0.00717822415754199,-0.013314139097929,0.03689328534528613,-0.021025963127613068,-0.010246181627735496,0.05607080087065697,0.03359241411089897,0.050964079797267914,0.03725079819560051,0.46666666865348816,0.28397467732429504,0.03800402581691742,0.018357980996370316,0.0,0.043328993022441864,17.019338607788086,1.0005366325378418
3,-13.084665298461914,13.576441764831543,0.09999999403953552,0.8999999761581421,0.04962996020913124,0.07721083611249924,0.05393929407000542,0.06434617936611176,0.0998685285449028,0.02594461850821972,-0.01647847145795822,-0.03124850057065487,0.11634700000286102,0.05719311907887459,-0.023863486014306545,0.0536777526140213,0.06438841670751572,0.032860107719898224,0.057356420904397964,0.36500000953674316,0.33388984203338623,0.04961362108588219,0.03576003387570381,-0.0022262930870056152,0.056321728974580765,23.01838493347168,1.3576441764831544
4,-8.76535701751709,15.216139793395996,0.16499999165534973,0.8349999785423279,0.05511656776070595,0.05030728131532669,0.05798531323671341,0.07358241081237793,0.061752647161483765,0.031298648566007614,-0.03448422625660896,-0.025961387902498245,0.09623687341809273,0.05726003646850586,-0.030222807079553604,0.050581734627485275,0.08748014271259308,0.04155199974775314,0.0861750915646553,0.2422916740179062,0.3727574646472931,0.05262286961078644,0.06391700357198715,0.05150890350341797,0.057536810636520386,33.63484573364258,1.5216139793395997
5,-7.305723190307617,15.179778099060059,0.1550000011920929,0.8449999690055847,0.04194026067852974,0.0457727313041687,0.04391930624842644,0.018020514398813248,-0.016720665618777275,-0.00567410234361887,-0.010489779524505138,-0.021890901029109955,-0.006230886094272137,0.016216798685491085,-0.016190340276807547,0.03450632467865944,0.09107328206300735,0.03920090198516846,0.09023500978946686,0.16291667520999908,0.2927962839603424,0.06308300048112869,0.04206826165318489,0.020768623799085617,0.04366101697087288,36.906028747558594,1.517977809906006
6,-5.509286880493164,18.964693069458008,0.17499999701976776,0.824999988079071,0.014974402263760567,0.03966451436281204,0.015879422426223755,-0.03726261109113693,-0.05749376863241196,-0.0420726053416729,-0.01096361968666315,-0.04011828824877739,-0.046530148945748806,-0.001954317092895508,-0.02554095396772027,0.010593265295028687,0.0623466856777668,0.015894806012511253,0.06385014206171036,0.12020833790302277,0.21276596188545227,0.01414375752210617,0.02441783808171749,0.009462082758545876,0.014904269017279148,46.33293151855469,1.896469306945801
7,-1.354899525642395,20.087066650390625,0.25999999046325684,0.7400000095367432,0.02048814296722412,0.04196985438466072,0.021584775298833847,-0.0014628396602347493,-0.02409261278808117,-0.03771147131919861,0.0151383550837636,0.024161217734217644,-0.03923096787184477,-0.06187268905341625,0.01964978640899062,0.018080610781908035,0.05959943309426308,0.01998821273446083,0.06758150458335876,0.11895833909511566,0.18936342000961304,0.023220563307404518,0.019860703498125076,0.020151549950242043,0.0221965741366148,46.16203308105469,2.0087066650390626
8,-0.9372517466545105,20.83621597290039,0.3100000023841858,0.6899999976158142,0.016034716740250587,0.03898215293884277,0.016921348869800568,-0.11361870169639587,0.0017000824445858598,0.021349329501390457,-0.0019497559405863285,-0.03354144096374512,0.0036498383851721883,0.054890770465135574,-0.017745598452165723,0.021042155101895332,0.029594162479043007,0.023226186633110046,0.034195639193058014,0.11604166775941849,0.15173526108264923,0.0003995803708676249,0.01410005148500204,0.019696542993187904,0.01881115511059761,36.7403450012207,2.083621597290039
9,-0.5255685448646545,19.780439376831055,0.35999998450279236,0.6399999856948853,0.01294381357729435,0.03495345637202263,0.013643382117152214,0.04979664832353592,0.003608343191444874,-0.022814149037003517,-0.0002165997721021995,-0.03856568783521652,0.0038249429635470733,0.015751538798213005,-0.01939114380365936,0.016835568472743034,0.032619960606098175,0.01521737314760685,0.03741315379738808,0.11666666716337204,0.1551584154367447,0.01421076525002718,0.020790021866559982,0.015762731432914734,0.009823544882237911,29.2565860748291,1.9780439376831056
