block_index,block_start,block_stop_exclusive,block_size,block_semantic,policy_surrogate_mode,block_value_score_mean,block_value_score_std,block_value_score_max,block_value_score_min,block_value_scale_mean,block_value_scale_std,block_value_scale_max,block_value_scale_min,block_clip_fraction,per_block_selected_action_prob_gain_mean,per_block_selected_action_prob_gain_std,epoch
0,0,3,3,dispatch_decision_block,hierarchical_actor_separate_theta_route_backbones,0.22228431701660156,0.10693921893835068,0.5526518225669861,-0.09927567839622498,1.0,0.0,1.0,1.0,0.3100000023841858,-0.022863900288939476,0.11413683742284775,0
1,3,6,3,dispatch_decision_block,hierarchical_actor_separate_theta_route_backbones,-0.20673410594463348,0.12395785003900528,0.1538955420255661,-0.5476172566413879,1.0,0.0,1.0,1.0,0.38999998569488525,-0.0012231772998347878,0.1389455944299698,0
2,6,9,3,dispatch_decision_block,hierarchical_actor_separate_theta_route_backbones,-0.2861585021018982,0.1105942502617836,0.24182842671871185,-0.5156113505363464,1.0,0.0,1.0,1.0,0.28999999165534973,0.0003558289899956435,0.10989117622375488,0
3,9,12,3,dispatch_decision_block,hierarchical_actor_separate_theta_route_backbones,-0.0575064979493618,0.11559910327196121,0.28824377059936523,-0.32457390427589417,1.0,0.0,1.0,1.0,0.3700000047683716,-0.01244308426976204,0.12440258264541626,0
4,12,15,3,dispatch_decision_block,hierarchical_actor_separate_theta_route_backbones,0.1532355397939682,0.10334572941064835,0.3565097451210022,-0.10900318622589111,1.0,0.0,1.0,1.0,0.47999998927116394,-0.024967052042484283,0.13693782687187195,0
5,15,18,3,dispatch_decision_block,hierarchical_actor_separate_theta_route_backbones,0.08778198063373566,0.10993333160877228,0.3390108644962311,-0.20126433670520782,1.0,0.0,1.0,1.0,0.23000000417232513,0.008207458071410656,0.09816671162843704,0
6,18,21,3,dispatch_decision_block,hierarchical_actor_separate_theta_route_backbones,-0.02985754981637001,0.14174485206604004,0.4489589035511017,-0.3346315026283264,1.0,0.0,1.0,1.0,0.3199999928474426,0.017400912940502167,0.12344134598970413,0
7,21,24,3,dispatch_decision_block,hierarchical_actor_separate_theta_route_backbones,0.10900858789682388,0.11202286183834076,0.3916052579879761,-0.20463109016418457,1.0,0.0,1.0,1.0,0.36000001430511475,-0.035472992807626724,0.1301272213459015,0
8,24,27,3,dispatch_decision_block,hierarchical_actor_separate_theta_route_backbones,0.2847619354724884,0.16813525557518005,0.7391002774238586,-0.09994786977767944,1.0,0.0,1.0,1.0,0.23999999463558197,-0.007940004579722881,0.10081711411476135,0
9,27,30,3,dispatch_decision_block,hierarchical_actor_separate_theta_route_backbones,0.022578062489628792,0.10913289338350296,0.319032222032547,-0.2944694757461548,1.0,0.0,1.0,1.0,0.3199999928474426,-0.010325104929506779,0.1138705164194107,0
10,30,33,3,dispatch_decision_block,hierarchical_actor_separate_theta_route_backbones,0.3211597204208374,0.15618033707141876,0.5944252014160156,-0.30546993017196655,1.0,0.0,1.0,1.0,0.550000011920929,-0.010518894530832767,0.14869286119937897,0
