epoch,policy_ratio_mode,action_dim,delta_log_prob_selected_action_mean,delta_log_prob_selected_action_std,logprob_delta_sum_mean,logprob_delta_sum_std,logprob_delta_mean_mean,logprob_delta_mean_std,sum_to_mean_scale_ratio
0,current_joint_sum_ratio,72,-1.3656947612762451,3.8429033756256104,-1.3656947612762451,3.8429033756256104,-0.01896798051893711,0.053373657166957855,71.99998420518372
1,current_joint_sum_ratio,72,-2.0605385303497314,8.204756736755371,-2.0605385303497314,8.204756736755371,-0.02861858904361725,0.11395495384931564,71.99999134805728
2,current_joint_sum_ratio,72,-3.7913215160369873,9.157036781311035,-3.7913215160369873,9.157036781311035,-0.052657242864370346,0.1271810680627823,71.9999874212369
3,current_joint_sum_ratio,72,0.960694432258606,8.98753833770752,0.960694432258606,8.98753833770752,0.013342980295419693,0.12482692301273346,71.99999013859133
4,current_joint_sum_ratio,72,-0.9039164185523987,7.70501708984375,-0.9039164185523987,7.70501708984375,-0.012554395943880081,0.10701412707567215,71.9999872962406
